"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","AO","Heterosexual / straight","350","305","21990","21260"
"In post","2022","Project Delivery","AO","LGBO","30","30","[c]","[c]"
"In post","2022","Project Delivery","AO","Undeclared","50","45","22090","21260"
"In post","2022","Project Delivery","AO","Unknown","190","165","22220","21740"
"In post","2022","Project Delivery","EO","Heterosexual / straight","2490","2355","24750","25750"
"In post","2022","Project Delivery","EO","LGBO","130","125","25240","25940"
"In post","2022","Project Delivery","EO","Undeclared","240","230","25070","25740"
"In post","2022","Project Delivery","EO","Unknown","575","540","25150","26120"
"In post","2022","Project Delivery","G6","Heterosexual / straight","1485","1440","68220","67910"
"In post","2022","Project Delivery","G6","LGBO","85","80","68510","67910"
"In post","2022","Project Delivery","G6","Undeclared","170","165","68080","67160"
"In post","2022","Project Delivery","G6","Unknown","360","350","67910","67770"
"In post","2022","Project Delivery","G7","Heterosexual / straight","3485","3390","54050","54540"
"In post","2022","Project Delivery","G7","LGBO","195","195","53390","53670"
"In post","2022","Project Delivery","G7","Undeclared","395","385","53740","54540"
"In post","2022","Project Delivery","G7","Unknown","1065","1030","53810","54160"
"In post","2022","Project Delivery","HEO","Heterosexual / straight","4440","4250","32250","33000"
"In post","2022","Project Delivery","HEO","LGBO","235","235","32320","33000"
"In post","2022","Project Delivery","HEO","Undeclared","570","540","32840","33190"
"In post","2022","Project Delivery","HEO","Unknown","1015","965","33220","33370"
"In post","2022","Project Delivery","SCS level","Heterosexual / straight","445","435","92610","85430"
"In post","2022","Project Delivery","SCS level","LGBO","30","30","87010","77370"
"In post","2022","Project Delivery","SCS level","Undeclared","50","45","95070","84700"
"In post","2022","Project Delivery","SCS level","Unknown","70","70","92040","79300"
"In post","2022","Project Delivery","SEO","Heterosexual / straight","4935","4765","40630","40520"
"In post","2022","Project Delivery","SEO","LGBO","215","215","39980","40180"
"In post","2022","Project Delivery","SEO","Undeclared","695","660","41230","40580"
"In post","2022","Project Delivery","SEO","Unknown","935","895","40500","40520"
"In post","2022","Project Delivery","Unknown","Heterosexual / straight","1275","1245","41290","39860"
"In post","2022","Project Delivery","Unknown","LGBO","45","45","33350","31600"
"In post","2022","Project Delivery","Unknown","Undeclared","160","155","44760","42680"
"In post","2022","Project Delivery","Unknown","Unknown","125","125","36930","33180"
"In post","2022","Property","AA","Heterosexual / straight","370","360","18280","17480"
"In post","2022","Property","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Property","AA","Undeclared","40","40","18250","17480"
"In post","2022","Property","AA","Unknown","175","165","19330","19010"
"In post","2022","Property","AO","Heterosexual / straight","645","595","22600","22010"
"In post","2022","Property","AO","LGBO","40","40","22160","22010"
"In post","2022","Property","AO","Undeclared","95","90","22440","22010"
"In post","2022","Property","AO","Unknown","455","425","23460","22010"
"In post","2022","Property","EO","Heterosexual / straight","1280","1210","26540","26670"
"In post","2022","Property","EO","LGBO","55","55","26500","26350"
"In post","2022","Property","EO","Undeclared","155","140","27170","27000"
"In post","2022","Property","EO","Unknown","425","405","27340","26880"
"In post","2022","Property","G6","Heterosexual / straight","395","390","66420","65370"
"In post","2022","Property","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Property","G6","Undeclared","45","45","67560","65670"
"In post","2022","Property","G6","Unknown","65","65","66310","65420"
"In post","2022","Property","G7","Heterosexual / straight","910","885","54850","54540"
"In post","2022","Property","G7","LGBO","40","40","54390","54270"
"In post","2022","Property","G7","Undeclared","115","110","55920","54860"
"In post","2022","Property","G7","Unknown","155","150","55070","54830"
"In post","2022","Property","HEO","Heterosexual / straight","1535","1485","33370","33300"
"In post","2022","Property","HEO","LGBO","60","60","33040","33300"
"In post","2022","Property","HEO","Undeclared","195","185","33810","33300"
"In post","2022","Property","HEO","Unknown","320","315","33610","33080"
"In post","2022","Property","SCS level","Heterosexual / straight","90","90","89880","84770"
"In post","2022","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Property","SEO","Heterosexual / straight","1285","1235","42270","41750"
"In post","2022","Property","SEO","LGBO","50","45","41780","41750"
"In post","2022","Property","SEO","Undeclared","175","165","43250","43500"
"In post","2022","Property","SEO","Unknown","275","260","43270","43470"
"In post","2022","Property","Unknown","Heterosexual / straight","40","40","22470","22960"
"In post","2022","Property","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA","Heterosexual / straight","1910","1855","20630","19810"
"In post","2022","Security","AA","LGBO","65","65","20840","19810"
"In post","2022","Security","AA","Undeclared","190","185","20650","19810"
"In post","2022","Security","AA","Unknown","310","305","21370","19810"
"In post","2022","Security","AO","Heterosexual / straight","2095","2040","31490","29890"
"In post","2022","Security","AO","LGBO","105","105","32010","31770"
"In post","2022","Security","AO","Undeclared","335","325","34750","39070"
"In post","2022","Security","AO","Unknown","640","635","31120","28890"
"In post","2022","Security","EO","Heterosexual / straight","1060","1025","31820","28670"
"In post","2022","Security","EO","LGBO","60","60","31660","29090"
"In post","2022","Security","EO","Undeclared","160","155","34860","31760"
"In post","2022","Security","EO","Unknown","235","225","29290","26820"
"In post","2022","Security","G6","Heterosexual / straight","100","95","67740","66900"
"In post","2022","Security","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Security","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","G6","Unknown","20","20","[c]","[c]"
"In post","2022","Security","G7","Heterosexual / straight","310","305","56360","55210"
"In post","2022","Security","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Security","G7","Undeclared","65","60","56990","55430"
"In post","2022","Security","G7","Unknown","75","70","56190","54700"
"In post","2022","Security","HEO","Heterosexual / straight","1210","1180","35830","33630"
"In post","2022","Security","HEO","LGBO","70","70","34810","33330"
"In post","2022","Security","HEO","Undeclared","200","195","37230","34700"
"In post","2022","Security","HEO","Unknown","245","240","34900","34130"
"In post","2022","Security","SCS level","Heterosexual / straight","40","40","92220","87680"
"In post","2022","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Security","SEO","Heterosexual / straight","650","640","44430","43160"
"In post","2022","Security","SEO","LGBO","35","35","42840","41750"
"In post","2022","Security","SEO","Undeclared","115","110","45310","43700"
"In post","2022","Security","SEO","Unknown","145","145","44010","42470"
"In post","2022","Security","Unknown","Heterosexual / straight","145","145","32470","29680"
"In post","2022","Security","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","AA","Heterosexual / straight","2880","2680","20290","19810"
"In post","2022","Unknown","AA","LGBO","160","155","20850","21050"
"In post","2022","Unknown","AA","Undeclared","295","270","19990","19050"
"In post","2022","Unknown","AA","Unknown","990","935","21560","21050"
"In post","2022","Unknown","AO","Heterosexual / straight","10885","10000","22510","21680"
"In post","2022","Unknown","AO","LGBO","390","370","22580","21680"
"In post","2022","Unknown","AO","Undeclared","1350","1230","22640","21680"
"In post","2022","Unknown","AO","Unknown","2080","1995","23530","21830"
"In post","2022","Unknown","EO","Heterosexual / straight","16570","15520","27410","26930"
"In post","2022","Unknown","EO","LGBO","785","760","27090","26820"
"In post","2022","Unknown","EO","Undeclared","2280","2095","27740","27370"
"In post","2022","Unknown","EO","Unknown","3430","3260","27770","27230"
"In post","2022","Unknown","G6","Heterosexual / straight","2265","2170","72030","70480"
"In post","2022","Unknown","G6","LGBO","125","125","70270","68970"
"In post","2022","Unknown","G6","Undeclared","270","255","72030","69390"
"In post","2022","Unknown","G6","Unknown","485","455","72900","75190"
"In post","2022","Unknown","G7","Heterosexual / straight","4965","4790","57750","57460"
"In post","2022","Unknown","G7","LGBO","315","310","57130","57430"
"In post","2022","Unknown","G7","Undeclared","670","655","58130","57680"
"In post","2022","Unknown","G7","Unknown","1085","1050","57320","57430"
"In post","2022","Unknown","HEO","Heterosexual / straight","10185","9805","34330","33700"
"In post","2022","Unknown","HEO","LGBO","565","550","33860","33300"
"In post","2022","Unknown","HEO","Undeclared","1325","1275","34630","33900"
"In post","2022","Unknown","HEO","Unknown","1950","1895","35460","35050"
"In post","2022","Unknown","SCS level","Heterosexual / straight","750","725","89390","83230"
"In post","2022","Unknown","SCS level","LGBO","45","45","89100","81880"
"In post","2022","Unknown","SCS level","Undeclared","80","75","86680","81430"
"In post","2022","Unknown","SCS level","Unknown","140","135","92190","83230"
"In post","2022","Unknown","SEO","Heterosexual / straight","7495","7255","43030","41980"
"In post","2022","Unknown","SEO","LGBO","410","405","42250","41950"
"In post","2022","Unknown","SEO","Undeclared","1010","985","42890","41980"
"In post","2022","Unknown","SEO","Unknown","1355","1310","43510","42120"
"In post","2022","Unknown","Unknown","Heterosexual / straight","210","205","40710","35710"
"In post","2022","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","50","45","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1795","37340","34020"
"Leaver CS","2022","Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AO","Heterosexual / straight","65","[c]","21960","21510"
"Leaver CS","2022","Analysis","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AO","Unknown","35","[c]","20340","19610"
"Leaver CS","2022","Analysis","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G7","Heterosexual / straight","40","[c]","54520","54540"
"Leaver CS","2022","Analysis","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HEO","Heterosexual / straight","70","[c]","33970","33500"
"Leaver CS","2022","Analysis","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HEO","Unknown","45","[c]","32240","31990"
"Leaver CS","2022","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO","Heterosexual / straight","35","[c]","40870","39850"
"Leaver CS","2022","Analysis","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Heterosexual / straight","35","[c]","26920","26670"
"Leaver CS","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6","Unknown","30","[c]","82260","81500"
"Leaver CS","2022","Commercial","G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G7","Unknown","80","[c]","62310","62270"
"Leaver CS","2022","Commercial","HEO","Heterosexual / straight","55","[c]","33240","33470"
"Leaver CS","2022","Commercial","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO","Heterosexual / straight","80","[c]","40920","40580"
"Leaver CS","2022","Commercial","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Heterosexual / straight","40","[c]","27420","26820"
"Leaver CS","2022","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HEO","Heterosexual / straight","65","[c]","34880","34550"
"Leaver CS","2022","Communications","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO","Heterosexual / straight","50","[c]","42140","40720"
"Leaver CS","2022","Communications","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO","Unknown","40","[c]","41820","40600"
"Leaver CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AO","Heterosexual / straight","60","[c]","21590","21260"
"Leaver CS","2022","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Heterosexual / straight","80","[c]","27860","27570"
"Leaver CS","2022","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","55","[c]","27860","27570"
"Leaver CS","2022","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HEO","Heterosexual / straight","35","[c]","34760","34290"
"Leaver CS","2022","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AO","Heterosexual / straight","130","[c]","21400","21260"
"Leaver CS","2022","Debt","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AO","Unknown","35","[c]","21320","21260"
"Leaver CS","2022","Debt","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AO","Heterosexual / straight","50","[c]","21630","21170"
"Leaver CS","2022","Digital, Data & Technology","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Heterosexual / straight","140","[c]","27430","26990"
"Leaver CS","2022","Digital, Data & Technology","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","60","[c]","26800","26840"
"Leaver CS","2022","Digital, Data & Technology","G6","Heterosexual / straight","55","[c]","69040","67970"
"Leaver CS","2022","Digital, Data & Technology","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G7","Heterosexual / straight","175","[c]","56080","54700"
"Leaver CS","2022","Digital, Data & Technology","G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G7","Undeclared","40","[c]","54610","54290"
"Leaver CS","2022","Digital, Data & Technology","G7","Unknown","70","[c]","53730","53420"
"Leaver CS","2022","Digital, Data & Technology","HEO","Heterosexual / straight","155","[c]","34090","33370"
"Leaver CS","2022","Digital, Data & Technology","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HEO","Undeclared","60","[c]","34600","33300"
"Leaver CS","2022","Digital, Data & Technology","HEO","Unknown","80","[c]","33660","33840"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO","Heterosexual / straight","190","[c]","42130","40600"
"Leaver CS","2022","Digital, Data & Technology","SEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO","Undeclared","40","[c]","41670","41380"
"Leaver CS","2022","Digital, Data & Technology","SEO","Unknown","70","[c]","40740","39240"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AO","Heterosexual / straight","40","[c]","22070","21580"
"Leaver CS","2022","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Heterosexual / straight","55","[c]","26710","26670"
"Leaver CS","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G7","Heterosexual / straight","45","[c]","54630","54400"
"Leaver CS","2022","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HEO","Heterosexual / straight","70","[c]","34160","33320"
"Leaver CS","2022","Finance","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO","Heterosexual / straight","75","[c]","42660","41750"
"Leaver CS","2022","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AO","Unknown","60","[c]","21140","21300"
"Leaver CS","2022","Grants Management","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
