"Status","Year","Disability","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","AO","150","[c]","23880","21580"
"Leaver CS","2022","Undeclared","Undeclared","EO","120","[c]","28040","27570"
"Leaver CS","2022","Undeclared","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","G7","60","[c]","56370","55780"
"Leaver CS","2022","Undeclared","Undeclared","HEO","95","[c]","35120","34290"
"Leaver CS","2022","Undeclared","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","SEO","70","[c]","43520","42170"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","AA","150","[c]","19350","19200"
"Leaver CS","2022","Undeclared","White","AO","515","[c]","22050","21260"
"Leaver CS","2022","Undeclared","White","EO","300","[c]","27380","27570"
"Leaver CS","2022","Undeclared","White","G6","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","G7","55","[c]","54930","54110"
"Leaver CS","2022","Undeclared","White","HEO","145","[c]","33140","33000"
"Leaver CS","2022","Undeclared","White","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","SEO","110","[c]","40640","40070"
"Leaver CS","2022","Undeclared","White","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AO","70","[c]","22720","22600"
"Leaver CS","2022","Unknown","Asian","EO","75","[c]","26790","27400"
"Leaver CS","2022","Unknown","Asian","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HEO","55","[c]","34070","33370"
"Leaver CS","2022","Unknown","Asian","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AO","75","[c]","21520","19860"
"Leaver CS","2022","Unknown","Undeclared","EO","75","[c]","28990","27900"
"Leaver CS","2022","Unknown","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","HEO","70","[c]","33140","32540"
"Leaver CS","2022","Unknown","Undeclared","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO","55","[c]","40540","40150"
"Leaver CS","2022","Unknown","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","650","[c]","20190","19810"
"Leaver CS","2022","Unknown","Unknown","AO","3020","[c]","22040","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1605","[c]","27230","27570"
"Leaver CS","2022","Unknown","Unknown","G6","210","[c]","71240","68280"
"Leaver CS","2022","Unknown","Unknown","G7","490","[c]","56350","54700"
"Leaver CS","2022","Unknown","Unknown","HEO","865","[c]","33530","33070"
"Leaver CS","2022","Unknown","Unknown","SCS level","110","[c]","108160","95130"
"Leaver CS","2022","Unknown","Unknown","SEO","510","[c]","41510","40680"
"Leaver CS","2022","Unknown","Unknown","Unknown","880","[c]","36370","33270"
"Leaver CS","2022","Unknown","White","AA","140","[c]","20230","19560"
"Leaver CS","2022","Unknown","White","AO","550","[c]","24900","22340"
"Leaver CS","2022","Unknown","White","EO","405","[c]","29560","28850"
"Leaver CS","2022","Unknown","White","G6","100","[c]","72440","70410"
"Leaver CS","2022","Unknown","White","G7","220","[c]","54300","53930"
"Leaver CS","2022","Unknown","White","HEO","275","[c]","35400","33920"
"Leaver CS","2022","Unknown","White","SCS level","65","[c]","101550","101430"
"Leaver CS","2022","Unknown","White","SEO","255","[c]","42520","41060"
"Leaver CS","2022","Unknown","White","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","EO","60","[c]","28400","27570"
"Leaver Dept.","2022","Declared disabled","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","HEO","40","[c]","33430","33250"
"Leaver Dept.","2022","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","AO","195","[c]","21360","21260"
"Leaver Dept.","2022","Declared disabled","White","EO","355","[c]","26900","27570"
"Leaver Dept.","2022","Declared disabled","White","G6","60","[c]","67760","65820"
"Leaver Dept.","2022","Declared disabled","White","G7","170","[c]","54200","53600"
"Leaver Dept.","2022","Declared disabled","White","HEO","325","[c]","32300","32120"
"Leaver Dept.","2022","Declared disabled","White","SCS level","40","[c]","92480","85380"
"Leaver Dept.","2022","Declared disabled","White","SEO","195","[c]","39640","40050"
"Leaver Dept.","2022","Declared disabled","White","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AA","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Asian","AO","295","[c]","21810","21260"
"Leaver Dept.","2022","Declared non-disabled","Asian","EO","630","[c]","27530","27570"
"Leaver Dept.","2022","Declared non-disabled","Asian","G6","55","[c]","74540","68090"
"Leaver Dept.","2022","Declared non-disabled","Asian","G7","180","[c]","54270","53860"
"Leaver Dept.","2022","Declared non-disabled","Asian","HEO","365","[c]","32880","32790"
"Leaver Dept.","2022","Declared non-disabled","Asian","SCS level","55","[c]","96350","97340"
"Leaver Dept.","2022","Declared non-disabled","Asian","SEO","250","[c]","40560","40200"
"Leaver Dept.","2022","Declared non-disabled","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","AO","125","[c]","22230","21260"
"Leaver Dept.","2022","Declared non-disabled","Black","EO","320","[c]","27960","27570"
"Leaver Dept.","2022","Declared non-disabled","Black","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","G7","85","[c]","53200","52610"
"Leaver Dept.","2022","Declared non-disabled","Black","HEO","220","[c]","32940","32330"
"Leaver Dept.","2022","Declared non-disabled","Black","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Black","SEO","160","[c]","40150","40070"
"Leaver Dept.","2022","Declared non-disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","AO","40","[c]","21430","21260"
"Leaver Dept.","2022","Declared non-disabled","Mixed","EO","120","[c]","27340","27570"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","G7","60","[c]","54110","53860"
"Leaver Dept.","2022","Declared non-disabled","Mixed","HEO","115","[c]","32670","32650"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Mixed","SEO","85","[c]","40440","40470"
"Leaver Dept.","2022","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","EO","35","[c]","26940","27500"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","AO","45","[c]","22140","21260"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","EO","70","[c]","27170","27570"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","G7","50","[c]","55140","54700"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","HEO","70","[c]","32830","32330"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","SEO","50","[c]","40080","40070"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AO","55","[c]","21520","21300"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","70","[c]","27050","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HEO","55","[c]","32120","32140"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO","45","[c]","40850","40070"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","AA","115","[c]","19680","19100"
"Leaver Dept.","2022","Declared non-disabled","White","AO","1410","[c]","21450","21260"
"Leaver Dept.","2022","Declared non-disabled","White","EO","2325","[c]","26640","27570"
"Leaver Dept.","2022","Declared non-disabled","White","G6","630","[c]","68460","66440"
"Leaver Dept.","2022","Declared non-disabled","White","G7","1595","[c]","53790","53600"
"Leaver Dept.","2022","Declared non-disabled","White","HEO","2150","[c]","32340","32330"
"Leaver Dept.","2022","Declared non-disabled","White","SCS level","400","[c]","94930","92860"
"Leaver Dept.","2022","Declared non-disabled","White","SEO","1655","[c]","40040","40070"
"Leaver Dept.","2022","Declared non-disabled","White","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","HEO","60","[c]","33060","33300"
"Leaver Dept.","2022","Undeclared","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","SEO","50","[c]","41320","40600"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","AO","60","[c]","21530","21260"
"Leaver Dept.","2022","Undeclared","White","EO","105","[c]","26900","27570"
"Leaver Dept.","2022","Undeclared","White","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","G7","40","[c]","54350","53170"
"Leaver Dept.","2022","Undeclared","White","HEO","105","[c]","32170","32040"
"Leaver Dept.","2022","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","White","SEO","80","[c]","40290","40250"
"Leaver Dept.","2022","Undeclared","White","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","EO","55","[c]","26860","26880"
"Leaver Dept.","2022","Unknown","Asian","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","G7","45","[c]","54020","53270"
"Leaver Dept.","2022","Unknown","Asian","HEO","55","[c]","33940","34270"
"Leaver Dept.","2022","Unknown","Asian","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","SEO","55","[c]","40920","40470"
"Leaver Dept.","2022","Unknown","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","SEO","30","[c]","41270","40560"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
