"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Economics","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Finance","Undeclared","65","65","42140","40220"
"In post","2022","30-39","Undeclared","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Geography","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","Undeclared","45","45","38350","33850"
"In post","2022","30-39","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Intelligence Analysis","Undeclared","35","35","36640","33300"
"In post","2022","30-39","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Legal","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Legal","Undeclared","60","60","45010","44500"
"In post","2022","30-39","Undeclared","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Delivery","Heterosexual / straight","355","330","28610","27570"
"In post","2022","30-39","Undeclared","Operational Delivery","LGBO","45","45","27030","27010"
"In post","2022","30-39","Undeclared","Operational Delivery","Undeclared","885","850","29760","27570"
"In post","2022","30-39","Undeclared","Operational Delivery","Unknown","225","200","28630","27570"
"In post","2022","30-39","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Research","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Other","Undeclared","100","100","29910","27570"
"In post","2022","30-39","Undeclared","Other","Unknown","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Policy","Heterosexual / straight","50","50","50330","53380"
"In post","2022","30-39","Undeclared","Policy","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Policy","Undeclared","240","235","49840","51730"
"In post","2022","30-39","Undeclared","Policy","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Project Delivery","Undeclared","85","85","45520","41920"
"In post","2022","30-39","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Property","Undeclared","35","35","39130","33810"
"In post","2022","30-39","Undeclared","Property","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Psychology","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Science and Engineering","Undeclared","105","105","38460","39650"
"In post","2022","30-39","Undeclared","Science and Engineering","Unknown","100","95","41830","40290"
"In post","2022","30-39","Undeclared","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Security","Undeclared","55","55","38600","39070"
"In post","2022","30-39","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Statistics","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Tax","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Tax","Undeclared","90","90","40440","33370"
"In post","2022","30-39","Undeclared","Tax","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","35","30","43850","40520"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","130","125","44370","40600"
"In post","2022","30-39","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Veterinarian","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","Undeclared","30","30","47140","45760"
"In post","2022","30-39","Unknown","Commercial","Unknown","145","135","37260","36820"
"In post","2022","30-39","Unknown","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","Undeclared","45","45","49620","53360"
"In post","2022","30-39","Unknown","Communications","Unknown","170","170","45090","42330"
"In post","2022","30-39","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Unknown","90","80","31840","27570"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Heterosexual / straight","30","30","37120","34100"
"In post","2022","30-39","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Undeclared","35","35","46100","45440"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Unknown","810","795","43380","39630"
"In post","2022","30-39","Unknown","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","Unknown","55","50","54800","55070"
"In post","2022","30-39","Unknown","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","Undeclared","55","55","49230","49530"
"In post","2022","30-39","Unknown","Finance","Unknown","255","245","41800","39000"
"In post","2022","30-39","Unknown","Geography","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Geography","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","Unknown","205","200","38730","35050"
"In post","2022","30-39","Unknown","Inspector of Education and Training","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Unknown","60","60","35860","33900"
"In post","2022","30-39","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","International Trade","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","International Trade","Unknown","125","125","47040","48100"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Unknown","45","45","41230","35530"
"In post","2022","30-39","Unknown","Legal","Heterosexual / straight","35","35","50980","49710"
"In post","2022","30-39","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","Unknown","425","415","41990","37760"
"In post","2022","30-39","Unknown","Medicine","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Unknown","115","95","43580","39030"
"In post","2022","30-39","Unknown","Operational Delivery","Heterosexual / straight","405","375","29150","27570"
"In post","2022","30-39","Unknown","Operational Delivery","LGBO","35","35","30160","27570"
"In post","2022","30-39","Unknown","Operational Delivery","Undeclared","225","210","34730","32080"
"In post","2022","30-39","Unknown","Operational Delivery","Unknown","8120","7650","27300","25700"
"In post","2022","30-39","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","Unknown","40","40","42300","39990"
"In post","2022","30-39","Unknown","Other","Heterosexual / straight","50","50","30770","26670"
"In post","2022","30-39","Unknown","Other","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Other","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Other","Unknown","940","915","34870","32330"
"In post","2022","30-39","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning Inspectors","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Policy","Heterosexual / straight","55","50","48640","53130"
"In post","2022","30-39","Unknown","Policy","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Policy","Undeclared","100","100","50220","53360"
"In post","2022","30-39","Unknown","Policy","Unknown","1165","1140","48670","51500"
"In post","2022","30-39","Unknown","Project Delivery","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","30-39","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Project Delivery","Unknown","390","380","41690","40180"
"In post","2022","30-39","Unknown","Property","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","30-39","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Property","Unknown","170","165","35340","32890"
"In post","2022","30-39","Unknown","Psychology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Psychology","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Psychology","Unknown","60","60","33070","31180"
"In post","2022","30-39","Unknown","Science and Engineering","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Unknown","165","160","38630","38070"
"In post","2022","30-39","Unknown","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Security","Unknown","315","310","32460","30560"
"In post","2022","30-39","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","Unknown","45","40","45560","42710"
"In post","2022","30-39","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Unknown","70","70","42350","40230"
"In post","2022","30-39","Unknown","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Tax","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Tax","Unknown","1350","1300","30220","26820"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","2275","2215","41610","35540"
"In post","2022","30-39","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Veterinarian","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","White","Commercial","Heterosexual / straight","940","905","39150","37450"
"In post","2022","30-39","White","Commercial","LGBO","75","75","37960","33430"
"In post","2022","30-39","White","Commercial","Undeclared","55","55","38320","36820"
"In post","2022","30-39","White","Commercial","Unknown","45","40","35170","32870"
"In post","2022","30-39","White","Communications","Heterosexual / straight","675","650","43980","40960"
"In post","2022","30-39","White","Communications","LGBO","70","70","42550","40300"
"In post","2022","30-39","White","Communications","Undeclared","45","45","46140","45710"
"In post","2022","30-39","White","Communications","Unknown","30","25","[c]","[c]"
"In post","2022","30-39","White","Corporate Finance","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","30-39","White","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Corporate Finance","Unknown","15","10","[c]","[c]"
"In post","2022","30-39","White","Counter Fraud","Heterosexual / straight","495","465","28750","27570"
"In post","2022","30-39","White","Counter Fraud","LGBO","40","40","29910","27570"
"In post","2022","30-39","White","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","White","Counter Fraud","Unknown","45","35","26560","27570"
"In post","2022","30-39","White","Digital, Data and Technology","Heterosexual / straight","2340","2290","41170","38550"
"In post","2022","30-39","White","Digital, Data and Technology","LGBO","230","225","41060","38250"
"In post","2022","30-39","White","Digital, Data and Technology","Undeclared","130","130","41450","38750"
"In post","2022","30-39","White","Digital, Data and Technology","Unknown","160","155","40750","38500"
"In post","2022","30-39","White","Economics","Heterosexual / straight","270","260","58660","57840"
"In post","2022","30-39","White","Economics","LGBO","30","30","[c]","[c]"
"In post","2022","30-39","White","Economics","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","White","Economics","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","White","Finance","Heterosexual / straight","1395","1335","41020","36970"
"In post","2022","30-39","White","Finance","LGBO","105","105","42660","36960"
"In post","2022","30-39","White","Finance","Undeclared","80","80","42010","40380"
"In post","2022","30-39","White","Finance","Unknown","60","55","38290","37500"
"In post","2022","30-39","White","Geography","Heterosexual / straight","75","75","32530","33290"
"In post","2022","30-39","White","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Human Resources","Heterosexual / straight","1310","1240","38110","33840"
"In post","2022","30-39","White","Human Resources","LGBO","135","130","39360","33300"
"In post","2022","30-39","White","Human Resources","Undeclared","40","40","34300","29850"
"In post","2022","30-39","White","Human Resources","Unknown","40","40","35140","31990"
"In post","2022","30-39","White","Inspector of Education and Training","Heterosexual / straight","75","75","57420","51360"
"In post","2022","30-39","White","Inspector of Education and Training","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","White","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Intelligence Analysis","Heterosexual / straight","525","505","33950","30980"
"In post","2022","30-39","White","Intelligence Analysis","LGBO","45","45","32170","28880"
"In post","2022","30-39","White","Intelligence Analysis","Undeclared","40","40","35870","33300"
"In post","2022","30-39","White","Intelligence Analysis","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","White","Internal Audit","Heterosexual / straight","75","70","42040","40520"
"In post","2022","30-39","White","Internal Audit","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","White","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","International Trade","Heterosexual / straight","215","210","51590","51970"
"In post","2022","30-39","White","International Trade","LGBO","30","30","[c]","[c]"
"In post","2022","30-39","White","International Trade","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","White","International Trade","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","White","Knowledge and Information Management","Heterosexual / straight","245","235","35900","33190"
"In post","2022","30-39","White","Knowledge and Information Management","LGBO","30","30","[c]","[c]"
"In post","2022","30-39","White","Knowledge and Information Management","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","White","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","White","Legal","Heterosexual / straight","1700","1625","47720","50500"
"In post","2022","30-39","White","Legal","LGBO","130","130","47740","50880"
"In post","2022","30-39","White","Legal","Undeclared","90","85","50530","51440"
"In post","2022","30-39","White","Legal","Unknown","120","115","47080","49580"
"In post","2022","30-39","White","Medicine","Heterosexual / straight","335","290","44440","39030"
"In post","2022","30-39","White","Medicine","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","White","Medicine","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","White","Medicine","Unknown","10","5","[c]","[c]"
"In post","2022","30-39","White","Operational Delivery","Heterosexual / straight","27380","25605","28700","27260"
"In post","2022","30-39","White","Operational Delivery","LGBO","2580","2520","28780","27570"
"In post","2022","30-39","White","Operational Delivery","Undeclared","1730","1610","28690","27120"
"In post","2022","30-39","White","Operational Delivery","Unknown","1930","1700","27920","27380"
"In post","2022","30-39","White","Operational Research","Heterosexual / straight","145","140","49600","47200"
"In post","2022","30-39","White","Operational Research","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","White","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","White","Operational Research","Unknown","70","65","44250","47010"
"In post","2022","30-39","White","Other","Heterosexual / straight","2860","2695","30900","27570"
"In post","2022","30-39","White","Other","LGBO","245","240","31040","27570"
"In post","2022","30-39","White","Other","Undeclared","170","160","32400","27570"
"In post","2022","30-39","White","Other","Unknown","195","180","35630","29440"
"In post","2022","30-39","White","Planning","Heterosexual / straight","45","45","42510","40720"
"In post","2022","30-39","White","Planning","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","White","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Planning Inspectors","Heterosexual / straight","40","35","49040","47660"
"In post","2022","30-39","White","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Policy","Heterosexual / straight","5265","5100","49090","51730"
"In post","2022","30-39","White","Policy","LGBO","640","635","49380","51730"
"In post","2022","30-39","White","Policy","Undeclared","385","375","47100","49080"
"In post","2022","30-39","White","Policy","Unknown","120","115","50400","50630"
"In post","2022","30-39","White","Project Delivery","Heterosexual / straight","2135","2065","42220","40170"
"In post","2022","30-39","White","Project Delivery","LGBO","180","175","44090","40520"
"In post","2022","30-39","White","Project Delivery","Undeclared","105","105","43990","40180"
"In post","2022","30-39","White","Project Delivery","Unknown","145","140","40060","38550"
"In post","2022","30-39","White","Property","Heterosexual / straight","645","625","37570","33390"
"In post","2022","30-39","White","Property","LGBO","50","50","38470","33330"
"In post","2022","30-39","White","Property","Undeclared","35","35","41860","41840"
"In post","2022","30-39","White","Property","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","White","Psychology","Heterosexual / straight","405","385","35210","31180"
"In post","2022","30-39","White","Psychology","LGBO","35","35","32730","31180"
"In post","2022","30-39","White","Psychology","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","White","Psychology","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","White","Science and Engineering","Heterosexual / straight","1530","1490","38950","38200"
"In post","2022","30-39","White","Science and Engineering","LGBO","115","110","37410","37830"
"In post","2022","30-39","White","Science and Engineering","Undeclared","145","140","38390","38070"
"In post","2022","30-39","White","Science and Engineering","Unknown","425","415","39310","38070"
"In post","2022","30-39","White","Security","Heterosexual / straight","1000","990","32590","30990"
"In post","2022","30-39","White","Security","LGBO","90","90","35860","35670"
"In post","2022","30-39","White","Security","Undeclared","60","60","34420","33300"
"In post","2022","30-39","White","Security","Unknown","60","60","36110","37280"
"In post","2022","30-39","White","Social Research","Heterosexual / straight","265","250","44870","42090"
"In post","2022","30-39","White","Social Research","LGBO","30","30","[c]","[c]"
"In post","2022","30-39","White","Social Research","Undeclared","20","15","[c]","[c]"
"In post","2022","30-39","White","Social Research","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","White","Statistics","Heterosexual / straight","420","400","46380","43810"
"In post","2022","30-39","White","Statistics","LGBO","45","45","43630","40310"
"In post","2022","30-39","White","Statistics","Undeclared","30","30","41360","39180"
"In post","2022","30-39","White","Statistics","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","White","Tax","Heterosexual / straight","2385","2305","36960","33370"
