"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Met Office","Commercial","Male","25","25","[c]","[c]"
"In post","2022","30-39","Met Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Communications","Male","5","5","[c]","[c]"
"In post","2022","30-39","Met Office","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2022","30-39","Met Office","Digital, Data and Technology","Male","65","65","37260","36160"
"In post","2022","30-39","Met Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","30-39","Met Office","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","30-39","Met Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2022","30-39","Met Office","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2022","30-39","Met Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Project Delivery","Female","40","40","39190","39650"
"In post","2022","30-39","Met Office","Project Delivery","Male","30","30","38940","39650"
"In post","2022","30-39","Met Office","Property","Female","5","5","[c]","[c]"
"In post","2022","30-39","Met Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Met Office","Science and Engineering","Female","120","115","36890","37810"
"In post","2022","30-39","Met Office","Science and Engineering","Male","160","155","37290","38200"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","Female","130","125","35470","34500"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","Male","90","90","38910","40000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Communications","Female","65","65","38410","35150"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Communications","Male","35","35","36050","33300"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","130","125","32280","33000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","200","200","35240","33300"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Finance","Female","395","375","35630","33300"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Finance","Male","225","225","41560","40000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Geography","Female","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Geography","Male","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","Female","250","225","31280","26670"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","Male","105","105","32890","26670"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","65","60","40000","37640"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","150","150","38170","36140"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","55","50","31510","27570"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","30","30","32410","33000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Legal","Female","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Legal","Male","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","Female","325","275","38790","35870"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","Male","90","80","47570","39030"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Other","Female","800","745","25600","21380"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Other","Male","410","405","28140","26350"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Policy","Female","170","165","45500","44500"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Policy","Male","190","185","48960","45200"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","Female","320","305","40660","40000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","Male","310","310","44280","40580"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Property","Female","120","115","32010","33000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Property","Male","100","100","33200","33300"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","Female","65","60","38350","37000"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","Male","220","220","37820","33300"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Security","Female","200","195","29920","26710"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Security","Male","920","915","31060","28890"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Statistics","Female","25","20","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Statistics","Male","35","35","42460","40580"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Commercial","Female","25","25","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Commercial","Male","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Communications","Female","20","20","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Communications","Male","20","20","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","120","115","49320","50440"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","180","175","50020","50430"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Economics","Male","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Finance","Female","60","55","38500","36050"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Finance","Male","50","50","40690","36050"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Human Resources","Female","155","150","36880","33020"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Human Resources","Male","50","50","41320","38370"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Legal","Female","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Legal","Male","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","Female","245","235","39520","34550"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","Male","140","140","39750","36050"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Operational Research","Female","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Operational Research","Male","30","25","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Policy","Female","130","125","49010","51890"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Policy","Male","70","70","51320","41980"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Project Delivery","Female","50","50","40320","41750"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Project Delivery","Male","30","30","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Property","Female","30","30","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Property","Male","25","25","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Security","Female","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Security","Male","5","5","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Social Research","Female","15","15","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Social Research","Male","10","10","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Statistics","Female","20","20","[c]","[c]"
"In post","2022","30-39","Ministry of Justice (excl. agencies)","Statistics","Male","20","20","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Communications","Female","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Digital, Data and Technology","Male","30","30","42060","39900"
"In post","2022","30-39","National Crime Agency","Finance","Female","10","10","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Finance","Male","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Legal","Female","15","15","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Legal","Male","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Operational Delivery","Female","560","540","37040","36410"
"In post","2022","30-39","National Crime Agency","Operational Delivery","Male","600","600","38910","37560"
"In post","2022","30-39","National Crime Agency","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Security","Female","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","Policy","Female","5","5","[c]","[c]"
"In post","2022","30-39","National Infrastructure Commission","Policy","Male","10","10","[c]","[c]"
"In post","2022","30-39","National Records of Scotland","Unknown","Female","50","45","38020","36130"
"In post","2022","30-39","National Records of Scotland","Unknown","Male","50","45","35940","32990"
"In post","2022","30-39","National Savings and Investments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Savings and Investments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Communications","Female","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Policy","Female","20","20","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Policy","Male","15","15","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Economics","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Economics","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Budget Responsibility","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Communications","Female","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Finance","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Finance","Male","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","75","70","54240","51360"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","25","25","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","35","30","30930","32010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Other","Female","40","40","33300","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Other","Male","20","20","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","Female","20","20","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Policy","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","Female","15","15","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","Female","15","15","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","Male","20","20","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Communications","Female","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Communications","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Corporate Finance","Female","10","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","30","30","49800","46160"
"In post","2022","30-39","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Economics","Male","15","15","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Finance","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Legal","Female","20","20","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Legal","Male","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Operational Delivery","Female","30","30","29530","29040"
"In post","2022","30-39","Office of Gas and Electricity Markets","Operational Delivery","Male","40","40","32160","30950"
"In post","2022","30-39","Office of Gas and Electricity Markets","Other","Female","90","85","45610","43650"
"In post","2022","30-39","Office of Gas and Electricity Markets","Other","Male","130","130","45990","43650"
"In post","2022","30-39","Office of Gas and Electricity Markets","Policy","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Policy","Male","20","20","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","25","20","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Policy","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Legal","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Policy","Female","10","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Policy","Male","15","15","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Statistics","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Operational Delivery","Female","260","230","23210","20970"
"In post","2022","30-39","Office of the Public Guardian","Operational Delivery","Male","230","220","23440","20970"
"In post","2022","30-39","Office of the Public Guardian","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Public Guardian","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Unknown","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Scottish Charity Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Female","20","15","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Economics","Female","[c]","[c]","[c]","[c]"
