"Status","Year","Age","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Unknown","London","Female","600","525","34480","29370"
"In post","2022","60-64","Unknown","London","Male","560","510","39700","33330"
"In post","2022","60-64","Unknown","North East (England)","Female","95","70","25490","21680"
"In post","2022","60-64","Unknown","North East (England)","Male","55","50","25130","22540"
"In post","2022","60-64","Unknown","North West (England)","Female","305","245","25400","21680"
"In post","2022","60-64","Unknown","North West (England)","Male","235","205","28780","25040"
"In post","2022","60-64","Unknown","Northern Ireland","Female","40","35","23130","22580"
"In post","2022","60-64","Unknown","Northern Ireland","Male","35","35","24780","21680"
"In post","2022","60-64","Unknown","Overseas","Female","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Overseas","Male","25","25","[c]","[c]"
"In post","2022","60-64","Unknown","Scotland","Female","465","400","36450","30040"
"In post","2022","60-64","Unknown","Scotland","Male","615","570","39190","33360"
"In post","2022","60-64","Unknown","South East (England)","Female","335","290","27880","25310"
"In post","2022","60-64","Unknown","South East (England)","Male","515","445","32670","30820"
"In post","2022","60-64","Unknown","South West (England)","Female","210","180","26630","21830"
"In post","2022","60-64","Unknown","South West (England)","Male","370","350","32030","29200"
"In post","2022","60-64","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Male","120","120","39560","37300"
"In post","2022","60-64","Unknown","Wales","Female","295","250","37260","33390"
"In post","2022","60-64","Unknown","Wales","Male","270","240","42980","38160"
"In post","2022","60-64","Unknown","West Midlands (England)","Female","95","80","26320","24890"
"In post","2022","60-64","Unknown","West Midlands (England)","Male","155","145","31240","29670"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","Female","175","145","25970","21680"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","Male","290","265","26720","26350"
"In post","2022","65+","Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","London","Female","15","10","[c]","[c]"
"In post","2022","65+","Analysis","London","Male","15","15","[c]","[c]"
"In post","2022","65+","Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Analysis","South East (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Wales","Female","10","5","[c]","[c]"
"In post","2022","65+","Analysis","Wales","Male","5","5","[c]","[c]"
"In post","2022","65+","Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Commercial","London","Male","20","15","[c]","[c]"
"In post","2022","65+","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Scotland","Male","5","5","[c]","[c]"
"In post","2022","65+","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Commercial","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Commercial","South West (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Commercial","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Commercial","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Communications","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Communications","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Communications","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","South West (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Communications","Wales","Female","10","10","[c]","[c]"
"In post","2022","65+","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","East Midlands (England)","Male","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","East of England","Female","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","East of England","Male","20","15","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","Female","55","40","30610","26400"
"In post","2022","65+","Counter Fraud","London","Male","65","50","38560","34710"
"In post","2022","65+","Counter Fraud","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","North East (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","North West (England)","Female","30","20","28670","27570"
"In post","2022","65+","Counter Fraud","North West (England)","Male","35","25","33680","28920"
"In post","2022","65+","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Scotland","Female","35","25","26970","27570"
"In post","2022","65+","Counter Fraud","Scotland","Male","30","20","28990","27570"
"In post","2022","65+","Counter Fraud","South East (England)","Female","30","20","26080","26120"
"In post","2022","65+","Counter Fraud","South East (England)","Male","25","15","[c]","[c]"
"In post","2022","65+","Counter Fraud","South West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","South West (England)","Male","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","Wales","Female","20","15","[c]","[c]"
"In post","2022","65+","Counter Fraud","Wales","Male","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","West Midlands (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","West Midlands (England)","Male","20","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","Yorkshire and The Humber","Female","20","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","Yorkshire and The Humber","Male","20","15","[c]","[c]"
"In post","2022","65+","Debt","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Debt","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","London","Female","30","20","[c]","[c]"
"In post","2022","65+","Debt","London","Male","25","20","[c]","[c]"
"In post","2022","65+","Debt","North East (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Debt","North East (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Debt","North West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Debt","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Debt","Scotland","Female","25","20","[c]","[c]"
"In post","2022","65+","Debt","Scotland","Male","15","10","[c]","[c]"
"In post","2022","65+","Debt","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Debt","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Debt","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Debt","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Unknown","Female","10","5","[c]","[c]"
"In post","2022","65+","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Wales","Female","5","5","[c]","[c]"
"In post","2022","65+","Debt","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","West Midlands (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Debt","West Midlands (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Debt","Yorkshire and The Humber","Female","15","10","[c]","[c]"
"In post","2022","65+","Debt","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","East of England","Female","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","East of England","Male","20","15","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","Female","15","15","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","Male","45","40","45010","43810"
"In post","2022","65+","Digital, Data & Technology","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","North East (England)","Male","20","15","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","North West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","North West (England)","Male","30","25","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Scotland","Male","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","South East (England)","Female","20","15","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","South East (England)","Male","25","25","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","South West (England)","Female","20","20","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","South West (England)","Male","45","35","41170","39650"
"In post","2022","65+","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Wales","Female","10","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Wales","Male","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","65+","Finance","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","East of England","Female","5","5","[c]","[c]"
"In post","2022","65+","Finance","East of England","Male","5","5","[c]","[c]"
"In post","2022","65+","Finance","London","Female","30","30","36760","31480"
"In post","2022","65+","Finance","London","Male","40","35","39360","38850"
"In post","2022","65+","Finance","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","65+","Finance","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Scotland","Female","5","5","[c]","[c]"
"In post","2022","65+","Finance","Scotland","Male","10","5","[c]","[c]"
"In post","2022","65+","Finance","South East (England)","Female","20","20","[c]","[c]"
"In post","2022","65+","Finance","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Finance","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Finance","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Finance","Wales","Female","10","5","[c]","[c]"
"In post","2022","65+","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Finance","West Midlands (England)","Male","15","10","[c]","[c]"
"In post","2022","65+","Finance","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","65+","Finance","Yorkshire and The Humber","Male","10","5","[c]","[c]"
"In post","2022","65+","Grants Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","North West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Grants Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","Female","20","10","[c]","[c]"
"In post","2022","65+","Human Resources","London","Male","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","65+","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","North West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","North West (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Scotland","Female","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Scotland","Male","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","South East (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Human Resources","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","65+","Human Resources","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Wales","Female","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Yorkshire and The Humber","Female","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","East of England","Female","5","5","[c]","[c]"
"In post","2022","65+","Legal","East of England","Male","5","5","[c]","[c]"
"In post","2022","65+","Legal","London","Female","55","50","47170","33440"
"In post","2022","65+","Legal","London","Male","50","40","58580","62340"
"In post","2022","65+","Legal","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","North West (England)","Female","20","15","[c]","[c]"
"In post","2022","65+","Legal","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Legal","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Scotland","Male","5","5","[c]","[c]"
"In post","2022","65+","Legal","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Legal","South East (England)","Male","25","15","[c]","[c]"
"In post","2022","65+","Legal","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Wales","Female","5","5","[c]","[c]"
"In post","2022","65+","Legal","Wales","Male","10","5","[c]","[c]"
"In post","2022","65+","Legal","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","65+","No function","East Midlands (England)","Female","170","125","26790","23960"
"In post","2022","65+","No function","East Midlands (England)","Male","180","130","30300","27470"
"In post","2022","65+","No function","East of England","Female","235","175","27690","25480"
"In post","2022","65+","No function","East of England","Male","210","155","31110","27570"
"In post","2022","65+","No function","London","Female","655","535","33720","29530"
"In post","2022","65+","No function","London","Male","550","465","40130","33390"
"In post","2022","65+","No function","North East (England)","Female","310","215","24180","22080"
"In post","2022","65+","No function","North East (England)","Male","200","150","26020","22080"
"In post","2022","65+","No function","North West (England)","Female","510","365","25180","22080"
"In post","2022","65+","No function","North West (England)","Male","420","305","29180","26820"
"In post","2022","65+","No function","Northern Ireland","Female","15","10","[c]","[c]"
"In post","2022","65+","No function","Northern Ireland","Male","25","20","[c]","[c]"
"In post","2022","65+","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Scotland","Female","300","205","25400","23780"
"In post","2022","65+","No function","Scotland","Male","270","195","31920","27570"
"In post","2022","65+","No function","South East (England)","Female","450","325","27220","25000"
"In post","2022","65+","No function","South East (England)","Male","490","375","29840","25240"
"In post","2022","65+","No function","South West (England)","Female","255","180","27220","26900"
"In post","2022","65+","No function","South West (England)","Male","300","220","31620","27570"
"In post","2022","65+","No function","Unknown","Female","5","5","[c]","[c]"
"In post","2022","65+","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Wales","Female","320","215","23880","21840"
"In post","2022","65+","No function","Wales","Male","225","165","28580","26750"
"In post","2022","65+","No function","West Midlands (England)","Female","260","185","27490","25380"
"In post","2022","65+","No function","West Midlands (England)","Male","240","175","28840","26870"
"In post","2022","65+","No function","Yorkshire and The Humber","Female","215","150","26590","26120"
"In post","2022","65+","No function","Yorkshire and The Humber","Male","205","145","29860","27570"
"In post","2022","65+","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Project Delivery","East of England","Female","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","East of England","Male","25","20","[c]","[c]"
"In post","2022","65+","Project Delivery","London","Female","30","25","40590","37930"
"In post","2022","65+","Project Delivery","London","Male","60","50","52020","46790"
"In post","2022","65+","Project Delivery","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","North East (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","North West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Project Delivery","North West (England)","Male","30","25","35700","35440"
"In post","2022","65+","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Scotland","Female","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Scotland","Male","15","10","[c]","[c]"
"In post","2022","65+","Project Delivery","South East (England)","Female","25","20","[c]","[c]"
"In post","2022","65+","Project Delivery","South East (England)","Male","35","30","42680","40220"
"In post","2022","65+","Project Delivery","South West (England)","Female","45","40","34970","30740"
"In post","2022","65+","Project Delivery","South West (England)","Male","185","155","42480","40960"
"In post","2022","65+","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Wales","Female","5","0","[c]","[c]"
"In post","2022","65+","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","65+","Project Delivery","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","65+","Property","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2022","65+","Property","East Midlands (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Property","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","East of England","Male","20","20","[c]","[c]"
"In post","2022","65+","Property","London","Female","25","25","[c]","[c]"
"In post","2022","65+","Property","London","Male","65","60","38470","31670"
"In post","2022","65+","Property","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Property","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Property","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Property","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","65+","Property","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Scotland","Male","25","20","[c]","[c]"
"In post","2022","65+","Property","South East (England)","Female","10","5","[c]","[c]"
"In post","2022","65+","Property","South East (England)","Male","35","30","31600","32860"
"In post","2022","65+","Property","South West (England)","Female","15","10","[c]","[c]"
"In post","2022","65+","Property","South West (England)","Male","35","30","29140","29970"
"In post","2022","65+","Property","Wales","Female","10","5","[c]","[c]"
"In post","2022","65+","Property","Wales","Male","10","10","[c]","[c]"
"In post","2022","65+","Property","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","65+","Property","West Midlands (England)","Male","15","10","[c]","[c]"
"In post","2022","65+","Property","Yorkshire and The Humber","Female","10","5","[c]","[c]"
"In post","2022","65+","Property","Yorkshire and The Humber","Male","30","25","[c]","[c]"
"In post","2022","65+","Security","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Security","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","East of England","Male","15","15","[c]","[c]"
"In post","2022","65+","Security","London","Female","5","5","[c]","[c]"
"In post","2022","65+","Security","London","Male","45","40","39150","39330"
"In post","2022","65+","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","North West (England)","Male","10","5","[c]","[c]"
"In post","2022","65+","Security","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Northern Ireland","Male","15","10","[c]","[c]"
"In post","2022","65+","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2022","65+","Security","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Scotland","Male","20","15","[c]","[c]"
"In post","2022","65+","Security","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","65+","Security","South East (England)","Male","60","50","29380","26510"
"In post","2022","65+","Security","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","South West (England)","Male","55","50","24810","25000"
"In post","2022","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Wales","Male","15","10","[c]","[c]"
"In post","2022","65+","Security","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","65+","Security","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","65+","Security","Yorkshire and The Humber","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","65+","Unknown","East Midlands (England)","Male","35","35","25880","21530"
"In post","2022","65+","Unknown","East of England","Female","50","40","22870","21680"
"In post","2022","65+","Unknown","East of England","Male","70","55","29600","25260"
