"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","AA","1735","[c]","19130","18900"
"Leaver CS","2022","Operational Delivery","AA/AO","AO","9115","[c]","21610","21260"
"Leaver CS","2022","Operational Delivery","EO","EO","6145","[c]","28010","27570"
"Leaver CS","2022","Operational Delivery","G6/G7","G6","210","[c]","68720","66270"
"Leaver CS","2022","Operational Delivery","G6/G7","G7","585","[c]","55140","53830"
"Leaver CS","2022","Operational Delivery","SCS level","SCS level","105","[c]","98360","92900"
"Leaver CS","2022","Operational Delivery","SEO/HEO","HEO","1275","[c]","33440","32790"
"Leaver CS","2022","Operational Delivery","SEO/HEO","SEO","900","[c]","41670","40560"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","1505","[c]","32910","28970"
"Leaver CS","2022","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","HEO","10","[c]","30640","29230"
"Leaver CS","2022","Operational Research","SEO/HEO","SEO","10","[c]","40060","38970"
"Leaver CS","2022","Other","AA/AO","AA","310","[c]","19780","19550"
"Leaver CS","2022","Other","AA/AO","AO","865","[c]","21620","21260"
"Leaver CS","2022","Other","EO","EO","775","[c]","26550","27400"
"Leaver CS","2022","Other","G6/G7","G6","60","[c]","70390","69030"
"Leaver CS","2022","Other","G6/G7","G7","85","[c]","55860","54410"
"Leaver CS","2022","Other","SCS level","SCS level","40","[c]","94810","88200"
"Leaver CS","2022","Other","SEO/HEO","HEO","340","[c]","33930","33530"
"Leaver CS","2022","Other","SEO/HEO","SEO","155","[c]","43130","41520"
"Leaver CS","2022","Other","Unknown","Unknown","250","[c]","36830","33570"
"Leaver CS","2022","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","AA/AO","AA","10","[c]","18350","18200"
"Leaver CS","2022","Policy","AA/AO","AO","90","[c]","22690","21840"
"Leaver CS","2022","Policy","EO","EO","205","[c]","27360","27850"
"Leaver CS","2022","Policy","G6/G7","G6","150","[c]","68240","67420"
"Leaver CS","2022","Policy","G6/G7","G7","365","[c]","55300","53600"
"Leaver CS","2022","Policy","SCS level","SCS level","90","[c]","93620","84350"
"Leaver CS","2022","Policy","SEO/HEO","HEO","455","[c]","34120","33770"
"Leaver CS","2022","Policy","SEO/HEO","SEO","240","[c]","40940","40220"
"Leaver CS","2022","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","AO","40","[c]","22160","21260"
"Leaver CS","2022","Project Delivery","EO","EO","85","[c]","25740","26150"
"Leaver CS","2022","Project Delivery","G6/G7","G6","60","[c]","68090","67360"
"Leaver CS","2022","Project Delivery","G6/G7","G7","115","[c]","54190","54320"
"Leaver CS","2022","Project Delivery","SCS level","SCS level","15","[c]","111960","108880"
"Leaver CS","2022","Project Delivery","SEO/HEO","HEO","195","[c]","32760","33120"
"Leaver CS","2022","Project Delivery","SEO/HEO","SEO","205","[c]","40690","40580"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","45","[c]","42380","40000"
"Leaver CS","2022","Property","AA/AO","AA","65","[c]","18420","18760"
"Leaver CS","2022","Property","AA/AO","AO","30","[c]","22620","21840"
"Leaver CS","2022","Property","EO","EO","85","[c]","26350","26030"
"Leaver CS","2022","Property","G6/G7","G6","15","[c]","67190","66570"
"Leaver CS","2022","Property","G6/G7","G7","40","[c]","57110","56840"
"Leaver CS","2022","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","HEO","90","[c]","34100","33300"
"Leaver CS","2022","Property","SEO/HEO","SEO","95","[c]","43750","44530"
"Leaver CS","2022","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","EO","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","AA/AO","AA","65","[c]","18250","17540"
"Leaver CS","2022","Science and Engineering","AA/AO","AO","125","[c]","21730","21540"
"Leaver CS","2022","Science and Engineering","EO","EO","210","[c]","24770","25190"
"Leaver CS","2022","Science and Engineering","G6/G7","G6","60","[c]","74430","74250"
"Leaver CS","2022","Science and Engineering","G6/G7","G7","200","[c]","53300","52610"
"Leaver CS","2022","Science and Engineering","SCS level","SCS level","20","[c]","100250","93740"
"Leaver CS","2022","Science and Engineering","SEO/HEO","HEO","345","[c]","32280","32310"
"Leaver CS","2022","Science and Engineering","SEO/HEO","SEO","365","[c]","41300","40450"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","60","[c]","35890","33450"
"Leaver CS","2022","Security","AA/AO","AA","180","[c]","21180","19810"
"Leaver CS","2022","Security","AA/AO","AO","335","[c]","32720","39070"
"Leaver CS","2022","Security","EO","EO","75","[c]","35940","42660"
"Leaver CS","2022","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","G7","15","[c]","63290","60160"
"Leaver CS","2022","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","HEO","60","[c]","39310","35040"
"Leaver CS","2022","Security","SEO/HEO","SEO","25","[c]","44880","40670"
"Leaver CS","2022","Security","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","SEO/HEO","HEO","15","[c]","32320","31200"
"Leaver CS","2022","Social Research","SEO/HEO","SEO","15","[c]","41120","39460"
"Leaver CS","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","AA/AO","AO","25","[c]","22370","22610"
"Leaver CS","2022","Statistics","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","G6/G7","G7","15","[c]","55470","55060"
"Leaver CS","2022","Statistics","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","HEO","30","[c]","33270","32010"
"Leaver CS","2022","Statistics","SEO/HEO","SEO","10","[c]","40370","40010"
"Leaver CS","2022","Tax","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","EO","10","[c]","28900","28920"
"Leaver CS","2022","Tax","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","HEO","15","[c]","35710","35690"
"Leaver CS","2022","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","325","[c]","22370","22140"
"Leaver CS","2022","Unknown","AA/AO","AO","3420","[c]","22100","21260"
"Leaver CS","2022","Unknown","EO","EO","1785","[c]","28080","27570"
"Leaver CS","2022","Unknown","G6/G7","G6","310","[c]","72920","70880"
"Leaver CS","2022","Unknown","G6/G7","G7","575","[c]","58290","56640"
"Leaver CS","2022","Unknown","SCS level","SCS level","175","[c]","100150","93000"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","1030","[c]","33850","34550"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","605","[c]","42870","42660"
"Leaver CS","2022","Unknown","Unknown","Unknown","430","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","SEO","25","[c]","42210","38380"
"Leaver Dept.","2022","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","EO","45","[c]","26340","26670"
"Leaver Dept.","2022","Commercial","G6/G7","G6","25","[c]","67670","67370"
"Leaver Dept.","2022","Commercial","G6/G7","G7","75","[c]","52460","52860"
"Leaver Dept.","2022","Commercial","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","HEO","130","[c]","31000","31190"
"Leaver Dept.","2022","Commercial","SEO/HEO","SEO","175","[c]","40170","40470"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","EO","65","[c]","28400","28040"
"Leaver Dept.","2022","Communications","G6/G7","G6","50","[c]","69730","69980"
"Leaver Dept.","2022","Communications","G6/G7","G7","75","[c]","55460","55150"
"Leaver Dept.","2022","Communications","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","HEO","115","[c]","34130","33640"
"Leaver Dept.","2022","Communications","SEO/HEO","SEO","75","[c]","41140","41010"
"Leaver Dept.","2022","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","AO","15","[c]","22140","21260"
"Leaver Dept.","2022","Counter Fraud","EO","EO","55","[c]","27790","27570"
"Leaver Dept.","2022","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","HEO","30","[c]","33140","32170"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","SEO","15","[c]","41760","41200"
"Leaver Dept.","2022","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","AA/AO","AO","15","[c]","21440","21170"
"Leaver Dept.","2022","Digital, Data and Technology","EO","EO","90","[c]","27600","27520"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","G6","30","[c]","69310","67560"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","G7","145","[c]","55070","53830"
"Leaver Dept.","2022","Digital, Data and Technology","SCS level","SCS level","20","[c]","96250","93270"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","HEO","225","[c]","33440","32970"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","SEO","230","[c]","40250","39910"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","G7","45","[c]","56280","54980"
"Leaver Dept.","2022","Economics","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","HEO","70","[c]","32630","33210"
"Leaver Dept.","2022","Economics","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","AO","30","[c]","21620","21220"
"Leaver Dept.","2022","Finance","EO","EO","105","[c]","25940","26240"
"Leaver Dept.","2022","Finance","G6/G7","G6","40","[c]","67020","67150"
"Leaver Dept.","2022","Finance","G6/G7","G7","115","[c]","54650","54540"
"Leaver Dept.","2022","Finance","SCS level","SCS level","25","[c]","90550","79240"
"Leaver Dept.","2022","Finance","SEO/HEO","HEO","160","[c]","32960","32330"
"Leaver Dept.","2022","Finance","SEO/HEO","SEO","160","[c]","40320","40470"
"Leaver Dept.","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","AO","40","[c]","22090","21320"
"Leaver Dept.","2022","Human Resources","EO","EO","140","[c]","26970","26880"
"Leaver Dept.","2022","Human Resources","G6/G7","G6","50","[c]","66020","65930"
"Leaver Dept.","2022","Human Resources","G6/G7","G7","95","[c]","53000","52610"
"Leaver Dept.","2022","Human Resources","SCS level","SCS level","20","[c]","92170","87100"
"Leaver Dept.","2022","Human Resources","SEO/HEO","HEO","170","[c]","32190","32330"
"Leaver Dept.","2022","Human Resources","SEO/HEO","SEO","90","[c]","39900","40050"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","EO","40","[c]","27220","27370"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","HEO","25","[c]","33860","33300"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","SEO","10","[c]","41670","41530"
"Leaver Dept.","2022","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","EO","35","[c]","27030","27570"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","G6","30","[c]","67060","66580"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","G7","95","[c]","52740","51760"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","HEO","50","[c]","31800","31380"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","SEO","75","[c]","39420","38510"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","G6","35","[c]","69190","66790"
"Leaver Dept.","2022","Legal","G6/G7","G7","55","[c]","54870","52690"
"Leaver Dept.","2022","Legal","SCS level","SCS level","10","[c]","85300","83040"
"Leaver Dept.","2022","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","G6","55","[c]","81080","78200"
"Leaver Dept.","2022","Medicine","G6/G7","G7","40","[c]","52140","52250"
"Leaver Dept.","2022","Medicine","SCS level","SCS level","240","[c]","112660","109710"
"Leaver Dept.","2022","Medicine","SEO/HEO","HEO","25","[c]","33690","32310"
"Leaver Dept.","2022","Medicine","SEO/HEO","SEO","40","[c]","40880","40080"
"Leaver Dept.","2022","Operational Delivery","AA/AO","AA","205","[c]","19930","19510"
"Leaver Dept.","2022","Operational Delivery","AA/AO","AO","1885","[c]","21510","21260"
"Leaver Dept.","2022","Operational Delivery","EO","EO","2990","[c]","27110","27570"
"Leaver Dept.","2022","Operational Delivery","G6/G7","G6","285","[c]","68310","66230"
"Leaver Dept.","2022","Operational Delivery","G6/G7","G7","745","[c]","53350","52610"
"Leaver Dept.","2022","Operational Delivery","SCS level","SCS level","135","[c]","96180","93040"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","HEO","1225","[c]","31910","31990"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","SEO","930","[c]","39800","40070"
"Leaver Dept.","2022","Operational Delivery","Unknown","Unknown","115","[c]","36950","34700"
"Leaver Dept.","2022","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","G6/G7","G7","10","[c]","54280","53380"
"Leaver Dept.","2022","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","SEO/HEO","HEO","25","[c]","33970","36590"
"Leaver Dept.","2022","Operational Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","AA/AO","AO","150","[c]","21580","21260"
"Leaver Dept.","2022","Other","EO","EO","335","[c]","26990","27570"
"Leaver Dept.","2022","Other","G6/G7","G6","20","[c]","69740","67290"
"Leaver Dept.","2022","Other","G6/G7","G7","50","[c]","52750","52570"
"Leaver Dept.","2022","Other","SCS level","SCS level","10","[c]","98320","97450"
"Leaver Dept.","2022","Other","SEO/HEO","HEO","145","[c]","32300","32000"
"Leaver Dept.","2022","Other","SEO/HEO","SEO","65","[c]","38890","39160"
"Leaver Dept.","2022","Other","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","G6/G7","G6","10","[c]","64020","58810"
"Leaver Dept.","2022","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","AA/AO","AO","15","[c]","23370","23830"
"Leaver Dept.","2022","Policy","EO","EO","245","[c]","27450","27690"
"Leaver Dept.","2022","Policy","G6/G7","G6","205","[c]","66510","65370"
"Leaver Dept.","2022","Policy","G6/G7","G7","590","[c]","54220","53600"
"Leaver Dept.","2022","Policy","SCS level","SCS level","140","[c]","84580","77880"
"Leaver Dept.","2022","Policy","SEO/HEO","HEO","750","[c]","33710","33570"
"Leaver Dept.","2022","Policy","SEO/HEO","SEO","450","[c]","40630","40220"
"Leaver Dept.","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","AO","15","[c]","22740","22770"
"Leaver Dept.","2022","Project Delivery","EO","EO","75","[c]","26320","26350"
"Leaver Dept.","2022","Project Delivery","G6/G7","G6","35","[c]","66520","66220"
"Leaver Dept.","2022","Project Delivery","G6/G7","G7","80","[c]","54410","54540"
"Leaver Dept.","2022","Project Delivery","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","HEO","140","[c]","32760","33190"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","SEO","160","[c]","40280","40580"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","EO","35","[c]","26920","26880"
"Leaver Dept.","2022","Property","G6/G7","G6","10","[c]","65990","64980"
"Leaver Dept.","2022","Property","G6/G7","G7","15","[c]","54250","54540"
"Leaver Dept.","2022","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","HEO","25","[c]","33560","33370"
"Leaver Dept.","2022","Property","SEO/HEO","SEO","25","[c]","40490","40070"
"Leaver Dept.","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","AA/AO","AA","30","[c]","20380","19530"
"Leaver Dept.","2022","Science and Engineering","AA/AO","AO","145","[c]","21760","21820"
"Leaver Dept.","2022","Science and Engineering","EO","EO","310","[c]","25450","25800"
"Leaver Dept.","2022","Science and Engineering","G6/G7","G6","135","[c]","72750","69120"
"Leaver Dept.","2022","Science and Engineering","G6/G7","G7","435","[c]","52780","52330"
"Leaver Dept.","2022","Science and Engineering","SCS level","SCS level","30","[c]","105080","103180"
"Leaver Dept.","2022","Science and Engineering","SEO/HEO","HEO","580","[c]","32030","32310"
"Leaver Dept.","2022","Science and Engineering","SEO/HEO","SEO","610","[c]","40160","40070"
"Leaver Dept.","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","AO","10","[c]","30790","29410"
"Leaver Dept.","2022","Security","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","HEO","20","[c]","32470","31990"
"Leaver Dept.","2022","Security","SEO/HEO","SEO","20","[c]","39820","39980"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","G6/G7","G7","15","[c]","57640","57680"
"Leaver Dept.","2022","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","SEO/HEO","HEO","25","[c]","32100","31320"
"Leaver Dept.","2022","Social Research","SEO/HEO","SEO","20","[c]","42360","42840"
"Leaver Dept.","2022","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","EO","EO","15","[c]","30090","30100"
"Leaver Dept.","2022","Statistics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","G6/G7","G7","30","[c]","54990","53170"
"Leaver Dept.","2022","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","SEO/HEO","HEO","45","[c]","32940","32010"
"Leaver Dept.","2022","Statistics","SEO/HEO","SEO","35","[c]","42780","42980"
"Leaver Dept.","2022","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
