"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Female","Heterosexual / straight","95","90","40940","37750"
"In post","2022","National Crime Agency","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Female","Unknown","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Male","Heterosexual / straight","110","110","44430","43460"
"In post","2022","National Crime Agency","Digital, Data and Technology","Male","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Male","Unknown","15","15","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Female","Heterosexual / straight","30","30","36260","36740"
"In post","2022","National Crime Agency","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Female","Unknown","10","5","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Male","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Female","Heterosexual / straight","90","80","39940","38210"
"In post","2022","National Crime Agency","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Female","Unknown","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Male","Heterosexual / straight","50","50","41840","40170"
"In post","2022","National Crime Agency","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Male","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Female","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Operational Delivery","Female","Heterosexual / straight","1595","1535","37450","36410"
"In post","2022","National Crime Agency","Operational Delivery","Female","LGBO","110","110","36690","36310"
"In post","2022","National Crime Agency","Operational Delivery","Female","Undeclared","110","110","38470","36200"
"In post","2022","National Crime Agency","Operational Delivery","Female","Unknown","235","220","38480","37530"
"In post","2022","National Crime Agency","Operational Delivery","Male","Heterosexual / straight","2075","2060","42790","40170"
"In post","2022","National Crime Agency","Operational Delivery","Male","LGBO","75","75","37490","36410"
"In post","2022","National Crime Agency","Operational Delivery","Male","Undeclared","195","195","39850","37860"
"In post","2022","National Crime Agency","Operational Delivery","Male","Unknown","375","370","43170","40210"
"In post","2022","National Crime Agency","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Female","Heterosexual / straight","50","45","44200","44740"
"In post","2022","National Crime Agency","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","National Crime Agency","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","National Crime Agency","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Female","Heterosexual / straight","120","110","40750","36130"
"In post","2022","National Records of Scotland","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Female","Unknown","110","100","32470","27230"
"In post","2022","National Records of Scotland","Unknown","Male","Heterosexual / straight","85","80","37540","35360"
"In post","2022","National Records of Scotland","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Male","Unknown","100","100","33930","27230"
"In post","2022","National Records of Scotland","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
