"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Shetland Islands","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","AA/AO","AO","Female","40","[c]","20780","21010"
"Leaver CS","2022","Somerset CC","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","SEO/HEO","HEO","Male","35","[c]","33500","33330"
"Leaver CS","2022","Somerset CC","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","AA/AO","AA","Female","45","[c]","19130","18830"
"Leaver CS","2022","South Hampshire","AA/AO","AA","Male","40","[c]","19890","19300"
"Leaver CS","2022","South Hampshire","AA/AO","AO","Female","55","[c]","20660","19860"
"Leaver CS","2022","South Hampshire","AA/AO","AO","Male","80","[c]","20740","20100"
"Leaver CS","2022","South Hampshire","EO","EO","Female","55","[c]","25070","23990"
"Leaver CS","2022","South Hampshire","EO","EO","Male","55","[c]","26070","26300"
"Leaver CS","2022","South Hampshire","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SEO/HEO","HEO","Male","30","[c]","32270","30210"
"Leaver CS","2022","South Hampshire","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","AA/AO","AO","Female","135","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","AA/AO","AO","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","EO","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","AA/AO","AO","Female","35","[c]","21310","21260"
"Leaver CS","2022","South West Wales","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","AA/AO","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","AA/AO","AA","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","AA/AO","AO","Female","85","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","AA/AO","AO","Male","105","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","EO","EO","Female","50","[c]","27050","27570"
"Leaver CS","2022","Staffordshire CC","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","AA/AO","AO","Female","55","[c]","20260","20430"
"Leaver CS","2022","Stoke-on-Trent","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","AA/AO","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","AA/AO","AA","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","AA/AO","AO","Female","110","[c]","21190","21260"
"Leaver CS","2022","Suffolk CC","AA/AO","AO","Male","105","[c]","21520","21260"
"Leaver CS","2022","Suffolk CC","EO","EO","Female","45","[c]","27210","27570"
"Leaver CS","2022","Suffolk CC","EO","EO","Male","55","[c]","27040","27570"
"Leaver CS","2022","Suffolk CC","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","AA/AO","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","AA/AO","AO","Female","165","[c]","21060","21260"
"Leaver CS","2022","Sunderland","AA/AO","AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","EO","EO","Female","55","[c]","27730","27570"
"Leaver CS","2022","Sunderland","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","AA/AO","AO","Female","40","[c]","21460","21260"
"Leaver CS","2022","Swansea","AA/AO","AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
