"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Declared disabled","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Security","AA/AO","130","125","26010","21170"
"In post","2022","50-59","Declared disabled","Security","EO","60","55","32740","28700"
"In post","2022","50-59","Declared disabled","Security","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Security","SEO/HEO","70","65","40150","37100"
"In post","2022","50-59","Declared disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","SEO/HEO","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Tax","AA/AO","45","40","22170","21250"
"In post","2022","50-59","Declared disabled","Tax","EO","110","100","28300","26820"
"In post","2022","50-59","Declared disabled","Tax","G6/G7","85","85","60330","55960"
"In post","2022","50-59","Declared disabled","Tax","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Tax","SEO/HEO","255","245","37280","35980"
"In post","2022","50-59","Declared disabled","Unknown","AA/AO","120","110","23260","23230"
"In post","2022","50-59","Declared disabled","Unknown","EO","115","110","28620","27940"
"In post","2022","50-59","Declared disabled","Unknown","G6/G7","155","155","61400","61960"
"In post","2022","50-59","Declared disabled","Unknown","SCS level","25","25","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","SEO/HEO","220","215","39070","37930"
"In post","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Commercial","AA/AO","65","60","22630","21740"
"In post","2022","50-59","Declared non-disabled","Commercial","EO","130","125","27590","27380"
"In post","2022","50-59","Declared non-disabled","Commercial","G6/G7","280","275","60090","58550"
"In post","2022","50-59","Declared non-disabled","Commercial","SCS level","30","30","96400","92720"
"In post","2022","50-59","Declared non-disabled","Commercial","SEO/HEO","575","560","38140","37770"
"In post","2022","50-59","Declared non-disabled","Commercial","Unknown","30","30","49950","49510"
"In post","2022","50-59","Declared non-disabled","Communications","AA/AO","35","30","22410","21830"
"In post","2022","50-59","Declared non-disabled","Communications","EO","90","85","28440","28920"
"In post","2022","50-59","Declared non-disabled","Communications","G6/G7","125","120","61190","61240"
"In post","2022","50-59","Declared non-disabled","Communications","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Communications","SEO/HEO","260","255","37950","37840"
"In post","2022","50-59","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","G6/G7","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","AA/AO","400","345","22290","21260"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","EO","1010","940","28390","27570"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","G6/G7","55","55","61010","59050"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","SEO/HEO","380","375","35980","35100"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","AA/AO","90","85","22310","21380"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","EO","555","530","28130","27570"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","G6/G7","1245","1225","58970","57480"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","SCS level","80","80","90690","82950"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","SEO/HEO","1820","1785","38320","37710"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Economics","G6/G7","55","55","66560","66050"
"In post","2022","50-59","Declared non-disabled","Economics","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Economics","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Finance","AA/AO","200","180","21830","21380"
"In post","2022","50-59","Declared non-disabled","Finance","EO","470","460","27520","26670"
"In post","2022","50-59","Declared non-disabled","Finance","G6/G7","685","675","59890","58320"
"In post","2022","50-59","Declared non-disabled","Finance","SCS level","100","95","92910","86530"
"In post","2022","50-59","Declared non-disabled","Finance","SEO/HEO","1345","1315","38090","37100"
"In post","2022","50-59","Declared non-disabled","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","EO","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","SEO/HEO","35","35","36410","33630"
"In post","2022","50-59","Declared non-disabled","Human Resources","AA/AO","255","235","21950","21830"
"In post","2022","50-59","Declared non-disabled","Human Resources","EO","280","265","27690","27570"
"In post","2022","50-59","Declared non-disabled","Human Resources","G6/G7","515","505","59060","57680"
"In post","2022","50-59","Declared non-disabled","Human Resources","SCS level","50","50","86660","82110"
"In post","2022","50-59","Declared non-disabled","Human Resources","SEO/HEO","810","775","37570","36970"
"In post","2022","50-59","Declared non-disabled","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","G6/G7","225","225","75980","75500"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","SEO/HEO","115","110","50390","51360"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","AA/AO","30","30","23670","23340"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","EO","320","305","28180","27370"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","G6/G7","45","45","61180","59880"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","SEO/HEO","215","210","37550","36620"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Internal Audit","EO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Internal Audit","G6/G7","75","75","59760","59310"
"In post","2022","50-59","Declared non-disabled","Internal Audit","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Internal Audit","SEO/HEO","130","125","42760","42510"
"In post","2022","50-59","Declared non-disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","International Trade","EO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","International Trade","G6/G7","70","70","57270","56400"
"In post","2022","50-59","Declared non-disabled","International Trade","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","International Trade","SEO/HEO","75","70","37500","38540"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","AA/AO","85","85","22450","21380"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","EO","130","120","28290","27660"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","G6/G7","80","80","57840","55550"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","SEO/HEO","235","230","37190","36650"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Legal","AA/AO","60","55","22260","22080"
"In post","2022","50-59","Declared non-disabled","Legal","EO","220","210","29060","28920"
"In post","2022","50-59","Declared non-disabled","Legal","G6/G7","1255","1175","62030","61440"
"In post","2022","50-59","Declared non-disabled","Legal","SCS level","135","130","90580","84730"
"In post","2022","50-59","Declared non-disabled","Legal","SEO/HEO","780","730","40990","40520"
"In post","2022","50-59","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Medicine","AA/AO","40","40","23350","23280"
"In post","2022","50-59","Declared non-disabled","Medicine","EO","70","60","32550","31530"
"In post","2022","50-59","Declared non-disabled","Medicine","G6/G7","150","125","76190","77460"
"In post","2022","50-59","Declared non-disabled","Medicine","SCS level","50","50","108950","111460"
"In post","2022","50-59","Declared non-disabled","Medicine","SEO/HEO","140","130","40950","39030"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","AA/AO","18045","15960","22790","21300"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","EO","18100","16645","28070","27570"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","G6/G7","2235","2205","60040","57650"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","SCS level","280","275","91410","84430"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","SEO/HEO","8820","8490","37540","35980"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","Unknown","2705","2540","32060","28560"
"In post","2022","50-59","Declared non-disabled","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","G6/G7","95","90","56920","57480"
"In post","2022","50-59","Declared non-disabled","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","SEO/HEO","35","30","39900","40520"
"In post","2022","50-59","Declared non-disabled","Other","AA/AO","2660","2505","21270","21260"
"In post","2022","50-59","Declared non-disabled","Other","EO","1935","1845","27350","27570"
"In post","2022","50-59","Declared non-disabled","Other","G6/G7","440","430","61220","58770"
"In post","2022","50-59","Declared non-disabled","Other","SCS level","95","90","100800","89930"
"In post","2022","50-59","Declared non-disabled","Other","SEO/HEO","1545","1510","36410","35200"
"In post","2022","50-59","Declared non-disabled","Other","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","SEO/HEO","20","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","G6/G7","90","85","57930","58810"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Policy","AA/AO","140","130","24250","24370"
"In post","2022","50-59","Declared non-disabled","Policy","EO","435","420","29160","29430"
"In post","2022","50-59","Declared non-disabled","Policy","G6/G7","1760","1725","60240","59540"
"In post","2022","50-59","Declared non-disabled","Policy","SCS level","390","385","90370","81030"
"In post","2022","50-59","Declared non-disabled","Policy","SEO/HEO","1635","1585","39010","38230"
"In post","2022","50-59","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Project Delivery","AA/AO","110","95","21790","21260"
"In post","2022","50-59","Declared non-disabled","Project Delivery","EO","220","200","27980","27570"
"In post","2022","50-59","Declared non-disabled","Project Delivery","G6/G7","1270","1250","58280","55860"
"In post","2022","50-59","Declared non-disabled","Project Delivery","SCS level","130","130","92410","85210"
"In post","2022","50-59","Declared non-disabled","Project Delivery","SEO/HEO","1640","1590","38060","38280"
"In post","2022","50-59","Declared non-disabled","Project Delivery","Unknown","95","95","53600","54030"
"In post","2022","50-59","Declared non-disabled","Property","AA/AO","220","210","20440","20970"
"In post","2022","50-59","Declared non-disabled","Property","EO","345","330","27810","27000"
"In post","2022","50-59","Declared non-disabled","Property","G6/G7","475","465","59650","58250"
"In post","2022","50-59","Declared non-disabled","Property","SCS level","35","35","86330","80000"
"In post","2022","50-59","Declared non-disabled","Property","SEO/HEO","860","835","38730","37590"
"In post","2022","50-59","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","EO","30","30","27620","27380"
"In post","2022","50-59","Declared non-disabled","Psychology","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","SEO/HEO","40","40","41910","43730"
"In post","2022","50-59","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","AA/AO","190","185","22100","22200"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","EO","245","240","26630","26360"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","G6/G7","820","800","57050","57170"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","SCS level","30","30","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","SEO/HEO","1095","1060","39040","39650"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","Unknown","115","115","53530","47600"
"In post","2022","50-59","Declared non-disabled","Security","AA/AO","1215","1205","26410","21200"
"In post","2022","50-59","Declared non-disabled","Security","EO","270","265","35070","30730"
"In post","2022","50-59","Declared non-disabled","Security","G6/G7","145","145","59640","57680"
"In post","2022","50-59","Declared non-disabled","Security","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Security","SEO/HEO","510","505","41100","38150"
"In post","2022","50-59","Declared non-disabled","Security","Unknown","40","40","34610","28450"
"In post","2022","50-59","Declared non-disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","G6/G7","40","40","62320","60860"
"In post","2022","50-59","Declared non-disabled","Social Research","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Social Research","SEO/HEO","30","30","39340","38520"
"In post","2022","50-59","Declared non-disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","EO","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","G6/G7","95","95","61450","60290"
"In post","2022","50-59","Declared non-disabled","Statistics","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Statistics","SEO/HEO","85","80","38710","38160"
"In post","2022","50-59","Declared non-disabled","Tax","AA/AO","210","195","21600","21250"
"In post","2022","50-59","Declared non-disabled","Tax","EO","505","470","28430","26820"
"In post","2022","50-59","Declared non-disabled","Tax","G6/G7","630","615","60970","57760"
"In post","2022","50-59","Declared non-disabled","Tax","SCS level","30","30","81390","79190"
"In post","2022","50-59","Declared non-disabled","Tax","SEO/HEO","1430","1380","37470","37930"
"In post","2022","50-59","Declared non-disabled","Unknown","AA/AO","525","500","24130","23230"
"In post","2022","50-59","Declared non-disabled","Unknown","EO","535","520","29180","28980"
"In post","2022","50-59","Declared non-disabled","Unknown","G6/G7","1090","1065","64120","62170"
"In post","2022","50-59","Declared non-disabled","Unknown","SCS level","295","290","102500","94770"
"In post","2022","50-59","Declared non-disabled","Unknown","SEO/HEO","1310","1275","39640","39520"
"In post","2022","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","G6/G7","30","30","57180","54730"
"In post","2022","50-59","Declared non-disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Veterinarian","SEO/HEO","40","40","44670","45170"
"In post","2022","50-59","Undeclared","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","EO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","G6/G7","30","30","64290","65360"
"In post","2022","50-59","Undeclared","Commercial","SEO/HEO","70","70","40790","41120"
"In post","2022","50-59","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","EO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Communications","SEO/HEO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","AA/AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","EO","70","65","28240","27570"
"In post","2022","50-59","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Counter Fraud","SEO/HEO","40","35","34750","34140"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","EO","65","65","28590","27570"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","G6/G7","90","85","60130","57940"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","SEO/HEO","205","200","38150","37650"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","AA/AO","20","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","EO","55","55","27420","26820"
"In post","2022","50-59","Undeclared","Finance","G6/G7","45","45","62800","62120"
"In post","2022","50-59","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","SEO/HEO","130","125","38270","36800"
"In post","2022","50-59","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Geography","EO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","AA/AO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","EO","35","30","28110","27570"
"In post","2022","50-59","Undeclared","Human Resources","G6/G7","40","40","58680","58070"
"In post","2022","50-59","Undeclared","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","SEO/HEO","95","90","37990","36150"
"In post","2022","50-59","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","EO","60","55","28850","27380"
"In post","2022","50-59","Undeclared","Intelligence Analysis","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","SEO/HEO","35","35","37290","36690"
"In post","2022","50-59","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","EO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","SEO/HEO","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","AA/AO","10","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","EO","30","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","G6/G7","55","55","66060","66290"
"In post","2022","50-59","Undeclared","Legal","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Legal","SEO/HEO","90","85","41510","40520"
"In post","2022","50-59","Undeclared","Medicine","EO","10","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","G6/G7","10","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Medicine","SEO/HEO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Delivery","AA/AO","2685","2440","25850","23520"
"In post","2022","50-59","Undeclared","Operational Delivery","EO","1595","1500","29050","27570"
"In post","2022","50-59","Undeclared","Operational Delivery","G6/G7","140","135","61860","59270"
"In post","2022","50-59","Undeclared","Operational Delivery","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Delivery","SEO/HEO","915","890","39040","37890"
"In post","2022","50-59","Undeclared","Operational Delivery","Unknown","235","220","31320","28620"
"In post","2022","50-59","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","AA/AO","275","265","21240","21260"
"In post","2022","50-59","Undeclared","Other","EO","180","175","27350","27570"
"In post","2022","50-59","Undeclared","Other","G6/G7","30","30","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","SEO/HEO","145","140","35980","34390"
"In post","2022","50-59","Undeclared","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Planning Inspectors","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","AA/AO","20","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","EO","30","30","30310","29600"
"In post","2022","50-59","Undeclared","Policy","G6/G7","150","150","60440","60270"
"In post","2022","50-59","Undeclared","Policy","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","SEO/HEO","135","130","37780","37400"
"In post","2022","50-59","Undeclared","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","EO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","G6/G7","75","75","59080","56540"
"In post","2022","50-59","Undeclared","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Project Delivery","SEO/HEO","145","145","38460","40000"
"In post","2022","50-59","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","AA/AO","30","30","20550","21170"
"In post","2022","50-59","Undeclared","Property","EO","55","55","27870","27000"
"In post","2022","50-59","Undeclared","Property","G6/G7","50","50","58970","58090"
"In post","2022","50-59","Undeclared","Property","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Property","SEO/HEO","120","115","39790","38250"
"In post","2022","50-59","Undeclared","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","EO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Psychology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","AA/AO","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","EO","40","40","29160","29470"
"In post","2022","50-59","Undeclared","Science and Engineering","G6/G7","40","40","60930","59250"
"In post","2022","50-59","Undeclared","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","SEO/HEO","115","115","39190","40310"
"In post","2022","50-59","Undeclared","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","AA/AO","205","200","27790","21830"
"In post","2022","50-59","Undeclared","Security","EO","55","55","37870","42100"
"In post","2022","50-59","Undeclared","Security","G6/G7","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Security","SEO/HEO","80","80","43650","40260"
"In post","2022","50-59","Undeclared","Security","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Tax","AA/AO","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Tax","EO","55","55","29370","28920"
"In post","2022","50-59","Undeclared","Tax","G6/G7","80","80","60980","56470"
"In post","2022","50-59","Undeclared","Tax","SEO/HEO","165","155","37820","38350"
"In post","2022","50-59","Undeclared","Unknown","AA/AO","30","25","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","EO","20","20","[c]","[c]"
