"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Declared non-disabled","Legal","150","115","48430","53460"
"In post","2022","65+","Declared non-disabled","No function","4510","3345","29280","26780"
"In post","2022","65+","Declared non-disabled","Project Delivery","380","305","41940","39990"
"In post","2022","65+","Declared non-disabled","Property","260","220","33950","31310"
"In post","2022","65+","Declared non-disabled","Security","200","175","28560","24360"
"In post","2022","65+","Declared non-disabled","Unknown","1630","1350","31060","26670"
"In post","2022","65+","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","35","25","32800","28750"
"In post","2022","65+","Undeclared","Debt","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","No function","485","355","28810","26400"
"In post","2022","65+","Undeclared","Project Delivery","45","35","38130","36870"
"In post","2022","65+","Undeclared","Property","30","30","35880","32600"
"In post","2022","65+","Undeclared","Security","35","30","31210","25000"
"In post","2022","65+","Undeclared","Unknown","145","120","29410","26350"
"In post","2022","65+","Unknown","Analysis","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Communications","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","50","35","35670","31640"
"In post","2022","65+","Unknown","Debt","30","20","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","55","45","36960","34950"
"In post","2022","65+","Unknown","Finance","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Legal","45","35","51340","55820"
"In post","2022","65+","Unknown","No function","835","610","32790","26900"
"In post","2022","65+","Unknown","Project Delivery","55","45","41830","36950"
"In post","2022","65+","Unknown","Property","60","50","26500","21470"
"In post","2022","65+","Unknown","Security","30","25","29720","25000"
"In post","2022","65+","Unknown","Unknown","240","215","34620","29430"
"In post","2022","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","10","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","65","[c]","21380","21260"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","45","[c]","19550","18730"
"Leaver CS","2022","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","515","[c]","25170","23720"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","115","[c]","26550","24890"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","145","[c]","30210","28000"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","45","[c]","29750","29860"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","60","[c]","32590","33750"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Debt","30","[c]","21900","21260"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","150","[c]","31200","29490"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","55","[c]","28650","26780"
"Leaver CS","2022","20-29","Declared non-disabled","Grants Management","45","[c]","21910","21300"
"Leaver CS","2022","20-29","Declared non-disabled","Human Resources","75","[c]","28900","27490"
"Leaver CS","2022","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Legal","80","[c]","30800","26950"
"Leaver CS","2022","20-29","Declared non-disabled","No function","3690","[c]","26090","24920"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","185","[c]","28060","26180"
"Leaver CS","2022","20-29","Declared non-disabled","Property","45","[c]","25530","25000"
"Leaver CS","2022","20-29","Declared non-disabled","Security","70","[c]","27390","26470"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","1095","[c]","26370","24890"
"Leaver CS","2022","20-29","Undeclared","Analysis","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","No function","200","[c]","26840","23780"
"Leaver CS","2022","20-29","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Analysis","95","[c]","26790","23630"
"Leaver CS","2022","20-29","Unknown","Commercial","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Communications","65","[c]","29850","28500"
"Leaver CS","2022","20-29","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Debt","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data & Technology","135","[c]","32040","30710"
"Leaver CS","2022","20-29","Unknown","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Human Resources","70","[c]","24860","23560"
"Leaver CS","2022","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Legal","65","[c]","29360","23770"
"Leaver CS","2022","20-29","Unknown","No function","2050","[c]","25470","23040"
"Leaver CS","2022","20-29","Unknown","Project Delivery","65","[c]","28850","28050"
"Leaver CS","2022","20-29","Unknown","Property","45","[c]","25070","24500"
"Leaver CS","2022","20-29","Unknown","Security","50","[c]","27200","25680"
"Leaver CS","2022","20-29","Unknown","Unknown","1095","[c]","25920","24880"
"Leaver CS","2022","30-39","Declared disabled","Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","No function","390","[c]","28220","27570"
"Leaver CS","2022","30-39","Declared disabled","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","105","[c]","29400","26350"
"Leaver CS","2022","30-39","Declared non-disabled","Analysis","75","[c]","43140","38340"
"Leaver CS","2022","30-39","Declared non-disabled","Commercial","40","[c]","40390","37420"
"Leaver CS","2022","30-39","Declared non-disabled","Communications","75","[c]","41490","39860"
"Leaver CS","2022","30-39","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Debt","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Digital, Data & Technology","200","[c]","43090","40000"
"Leaver CS","2022","30-39","Declared non-disabled","Finance","35","[c]","44240","44400"
"Leaver CS","2022","30-39","Declared non-disabled","Grants Management","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Human Resources","80","[c]","34750","32180"
"Leaver CS","2022","30-39","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Legal","105","[c]","51030","51830"
"Leaver CS","2022","30-39","Declared non-disabled","No function","2905","[c]","32510","28330"
"Leaver CS","2022","30-39","Declared non-disabled","Project Delivery","165","[c]","39440","38070"
"Leaver CS","2022","30-39","Declared non-disabled","Property","60","[c]","31470","26350"
"Leaver CS","2022","30-39","Declared non-disabled","Security","60","[c]","29930","28320"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","880","[c]","30270","26300"
"Leaver CS","2022","30-39","Undeclared","Analysis","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","No function","220","[c]","32400","27570"
"Leaver CS","2022","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","55","[c]","29950","25040"
"Leaver CS","2022","30-39","Unknown","Analysis","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Commercial","60","[c]","62110","61710"
"Leaver CS","2022","30-39","Unknown","Communications","50","[c]","43820","40600"
"Leaver CS","2022","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Digital, Data & Technology","120","[c]","41680","38450"
"Leaver CS","2022","30-39","Unknown","Finance","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Human Resources","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Legal","40","[c]","41070","42830"
"Leaver CS","2022","30-39","Unknown","No function","1200","[c]","33270","28450"
"Leaver CS","2022","30-39","Unknown","Project Delivery","60","[c]","39770","37200"
"Leaver CS","2022","30-39","Unknown","Property","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Security","40","[c]","30100","26670"
"Leaver CS","2022","30-39","Unknown","Unknown","685","[c]","31740","28650"
"Leaver CS","2022","40-49","Declared disabled","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","No function","330","[c]","30050","27570"
"Leaver CS","2022","40-49","Declared disabled","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Property","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","105","[c]","27960","25630"
"Leaver CS","2022","40-49","Declared non-disabled","Analysis","35","[c]","50820","47900"
"Leaver CS","2022","40-49","Declared non-disabled","Commercial","30","[c]","48160","41600"
"Leaver CS","2022","40-49","Declared non-disabled","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Debt","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Digital, Data & Technology","165","[c]","51970","45990"
"Leaver CS","2022","40-49","Declared non-disabled","Finance","50","[c]","43830","40070"
"Leaver CS","2022","40-49","Declared non-disabled","Grants Management","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Human Resources","75","[c]","39020","36330"
"Leaver CS","2022","40-49","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Legal","65","[c]","60610","59630"
"Leaver CS","2022","40-49","Declared non-disabled","No function","2100","[c]","35570","27570"
"Leaver CS","2022","40-49","Declared non-disabled","Project Delivery","120","[c]","45100","40640"
"Leaver CS","2022","40-49","Declared non-disabled","Property","30","[c]","36620","33000"
"Leaver CS","2022","40-49","Declared non-disabled","Security","40","[c]","33160","32640"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","710","[c]","33750","27570"
"Leaver CS","2022","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","No function","155","[c]","32660","27570"
"Leaver CS","2022","40-49","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","75","[c]","33180","29810"
"Leaver CS","2022","40-49","Unknown","Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Commercial","55","[c]","74340","69250"
"Leaver CS","2022","40-49","Unknown","Communications","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data & Technology","80","[c]","42970","38450"
"Leaver CS","2022","40-49","Unknown","Finance","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Legal","40","[c]","52570","55000"
"Leaver CS","2022","40-49","Unknown","No function","745","[c]","38360","31060"
"Leaver CS","2022","40-49","Unknown","Project Delivery","45","[c]","45360","45990"
"Leaver CS","2022","40-49","Unknown","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Security","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","490","[c]","33550","28650"
"Leaver CS","2022","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Debt","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Legal","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","No function","555","[c]","31490","27570"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","40","[c]","42490","38200"
"Leaver CS","2022","50-59","Declared disabled","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","265","[c]","30250","27240"
"Leaver CS","2022","50-59","Declared non-disabled","Analysis","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","40","[c]","49660","41910"
"Leaver CS","2022","50-59","Declared non-disabled","Communications","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Counter Fraud","55","[c]","30380","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Debt","30","[c]","22860","21260"
"Leaver CS","2022","50-59","Declared non-disabled","Digital, Data & Technology","115","[c]","46520","42320"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","65","[c]","48000","42940"
"Leaver CS","2022","50-59","Declared non-disabled","Grants Management","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Human Resources","85","[c]","42280","38000"
"Leaver CS","2022","50-59","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Legal","90","[c]","52660","54600"
"Leaver CS","2022","50-59","Declared non-disabled","No function","2755","[c]","34650","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","145","[c]","43230","40000"
"Leaver CS","2022","50-59","Declared non-disabled","Property","80","[c]","37090","33300"
"Leaver CS","2022","50-59","Declared non-disabled","Security","120","[c]","34050","38440"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","1315","[c]","33730","27570"
"Leaver CS","2022","50-59","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","No function","300","[c]","31320","27570"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","135","[c]","34470","29200"
"Leaver CS","2022","50-59","Unknown","Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","60","[c]","82740","71500"
"Leaver CS","2022","50-59","Unknown","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","40","[c]","49940","44090"
"Leaver CS","2022","50-59","Unknown","Finance","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","795","[c]","39200","31420"
"Leaver CS","2022","50-59","Unknown","Project Delivery","40","[c]","53600","50320"
"Leaver CS","2022","50-59","Unknown","Property","35","[c]","24420","21880"
"Leaver CS","2022","50-59","Unknown","Security","60","[c]","32900","33300"
"Leaver CS","2022","50-59","Unknown","Unknown","590","[c]","34860","28650"
"Leaver CS","2022","60-64","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Debt","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Finance","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Legal","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","No function","445","[c]","30480","27570"
"Leaver CS","2022","60-64","Declared disabled","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Security","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Unknown","235","[c]","32900","27370"
"Leaver CS","2022","60-64","Declared non-disabled","Analysis","10","[c]","[c]","[c]"
