"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Work and Pensions","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department of Health and Social Care","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department of Health and Social Care","EO","65","[c]","26130","26880"
"Leaver CS","2022","Asian","Department of Health and Social Care","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department of Health and Social Care","G7","45","[c]","53940","53620"
"Leaver CS","2022","Asian","Department of Health and Social Care","HEO","75","[c]","31830","32640"
"Leaver CS","2022","Asian","Department of Health and Social Care","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department of Health and Social Care","SEO","60","[c]","39520","40070"
"Leaver CS","2022","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Estyn","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Land Registry","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","AO","190","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","EO","45","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","AO","50","[c]","23620","23650"
"Leaver CS","2022","Asian","Home Office","EO","70","[c]","28120","28670"
"Leaver CS","2022","Asian","Home Office","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","EO","30","[c]","25270","26510"
"Leaver CS","2022","Asian","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","AO","170","[c]","21700","21010"
"Leaver CS","2022","Asian","Ministry of Justice","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Justice","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","AO","105","[c]","22740","21260"
"Leaver CS","2022","Black","Department for Work and Pensions","EO","295","[c]","29930","31060"
"Leaver CS","2022","Black","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","EO","45","[c]","26360","26880"
"Leaver CS","2022","Black","Department of Health and Social Care","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","HEO","50","[c]","32900","32330"
"Leaver CS","2022","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","SEO","40","[c]","40960","40070"
"Leaver CS","2022","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Estyn","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
