"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","10","10","27620","27370"
"In post","2022","Security","London","AA","170","165","22330","22460"
"In post","2022","Security","London","AO","225","220","30380","26350"
"In post","2022","Security","London","EO","170","165","32070","30500"
"In post","2022","Security","London","G6","75","75","69550","67670"
"In post","2022","Security","London","G7","150","150","58230","57680"
"In post","2022","Security","London","HEO","305","300","36820","36650"
"In post","2022","Security","London","SCS level","20","20","85060","77330"
"In post","2022","Security","London","SEO","275","270","45810","44030"
"In post","2022","Security","London","Unknown","35","35","36990","33950"
"In post","2022","Security","Outside London","AA","2385","2320","20620","19810"
"In post","2022","Security","Outside London","AO","2800","2750","32470","35200"
"In post","2022","Security","Outside London","EO","875","855","34070","28990"
"In post","2022","Security","Outside London","G6","55","50","68060","65610"
"In post","2022","Security","Outside London","G7","225","220","54380","54160"
"In post","2022","Security","Outside London","HEO","775","755","36360","33300"
"In post","2022","Security","Outside London","SCS level","10","10","96520","88400"
"In post","2022","Security","Outside London","SEO","490","475","42860","40520"
"In post","2022","Security","Outside London","Unknown","90","90","34130","34340"
"In post","2022","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Security","Overseas","HEO","65","65","33360","34150"
"In post","2022","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","55","55","27820","27370"
"In post","2022","Social Research","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","AO","5","5","[c]","[c]"
"In post","2022","Social Research","London","EO","35","35","33170","33650"
"In post","2022","Social Research","London","G6","40","40","69490","68720"
"In post","2022","Social Research","London","G7","145","140","58310","59430"
"In post","2022","Social Research","London","HEO","135","135","34990","34650"
"In post","2022","Social Research","London","SCS level","10","10","79200","79130"
"In post","2022","Social Research","London","SEO","130","130","42990","42710"
"In post","2022","Social Research","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Social Research","Outside London","EO","25","25","27400","28270"
"In post","2022","Social Research","Outside London","G6","30","25","63550","60780"
"In post","2022","Social Research","Outside London","G7","150","145","52580","51210"
"In post","2022","Social Research","Outside London","HEO","315","300","31540","30710"
"In post","2022","Social Research","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Social Research","Outside London","SEO","285","265","39520","38340"
"In post","2022","Statistics","London","AA","35","35","22450","22460"
"In post","2022","Statistics","London","AO","10","10","24320","24900"
"In post","2022","Statistics","London","EO","105","105","29640","30040"
"In post","2022","Statistics","London","G6","85","80","69530","68720"
"In post","2022","Statistics","London","G7","280","270","58160","59290"
"In post","2022","Statistics","London","HEO","245","240","36140","36200"
"In post","2022","Statistics","London","SCS level","30","30","88050","81790"
"In post","2022","Statistics","London","SEO","230","225","43480","43360"
"In post","2022","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Outside London","AO","25","20","21950","21250"
"In post","2022","Statistics","Outside London","EO","140","135","26760","26630"
"In post","2022","Statistics","Outside London","G6","85","85","64400","64560"
"In post","2022","Statistics","Outside London","G7","315","300","53460","52150"
"In post","2022","Statistics","Outside London","HEO","400","385","32540","32010"
"In post","2022","Statistics","Outside London","SCS level","25","25","81480","74500"
"In post","2022","Statistics","Outside London","SEO","375","360","39580","39100"
"In post","2022","Statistics","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","London","AO","60","55","25650","25330"
"In post","2022","Tax","London","EO","495","470","31810","31020"
"In post","2022","Tax","London","G6","165","150","75010","74850"
"In post","2022","Tax","London","G7","400","385","61810","62120"
"In post","2022","Tax","London","HEO","970","930","38510","37930"
"In post","2022","Tax","London","SCS level","35","35","84910","82380"
"In post","2022","Tax","London","SEO","385","370","44380","43810"
"In post","2022","Tax","Outside London","AO","3340","3125","21280","21250"
"In post","2022","Tax","Outside London","EO","4305","4070","26890","26820"
"In post","2022","Tax","Outside London","G6","570","540","68170","67910"
"In post","2022","Tax","Outside London","G7","1870","1795","54900","55210"
"In post","2022","Tax","Outside London","HEO","5050","4825","33430","33370"
"In post","2022","Tax","Outside London","SCS level","45","45","79470","76430"
"In post","2022","Tax","Outside London","SEO","1905","1820","40280","40520"
"In post","2022","Tax","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","AA","5","5","[c]","[c]"
"In post","2022","Unknown","London","AO","215","200","25170","24490"
"In post","2022","Unknown","London","EO","910","900","28850","28560"
"In post","2022","Unknown","London","G6","970","960","69500","66700"
"In post","2022","Unknown","London","G7","2285","2240","57130","54700"
"In post","2022","Unknown","London","HEO","2380","2365","32860","33250"
"In post","2022","Unknown","London","SCS level","740","725","99080","93000"
"In post","2022","Unknown","London","SEO","965","955","41710","40600"
"In post","2022","Unknown","London","Unknown","10","10","30450","29000"
"In post","2022","Unknown","Outside London","AA","1650","1555","22210","22140"
"In post","2022","Unknown","Outside London","AO","2965","2795","23450","21840"
"In post","2022","Unknown","Outside London","EO","4485","4325","27970","27230"
"In post","2022","Unknown","Outside London","G6","1605","1555","72290","73040"
"In post","2022","Unknown","Outside London","G7","3125","3025","57330","56920"
"In post","2022","Unknown","Outside London","HEO","5195","5050","33560","33080"
"In post","2022","Unknown","Outside London","SCS level","460","455","93670","83230"
"In post","2022","Unknown","Outside London","SEO","3725","3600","43400","43000"
"In post","2022","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G7","15","10","63080","62170"
"In post","2022","Unknown","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","35","35","26240","27500"
"In post","2022","Unknown","Unknown","G6","15","15","69980","65310"
"In post","2022","Unknown","Unknown","G7","75","75","54140","54700"
"In post","2022","Unknown","Unknown","HEO","305","305","30620","29250"
"In post","2022","Unknown","Unknown","SCS level","15","15","100010","86870"
"In post","2022","Unknown","Unknown","SEO","45","45","39350","40250"
"In post","2022","Veterinarian","London","G7","5","5","[c]","[c]"
"In post","2022","Veterinarian","London","SEO","5","5","[c]","[c]"
"In post","2022","Veterinarian","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Veterinarian","Outside London","EO","15","15","24970","24920"
"In post","2022","Veterinarian","Outside London","G6","25","25","62690","61460"
"In post","2022","Veterinarian","Outside London","G7","100","100","53280","52640"
"In post","2022","Veterinarian","Outside London","HEO","10","10","30110","29550"
"In post","2022","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outside London","SEO","240","225","40270","37530"
"In post","2022","Veterinarian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","SEO","30","[c]","43590","44470"
"Leaver CS","2022","Commercial","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","AO","15","[c]","21150","21260"
"Leaver CS","2022","Commercial","Outside London","EO","50","[c]","25090","25000"
"Leaver CS","2022","Commercial","Outside London","G6","15","[c]","66230","66270"
"Leaver CS","2022","Commercial","Outside London","G7","35","[c]","52970","54080"
"Leaver CS","2022","Commercial","Outside London","HEO","80","[c]","32970","33300"
"Leaver CS","2022","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","SEO","95","[c]","39590","39490"
"Leaver CS","2022","Commercial","Outside London","Unknown","10","[c]","44710","42870"
"Leaver CS","2022","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AO","15","[c]","23660","24010"
"Leaver CS","2022","Communications","London","EO","40","[c]","28560","28500"
"Leaver CS","2022","Communications","London","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","G7","30","[c]","55800","54270"
"Leaver CS","2022","Communications","London","HEO","65","[c]","34960","36480"
"Leaver CS","2022","Communications","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","SEO","55","[c]","42880","42710"
"Leaver CS","2022","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","EO","30","[c]","26520","26590"
"Leaver CS","2022","Communications","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","HEO","35","[c]","34140","33300"
"Leaver CS","2022","Communications","Outside London","SEO","35","[c]","40380","40000"
"Leaver CS","2022","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","EO","15","[c]","29730","30330"
"Leaver CS","2022","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","HEO","15","[c]","34960","33770"
"Leaver CS","2022","Counter Fraud","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","AO","70","[c]","21510","21260"
"Leaver CS","2022","Counter Fraud","Outside London","EO","115","[c]","27530","27570"
"Leaver CS","2022","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","HEO","25","[c]","34720","34290"
"Leaver CS","2022","Counter Fraud","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","AO","15","[c]","23720","23800"
"Leaver CS","2022","Digital, Data and Technology","London","EO","40","[c]","28550","29420"
"Leaver CS","2022","Digital, Data and Technology","London","G6","30","[c]","72050","73000"
"Leaver CS","2022","Digital, Data and Technology","London","G7","90","[c]","58530","58150"
"Leaver CS","2022","Digital, Data and Technology","London","HEO","80","[c]","35080","35050"
"Leaver CS","2022","Digital, Data and Technology","London","SCS level","10","[c]","106810","104060"
"Leaver CS","2022","Digital, Data and Technology","London","SEO","75","[c]","43560","42850"
"Leaver CS","2022","Digital, Data and Technology","Outside London","AA","25","[c]","18630","17900"
"Leaver CS","2022","Digital, Data and Technology","Outside London","AO","55","[c]","21760","21170"
"Leaver CS","2022","Digital, Data and Technology","Outside London","EO","180","[c]","27120","26860"
"Leaver CS","2022","Digital, Data and Technology","Outside London","G6","55","[c]","68290","68680"
"Leaver CS","2022","Digital, Data and Technology","Outside London","G7","175","[c]","54600","54540"
"Leaver CS","2022","Digital, Data and Technology","Outside London","HEO","220","[c]","33870","33300"
"Leaver CS","2022","Digital, Data and Technology","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Outside London","SEO","265","[c]","41130","40450"
"Leaver CS","2022","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","EO","10","[c]","26390","26350"
"Leaver CS","2022","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","SEO","15","[c]","43870","41250"
"Leaver CS","2022","Economics","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","AO","40","[c]","24310","23440"
"Leaver CS","2022","Economics","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","G7","25","[c]","54780","53960"
"Leaver CS","2022","Economics","London","HEO","40","[c]","33810","34240"
"Leaver CS","2022","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","AO","30","[c]","19720","19610"
"Leaver CS","2022","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","25","[c]","29200","28840"
"Leaver CS","2022","Finance","London","G6","15","[c]","70550","68940"
"Leaver CS","2022","Finance","London","G7","25","[c]","58520","57360"
"Leaver CS","2022","Finance","London","HEO","45","[c]","35070","34130"
"Leaver CS","2022","Finance","London","SCS level","10","[c]","98990","96450"
"Leaver CS","2022","Finance","London","SEO","35","[c]","43260","42920"
"Leaver CS","2022","Finance","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","AO","60","[c]","22060","21500"
"Leaver CS","2022","Finance","Outside London","EO","115","[c]","25610","26670"
"Leaver CS","2022","Finance","Outside London","G6","20","[c]","67890","66710"
"Leaver CS","2022","Finance","Outside London","G7","65","[c]","54410","54540"
"Leaver CS","2022","Finance","Outside London","HEO","110","[c]","33880","33300"
"Leaver CS","2022","Finance","Outside London","SCS level","15","[c]","83410","81150"
"Leaver CS","2022","Finance","Outside London","SEO","75","[c]","42970","41960"
"Leaver CS","2022","Finance","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","HEO","15","[c]","33920","33290"
"Leaver CS","2022","Geography","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AO","15","[c]","23850","23770"
"Leaver CS","2022","Human Resources","London","EO","65","[c]","26760","27600"
"Leaver CS","2022","Human Resources","London","G6","20","[c]","68880","68520"
"Leaver CS","2022","Human Resources","London","G7","35","[c]","56490","57460"
"Leaver CS","2022","Human Resources","London","HEO","40","[c]","34630","34640"
"Leaver CS","2022","Human Resources","London","SCS level","10","[c]","91890","87400"
"Leaver CS","2022","Human Resources","London","SEO","40","[c]","42530","42200"
"Leaver CS","2022","Human Resources","Outside London","AA","10","[c]","19360","19560"
"Leaver CS","2022","Human Resources","Outside London","AO","90","[c]","21710","21170"
"Leaver CS","2022","Human Resources","Outside London","EO","65","[c]","25490","26590"
"Leaver CS","2022","Human Resources","Outside London","G6","10","[c]","66760","64680"
"Leaver CS","2022","Human Resources","Outside London","G7","35","[c]","51000","50210"
"Leaver CS","2022","Human Resources","Outside London","HEO","75","[c]","32680","33300"
"Leaver CS","2022","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","SEO","65","[c]","41680","40720"
"Leaver CS","2022","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","G6","15","[c]","81520","85550"
"Leaver CS","2022","Inspector of Education and Training","Outside London","G7","45","[c]","74670","75500"
"Leaver CS","2022","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","SEO","45","[c]","49660","51360"
"Leaver CS","2022","Intelligence Analysis","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","EO","30","[c]","29310","29250"
"Leaver CS","2022","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","HEO","20","[c]","37190","36780"
"Leaver CS","2022","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","EO","50","[c]","26940","26670"
"Leaver CS","2022","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","HEO","15","[c]","33650","33300"
"Leaver CS","2022","Intelligence Analysis","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","HEO","15","[c]","33760","33460"
"Leaver CS","2022","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","London","G6","15","[c]","66950","66270"
"Leaver CS","2022","Knowledge and Information Management","London","G7","25","[c]","54200","53820"
"Leaver CS","2022","Knowledge and Information Management","London","HEO","30","[c]","33660","32820"
"Leaver CS","2022","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","London","SEO","30","[c]","41470","40320"
"Leaver CS","2022","Knowledge and Information Management","Outside London","AO","30","[c]","21280","20480"
"Leaver CS","2022","Knowledge and Information Management","Outside London","EO","125","[c]","25650","25080"
"Leaver CS","2022","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Outside London","G7","35","[c]","51720","50930"
"Leaver CS","2022","Knowledge and Information Management","Outside London","HEO","70","[c]","31320","31400"
"Leaver CS","2022","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Outside London","SEO","60","[c]","39310","38430"
"Leaver CS","2022","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","EO","10","[c]","32580","33460"
"Leaver CS","2022","Legal","London","G6","60","[c]","70140","68210"
"Leaver CS","2022","Legal","London","G7","135","[c]","54420","53120"
"Leaver CS","2022","Legal","London","HEO","15","[c]","40800","40000"
"Leaver CS","2022","Legal","London","SCS level","25","[c]","98050","94670"
"Leaver CS","2022","Legal","London","SEO","15","[c]","38540","37230"
"Leaver CS","2022","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","EO","10","[c]","28220","27370"
"Leaver CS","2022","Legal","Outside London","G6","15","[c]","69550","69690"
"Leaver CS","2022","Legal","Outside London","G7","135","[c]","57330","55610"
"Leaver CS","2022","Legal","Outside London","HEO","40","[c]","37020","38000"
"Leaver CS","2022","Legal","Outside London","SCS level","10","[c]","93620","84970"
"Leaver CS","2022","Legal","Outside London","SEO","30","[c]","49870","51810"
"Leaver CS","2022","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","EO","10","[c]","27950","27270"
"Leaver CS","2022","Medicine","London","G6","10","[c]","67180","66930"
"Leaver CS","2022","Medicine","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SCS level","55","[c]","99760","95710"
"Leaver CS","2022","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","AO","50","[c]","22950","23280"
"Leaver CS","2022","Medicine","Outside London","EO","60","[c]","31210","31530"
"Leaver CS","2022","Medicine","Outside London","G6","25","[c]","82300","89050"
"Leaver CS","2022","Medicine","Outside London","G7","20","[c]","66010","68140"
"Leaver CS","2022","Medicine","Outside London","HEO","70","[c]","37240","39030"
"Leaver CS","2022","Medicine","Outside London","SCS level","65","[c]","102460","101430"
"Leaver CS","2022","Medicine","Outside London","SEO","30","[c]","43730","45840"
