"Status","Year","Age","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Planning Inspectors","Female","10","5","[c]","[c]"
"In post","2022","60-64","White","Planning Inspectors","Male","25","20","[c]","[c]"
"In post","2022","60-64","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Policy","Female","400","355","46840","40580"
"In post","2022","60-64","White","Policy","Male","415","380","56030","53600"
"In post","2022","60-64","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Project Delivery","Female","370","300","39090","35980"
"In post","2022","60-64","White","Project Delivery","Male","475","410","46480","42780"
"In post","2022","60-64","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Property","Female","215","190","33700","30720"
"In post","2022","60-64","White","Property","Male","475","430","40060","37210"
"In post","2022","60-64","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Psychology","Female","10","10","[c]","[c]"
"In post","2022","60-64","White","Psychology","Male","5","5","[c]","[c]"
"In post","2022","60-64","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Science and Engineering","Female","120","100","40410","36330"
"In post","2022","60-64","White","Science and Engineering","Male","785","710","40390","39570"
"In post","2022","60-64","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Security","Female","100","90","30670","26350"
"In post","2022","60-64","White","Security","Male","615","555","28060","21830"
"In post","2022","60-64","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Social Research","Female","5","5","[c]","[c]"
"In post","2022","60-64","White","Social Research","Male","10","10","[c]","[c]"
"In post","2022","60-64","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Statistics","Female","15","10","[c]","[c]"
"In post","2022","60-64","White","Statistics","Male","30","30","51480","45350"
"In post","2022","60-64","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Tax","Female","430","320","36620","33370"
"In post","2022","60-64","White","Tax","Male","430","340","42350","37930"
"In post","2022","60-64","White","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Unknown","Female","410","350","40180","34000"
"In post","2022","60-64","White","Unknown","Male","530","490","46560","36390"
"In post","2022","60-64","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","White","Veterinarian","Female","10","5","[c]","[c]"
"In post","2022","60-64","White","Veterinarian","Male","15","15","[c]","[c]"
"In post","2022","60-64","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Counter Fraud","Female","20","15","[c]","[c]"
"In post","2022","65+","Asian","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","65+","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","65+","Asian","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","65+","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Finance","Female","10","10","[c]","[c]"
"In post","2022","65+","Asian","Finance","Male","20","20","[c]","[c]"
"In post","2022","65+","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","65+","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Legal","Male","10","10","[c]","[c]"
"In post","2022","65+","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Operational Delivery","Female","280","200","27060","26120"
"In post","2022","65+","Asian","Operational Delivery","Male","200","160","29130","26400"
"In post","2022","65+","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Other","Female","30","20","[c]","[c]"
"In post","2022","65+","Asian","Other","Male","25","25","[c]","[c]"
"In post","2022","65+","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Policy","Female","10","10","[c]","[c]"
"In post","2022","65+","Asian","Policy","Male","10","10","[c]","[c]"
"In post","2022","65+","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","65+","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Property","Male","5","5","[c]","[c]"
"In post","2022","65+","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","65+","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Security","Male","15","15","[c]","[c]"
"In post","2022","65+","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Tax","Female","10","10","[c]","[c]"
"In post","2022","65+","Asian","Tax","Male","20","15","[c]","[c]"
"In post","2022","65+","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2022","65+","Black","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2022","65+","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","65+","Black","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Finance","Female","5","5","[c]","[c]"
"In post","2022","65+","Black","Finance","Male","10","10","[c]","[c]"
"In post","2022","65+","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Legal","Female","10","5","[c]","[c]"
"In post","2022","65+","Black","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Operational Delivery","Female","160","135","29080","26400"
"In post","2022","65+","Black","Operational Delivery","Male","115","100","29070","27570"
"In post","2022","65+","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Other","Female","10","10","[c]","[c]"
"In post","2022","65+","Black","Other","Male","10","10","[c]","[c]"
"In post","2022","65+","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Policy","Female","10","10","[c]","[c]"
"In post","2022","65+","Black","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","65+","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","65+","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Operational Delivery","Female","40","30","26520","26820"
"In post","2022","65+","Mixed","Operational Delivery","Male","45","35","32160","28200"
"In post","2022","65+","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Other","Female","5","5","[c]","[c]"
"In post","2022","65+","Mixed","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","65+","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
