"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs (excl. agencies)","Statistics","Outside London","Female","70","65","40620","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Statistics","Outside London","Male","90","90","41940","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tax","London","Female","1105","1045","42060","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tax","London","Male","1365","1310","46100","40910"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","Female","8155","7565","32850","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","Male","8915","8650","34630","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","Female","615","600","48520","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","Male","585","585","49380","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","Female","1965","1870","31750","27570"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","Male","2120","2090","31790","26820"
"In post","2022","HM Treasury (excl. agencies)","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","London","Female","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","London","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Economics","London","Female","60","60","44900","38240"
"In post","2022","HM Treasury (excl. agencies)","Economics","London","Male","110","110","44820","34600"
"In post","2022","HM Treasury (excl. agencies)","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Finance","London","Female","35","30","53140","56980"
"In post","2022","HM Treasury (excl. agencies)","Finance","London","Male","45","45","49980","54340"
"In post","2022","HM Treasury (excl. agencies)","Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Human Resources","London","Female","50","45","48050","52500"
"In post","2022","HM Treasury (excl. agencies)","Human Resources","London","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Human Resources","Outside London","Female","15","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Delivery","London","Female","100","95","31980","29350"
"In post","2022","HM Treasury (excl. agencies)","Operational Delivery","London","Male","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Policy","London","Female","625","605","48700","52500"
"In post","2022","HM Treasury (excl. agencies)","Policy","London","Male","720","715","50460","52500"
"In post","2022","HM Treasury (excl. agencies)","Policy","Outside London","Female","40","35","43370","38890"
"In post","2022","HM Treasury (excl. agencies)","Policy","Outside London","Male","40","40","40020","32320"
"In post","2022","HM Treasury (excl. agencies)","Project Delivery","London","Female","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Project Delivery","London","Male","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Statistics","London","Male","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tax","London","Female","20","20","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tax","London","Male","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tax","Outside London","Female","5","5","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Commercial","London","Female","30","30","40700","41950"
"In post","2022","Home Office","Commercial","London","Male","25","25","[c]","[c]"
"In post","2022","Home Office","Commercial","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Home Office","Commercial","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Home Office","Communications","London","Female","100","95","49490","45750"
"In post","2022","Home Office","Communications","London","Male","55","55","50100","46040"
"In post","2022","Home Office","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Home Office","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","Female","10","10","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","London","Male","15","15","[c]","[c]"
"In post","2022","Home Office","Counter Fraud","Outside London","Female","110","100","25460","25040"
"In post","2022","Home Office","Counter Fraud","Outside London","Male","50","50","26850","25310"
"In post","2022","Home Office","Digital, Data and Technology","London","Female","370","360","50490","45410"
"In post","2022","Home Office","Digital, Data and Technology","London","Male","720","715","53230","48230"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","Female","145","140","44730","39590"
"In post","2022","Home Office","Digital, Data and Technology","Outside London","Male","400","395","45630","40660"
"In post","2022","Home Office","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","London","Female","45","40","50230","43950"
"In post","2022","Home Office","Economics","London","Male","105","105","46460","35070"
"In post","2022","Home Office","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","London","Female","95","90","50180","45070"
"In post","2022","Home Office","Finance","London","Male","100","100","51710","48250"
"In post","2022","Home Office","Finance","Outside London","Female","70","65","39300","37450"
"In post","2022","Home Office","Finance","Outside London","Male","55","55","36780","37450"
"In post","2022","Home Office","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Human Resources","London","Female","270","255","45220","41950"
"In post","2022","Home Office","Human Resources","London","Male","140","135","45770","41970"
"In post","2022","Home Office","Human Resources","Outside London","Female","160","155","38320","31060"
"In post","2022","Home Office","Human Resources","Outside London","Male","90","90","36140","31000"
"In post","2022","Home Office","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Intelligence Analysis","London","Female","210","190","32860","30010"
"In post","2022","Home Office","Intelligence Analysis","London","Male","215","205","34620","31520"
"In post","2022","Home Office","Intelligence Analysis","Outside London","Female","475","440","27680","26280"
"In post","2022","Home Office","Intelligence Analysis","Outside London","Male","510","495","28410","27280"
"In post","2022","Home Office","Knowledge and Information Management","London","Female","40","35","40050","36880"
"In post","2022","Home Office","Knowledge and Information Management","London","Male","30","30","42620","41970"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Home Office","Knowledge and Information Management","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Home Office","Operational Delivery","London","Female","3475","3135","32250","29080"
"In post","2022","Home Office","Operational Delivery","London","Male","2835","2720","33550","29080"
"In post","2022","Home Office","Operational Delivery","Outside London","Female","9535","8495","26130","24890"
"In post","2022","Home Office","Operational Delivery","Outside London","Male","9275","8820","27230","25040"
"In post","2022","Home Office","Operational Delivery","Overseas","Female","55","50","28150","27370"
"In post","2022","Home Office","Operational Delivery","Overseas","Male","75","70","27910","27370"
"In post","2022","Home Office","Operational Research","London","Female","30","25","50520","43760"
"In post","2022","Home Office","Operational Research","London","Male","45","40","46780","41950"
"In post","2022","Home Office","Operational Research","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Home Office","Operational Research","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Home Office","Other","London","Female","605","575","37860","35050"
"In post","2022","Home Office","Other","London","Male","340","340","41610","35200"
"In post","2022","Home Office","Other","Outside London","Female","340","315","30150","26160"
"In post","2022","Home Office","Other","Outside London","Male","240","235","29050","24890"
"In post","2022","Home Office","Other","Overseas","Female","70","65","[c]","[c]"
"In post","2022","Home Office","Other","Overseas","Male","100","95","[c]","[c]"
"In post","2022","Home Office","Policy","London","Female","1160","1125","50690","45700"
"In post","2022","Home Office","Policy","London","Male","915","910","52560","57430"
"In post","2022","Home Office","Policy","Outside London","Female","155","145","41410","37460"
"In post","2022","Home Office","Policy","Outside London","Male","145","145","40860","37450"
"In post","2022","Home Office","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Project Delivery","London","Female","525","510","47680","41970"
"In post","2022","Home Office","Project Delivery","London","Male","440","440","49650","42550"
"In post","2022","Home Office","Project Delivery","Outside London","Female","355","340","38630","37450"
"In post","2022","Home Office","Project Delivery","Outside London","Male","300","295","40820","37450"
"In post","2022","Home Office","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Home Office","Property","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","London","Female","35","35","49990","42170"
"In post","2022","Home Office","Science and Engineering","London","Male","25","25","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Home Office","Security","London","Female","95","90","35430","35050"
"In post","2022","Home Office","Security","London","Male","150","145","30710","25630"
"In post","2022","Home Office","Security","Outside London","Female","30","30","29510","25260"
"In post","2022","Home Office","Security","Outside London","Male","70","70","28040","25040"
"In post","2022","Home Office","Social Research","London","Female","100","95","46410","43950"
"In post","2022","Home Office","Social Research","London","Male","30","30","53610","59430"
"In post","2022","Home Office","Social Research","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Home Office","Social Research","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Home Office","Statistics","London","Female","60","60","34920","30150"
"In post","2022","Home Office","Statistics","London","Male","65","65","38260","35490"
"In post","2022","Home Office","Statistics","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Home Office","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Commercial","London","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Communications","London","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Communications","London","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","Male","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Finance","London","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","Female","30","30","53060","53680"
"In post","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","Male","15","15","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","Female","60","60","45920","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Policy","London","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Policy","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Policy","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Commercial","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Communications","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Intellectual Property Office","Communications","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","Female","60","60","43410","40070"
"In post","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","Male","150","145","46650","47670"
"In post","2022","Intellectual Property Office","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Finance","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Human Resources","Outside London","Female","50","45","36790","31300"
"In post","2022","Intellectual Property Office","Human Resources","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Intelligence Analysis","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Intelligence Analysis","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Legal","Outside London","Female","35","35","48750","42990"
"In post","2022","Intellectual Property Office","Legal","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Intellectual Property Office","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Operational Delivery","Outside London","Female","420","380","26470","24030"
"In post","2022","Intellectual Property Office","Operational Delivery","Outside London","Male","265","255","28220","24030"
"In post","2022","Intellectual Property Office","Other","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Other","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Policy","London","Female","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Policy","London","Male","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Policy","Outside London","Female","40","40","43000","40380"
"In post","2022","Intellectual Property Office","Policy","Outside London","Male","40","35","50510","50080"
"In post","2022","Intellectual Property Office","Project Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Intellectual Property Office","Project Delivery","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Science and Engineering","Outside London","Female","80","70","47370","42070"
"In post","2022","Intellectual Property Office","Science and Engineering","Outside London","Male","300","285","49150","43740"
"In post","2022","Intellectual Property Office","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Social Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Legal","London","Female","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Legal","London","Male","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal Aid Agency","Legal","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Legal Aid Agency","Operational Delivery","London","Female","75","70","41750","38370"
"In post","2022","Legal Aid Agency","Operational Delivery","London","Male","50","50","43860","42500"
"In post","2022","Legal Aid Agency","Operational Delivery","Outside London","Female","590","535","26450","25120"
"In post","2022","Legal Aid Agency","Operational Delivery","Outside London","Male","370","360","27570","25120"
"In post","2022","Legal Aid Agency","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Policy","London","Female","10","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Policy","London","Male","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Commercial","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Commercial","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","Female","30","30","36120","31380"
"In post","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","Male","70","70","38200","33890"
"In post","2022","Maritime and Coastguard Agency","Finance","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Human Resources","Outside London","Female","30","25","32310","31050"
"In post","2022","Maritime and Coastguard Agency","Human Resources","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Internal Audit","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","Outside London","Female","240","225","30900","26840"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","Outside London","Male","535","530","39690","35730"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Policy","Outside London","Female","100","95","36560","32600"
