"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","30","[c]","29870","27130"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","London","Heterosexual / straight","110","[c]","39760","36650"
"New entrant CS","2022","Declared non-disabled","Finance","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Outside London","Heterosexual / straight","375","[c]","31830","28350"
"New entrant CS","2022","Declared non-disabled","Finance","Outside London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Outside London","Heterosexual / straight","140","[c]","21710","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Outside London","Unknown","335","[c]","21550","21300"
"New entrant CS","2022","Declared non-disabled","Human Resources","London","Heterosexual / straight","175","[c]","35910","32560"
"New entrant CS","2022","Declared non-disabled","Human Resources","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Outside London","Heterosexual / straight","495","[c]","31580","27570"
"New entrant CS","2022","Declared non-disabled","Human Resources","Outside London","LGBO","45","[c]","29730","26130"
"New entrant CS","2022","Declared non-disabled","Human Resources","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","London","Heterosexual / straight","395","[c]","41090","43920"
"New entrant CS","2022","Declared non-disabled","Legal","London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Outside London","Heterosexual / straight","390","[c]","34260","27570"
"New entrant CS","2022","Declared non-disabled","Legal","Outside London","LGBO","30","[c]","27900","25480"
"New entrant CS","2022","Declared non-disabled","Legal","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","London","Heterosexual / straight","3605","[c]","35130","31060"
"New entrant CS","2022","Declared non-disabled","No function","London","LGBO","365","[c]","35710","32560"
"New entrant CS","2022","Declared non-disabled","No function","London","Undeclared","250","[c]","34690","32320"
"New entrant CS","2022","Declared non-disabled","No function","London","Unknown","40","[c]","39860","33790"
"New entrant CS","2022","Declared non-disabled","No function","Outside London","Heterosexual / straight","16200","[c]","26530","24250"
"New entrant CS","2022","Declared non-disabled","No function","Outside London","LGBO","1465","[c]","26020","23170"
"New entrant CS","2022","Declared non-disabled","No function","Outside London","Undeclared","775","[c]","27450","24710"
"New entrant CS","2022","Declared non-disabled","No function","Outside London","Unknown","480","[c]","26510","23050"
"New entrant CS","2022","Declared non-disabled","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","Heterosexual / straight","140","[c]","29340","27570"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","London","Heterosexual / straight","140","[c]","46920","43430"
"New entrant CS","2022","Declared non-disabled","Project Delivery","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Outside London","Heterosexual / straight","900","[c]","34540","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Outside London","LGBO","50","[c]","31230","27060"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Outside London","Undeclared","40","[c]","35000","32000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Outside London","Unknown","75","[c]","28380","25030"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","London","Heterosexual / straight","70","[c]","38070","34260"
"New entrant CS","2022","Declared non-disabled","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Outside London","Heterosexual / straight","365","[c]","32800","27650"
"New entrant CS","2022","Declared non-disabled","Property","Outside London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","London","Heterosexual / straight","60","[c]","34580","30120"
"New entrant CS","2022","Declared non-disabled","Security","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Outside London","Heterosexual / straight","270","[c]","28700","25000"
"New entrant CS","2022","Declared non-disabled","Security","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","London","Heterosexual / straight","125","[c]","36050","35200"
"New entrant CS","2022","Declared non-disabled","Unknown","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Outside London","Heterosexual / straight","2445","[c]","30820","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Outside London","LGBO","215","[c]","30750","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Outside London","Undeclared","130","[c]","31580","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Outside London","Unknown","290","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Outside London","Undeclared","30","[c]","35230","33080"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","London","Heterosexual / straight","180","[c]","33470","31060"
"New entrant CS","2022","Undeclared","No function","London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","London","Undeclared","95","[c]","39070","34020"
"New entrant CS","2022","Undeclared","No function","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Outside London","Heterosexual / straight","600","[c]","26540","25410"
"New entrant CS","2022","Undeclared","No function","Outside London","LGBO","100","[c]","24970","23170"
"New entrant CS","2022","Undeclared","No function","Outside London","Undeclared","205","[c]","28410","26700"
"New entrant CS","2022","Undeclared","No function","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Outside London","Heterosexual / straight","30","[c]","32040","29040"
"New entrant CS","2022","Undeclared","Project Delivery","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
