"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Other ethnicity","Unknown","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","London","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","London","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","North East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","South West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Wales","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","London","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","London","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","East Midlands (England)","40","40","27870","26500"
"In post","2022","20-29","Undeclared","No function","East of England","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","London","250","250","37090","34030"
"In post","2022","20-29","Undeclared","No function","North East (England)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","North West (England)","70","70","27670","27570"
"In post","2022","20-29","Undeclared","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Scotland","35","30","28480","26900"
"In post","2022","20-29","Undeclared","No function","South East (England)","60","60","30180","29230"
"In post","2022","20-29","Undeclared","No function","South West (England)","70","70","28250","28570"
"In post","2022","20-29","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Wales","55","50","25840","22490"
"In post","2022","20-29","Undeclared","No function","West Midlands (England)","55","55","26650","26590"
"In post","2022","20-29","Undeclared","No function","Yorkshire and The Humber","55","55","27480","27120"
"In post","2022","20-29","Undeclared","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","South West (England)","75","75","30980","31000"
"In post","2022","20-29","Undeclared","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","London","35","35","35960","34840"
"In post","2022","20-29","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","North West (England)","15","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Scotland","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Wales","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","London","250","245","38820","35130"
"In post","2022","20-29","Unknown","Analysis","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","North West (England)","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","South East (England)","40","40","29510","30210"
"In post","2022","20-29","Unknown","Analysis","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","Wales","85","85","32530","30710"
"In post","2022","20-29","Unknown","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Analysis","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","London","135","135","47570","53360"
"In post","2022","20-29","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","North West (England)","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","South West (England)","35","35","29250","26670"
"In post","2022","20-29","Unknown","Commercial","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","East Midlands (England)","85","85","27150","26590"
"In post","2022","20-29","Unknown","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","London","215","215","37410","34710"
"In post","2022","20-29","Unknown","Communications","North East (England)","105","100","28180","26820"
"In post","2022","20-29","Unknown","Communications","North West (England)","95","95","28100","26820"
"In post","2022","20-29","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Communications","Wales","65","65","29120","26820"
"In post","2022","20-29","Unknown","Communications","West Midlands (England)","75","75","27590","26590"
"In post","2022","20-29","Unknown","Communications","Yorkshire and The Humber","105","100","27600","26820"
"In post","2022","20-29","Unknown","Counter Fraud","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","East of England","25","20","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","London","120","115","33710","31020"
"In post","2022","20-29","Unknown","Counter Fraud","North East (England)","45","45","28200","26820"
"In post","2022","20-29","Unknown","Counter Fraud","North West (England)","95","95","28280","26820"
"In post","2022","20-29","Unknown","Counter Fraud","Northern Ireland","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","Scotland","45","45","28630","26700"
"In post","2022","20-29","Unknown","Counter Fraud","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","South West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","Wales","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","Yorkshire and The Humber","55","55","29030","26820"
"In post","2022","20-29","Unknown","Debt","East Midlands (England)","40","40","21250","21250"
"In post","2022","20-29","Unknown","Debt","London","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Debt","North East (England)","85","85","21580","21250"
"In post","2022","20-29","Unknown","Debt","North West (England)","45","45","21880","21250"
"In post","2022","20-29","Unknown","Debt","Scotland","105","100","22050","21250"
"In post","2022","20-29","Unknown","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Debt","Wales","55","50","23170","21250"
"In post","2022","20-29","Unknown","Debt","West Midlands (England)","35","35","22030","21250"
"In post","2022","20-29","Unknown","Debt","Yorkshire and The Humber","60","60","21620","21250"
"In post","2022","20-29","Unknown","Digital, Data & Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data & Technology","East of England","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data & Technology","London","195","195","39930","36650"
"In post","2022","20-29","Unknown","Digital, Data & Technology","North East (England)","90","90","34490","33370"
"In post","2022","20-29","Unknown","Digital, Data & Technology","North West (England)","85","85","31620","29160"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Scotland","45","45","31630","30890"
"In post","2022","20-29","Unknown","Digital, Data & Technology","South East (England)","35","35","33280","30210"
"In post","2022","20-29","Unknown","Digital, Data & Technology","South West (England)","95","95","30780","29400"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Wales","90","90","31430","30210"
"In post","2022","20-29","Unknown","Digital, Data & Technology","West Midlands (England)","55","55","31420","30600"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Yorkshire and The Humber","45","45","33130","28840"
"In post","2022","20-29","Unknown","Finance","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","London","115","115","38770","37610"
"In post","2022","20-29","Unknown","Finance","North East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","North West (England)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","Scotland","65","60","23540","21250"
"In post","2022","20-29","Unknown","Finance","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","South West (England)","15","10","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","Wales","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Finance","West Midlands (England)","30","30","27140","25000"
"In post","2022","20-29","Unknown","Finance","Yorkshire and The Humber","70","70","29760","26860"
"In post","2022","20-29","Unknown","Grants Management","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Grants Management","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Grants Management","North East (England)","60","60","22200","21300"
"In post","2022","20-29","Unknown","Grants Management","North West (England)","85","85","21850","21300"
"In post","2022","20-29","Unknown","Grants Management","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Grants Management","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Grants Management","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Grants Management","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","London","70","70","34050","31700"
"In post","2022","20-29","Unknown","Human Resources","North East (England)","30","25","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","North West (England)","40","35","26850","26590"
"In post","2022","20-29","Unknown","Human Resources","Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","South West (England)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","Wales","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","London","85","85","33720","30750"
"In post","2022","20-29","Unknown","Legal","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","North West (England)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","No function","East Midlands (England)","525","510","24760","23170"
"In post","2022","20-29","Unknown","No function","East of England","415","405","25600","24800"
"In post","2022","20-29","Unknown","No function","London","3805","3790","34190","32000"
"In post","2022","20-29","Unknown","No function","North East (England)","610","590","24420","22600"
"In post","2022","20-29","Unknown","No function","North West (England)","1490","1455","24830","23170"
"In post","2022","20-29","Unknown","No function","Northern Ireland","170","160","23530","21250"
"In post","2022","20-29","Unknown","No function","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","No function","Scotland","1110","1085","25180","23330"
"In post","2022","20-29","Unknown","No function","South East (England)","685","670","26490","26840"
"In post","2022","20-29","Unknown","No function","South West (England)","580","570","25570","24090"
"In post","2022","20-29","Unknown","No function","Unknown","215","215","29650","29250"
"In post","2022","20-29","Unknown","No function","Wales","830","810","23890","21840"
"In post","2022","20-29","Unknown","No function","West Midlands (England)","785","765","24380","23140"
"In post","2022","20-29","Unknown","No function","Yorkshire and The Humber","1020","1005","25430","23170"
"In post","2022","20-29","Unknown","Project Delivery","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","London","180","180","39750","38600"
"In post","2022","20-29","Unknown","Project Delivery","North East (England)","30","30","31630","33080"
"In post","2022","20-29","Unknown","Project Delivery","North West (England)","45","45","33650","33370"
"In post","2022","20-29","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","Scotland","35","35","28010","26210"
"In post","2022","20-29","Unknown","Project Delivery","South East (England)","35","35","32550","30210"
"In post","2022","20-29","Unknown","Project Delivery","South West (England)","215","210","29110","27540"
"In post","2022","20-29","Unknown","Project Delivery","Wales","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Property","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Property","East of England","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Property","London","70","65","34100","30870"
"In post","2022","20-29","Unknown","Property","North East (England)","70","70","23620","22010"
"In post","2022","20-29","Unknown","Property","North West (England)","35","35","28560","26030"
"In post","2022","20-29","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Property","Scotland","35","35","27900","26350"
"In post","2022","20-29","Unknown","Property","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Property","South West (England)","50","50","26400","25000"
"In post","2022","20-29","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Property","Wales","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Property","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Property","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Security","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Security","East of England","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Security","London","100","100","33060","31030"
"In post","2022","20-29","Unknown","Security","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Security","Northern Ireland","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Security","Scotland","85","85","25430","23540"
"In post","2022","20-29","Unknown","Security","South East (England)","80","80","26860","26610"
"In post","2022","20-29","Unknown","Security","South West (England)","40","40","25210","24610"
"In post","2022","20-29","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Security","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Security","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Security","Yorkshire and The Humber","55","55","26200","24610"
"In post","2022","20-29","Unknown","Unknown","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","East of England","90","90","23200","21680"
"In post","2022","20-29","Unknown","Unknown","London","950","950","36050","35050"
"In post","2022","20-29","Unknown","Unknown","North East (England)","55","55","25080","24880"
"In post","2022","20-29","Unknown","Unknown","North West (England)","285","285","25440","24880"
"In post","2022","20-29","Unknown","Unknown","Northern Ireland","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Scotland","885","865","28350","27230"
"In post","2022","20-29","Unknown","Unknown","South East (England)","210","205","23990","23330"
"In post","2022","20-29","Unknown","Unknown","South West (England)","50","50","26630","24880"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28270","28980"
"In post","2022","20-29","Unknown","Unknown","Wales","80","75","25740","24880"
"In post","2022","20-29","Unknown","Unknown","West Midlands (England)","70","70","25830","24880"
"In post","2022","20-29","Unknown","Unknown","Yorkshire and The Humber","245","240","25610","24880"
"In post","2022","20-29","White","Analysis","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","White","Analysis","East of England","50","50","27140","25460"
"In post","2022","20-29","White","Analysis","London","980","975","39980","37380"
"In post","2022","20-29","White","Analysis","North East (England)","60","60","31820","31900"
"In post","2022","20-29","White","Analysis","North West (England)","150","150","34390","33370"
"In post","2022","20-29","White","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Analysis","Scotland","25","25","[c]","[c]"
"In post","2022","20-29","White","Analysis","South East (England)","235","235","32930","30710"
"In post","2022","20-29","White","Analysis","South West (England)","95","95","30220","29230"
"In post","2022","20-29","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Analysis","Wales","320","320","32470","30710"
"In post","2022","20-29","White","Analysis","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","White","Analysis","Yorkshire and The Humber","125","125","34590","32400"
