"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","SCS level","110","100","87550","84310"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","270","270","37820","40450"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","40","40","28090","27520"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","135","135","60620","53970"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","10","10","85170","83770"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","155","150","38570","40450"
"In post","2022","Met Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","London","G6/G7","10","10","49550","48020"
"In post","2022","Met Office","London","SEO/HEO","20","20","34820","33910"
"In post","2022","Met Office","Outside London","AA/AO","100","100","19800","20910"
"In post","2022","Met Office","Outside London","EO","210","200","25820","25630"
"In post","2022","Met Office","Outside London","G6/G7","595","565","51870","48420"
"In post","2022","Met Office","Outside London","SCS level","10","10","102690","93080"
"In post","2022","Met Office","Outside London","SEO/HEO","1185","1120","37240","37420"
"In post","2022","Met Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Overseas","SEO/HEO","25","25","36330","37420"
"In post","2022","Ministry of Defence (excl. agencies)","London","AA/AO","755","735","25190","24140"
"In post","2022","Ministry of Defence (excl. agencies)","London","EO","525","510","30660","30200"
"In post","2022","Ministry of Defence (excl. agencies)","London","G6/G7","720","705","62660","59730"
"In post","2022","Ministry of Defence (excl. agencies)","London","SCS level","175","170","90290","80720"
"In post","2022","Ministry of Defence (excl. agencies)","London","SEO/HEO","1655","1620","41850","42200"
"In post","2022","Ministry of Defence (excl. agencies)","London","Unknown","35","35","31780","33950"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","AA/AO","14090","13510","23160","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","EO","6310","6125","28510","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","G6/G7","2125","2020","62090","56760"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","SCS level","165","160","90700","85040"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","9855","9570","37780","36460"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","Unknown","45","40","36210","31470"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","AA/AO","30","30","21580","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","EO","100","100","28200","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","G6/G7","100","100","66430","65560"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","435","435","40490","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","Unknown","15","15","43940","27720"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","AA/AO","30","30","21560","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","EO","35","30","27320","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","G6/G7","15","10","67360","64220"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","75","70","38890","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","75","75","28640","27370"
"In post","2022","Ministry of Justice (excl. agencies)","London","AA/AO","115","115","23760","23720"
"In post","2022","Ministry of Justice (excl. agencies)","London","EO","445","435","28810","28310"
"In post","2022","Ministry of Justice (excl. agencies)","London","G6/G7","1195","1160","60750","59680"
"In post","2022","Ministry of Justice (excl. agencies)","London","SCS level","140","135","87090","81800"
"In post","2022","Ministry of Justice (excl. agencies)","London","SEO/HEO","1855","1820","39460","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","AA/AO","195","180","21070","20970"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","EO","345","330","25760","25120"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","G6/G7","520","515","56890","56620"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","SCS level","20","20","89050","86370"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","1300","1265","35880","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","Unknown","15","15","39670","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","AA/AO","90","85","26070","24470"
"In post","2022","National Crime Agency","London","EO","615","605","36250","36200"
"In post","2022","National Crime Agency","London","G6/G7","190","185","66880","66260"
"In post","2022","National Crime Agency","London","SCS level","30","30","104940","95000"
"In post","2022","National Crime Agency","London","SEO/HEO","695","680","46000","47130"
"In post","2022","National Crime Agency","Outside London","AA/AO","180","165","23020","21050"
"In post","2022","National Crime Agency","Outside London","EO","1865","1815","33580","33100"
"In post","2022","National Crime Agency","Outside London","G6/G7","175","170","61910","60990"
"In post","2022","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Outside London","SEO/HEO","1530","1490","42570","43710"
"In post","2022","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","G6/G7","15","15","81080","76970"
"In post","2022","National Crime Agency","Overseas","SEO/HEO","110","110","60820","59940"
"In post","2022","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","SEO/HEO","40","40","45580","47130"
"In post","2022","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","London","G6/G7","25","25","58670","53800"
"In post","2022","National Infrastructure Commission","London","SCS level","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","London","SEO/HEO","15","10","35910","35000"
"In post","2022","National Records of Scotland","Outside London","AA/AO","145","135","23700","23230"
"In post","2022","National Records of Scotland","Outside London","EO","70","70","29200","28990"
"In post","2022","National Records of Scotland","Outside London","G6/G7","55","55","64540","65280"
"In post","2022","National Records of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Outside London","SEO/HEO","180","170","39820","39660"
"In post","2022","National Savings and Investments","London","AA/AO","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","London","EO","10","10","30390","31210"
"In post","2022","National Savings and Investments","London","G6/G7","60","60","58400","56000"
"In post","2022","National Savings and Investments","London","SCS level","15","15","108880","104500"
"In post","2022","National Savings and Investments","London","SEO/HEO","55","55","41080","43300"
"In post","2022","National Savings and Investments","Outside London","EO","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Outside London","G6/G7","20","20","57220","57120"
"In post","2022","National Savings and Investments","Outside London","SEO/HEO","25","25","40460","40290"
"In post","2022","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","EO","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","London","G6/G7","30","30","57410","54850"
"In post","2022","Northern Ireland Office","London","SCS level","10","10","90890","79850"
"In post","2022","Northern Ireland Office","London","SEO/HEO","30","30","39930","41750"
"In post","2022","Northern Ireland Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","G6/G7","20","20","54050","52030"
"In post","2022","Northern Ireland Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","SEO/HEO","55","55","35850","36720"
"In post","2022","Office for Budget Responsibility","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","G6/G7","25","25","59520","57060"
"In post","2022","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","SEO/HEO","10","10","36320","35610"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","EO","35","30","28630","28880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","G6/G7","85","85","70360","73550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SCS level","10","10","112880","104500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","135","130","42610","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","195","175","21290","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","EO","165","160","25870","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","540","530","73230","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","20","20","104760","92490"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","635","615","43580","46360"
"In post","2022","Office of Gas and Electricity Markets","London","AA/AO","25","25","21160","19750"
"In post","2022","Office of Gas and Electricity Markets","London","EO","155","155","27950","26750"
"In post","2022","Office of Gas and Electricity Markets","London","G6/G7","295","290","61270","60000"
"In post","2022","Office of Gas and Electricity Markets","London","SCS level","50","45","99850","91560"
"In post","2022","Office of Gas and Electricity Markets","London","SEO/HEO","215","215","37770","37000"
"In post","2022","Office of Gas and Electricity Markets","Outside London","AA/AO","35","30","19150","18280"
"In post","2022","Office of Gas and Electricity Markets","Outside London","EO","190","190","24520","23700"
"In post","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","175","170","55410","53830"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","200","195","34300","32740"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","EO","25","25","23790","23250"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","110","105","53040","48680"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SCS level","20","20","95740","85720"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","135","125","35970","38000"
"In post","2022","Office of Rail and Road","London","AA/AO","15","15","24090","23510"
"In post","2022","Office of Rail and Road","London","EO","20","20","31230","29920"
"In post","2022","Office of Rail and Road","London","G6/G7","105","100","64480","63580"
"In post","2022","Office of Rail and Road","London","SCS level","15","15","109000","95620"
"In post","2022","Office of Rail and Road","London","SEO/HEO","55","55","41350","42680"
"In post","2022","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","G6/G7","90","85","58490","58940"
"In post","2022","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","SEO/HEO","40","40","38060","38650"
"In post","2022","Office of the Public Guardian","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Outside London","AA/AO","865","775","21000","20970"
"In post","2022","Office of the Public Guardian","Outside London","EO","380","360","25180","25120"
"In post","2022","Office of the Public Guardian","Outside London","G6/G7","15","15","52680","50430"
"In post","2022","Office of the Public Guardian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Outside London","SEO/HEO","160","155","32460","30450"
"In post","2022","Office of the Public Guardian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","AA/AO","10","10","24760","25930"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","EO","10","10","28710","28990"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","15","15","41330","47490"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","10","10","59150","56750"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","15","15","36880","34260"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","10","10","23070","23230"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","35","35","61500","62170"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","20","20","40790","41100"
"In post","2022","Office of the Secretary of State for Wales","London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","London","G6/G7","20","20","60830","58810"
"In post","2022","Planning Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Outside London","AA/AO","150","140","21500","21520"
"In post","2022","Planning Inspectorate","Outside London","EO","90","85","26740","26050"
"In post","2022","Planning Inspectorate","Outside London","G6/G7","380","340","56740","58810"
"In post","2022","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Outside London","SEO/HEO","150","145","36160","34860"
"In post","2022","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","EO","10","10","29780","29330"
"In post","2022","Queen Elizabeth II Centre","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","SEO/HEO","25","25","39240","39330"
"In post","2022","Registers of Scotland","Outside London","AA/AO","370","350","24750","25050"
"In post","2022","Registers of Scotland","Outside London","EO","350","335","30700","30840"
"In post","2022","Registers of Scotland","Outside London","G6/G7","60","60","62950","62000"
"In post","2022","Registers of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Outside London","SEO/HEO","400","385","40480","37710"
"In post","2022","Revenue Scotland","Outside London","AA/AO","10","10","24810","24400"
"In post","2022","Revenue Scotland","Outside London","EO","15","15","28560","27940"
"In post","2022","Revenue Scotland","Outside London","G6/G7","15","15","60480","57190"
"In post","2022","Revenue Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Outside London","SEO/HEO","35","35","39040","36130"
"In post","2022","Royal Fleet Auxiliary","Unknown","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Outside London","AA/AO","1285","1170","21280","21300"
"In post","2022","Rural Payments Agency","Outside London","EO","660","605","25430","25190"
"In post","2022","Rural Payments Agency","Outside London","G6/G7","105","105","51820","49370"
"In post","2022","Rural Payments Agency","Outside London","SCS level","10","10","78300","72280"
"In post","2022","Rural Payments Agency","Outside London","SEO/HEO","500","465","32870","31350"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","AA/AO","1005","890","22440","22000"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","EO","490","460","29350","30450"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","G6/G7","70","70","58020","59930"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","345","330","38410","36360"
"In post","2022","Scottish Fiscal Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","SEO/HEO","15","15","37950","37890"
"In post","2022","Scottish Forestry","Outside London","AA/AO","50","50","24770","24020"
"In post","2022","Scottish Forestry","Outside London","EO","55","50","31300","31060"
"In post","2022","Scottish Forestry","Outside London","G6/G7","20","20","59660","59590"
"In post","2022","Scottish Forestry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Outside London","SEO/HEO","65","60","41340","39520"
"In post","2022","Scottish Government (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Outside London","AA/AO","965","920","24560","24400"
"In post","2022","Scottish Government (excl. agencies)","Outside London","EO","1220","1170","28970","28990"
"In post","2022","Scottish Government (excl. agencies)","Outside London","G6/G7","2395","2290","63130","62170"
"In post","2022","Scottish Government (excl. agencies)","Outside London","SCS level","210","205","88480","83230"
"In post","2022","Scottish Government (excl. agencies)","Outside London","SEO/HEO","4025","3875","39610","39660"
"In post","2022","Scottish Government (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","G6/G7","10","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Outside London","G6/G7","25","25","63650","62170"
"In post","2022","Scottish Housing Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Outside London","SEO/HEO","20","20","43080","47490"
"In post","2022","Scottish Prison Service","Outside London","AA/AO","1640","1565","24670","25420"
"In post","2022","Scottish Prison Service","Outside London","EO","2095","1975","34270","35000"
"In post","2022","Scottish Prison Service","Outside London","G6/G7","130","130","61660","56140"
"In post","2022","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Outside London","SEO/HEO","685","600","41740","40290"
"In post","2022","Scottish Public Pensions Agency","Outside London","AA/AO","165","150","25400","25930"
"In post","2022","Scottish Public Pensions Agency","Outside London","EO","65","60","29110","30040"
"In post","2022","Scottish Public Pensions Agency","Outside London","G6/G7","15","15","59720","57190"
"In post","2022","Scottish Public Pensions Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Outside London","SEO/HEO","60","55","36750","36130"
"In post","2022","Serious Fraud Office","London","AA/AO","15","15","23740","24210"
"In post","2022","Serious Fraud Office","London","EO","65","65","27850","26980"
"In post","2022","Serious Fraud Office","London","G6/G7","175","170","62180","61370"
"In post","2022","Serious Fraud Office","London","SCS level","15","15","102780","89220"
"In post","2022","Serious Fraud Office","London","SEO/HEO","190","185","38100","40000"
"In post","2022","Social Security Scotland","Outside London","AA/AO","770","740","21950","21050"
"In post","2022","Social Security Scotland","Outside London","EO","850","825","27640","27230"
"In post","2022","Social Security Scotland","Outside London","G6/G7","175","170","62030","62170"
"In post","2022","Social Security Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Outside London","SEO/HEO","650","635","36340","34600"
"In post","2022","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","London","G6/G7","10","10","59430","54400"
"In post","2022","Standards and Testing Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","London","SEO/HEO","20","20","43170","45250"
"In post","2022","Standards and Testing Agency","Outside London","EO","15","15","25210","25000"
"In post","2022","Standards and Testing Agency","Outside London","G6/G7","25","20","52810","50130"
"In post","2022","Standards and Testing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Outside London","SEO/HEO","50","50","35120","36500"
"In post","2022","Student Awards Agency for Scotland","Outside London","AA/AO","95","90","22910","23230"
"In post","2022","Student Awards Agency for Scotland","Outside London","EO","60","55","29070","27940"
"In post","2022","Student Awards Agency for Scotland","Outside London","G6/G7","15","15","61730","65280"
"In post","2022","Student Awards Agency for Scotland","Outside London","SEO/HEO","60","60","39880","39890"
"In post","2022","Submarine Delivery Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Outside London","Unknown","1925","1880","41090","39110"
"In post","2022","Submarine Delivery Agency","Overseas","Unknown","20","20","38480","33080"
"In post","2022","Teaching Regulation Agency","Outside London","AA/AO","15","15","21250","21250"
"In post","2022","Teaching Regulation Agency","Outside London","EO","25","25","25260","25000"
"In post","2022","Teaching Regulation Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Outside London","SEO/HEO","30","30","32920","30200"
"In post","2022","The Insolvency Service","London","AA/AO","70","65","24630","25060"
"In post","2022","The Insolvency Service","London","EO","40","40","28270","28840"
"In post","2022","The Insolvency Service","London","G6/G7","50","50","62620","60000"
"In post","2022","The Insolvency Service","London","SCS level","10","10","[c]","[c]"
"In post","2022","The Insolvency Service","London","SEO/HEO","125","120","41310","43050"
"In post","2022","The Insolvency Service","Outside London","AA/AO","510","475","21000","21130"
"In post","2022","The Insolvency Service","Outside London","EO","165","155","25490","26290"
"In post","2022","The Insolvency Service","Outside London","G6/G7","90","85","57160","54310"
"In post","2022","The Insolvency Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Outside London","SEO/HEO","660","635","37500","39170"
"In post","2022","The National Archives","London","AA/AO","100","90","21560","20900"
"In post","2022","The National Archives","London","EO","75","70","25130","24630"
"In post","2022","The National Archives","London","G6/G7","95","95","52640","50840"
"In post","2022","The National Archives","London","SCS level","10","10","[c]","[c]"
"In post","2022","The National Archives","London","SEO/HEO","295","285","35890","34770"
"In post","2022","The National Archives","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Outside London","AA/AO","55","55","23790","23230"
"In post","2022","Transport Scotland","Outside London","EO","45","40","28870","28990"
"In post","2022","Transport Scotland","Outside London","G6/G7","155","150","63890","62170"
"In post","2022","Transport Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Transport Scotland","Outside London","SEO/HEO","265","260","40950","39660"
"In post","2022","UK Debt Management Office","London","EO","10","10","29540","29630"
"In post","2022","UK Debt Management Office","London","G6/G7","55","55","72010","68040"
"In post","2022","UK Debt Management Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","London","SEO/HEO","45","45","42280","41090"
"In post","2022","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","EO","65","60","29410","29000"
"In post","2022","UK Export Finance","London","G6/G7","165","160","66400","65630"
"In post","2022","UK Export Finance","London","SCS level","30","30","116880","101500"
"In post","2022","UK Export Finance","London","SEO/HEO","210","210","41670","41000"
"In post","2022","UK Export Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","SEO/HEO","20","20","41580","42000"
"In post","2022","UK Health Security Agency","London","AA/AO","195","160","23860","23780"
"In post","2022","UK Health Security Agency","London","EO","430","395","27810","26880"
"In post","2022","UK Health Security Agency","London","G6/G7","835","805","60340","55640"
"In post","2022","UK Health Security Agency","London","SCS level","195","180","103150","96430"
"In post","2022","UK Health Security Agency","London","SEO/HEO","1195","1155","37430","38930"
"In post","2022","UK Health Security Agency","Outside London","AA/AO","550","485","20710","19880"
"In post","2022","UK Health Security Agency","Outside London","EO","500","470","24820","24100"
"In post","2022","UK Health Security Agency","Outside London","G6/G7","890","850","56740","52610"
"In post","2022","UK Health Security Agency","Outside London","SCS level","205","185","107270","107500"
"In post","2022","UK Health Security Agency","Outside London","SEO/HEO","1600","1475","35060","36330"
"In post","2022","UK Health Security Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Outside London","AA/AO","100","100","20580","20420"
"In post","2022","UK Hydrographic Office","Outside London","EO","230","215","27700","26740"
"In post","2022","UK Hydrographic Office","Outside London","G6/G7","70","70","57980","53720"
"In post","2022","UK Hydrographic Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","UK Hydrographic Office","Outside London","SEO/HEO","495","475","37820","34000"
"In post","2022","UK Hydrographic Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","London","AA/AO","[c]","[c]","[c]","[c]"
