"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Government Legal Department","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Finance","Female","20","20","[c]","[c]"
"In post","2022","Government Legal Department","Finance","Male","20","20","[c]","[c]"
"In post","2022","Government Legal Department","Human Resources","Female","40","40","38800","33800"
"In post","2022","Government Legal Department","Human Resources","Male","25","20","[c]","[c]"
"In post","2022","Government Legal Department","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","Government Legal Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Legal","Female","1350","1210","59300","58000"
"In post","2022","Government Legal Department","Legal","Male","690","670","60850","63730"
"In post","2022","Government Legal Department","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Other","Female","265","250","32750","27580"
"In post","2022","Government Legal Department","Other","Male","165","160","34620","30000"
"In post","2022","Government Legal Department","Policy","Female","15","15","[c]","[c]"
"In post","2022","Government Legal Department","Policy","Male","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Finance","Female","25","25","[c]","[c]"
"In post","2022","Government Property Agency","Finance","Male","30","30","[c]","[c]"
"In post","2022","Government Property Agency","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Other","Female","15","15","[c]","[c]"
"In post","2022","Government Property Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","Government Property Agency","Project Delivery","Male","25","25","[c]","[c]"
"In post","2022","Government Property Agency","Property","Female","55","55","50030","49700"
"In post","2022","Government Property Agency","Property","Male","95","90","52250","53220"
"In post","2022","Government Property Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Commercial","Female","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Commercial","Male","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Communications","Female","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Communications","Male","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Digital, Data and Technology","Female","25","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Digital, Data and Technology","Male","70","65","42280","35750"
"In post","2022","Health and Safety Executive","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Finance","Female","15","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Finance","Male","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Human Resources","Female","40","35","43940","39360"
"In post","2022","Health and Safety Executive","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Legal","Female","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Legal","Male","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Operational Delivery","Female","905","830","37780","32720"
"In post","2022","Health and Safety Executive","Operational Delivery","Male","870","850","49700","46320"
"In post","2022","Health and Safety Executive","Policy","Female","40","35","48760","45870"
"In post","2022","Health and Safety Executive","Policy","Male","40","40","51770","52030"
"In post","2022","Health and Safety Executive","Project Delivery","Female","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Property","Female","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Property","Male","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Science and Engineering","Female","245","225","36180","32460"
"In post","2022","Health and Safety Executive","Science and Engineering","Male","235","225","41510","39390"
"In post","2022","Health and Safety Executive","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Statistics","Male","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Communications","Female","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Communications","Male","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Digital, Data and Technology","Female","110","110","38370","36050"
"In post","2022","HM Courts and Tribunals Service","Digital, Data and Technology","Male","175","175","39490","36050"
"In post","2022","HM Courts and Tribunals Service","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Finance","Female","80","75","40600","37280"
"In post","2022","HM Courts and Tribunals Service","Finance","Male","50","50","45230","41750"
"In post","2022","HM Courts and Tribunals Service","Human Resources","Female","55","55","42530","36050"
"In post","2022","HM Courts and Tribunals Service","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Legal","Female","885","790","42840","42160"
"In post","2022","HM Courts and Tribunals Service","Legal","Male","315","305","44360","44780"
"In post","2022","HM Courts and Tribunals Service","Operational Delivery","Female","10135","8890","24450","21410"
"In post","2022","HM Courts and Tribunals Service","Operational Delivery","Male","4060","3920","25200","21650"
"In post","2022","HM Courts and Tribunals Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Policy","Female","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Policy","Male","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Project Delivery","Female","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Property","Female","45","45","35440","34260"
"In post","2022","HM Courts and Tribunals Service","Property","Male","60","60","45240","41750"
"In post","2022","HM Courts and Tribunals Service","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Statistics","Male","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Legal","Female","10","10","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Legal","Male","10","10","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Other","Female","10","10","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","Male","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Female","15","15","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Male","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","Female","250","230","37520","38450"
"In post","2022","HM Land Registry","Digital, Data and Technology","Male","455","445","38060","38450"
"In post","2022","HM Land Registry","Finance","Female","45","40","46060","38550"
"In post","2022","HM Land Registry","Finance","Male","35","35","49300","45540"
"In post","2022","HM Land Registry","Human Resources","Female","75","70","37540","33840"
"In post","2022","HM Land Registry","Human Resources","Male","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","Female","180","160","47740","55090"
"In post","2022","HM Land Registry","Legal","Male","90","85","52050","57000"
"In post","2022","HM Land Registry","Operational Delivery","Female","3285","2885","28200","27130"
"In post","2022","HM Land Registry","Operational Delivery","Male","1900","1780","29220","27130"
"In post","2022","HM Land Registry","Other","Female","25","25","[c]","[c]"
"In post","2022","HM Land Registry","Other","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","Female","105","105","37670","38550"
"In post","2022","HM Land Registry","Project Delivery","Male","75","75","40230","38550"
"In post","2022","HM Land Registry","Property","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Property","Male","10","10","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Commercial","Female","285","275","45940","44060"
"In post","2022","HM Prison and Probation Service","Commercial","Male","175","170","53120","50490"
"In post","2022","HM Prison and Probation Service","Communications","Female","15","15","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Communications","Male","10","10","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Human Resources","Female","90","90","46170","46080"
"In post","2022","HM Prison and Probation Service","Human Resources","Male","70","70","48740","48410"
"In post","2022","HM Prison and Probation Service","Intelligence Analysis","Female","290","275","29360","27380"
"In post","2022","HM Prison and Probation Service","Intelligence Analysis","Male","130","130","32800","30630"
"In post","2022","HM Prison and Probation Service","Internal Audit","Female","35","35","50430","48300"
"In post","2022","HM Prison and Probation Service","Internal Audit","Male","25","25","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Operational Delivery","Female","30575","28400","29040","26950"
"In post","2022","HM Prison and Probation Service","Operational Delivery","Male","27635","26355","30700","30120"
"In post","2022","HM Prison and Probation Service","Policy","Female","125","120","41800","40860"
"In post","2022","HM Prison and Probation Service","Policy","Male","70","70","43940","44020"
"In post","2022","HM Prison and Probation Service","Psychology","Female","1215","1165","35360","30450"
"In post","2022","HM Prison and Probation Service","Psychology","Male","160","155","35740","30450"
"In post","2022","HM Prison and Probation Service","Security","Female","380","375","36340","32690"
"In post","2022","HM Prison and Probation Service","Security","Male","400","400","41450","38600"
"In post","2022","HM Prison and Probation Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Commercial","Female","50","40","37510","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Commercial","Male","30","30","43460","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Communications","Female","140","135","45780","40890"
"In post","2022","HM Revenue and Customs (excl. agencies)","Communications","Male","85","85","47610","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","765","725","41560","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","1360","1325","41790","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Economics","Female","40","40","49950","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Economics","Male","95","95","48860","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Finance","Female","560","510","40570","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Finance","Male","510","495","42790","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Female","460","425","43300","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Male","240","235","41290","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Female","120","110","37650","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Male","135","130","39560","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Internal Audit","Female","40","35","49330","43710"
"In post","2022","HM Revenue and Customs (excl. agencies)","Internal Audit","Male","30","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","International Trade","Female","60","55","37650","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","International Trade","Male","70","65","35370","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Female","1710","1585","35090","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Legal","Male","2125","2070","36320","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","16865","14375","26950","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","11845","11300","27640","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Female","55","50","43020","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Operational Research","Male","85","85","46410","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Female","250","215","43830","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Other","Male","220","210","46950","41100"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Female","550","515","53590","55210"
"In post","2022","HM Revenue and Customs (excl. agencies)","Policy","Male","570","545","56590","58600"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","1455","1385","45190","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","1265","1235","46860","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","Female","105","100","40530","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Property","Male","145","140","42440","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","Security","Female","75","70","39640","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Security","Male","120","115","46130","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Social Research","Female","75","70","46540","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Social Research","Male","35","35","48350","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Statistics","Female","120","115","46530","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Statistics","Male","185","180","45440","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tax","Female","9260","8610","33950","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tax","Male","10280","9960","36150","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","Female","2585","2470","35750","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","Male","2700","2670","35590","33080"
"In post","2022","HM Treasury (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","Female","30","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Communications","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Economics","Female","65","65","44190","37000"
"In post","2022","HM Treasury (excl. agencies)","Economics","Male","115","115","45100","34680"
"In post","2022","HM Treasury (excl. agencies)","Finance","Female","45","40","47440","48680"
"In post","2022","HM Treasury (excl. agencies)","Finance","Male","50","50","49840","54340"
"In post","2022","HM Treasury (excl. agencies)","Human Resources","Female","65","60","43980","42250"
"In post","2022","HM Treasury (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Delivery","Female","125","120","30510","28500"
"In post","2022","HM Treasury (excl. agencies)","Operational Delivery","Male","35","35","33850","29600"
"In post","2022","HM Treasury (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Policy","Female","660","645","48380","52500"
"In post","2022","HM Treasury (excl. agencies)","Policy","Male","760","750","49940","52500"
"In post","2022","HM Treasury (excl. agencies)","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Statistics","Male","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tax","Female","25","25","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tax","Male","25","25","[c]","[c]"
"In post","2022","Home Office","Commercial","Female","55","50","39810","41950"
"In post","2022","Home Office","Commercial","Male","55","55","39940","41530"
"In post","2022","Home Office","Communications","Female","115","110","48550","45750"
"In post","2022","Home Office","Communications","Male","60","60","49420","45750"
"In post","2022","Home Office","Counter Fraud","Female","120","105","25810","25040"
"In post","2022","Home Office","Counter Fraud","Male","65","65","29200","25310"
"In post","2022","Home Office","Digital, Data and Technology","Female","510","500","48880","44950"
"In post","2022","Home Office","Digital, Data and Technology","Male","1115","1110","50530","45940"
"In post","2022","Home Office","Economics","Female","45","45","50370","43950"
"In post","2022","Home Office","Economics","Male","105","105","46190","35070"
"In post","2022","Home Office","Finance","Female","170","160","45540","42120"
"In post","2022","Home Office","Finance","Male","160","155","46780","42150"
"In post","2022","Home Office","Human Resources","Female","435","410","42650","37450"
"In post","2022","Home Office","Human Resources","Male","230","225","41900","37450"
"In post","2022","Home Office","Intelligence Analysis","Female","685","625","29250","27370"
"In post","2022","Home Office","Intelligence Analysis","Male","725","705","30220","28320"
"In post","2022","Home Office","Knowledge and Information Management","Female","55","50","40250","37720"
"In post","2022","Home Office","Knowledge and Information Management","Male","40","40","43580","41970"
"In post","2022","Home Office","Operational Delivery","Female","13065","11680","27760","25410"
"In post","2022","Home Office","Operational Delivery","Male","12185","11615","28700","25770"
"In post","2022","Home Office","Operational Research","Female","35","35","48310","42370"
"In post","2022","Home Office","Operational Research","Male","55","55","45610","41000"
"In post","2022","Home Office","Other","Female","1010","955","35080","30830"
"In post","2022","Home Office","Other","Male","675","670","36470","30830"
"In post","2022","Home Office","Policy","Female","1315","1275","49660","43970"
"In post","2022","Home Office","Policy","Male","1065","1055","50970","52050"
"In post","2022","Home Office","Project Delivery","Female","880","855","44030","41950"
"In post","2022","Home Office","Project Delivery","Male","745","735","46050","41950"
"In post","2022","Home Office","Property","Female","5","5","[c]","[c]"
"In post","2022","Home Office","Property","Male","10","10","[c]","[c]"
"In post","2022","Home Office","Science and Engineering","Female","65","60","47670","41960"
"In post","2022","Home Office","Science and Engineering","Male","45","45","51050","44820"
"In post","2022","Home Office","Security","Female","125","120","33980","30820"
"In post","2022","Home Office","Security","Male","220","215","29840","25630"
"In post","2022","Home Office","Social Research","Female","110","110","45170","43560"
"In post","2022","Home Office","Social Research","Male","35","35","51910","55790"
"In post","2022","Home Office","Statistics","Female","65","65","34660","30130"
"In post","2022","Home Office","Statistics","Male","70","70","37920","35490"
"In post","2022","Institute for Apprenticeships and Technical Education","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Communications","Female","20","20","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Communications","Male","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Finance","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Legal","Male","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","90","90","48410","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","45","45","50090","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Policy","Female","25","25","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Policy","Male","15","15","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Commercial","Female","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Communications","Female","20","20","[c]","[c]"
"In post","2022","Intellectual Property Office","Communications","Male","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Digital, Data and Technology","Female","60","60","43200","40000"
"In post","2022","Intellectual Property Office","Digital, Data and Technology","Male","150","150","46590","47390"
"In post","2022","Intellectual Property Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Economics","Male","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Finance","Female","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Finance","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Human Resources","Female","50","45","36790","31300"
"In post","2022","Intellectual Property Office","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","International Trade","Male","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Legal","Female","35","35","48750","42990"
"In post","2022","Intellectual Property Office","Legal","Male","25","25","[c]","[c]"
"In post","2022","Intellectual Property Office","Operational Delivery","Female","425","385","26510","24030"
"In post","2022","Intellectual Property Office","Operational Delivery","Male","270","260","28230","24030"
"In post","2022","Intellectual Property Office","Other","Female","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Other","Male","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Policy","Female","50","45","42950","40280"
"In post","2022","Intellectual Property Office","Policy","Male","55","55","51750","56450"
"In post","2022","Intellectual Property Office","Project Delivery","Female","25","25","[c]","[c]"
"In post","2022","Intellectual Property Office","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Intellectual Property Office","Science and Engineering","Female","80","75","47790","42070"
"In post","2022","Intellectual Property Office","Science and Engineering","Male","300","285","49150","43740"
"In post","2022","Intellectual Property Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Security","Male","10","10","[c]","[c]"
"In post","2022","Intellectual Property Office","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Legal","Female","15","15","[c]","[c]"
"In post","2022","Legal Aid Agency","Legal","Male","30","30","[c]","[c]"
"In post","2022","Legal Aid Agency","Operational Delivery","Female","665","605","28120","25120"
"In post","2022","Legal Aid Agency","Operational Delivery","Male","420","410","29450","25120"
"In post","2022","Legal Aid Agency","Policy","Female","10","10","[c]","[c]"
"In post","2022","Legal Aid Agency","Policy","Male","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Commercial","Female","15","15","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Commercial","Male","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Communications","Female","15","15","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Female","30","30","36120","31380"
"In post","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Male","70","70","38200","33890"
"In post","2022","Maritime and Coastguard Agency","Finance","Female","20","20","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Finance","Male","15","15","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Human Resources","Female","30","25","32520","31380"
"In post","2022","Maritime and Coastguard Agency","Human Resources","Male","5","5","[c]","[c]"
