"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","AA/AO","AO","95","[c]","21250","21250"
"New entrant CS","2022","Communications","Operational Delivery","EO","EO","310","[c]","26610","26590"
"New entrant CS","2022","Communications","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","SEO/HEO","HEO","70","[c]","33110","33080"
"New entrant CS","2022","Communications","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","EO","EO","320","[c]","26610","26590"
"New entrant CS","2022","Communications","Tax","SEO/HEO","HEO","45","[c]","33080","33080"
"New entrant CS","2022","Communications","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","EO","EO","35","[c]","26480","26590"
"New entrant CS","2022","Communications","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","SEO/HEO","HEO","20","[c]","34440","34550"
"New entrant CS","2022","Communications","Unknown","SEO/HEO","SEO","20","[c]","40690","40600"
"New entrant CS","2022","Counter Fraud","Counter Fraud","AA/AO","AO","290","[c]","22670","21260"
"New entrant CS","2022","Counter Fraud","Counter Fraud","EO","EO","360","[c]","27850","27570"
"New entrant CS","2022","Counter Fraud","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","SEO/HEO","HEO","30","[c]","33360","32860"
"New entrant CS","2022","Counter Fraud","Counter Fraud","SEO/HEO","SEO","10","[c]","37260","37350"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","EO","EO","35","[c]","28550","26590"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","SEO/HEO","HEO","30","[c]","34800","33080"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","EO","EO","50","[c]","27910","26590"
"New entrant CS","2022","Counter Fraud","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","SEO/HEO","HEO","10","[c]","34420","33370"
"New entrant CS","2022","Counter Fraud","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Delivery","AA/AO","AO","210","[c]","21730","21260"
"New entrant CS","2022","Counter Fraud","Operational Delivery","EO","EO","120","[c]","27000","26590"
"New entrant CS","2022","Counter Fraud","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Delivery","SEO/HEO","HEO","25","[c]","33050","33080"
"New entrant CS","2022","Counter Fraud","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","G6/G7","G7","15","[c]","53950","52080"
"New entrant CS","2022","Counter Fraud","Other","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","EO","EO","20","[c]","27050","26590"
"New entrant CS","2022","Counter Fraud","Tax","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","AA/AO","AO","30","[c]","21800","21250"
"New entrant CS","2022","Counter Fraud","Unknown","EO","EO","260","[c]","27550","26590"
"New entrant CS","2022","Counter Fraud","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","SEO/HEO","HEO","45","[c]","34140","33080"
"New entrant CS","2022","Counter Fraud","Unknown","SEO/HEO","SEO","10","[c]","40610","40180"
"New entrant CS","2022","Debt","Operational Delivery","AA/AO","AO","515","[c]","21250","21250"
"New entrant CS","2022","Debt","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other","AA/AO","AO","290","[c]","21370","21260"
"New entrant CS","2022","Debt","Other","EO","EO","10","[c]","27570","27570"
"New entrant CS","2022","Debt","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Tax","AA/AO","AO","155","[c]","21250","21250"
"New entrant CS","2022","Debt","Tax","EO","EO","25","[c]","26620","26590"
"New entrant CS","2022","Debt","Unknown","AA/AO","AO","15","[c]","21250","21250"
"New entrant CS","2022","Debt","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","70","[c]","18560","17900"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","140","[c]","21360","21250"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","EO","EO","515","[c]","26600","26590"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","70","[c]","66590","65500"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","480","[c]","53670","53000"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","15","[c]","101820","95110"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","625","[c]","32600","33000"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","535","[c]","39890","39600"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AO","15","[c]","21170","21170"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","EO","EO","15","[c]","25260","26350"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","30160","29180"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","15","[c]","41010","41750"
"New entrant CS","2022","Digital, Data & Technology","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","AA/AO","AO","30","[c]","20990","20910"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","EO","EO","10","[c]","24950","24720"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","AA/AO","AO","25","[c]","20990","18450"
"New entrant CS","2022","Digital, Data & Technology","Unknown","EO","EO","35","[c]","26420","27500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G6/G7","G6","15","[c]","65260","64500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G6/G7","G7","95","[c]","53040","54700"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","HEO","50","[c]","33300","32680"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","SEO","40","[c]","39310","38740"
"New entrant CS","2022","Finance","Commercial","AA/AO","AO","15","[c]","21540","21260"
"New entrant CS","2022","Finance","Commercial","EO","EO","15","[c]","27230","27570"
"New entrant CS","2022","Finance","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","SEO/HEO","HEO","20","[c]","32700","31990"
"New entrant CS","2022","Finance","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","AA/AO","AO","110","[c]","21210","21250"
"New entrant CS","2022","Finance","Finance","EO","EO","280","[c]","25170","25000"
"New entrant CS","2022","Finance","Finance","G6/G7","G6","25","[c]","66020","65440"
"New entrant CS","2022","Finance","Finance","G6/G7","G7","105","[c]","53310","53390"
"New entrant CS","2022","Finance","Finance","SCS level","SCS level","10","[c]","77050","73000"
"New entrant CS","2022","Finance","Finance","SEO/HEO","HEO","215","[c]","32170","32150"
"New entrant CS","2022","Finance","Finance","SEO/HEO","SEO","220","[c]","40000","40180"
"New entrant CS","2022","Finance","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","EO","EO","10","[c]","24050","23690"
"New entrant CS","2022","Finance","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","AA/AO","AO","40","[c]","21350","21250"
"New entrant CS","2022","Finance","Operational Delivery","EO","EO","10","[c]","27810","29000"
"New entrant CS","2022","Finance","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","SEO/HEO","SEO","10","[c]","43120","42280"
"New entrant CS","2022","Finance","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","AA/AO","AO","480","[c]","21220","21300"
"New entrant CS","2022","Grants Management","Operational Delivery","EO","EO","35","[c]","24940","24920"
"New entrant CS","2022","Grants Management","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","AA/AO","AA","25","[c]","19140","19560"
"New entrant CS","2022","Human Resources","Human Resources","AA/AO","AO","200","[c]","21710","21170"
"New entrant CS","2022","Human Resources","Human Resources","EO","EO","275","[c]","25910","26350"
"New entrant CS","2022","Human Resources","Human Resources","G6/G7","G6","35","[c]","65620","65310"
"New entrant CS","2022","Human Resources","Human Resources","G6/G7","G7","115","[c]","53180","53160"
"New entrant CS","2022","Human Resources","Human Resources","SCS level","SCS level","15","[c]","83890","74700"
"New entrant CS","2022","Human Resources","Human Resources","SEO/HEO","HEO","260","[c]","32030","31990"
"New entrant CS","2022","Human Resources","Human Resources","SEO/HEO","SEO","125","[c]","40170","40000"
"New entrant CS","2022","Human Resources","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","AA/AO","AO","25","[c]","21230","21250"
"New entrant CS","2022","Human Resources","Operational Delivery","EO","EO","70","[c]","27640","27570"
"New entrant CS","2022","Human Resources","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","SEO/HEO","SEO","10","[c]","39210","39340"
"New entrant CS","2022","Human Resources","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","AA/AO","AO","55","[c]","20990","21050"
"New entrant CS","2022","Human Resources","Unknown","EO","EO","35","[c]","25080","23850"
"New entrant CS","2022","Human Resources","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","G6/G7","G7","15","[c]","51660","49700"
"New entrant CS","2022","Human Resources","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","SEO/HEO","HEO","40","[c]","30690","32000"
"New entrant CS","2022","Human Resources","Unknown","SEO/HEO","SEO","10","[c]","37990","37300"
"New entrant CS","2022","Internal Audit","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","SEO/HEO","SEO","25","[c]","43020","43160"
"New entrant CS","2022","Legal","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","AA/AO","AO","10","[c]","22300","22520"
"New entrant CS","2022","Legal","Legal","EO","EO","145","[c]","27810","27230"
"New entrant CS","2022","Legal","Legal","G6/G7","G6","30","[c]","68330","64080"
"New entrant CS","2022","Legal","Legal","G6/G7","G7","325","[c]","52230","50500"
"New entrant CS","2022","Legal","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","SEO/HEO","HEO","135","[c]","40110","40000"
"New entrant CS","2022","Legal","Legal","SEO/HEO","SEO","80","[c]","41300","41750"
"New entrant CS","2022","Legal","Operational Delivery","AA/AO","AO","310","[c]","21390","21250"
"New entrant CS","2022","Legal","Operational Delivery","EO","EO","60","[c]","26560","25480"
"New entrant CS","2022","Legal","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","EO","EO","90","[c]","26710","26950"
"New entrant CS","2022","Legal","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","EO","EO","10","[c]","27760","28410"
"New entrant CS","2022","No function","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","SEO/HEO","HEO","10","[c]","34080","34020"
"New entrant CS","2022","No function","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","SEO/HEO","SEO","15","[c]","42040","42470"
"New entrant CS","2022","No function","Economics","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Economics","SEO/HEO","HEO","25","[c]","31450","32320"
"New entrant CS","2022","No function","Economics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","AA/AO","AO","50","[c]","20420","20420"
"New entrant CS","2022","No function","Geography","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","SEO/HEO","HEO","10","[c]","33290","33290"
"New entrant CS","2022","No function","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
