"Status","Year","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Policy","West Yorkshire","680","650","42030","37700"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","125","125","44730","44280"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","255","250","40200","36130"
"In post","2022","Project Delivery","Cheshire","35","35","40210","36950"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","15","15","39550","33580"
"In post","2022","Project Delivery","Cumbria","100","95","42150","37870"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","225","220","42900","40520"
"In post","2022","Project Delivery","Devon","355","335","40910","39650"
"In post","2022","Project Delivery","Dorset and Somerset","110","110","38170","37820"
"In post","2022","Project Delivery","East Anglia","275","260","38810","37450"
"In post","2022","Project Delivery","East Wales","405","385","44630","40520"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","15","15","36640","37450"
"In post","2022","Project Delivery","Eastern Scotland","195","190","46120","43110"
"In post","2022","Project Delivery","Essex","85","80","41890","40520"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","3825","3695","41920","40000"
"In post","2022","Project Delivery","Greater Manchester","400","385","42790","40350"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","1075","1020","39650","40000"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","40","40","35250","34290"
"In post","2022","Project Delivery","Highlands and Islands","10","10","[c]","[c]"
"In post","2022","Project Delivery","Inner London - East","840","785","50810","43810"
"In post","2022","Project Delivery","Inner London - West","2060","2020","50400","47240"
"In post","2022","Project Delivery","Kent","30","30","40200","37550"
"In post","2022","Project Delivery","Lancashire","565","530","37420","34290"
"In post","2022","Project Delivery","Leicestershire, Rutland and Northamptonshire","30","30","40200","38550"
"In post","2022","Project Delivery","Lincolnshire","45","45","39440","37230"
"In post","2022","Project Delivery","Merseyside","660","635","42220","40180"
"In post","2022","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North Yorkshire","80","80","40190","39390"
"In post","2022","Project Delivery","Northern Ireland","65","60","45520","40520"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","940","895","43090","40520"
"In post","2022","Project Delivery","Outer London - East and North East","10","10","38430","38210"
"In post","2022","Project Delivery","Outer London - South","685","675","48150","42410"
"In post","2022","Project Delivery","Outer London - West and North West","45","40","45590","41950"
"In post","2022","Project Delivery","Overseas","125","125","50230","51500"
"In post","2022","Project Delivery","Shropshire and Staffordshire","285","275","42970","40520"
"In post","2022","Project Delivery","South Yorkshire","230","215","40210","37450"
"In post","2022","Project Delivery","Southern Scotland","180","170","40690","38500"
"In post","2022","Project Delivery","Surrey, East and West Sussex","75","70","39780","38830"
"In post","2022","Project Delivery","Tees Valley and Durham","95","90","37150","34430"
"In post","2022","Project Delivery","Unknown","15","15","43650","36650"
"In post","2022","Project Delivery","West Central Scotland","235","225","41800","40180"
"In post","2022","Project Delivery","West Midlands","365","355","40920","39660"
"In post","2022","Project Delivery","West Wales and The Valleys","245","235","38340","35390"
"In post","2022","Project Delivery","West Yorkshire","415","395","41870","37460"
"In post","2022","Property","Bedfordshire and Hertfordshire","40","40","37400","34370"
"In post","2022","Property","Berkshire, Buckinghamshire and Oxfordshire","350","345","36050","33390"
"In post","2022","Property","Cheshire","45","45","39700","36740"
"In post","2022","Property","Cornwall and Isles of Scilly","55","50","32220","32890"
"In post","2022","Property","Cumbria","20","20","31510","29180"
"In post","2022","Property","Derbyshire and Nottinghamshire","325","305","39720","34000"
"In post","2022","Property","Devon","230","220","36520","33300"
"In post","2022","Property","Dorset and Somerset","80","80","35480","33300"
"In post","2022","Property","East Anglia","415","400","35020","33300"
"In post","2022","Property","East Wales","260","250","36900","33300"
"In post","2022","Property","East Yorkshire and Northern Lincolnshire","100","95","36340","31900"
"In post","2022","Property","Eastern Scotland","170","160","35780","33300"
"In post","2022","Property","Essex","105","100","31340","27000"
"In post","2022","Property","Gloucestershire, Wiltshire and Bath/Bristol area","470","455","37370","33300"
"In post","2022","Property","Greater Manchester","275","270","39800","36270"
"In post","2022","Property","Hampshire and Isle of Wight","330","320","36120","33300"
"In post","2022","Property","Herefordshire, Worcestershire and Warwickshire","45","45","37430","35900"
"In post","2022","Property","Highlands and Islands","40","40","33260","33300"
"In post","2022","Property","Inner London - East","280","270","44030","39010"
"In post","2022","Property","Inner London - West","570","560","50190","45630"
"In post","2022","Property","Kent","100","95","36180","33300"
"In post","2022","Property","Lancashire","135","125","37090","33810"
"In post","2022","Property","Leicestershire, Rutland and Northamptonshire","105","100","28590","20760"
"In post","2022","Property","Lincolnshire","65","60","29970","26670"
"In post","2022","Property","Merseyside","170","160","34880","31900"
"In post","2022","Property","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Property","North Yorkshire","170","165","35830","33300"
"In post","2022","Property","Northern Ireland","85","85","29630","27680"
"In post","2022","Property","Northumberland, and Tyne and Wear","265","245","34960","31990"
"In post","2022","Property","Outer London - East and North East","20","20","41520","33340"
"In post","2022","Property","Outer London - South","225","215","39780","35290"
"In post","2022","Property","Outer London - West and North West","185","170","37760","31980"
"In post","2022","Property","Overseas","175","175","39380","38080"
"In post","2022","Property","Shropshire and Staffordshire","270","255","36410","33300"
"In post","2022","Property","South Yorkshire","185","175","40110","36500"
"In post","2022","Property","Southern Scotland","30","30","33200","33300"
"In post","2022","Property","Surrey, East and West Sussex","165","155","42390","38750"
"In post","2022","Property","Tees Valley and Durham","155","150","37340","33130"
"In post","2022","Property","Unknown","35","35","45360","41770"
"In post","2022","Property","West Central Scotland","85","85","31450","26510"
"In post","2022","Property","West Midlands","275","260","36880","32980"
"In post","2022","Property","West Wales and The Valleys","200","185","34490","30890"
"In post","2022","Property","West Yorkshire","280","265","38870","34000"
"In post","2022","Psychology","Bedfordshire and Hertfordshire","20","20","34780","29750"
"In post","2022","Psychology","Berkshire, Buckinghamshire and Oxfordshire","75","70","37270","31180"
"In post","2022","Psychology","Cheshire","25","25","31480","27700"
"In post","2022","Psychology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Derbyshire and Nottinghamshire","120","115","34080","30450"
"In post","2022","Psychology","Devon","30","30","37260","33280"
"In post","2022","Psychology","Dorset and Somerset","15","15","33080","29010"
"In post","2022","Psychology","East Anglia","155","145","35840","30450"
"In post","2022","Psychology","East Wales","50","50","35340","30450"
"In post","2022","Psychology","East Yorkshire and Northern Lincolnshire","65","60","32560","29060"
"In post","2022","Psychology","Eastern Scotland","50","45","37400","35000"
"In post","2022","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","65","65","37900","31180"
"In post","2022","Psychology","Greater Manchester","40","40","35450","29750"
"In post","2022","Psychology","Hampshire and Isle of Wight","40","35","38830","31180"
"In post","2022","Psychology","Herefordshire, Worcestershire and Warwickshire","30","30","37680","36720"
"In post","2022","Psychology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Inner London - East","15","15","47140","50160"
"In post","2022","Psychology","Inner London - West","20","20","50380","52170"
"In post","2022","Psychology","Kent","50","50","32860","29750"
"In post","2022","Psychology","Lancashire","100","100","36510","31180"
"In post","2022","Psychology","Leicestershire, Rutland and Northamptonshire","70","65","34450","30450"
"In post","2022","Psychology","Lincolnshire","10","10","38600","31180"
"In post","2022","Psychology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","20","20","34120","30120"
"In post","2022","Psychology","Outer London - South","5","5","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","30","30","34940","31600"
"In post","2022","Psychology","Shropshire and Staffordshire","105","105","31040","29060"
"In post","2022","Psychology","South Yorkshire","40","40","31420","27540"
"In post","2022","Psychology","Surrey, East and West Sussex","45","45","37610","31980"
"In post","2022","Psychology","Tees Valley and Durham","90","90","38500","32760"
"In post","2022","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","20","20","38440","35000"
"In post","2022","Psychology","West Midlands","10","10","37090","31180"
"In post","2022","Psychology","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","70","70","38310","31180"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","250","240","46910","41130"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","330","315","42840","40110"
"In post","2022","Science and Engineering","Cheshire","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","95","95","25420","23360"
"In post","2022","Science and Engineering","Cumbria","110","105","38820","35870"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","345","310","41500","39390"
"In post","2022","Science and Engineering","Devon","895","845","39020","39650"
"In post","2022","Science and Engineering","Dorset and Somerset","345","330","35100","33630"
"In post","2022","Science and Engineering","East Anglia","615","590","34040","31700"
"In post","2022","Science and Engineering","East Wales","700","660","40780","38160"
"In post","2022","Science and Engineering","East Yorkshire and Northern Lincolnshire","15","15","29980","26670"
"In post","2022","Science and Engineering","Eastern Scotland","80","75","33490","26230"
"In post","2022","Science and Engineering","Essex","40","35","37880","37080"
"In post","2022","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","5310","5175","39610","38070"
"In post","2022","Science and Engineering","Greater Manchester","145","135","34980","32310"
"In post","2022","Science and Engineering","Hampshire and Isle of Wight","1055","1020","39400","38070"
"In post","2022","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","60","60","28900","27360"
"In post","2022","Science and Engineering","Highlands and Islands","60","60","28500","25190"
"In post","2022","Science and Engineering","Inner London - East","270","260","47710","41080"
"In post","2022","Science and Engineering","Inner London - West","295","285","55010","53370"
"In post","2022","Science and Engineering","Kent","140","130","40310","38600"
"In post","2022","Science and Engineering","Lancashire","40","35","38750","38470"
"In post","2022","Science and Engineering","Leicestershire, Rutland and Northamptonshire","45","45","39880","38150"
"In post","2022","Science and Engineering","Lincolnshire","185","175","35020","33740"
"In post","2022","Science and Engineering","Merseyside","145","135","35150","31710"
"In post","2022","Science and Engineering","North Eastern Scotland","30","25","35130","37420"
"In post","2022","Science and Engineering","North Yorkshire","315","300","31950","28190"
"In post","2022","Science and Engineering","Northern Ireland","45","45","29540","24470"
"In post","2022","Science and Engineering","Northumberland, and Tyne and Wear","60","55","35450","28880"
"In post","2022","Science and Engineering","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Outer London - South","25","25","44200","40410"
"In post","2022","Science and Engineering","Outer London - West and North West","530","515","42340","40070"
"In post","2022","Science and Engineering","Overseas","140","140","42290","40580"
"In post","2022","Science and Engineering","Shropshire and Staffordshire","70","70","31400","25190"
"In post","2022","Science and Engineering","South Yorkshire","10","5","[c]","[c]"
"In post","2022","Science and Engineering","Southern Scotland","45","45","27250","20770"
"In post","2022","Science and Engineering","Surrey, East and West Sussex","505","480","34290","31310"
"In post","2022","Science and Engineering","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","15","15","28430","27370"
"In post","2022","Science and Engineering","West Central Scotland","235","230","43350","43650"
"In post","2022","Science and Engineering","West Midlands","200","190","37740","36330"
"In post","2022","Science and Engineering","West Wales and The Valleys","60","60","36340","33160"
"In post","2022","Science and Engineering","West Yorkshire","80","75","39650","37630"
"In post","2022","Security","Bedfordshire and Hertfordshire","105","105","28810","25640"
"In post","2022","Security","Berkshire, Buckinghamshire and Oxfordshire","1000","980","34290","33390"
"In post","2022","Security","Cheshire","25","25","31080","30240"
"In post","2022","Security","Cornwall and Isles of Scilly","55","50","23070","19810"
"In post","2022","Security","Cumbria","95","95","28760","24610"
"In post","2022","Security","Derbyshire and Nottinghamshire","80","80","34540","33720"
"In post","2022","Security","Devon","440","430","28610","25000"
"In post","2022","Security","Dorset and Somerset","145","140","23990","20610"
"In post","2022","Security","East Anglia","430","425","35320","33300"
"In post","2022","Security","East Wales","190","185","29510","25000"
"In post","2022","Security","East Yorkshire and Northern Lincolnshire","60","60","36520","39070"
"In post","2022","Security","Eastern Scotland","95","90","28190","20310"
"In post","2022","Security","Essex","85","85","32910","26820"
"In post","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","625","615","31150","29230"
"In post","2022","Security","Greater Manchester","160","155","38050","35310"
"In post","2022","Security","Hampshire and Isle of Wight","715","705","29250","26670"
"In post","2022","Security","Herefordshire, Worcestershire and Warwickshire","145","145","32100","32860"
"In post","2022","Security","Highlands and Islands","45","45","25760","20310"
"In post","2022","Security","Inner London - East","110","105","41130","40170"
"In post","2022","Security","Inner London - West","1025","1015","42150","39630"
"In post","2022","Security","Kent","85","85","29920","25700"
"In post","2022","Security","Lancashire","110","105","33420","31990"
"In post","2022","Security","Leicestershire, Rutland and Northamptonshire","30","30","36410","38160"
"In post","2022","Security","Lincolnshire","70","70","22390","20370"
"In post","2022","Security","Merseyside","65","60","26320","20310"
"In post","2022","Security","North Eastern Scotland","90","85","41430","44070"
"In post","2022","Security","North Yorkshire","285","275","30510","28890"
"In post","2022","Security","Northern Ireland","400","395","21940","20560"
"In post","2022","Security","Northumberland, and Tyne and Wear","130","125","36220","32070"
"In post","2022","Security","Outer London - East and North East","45","45","34790","33950"
"In post","2022","Security","Outer London - South","175","170","32720","29220"
"In post","2022","Security","Outer London - West and North West","70","70","27110","23150"
"In post","2022","Security","Overseas","85","85","36210","34220"
"In post","2022","Security","Shropshire and Staffordshire","185","180","30580","26820"
"In post","2022","Security","South Yorkshire","160","155","36050","36910"
"In post","2022","Security","Southern Scotland","60","55","26740","21170"
"In post","2022","Security","Surrey, East and West Sussex","45","45","28600","19810"
"In post","2022","Security","Tees Valley and Durham","50","50","36760","36480"
"In post","2022","Security","Unknown","65","65","28790","27370"
"In post","2022","Security","West Central Scotland","1115","1075","30400","26750"
"In post","2022","Security","West Midlands","70","70","33880","30700"
"In post","2022","Security","West Wales and The Valleys","125","120","24900","24720"
"In post","2022","Security","West Yorkshire","135","125","40340","36500"
"In post","2022","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Wales","425","405","39820","38340"
"In post","2022","Social Research","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Social Research","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","46680","42750"
"In post","2022","Social Research","Greater Manchester","35","30","41510","40180"
"In post","2022","Social Research","Hampshire and Isle of Wight","230","220","38930","38340"
"In post","2022","Social Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Inner London - East","105","100","51060","54270"
"In post","2022","Social Research","Inner London - West","375","370","45910","42710"
"In post","2022","Social Research","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Merseyside","20","15","44260","40520"
"In post","2022","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outer London - South","25","25","49880","44160"
"In post","2022","Social Research","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South Yorkshire","25","25","35150","31760"
"In post","2022","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Social Research","West Midlands","10","10","[c]","[c]"
"In post","2022","Social Research","West Wales and The Valleys","15","15","38550","38160"
"In post","2022","Social Research","West Yorkshire","15","15","38260","38650"
"In post","2022","Statistics","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Statistics","Berkshire, Buckinghamshire and Oxfordshire","15","15","38040","29850"
"In post","2022","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Statistics","Devon","5","5","[c]","[c]"
"In post","2022","Statistics","East Anglia","5","5","[c]","[c]"
"In post","2022","Statistics","East Wales","445","430","41830","38340"
"In post","2022","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Eastern Scotland","35","35","40060","37710"
"In post","2022","Statistics","Essex","20","20","47660","40520"
"In post","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","175","160","40600","37050"
"In post","2022","Statistics","Greater Manchester","100","100","38590","33370"
"In post","2022","Statistics","Hampshire and Isle of Wight","175","170","41240","38340"
"In post","2022","Statistics","Inner London - East","205","200","49010","43810"
"In post","2022","Statistics","Inner London - West","730","710","46940","42980"
"In post","2022","Statistics","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Merseyside","55","55","42380","40180"
"In post","2022","Statistics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Northumberland, and Tyne and Wear","100","95","43330","38710"
"In post","2022","Statistics","Outer London - South","70","65","39510","36240"
"In post","2022","Statistics","Outer London - West and North West","15","15","40960","43470"
"In post","2022","Statistics","Overseas","5","5","[c]","[c]"
"In post","2022","Statistics","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Statistics","South Yorkshire","55","55","44190","38250"
"In post","2022","Statistics","Southern Scotland","20","20","50220","52000"
"In post","2022","Statistics","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Statistics","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Midlands","35","35","40310","38500"
"In post","2022","Statistics","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Statistics","West Yorkshire","70","65","41480","36320"
"In post","2022","Tax","Berkshire, Buckinghamshire and Oxfordshire","165","150","39480","35980"
"In post","2022","Tax","Derbyshire and Nottinghamshire","1500","1440","34870","33370"
"In post","2022","Tax","East Anglia","110","100","38400","33600"
"In post","2022","Tax","East Wales","1755","1685","32550","33080"
"In post","2022","Tax","Eastern Scotland","1075","1020","31990","28920"
"In post","2022","Tax","Essex","75","65","32750","28920"
"In post","2022","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","570","540","42650","40180"
"In post","2022","Tax","Greater Manchester","1995","1920","34110","33080"
"In post","2022","Tax","Hampshire and Isle of Wight","355","320","33540","33370"
"In post","2022","Tax","Inner London - East","1410","1345","43350","38000"
"In post","2022","Tax","Inner London - West","160","155","60810","62120"
"In post","2022","Tax","Kent","15","15","36790","33430"
"In post","2022","Tax","Lancashire","125","110","30050","21250"
"In post","2022","Tax","Leicestershire, Rutland and Northamptonshire","65","60","33540","33370"
"In post","2022","Tax","Merseyside","1710","1620","32630","28920"
"In post","2022","Tax","Northern Ireland","850","810","33560","33080"
"In post","2022","Tax","Northumberland, and Tyne and Wear","2270","2170","31300","26820"
"In post","2022","Tax","Outer London - South","935","890","43650","37930"
"In post","2022","Tax","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Shropshire and Staffordshire","65","60","38270","33600"
"In post","2022","Tax","Southern Scotland","380","340","32190","33080"
"In post","2022","Tax","Surrey, East and West Sussex","15","10","40660","40520"
"In post","2022","Tax","Tees Valley and Durham","70","65","34280","28920"
"In post","2022","Tax","West Central Scotland","720","680","36280","33370"
"In post","2022","Tax","West Midlands","1445","1375","35900","33370"
"In post","2022","Tax","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Tax","West Yorkshire","1750","1665","33290","33080"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","180","175","35370","29250"
"In post","2022","Unknown","Cheshire","10","5","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cumbria","5","5","[c]","[c]"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","395","385","38030","33080"
"In post","2022","Unknown","Devon","10","10","39790","33300"
"In post","2022","Unknown","Dorset and Somerset","10","10","35240","33470"
"In post","2022","Unknown","East Anglia","125","120","44220","34570"
"In post","2022","Unknown","East Wales","425","415","32360","28000"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","8985","8630","41950","36600"
"In post","2022","Unknown","Essex","20","20","41670","33370"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","410","405","46780","33460"
"In post","2022","Unknown","Greater Manchester","1015","1000","37740","33080"
"In post","2022","Unknown","Hampshire and Isle of Wight","220","215","56030","54700"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","745","710","32490","30040"
"In post","2022","Unknown","Inner London - East","1600","1570","50420","54700"
"In post","2022","Unknown","Inner London - West","6485","6395","50040","42470"
"In post","2022","Unknown","Kent","35","35","33650","26590"
"In post","2022","Unknown","Lancashire","200","190","34180","23690"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","15","15","27910","27570"
"In post","2022","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","535","515","34590","33080"
"In post","2022","Unknown","North Eastern Scotland","680","645","36830","32040"
"In post","2022","Unknown","North Yorkshire","560","535","32940","32000"
"In post","2022","Unknown","Northern Ireland","150","145","30410","26820"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","1080","1025","30210","26590"
"In post","2022","Unknown","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Unknown","Outer London - South","380","370","43300","37930"
"In post","2022","Unknown","Outer London - West and North West","20","20","29010","28420"
"In post","2022","Unknown","Overseas","35","35","57600","56040"
"In post","2022","Unknown","Shropshire and Staffordshire","100","100","50060","40580"
"In post","2022","Unknown","South Yorkshire","140","130","45700","43160"
"In post","2022","Unknown","Southern Scotland","1040","970","31730","27940"
"In post","2022","Unknown","Surrey, East and West Sussex","130","125","41370","38750"
"In post","2022","Unknown","Tees Valley and Durham","40","40","35690","21250"
"In post","2022","Unknown","Unknown","495","490","37740","32000"
"In post","2022","Unknown","West Central Scotland","4550","4415","39600","34600"
"In post","2022","Unknown","West Midlands","570","560","37250","33080"
"In post","2022","Unknown","West Wales and The Valleys","60","60","45530","35010"
"In post","2022","Unknown","West Yorkshire","760","740","37560","33080"
"In post","2022","Veterinarian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","10","10","47340","49120"
"In post","2022","Veterinarian","Cheshire","5","5","[c]","[c]"
"In post","2022","Veterinarian","Cornwall and Isles of Scilly","15","15","43230","38260"
"In post","2022","Veterinarian","Cumbria","15","15","44050","49450"
"In post","2022","Veterinarian","Derbyshire and Nottinghamshire","10","10","47190","48620"
"In post","2022","Veterinarian","Devon","30","25","43840","41480"
"In post","2022","Veterinarian","Dorset and Somerset","20","20","40230","36970"
"In post","2022","Veterinarian","East Anglia","15","15","44130","42920"
"In post","2022","Veterinarian","East Wales","20","15","50890","48450"
"In post","2022","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Eastern Scotland","15","15","47370","47550"
"In post","2022","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","38610","37480"
"In post","2022","Veterinarian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","10","10","44040","46480"
"In post","2022","Veterinarian","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Veterinarian","Inner London - West","5","5","[c]","[c]"
"In post","2022","Veterinarian","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lancashire","10","10","47170","47660"
"In post","2022","Veterinarian","Leicestershire, Rutland and Northamptonshire","10","10","44310","44730"
"In post","2022","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Yorkshire","25","25","36640","36970"
"In post","2022","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Veterinarian","Shropshire and Staffordshire","25","20","44510","37910"
"In post","2022","Veterinarian","Southern Scotland","15","15","42380","37490"
"In post","2022","Veterinarian","Surrey, East and West Sussex","35","35","51760","54340"
"In post","2022","Veterinarian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","West Wales and The Valleys","35","35","43750","37910"
"In post","2022","Veterinarian","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","40270","42000"
"Leaver CS","2022","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Devon","10","[c]","38010","38200"
"Leaver CS","2022","Commercial","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East Anglia","20","[c]","34590","36110"
"Leaver CS","2022","Commercial","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","100","[c]","40680","36050"
"Leaver CS","2022","Commercial","Greater Manchester","10","[c]","30680","32300"
"Leaver CS","2022","Commercial","Hampshire and Isle of Wight","10","[c]","36000","30700"
"Leaver CS","2022","Commercial","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Inner London - West","60","[c]","40350","36650"
"Leaver CS","2022","Commercial","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Lancashire","[c]","[c]","[c]","[c]"
