"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","UK Statistics Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Crown Prosecution Service","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Animal and Plant Health Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Animal and Plant Health Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Cabinet Office (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","40","[c]","34570","35480"
"New entrant CS","2022","Undeclared","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Transport (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Transport (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Transport (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","AA/AO","125","[c]","21400","21260"
"New entrant CS","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","EO","165","[c]","28430","27570"
"New entrant CS","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Driver and Vehicle Licensing Agency","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Driver and Vehicle Standards Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Driver and Vehicle Standards Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Food Standards Agency","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Courts and Tribunals Service","AA/AO","35","[c]","21030","20970"
"New entrant CS","2022","Undeclared","No function","HM Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
