"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","No function","Female","20","15","[c]","[c]"
"In post","2022","65+","Other ethnicity","No function","Male","15","15","[c]","[c]"
"In post","2022","65+","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Unknown","Female","5","5","[c]","[c]"
"In post","2022","65+","Other ethnicity","Unknown","Male","5","5","[c]","[c]"
"In post","2022","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","Female","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","Male","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Debt","Female","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Debt","Male","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","Female","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data & Technology","Male","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","Male","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","Male","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","No function","Female","180","130","27740","26780"
"In post","2022","65+","Undeclared","No function","Male","185","135","34930","28920"
"In post","2022","65+","Undeclared","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","Male","30","25","44290","37920"
"In post","2022","65+","Undeclared","Property","Female","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Property","Male","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Security","Male","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","Female","40","30","27130","25630"
"In post","2022","65+","Undeclared","Unknown","Male","95","75","34990","33630"
"In post","2022","65+","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","Male","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Communications","Female","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","Female","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","Male","30","25","38470","35980"
"In post","2022","65+","Unknown","Debt","Female","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Debt","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","Female","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data & Technology","Male","20","20","[c]","[c]"
"In post","2022","65+","Unknown","Finance","Female","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Finance","Male","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Grants Management","Female","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Grants Management","Male","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","Male","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Legal","Female","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Legal","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","No function","Female","335","245","28080","24310"
"In post","2022","65+","Unknown","No function","Male","370","265","31480","27200"
"In post","2022","65+","Unknown","Project Delivery","Female","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","Male","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Property","Female","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Property","Male","30","30","28530","23260"
"In post","2022","65+","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Security","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Female","40","30","35850","26670"
"In post","2022","65+","Unknown","Unknown","Male","95","85","34530","32480"
"In post","2022","65+","White","Analysis","Female","25","20","[c]","[c]"
"In post","2022","65+","White","Analysis","Male","35","25","51710","48480"
"In post","2022","65+","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Commercial","Female","20","20","[c]","[c]"
"In post","2022","65+","White","Commercial","Male","35","30","40650","39650"
"In post","2022","65+","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Communications","Female","25","20","[c]","[c]"
"In post","2022","65+","White","Communications","Male","30","25","[c]","[c]"
"In post","2022","65+","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Counter Fraud","Female","190","130","27950","27570"
"In post","2022","65+","White","Counter Fraud","Male","185","125","32750","28920"
"In post","2022","65+","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Debt","Female","95","65","23710","21260"
"In post","2022","65+","White","Debt","Male","45","35","26230","21260"
"In post","2022","65+","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Digital, Data & Technology","Female","90","70","33040","31740"
"In post","2022","65+","White","Digital, Data & Technology","Male","190","160","40790","36940"
"In post","2022","65+","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Finance","Female","85","65","31590","27510"
"In post","2022","65+","White","Finance","Male","70","55","39080","36110"
"In post","2022","65+","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Grants Management","Female","30","20","[c]","[c]"
"In post","2022","65+","White","Grants Management","Male","15","15","[c]","[c]"
"In post","2022","65+","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Human Resources","Female","95","70","32150","27570"
"In post","2022","65+","White","Human Resources","Male","60","45","35260","31740"
"In post","2022","65+","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","65+","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Legal","Female","65","50","43550","33840"
"In post","2022","65+","White","Legal","Male","80","55","53760","57540"
"In post","2022","65+","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","No function","Female","2795","2000","27040","24310"
"In post","2022","65+","White","No function","Male","2455","1845","31210","27380"
"In post","2022","65+","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Project Delivery","Female","115","85","36770","33630"
"In post","2022","65+","White","Project Delivery","Male","320","265","43020","40810"
"In post","2022","65+","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Property","Female","80","65","28720","26670"
"In post","2022","65+","White","Property","Male","195","175","34520","33300"
"In post","2022","65+","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Security","Female","25","20","[c]","[c]"
"In post","2022","65+","White","Security","Male","230","200","28420","24720"
"In post","2022","65+","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","White","Unknown","Female","695","560","28920","24630"
"In post","2022","65+","White","Unknown","Male","1005","855","32610","28410"
"In post","2022","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","No function","Female","10","10","[c]","[c]"
"In post","2022","Unknown","White","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","No function","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","No function","Male","[c]","[c]","[c]","[c]"
