"Status","Year","Disability","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","East Midlands (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Heterosexual / straight","80","[c]","28180","27570"
"Leaver CS","2022","Undeclared","East of England","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Undeclared","50","[c]","35540","31880"
"Leaver CS","2022","Undeclared","East of England","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Heterosexual / straight","155","[c]","38750","33610"
"Leaver CS","2022","Undeclared","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Undeclared","160","[c]","44220","40410"
"Leaver CS","2022","Undeclared","London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Heterosexual / straight","50","[c]","27850","23070"
"Leaver CS","2022","Undeclared","North East (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Heterosexual / straight","85","[c]","23490","21260"
"Leaver CS","2022","Undeclared","North West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Undeclared","65","[c]","29350","25850"
"Leaver CS","2022","Undeclared","North West (England)","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Heterosexual / straight","35","[c]","29940","26480"
"Leaver CS","2022","Undeclared","Scotland","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Heterosexual / straight","165","[c]","28400","26640"
"Leaver CS","2022","Undeclared","South East (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Undeclared","85","[c]","32020","27570"
"Leaver CS","2022","Undeclared","South East (England)","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Heterosexual / straight","75","[c]","30280","27240"
"Leaver CS","2022","Undeclared","South West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Undeclared","95","[c]","35190","36180"
"Leaver CS","2022","Undeclared","South West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Heterosexual / straight","65","[c]","29030","23880"
"Leaver CS","2022","Undeclared","Wales","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Heterosexual / straight","55","[c]","28840","27570"
"Leaver CS","2022","Undeclared","West Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Heterosexual / straight","65","[c]","28700","27250"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Heterosexual / straight","50","[c]","31030","25480"
"Leaver CS","2022","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Unknown","445","[c]","25190","21260"
"Leaver CS","2022","Unknown","East of England","Heterosexual / straight","85","[c]","35200","32960"
"Leaver CS","2022","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Unknown","385","[c]","33160","27570"
"Leaver CS","2022","Unknown","London","Heterosexual / straight","445","[c]","42530","35050"
"Leaver CS","2022","Unknown","London","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Undeclared","375","[c]","42780","40070"
"Leaver CS","2022","Unknown","London","Unknown","2065","[c]","40890","33570"
"Leaver CS","2022","Unknown","North East (England)","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Unknown","550","[c]","27730","22080"
"Leaver CS","2022","Unknown","North West (England)","Heterosexual / straight","125","[c]","36490","34140"
"Leaver CS","2022","Unknown","North West (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Unknown","825","[c]","28180","24880"
"Leaver CS","2022","Unknown","Northern Ireland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","45","[c]","44420","41600"
"Leaver CS","2022","Unknown","Scotland","Heterosexual / straight","185","[c]","36640","35000"
"Leaver CS","2022","Unknown","Scotland","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Unknown","1070","[c]","31620","27230"
"Leaver CS","2022","Unknown","South East (England)","Heterosexual / straight","190","[c]","29380","23050"
"Leaver CS","2022","Unknown","South East (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Undeclared","30","[c]","33270","21510"
"Leaver CS","2022","Unknown","South East (England)","Unknown","695","[c]","28180","24880"
"Leaver CS","2022","Unknown","South West (England)","Heterosexual / straight","150","[c]","35300","33100"
"Leaver CS","2022","Unknown","South West (England)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Undeclared","40","[c]","38810","35500"
"Leaver CS","2022","Unknown","South West (England)","Unknown","555","[c]","29820","25630"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","615","[c]","35150","30780"
"Leaver CS","2022","Unknown","Wales","Heterosexual / straight","45","[c]","34510","29430"
"Leaver CS","2022","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Unknown","425","[c]","27790","24030"
"Leaver CS","2022","Unknown","West Midlands (England)","Heterosexual / straight","90","[c]","35680","30950"
"Leaver CS","2022","Unknown","West Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands (England)","Unknown","525","[c]","30290","25000"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Heterosexual / straight","110","[c]","34120","33300"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Undeclared","95","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Unknown","665","[c]","30470","26560"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Heterosexual / straight","55","[c]","29980","27570"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Heterosexual / straight","35","[c]","32160","27570"
"Leaver Dept.","2022","Declared disabled","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Heterosexual / straight","465","[c]","42790","37640"
"Leaver Dept.","2022","Declared disabled","London","LGBO","115","[c]","38340","34550"
"Leaver Dept.","2022","Declared disabled","London","Undeclared","75","[c]","41010","36650"
"Leaver Dept.","2022","Declared disabled","London","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Heterosexual / straight","60","[c]","29830","27570"
"Leaver Dept.","2022","Declared disabled","North East (England)","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Heterosexual / straight","150","[c]","32120","27830"
"Leaver Dept.","2022","Declared disabled","North West (England)","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Heterosexual / straight","65","[c]","28150","27570"
"Leaver Dept.","2022","Declared disabled","Scotland","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Heterosexual / straight","60","[c]","38080","30580"
"Leaver Dept.","2022","Declared disabled","South East (England)","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Heterosexual / straight","110","[c]","33900","30240"
"Leaver Dept.","2022","Declared disabled","South West (England)","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","Heterosexual / straight","40","[c]","31640","27570"
"Leaver Dept.","2022","Declared disabled","Wales","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Wales","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","West Midlands (England)","Heterosexual / straight","85","[c]","30870","27570"
"Leaver Dept.","2022","Declared disabled","West Midlands (England)","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","West Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Yorkshire and The Humber","Heterosexual / straight","100","[c]","33970","30190"
"Leaver Dept.","2022","Declared disabled","Yorkshire and The Humber","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Yorkshire and The Humber","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East Midlands (England)","Heterosexual / straight","320","[c]","31580","27570"
"Leaver Dept.","2022","Declared non-disabled","East Midlands (England)","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East Midlands (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East Midlands (England)","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East of England","Heterosexual / straight","370","[c]","36430","30460"
"Leaver Dept.","2022","Declared non-disabled","East of England","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East of England","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","East of England","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Heterosexual / straight","4705","[c]","43960","39840"
"Leaver Dept.","2022","Declared non-disabled","London","LGBO","430","[c]","43300","39190"
"Leaver Dept.","2022","Declared non-disabled","London","Undeclared","415","[c]","42960","37090"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","445","[c]","50470","46660"
"Leaver Dept.","2022","Declared non-disabled","North East (England)","Heterosexual / straight","440","[c]","31360","27570"
"Leaver Dept.","2022","Declared non-disabled","North East (England)","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","North East (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","North East (England)","Unknown","160","[c]","32470","27570"
"Leaver Dept.","2022","Declared non-disabled","North West (England)","Heterosexual / straight","1030","[c]","31440","27570"
"Leaver Dept.","2022","Declared non-disabled","North West (England)","LGBO","75","[c]","33200","27570"
"Leaver Dept.","2022","Declared non-disabled","North West (England)","Undeclared","60","[c]","32620","27570"
"Leaver Dept.","2022","Declared non-disabled","North West (England)","Unknown","190","[c]","31200","27570"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scotland","Heterosexual / straight","540","[c]","29180","27570"
"Leaver Dept.","2022","Declared non-disabled","Scotland","LGBO","50","[c]","29160","27570"
"Leaver Dept.","2022","Declared non-disabled","Scotland","Undeclared","40","[c]","27790","27570"
"Leaver Dept.","2022","Declared non-disabled","Scotland","Unknown","210","[c]","32910","27570"
"Leaver Dept.","2022","Declared non-disabled","South East (England)","Heterosexual / straight","525","[c]","36960","30800"
"Leaver Dept.","2022","Declared non-disabled","South East (England)","LGBO","40","[c]","37250","35180"
"Leaver Dept.","2022","Declared non-disabled","South East (England)","Undeclared","45","[c]","38270","31920"
"Leaver Dept.","2022","Declared non-disabled","South East (England)","Unknown","50","[c]","41440","38260"
"Leaver Dept.","2022","Declared non-disabled","South West (England)","Heterosexual / straight","1235","[c]","35130","30020"
"Leaver Dept.","2022","Declared non-disabled","South West (England)","LGBO","65","[c]","33280","27570"
"Leaver Dept.","2022","Declared non-disabled","South West (England)","Undeclared","120","[c]","36730","30250"
"Leaver Dept.","2022","Declared non-disabled","South West (England)","Unknown","60","[c]","40820","30210"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Heterosexual / straight","225","[c]","38290","33250"
"Leaver Dept.","2022","Declared non-disabled","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","30","[c]","36450","33230"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Wales","Heterosexual / straight","325","[c]","33470","27570"
"Leaver Dept.","2022","Declared non-disabled","Wales","LGBO","35","[c]","38400","32780"
"Leaver Dept.","2022","Declared non-disabled","Wales","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Wales","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","West Midlands (England)","Heterosexual / straight","695","[c]","31840","27570"
"Leaver Dept.","2022","Declared non-disabled","West Midlands (England)","LGBO","35","[c]","29320","27570"
"Leaver Dept.","2022","Declared non-disabled","West Midlands (England)","Undeclared","50","[c]","37000","29190"
"Leaver Dept.","2022","Declared non-disabled","West Midlands (England)","Unknown","90","[c]","35330","27570"
"Leaver Dept.","2022","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","735","[c]","36600","31990"
"Leaver Dept.","2022","Declared non-disabled","Yorkshire and The Humber","LGBO","50","[c]","33610","28970"
"Leaver Dept.","2022","Declared non-disabled","Yorkshire and The Humber","Undeclared","50","[c]","36490","31990"
"Leaver Dept.","2022","Declared non-disabled","Yorkshire and The Humber","Unknown","75","[c]","34120","32880"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Heterosexual / straight","135","[c]","38890","34160"
"Leaver Dept.","2022","Undeclared","London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Undeclared","145","[c]","44620","40600"
"Leaver Dept.","2022","Undeclared","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Undeclared","40","[c]","34530","33810"
"Leaver Dept.","2022","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Heterosexual / straight","30","[c]","33310","29200"
"Leaver Dept.","2022","Undeclared","Wales","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Unknown","95","[c]","34540","27570"
"Leaver Dept.","2022","Unknown","East of England","Heterosexual / straight","55","[c]","42690","36060"
"Leaver Dept.","2022","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Unknown","80","[c]","45700","36060"
"Leaver Dept.","2022","Unknown","London","Heterosexual / straight","515","[c]","44480","40070"
"Leaver Dept.","2022","Unknown","London","LGBO","55","[c]","44230","40050"
"Leaver Dept.","2022","Unknown","London","Undeclared","705","[c]","51480","42850"
"Leaver Dept.","2022","Unknown","London","Unknown","1935","[c]","44010","35590"
"Leaver Dept.","2022","Unknown","North East (England)","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Unknown","160","[c]","32950","27570"
"Leaver Dept.","2022","Unknown","North West (England)","Heterosexual / straight","100","[c]","37880","31420"
"Leaver Dept.","2022","Unknown","North West (England)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Unknown","295","[c]","32100","27570"
"Leaver Dept.","2022","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
