"Status","Year","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Communications","Overseas","5","5","[c]","[c]"
"In post","2022","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","London","20","20","[c]","[c]"
"In post","2022","White","Corporate Finance","Outside London","80","75","44050","42450"
"In post","2022","White","Counter Fraud","London","435","410","38780","33100"
"In post","2022","White","Counter Fraud","Outside London","4245","3785","28030","27570"
"In post","2022","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data and Technology","London","1990","1950","51890","49140"
"In post","2022","White","Digital, Data and Technology","Outside London","11555","11185","40470","37330"
"In post","2022","White","Digital, Data and Technology","Overseas","30","30","32770","33300"
"In post","2022","White","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2022","White","Economics","London","1020","995","51540","53130"
"In post","2022","White","Economics","Outside London","280","275","41860","38000"
"In post","2022","White","Economics","Overseas","20","20","[c]","[c]"
"In post","2022","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","London","1510","1470","52340","49530"
"In post","2022","White","Finance","Outside London","7305","6965","38140","33370"
"In post","2022","White","Finance","Overseas","60","60","37100","33300"
"In post","2022","White","Finance","Unknown","25","25","[c]","[c]"
"In post","2022","White","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","White","Geography","Outside London","330","315","31430","33290"
"In post","2022","White","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","London","1660","1600","49870","46000"
"In post","2022","White","Human Resources","Outside London","5635","5295","36210","33050"
"In post","2022","White","Human Resources","Overseas","25","25","[c]","[c]"
"In post","2022","White","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","White","Inspector of Education and Training","London","55","55","67450","70500"
"In post","2022","White","Inspector of Education and Training","Outside London","780","760","66130","70500"
"In post","2022","White","Intelligence Analysis","London","805","770","40160","37000"
"In post","2022","White","Intelligence Analysis","Outside London","1595","1520","30170","27380"
"In post","2022","White","Intelligence Analysis","Overseas","55","55","44520","40580"
"In post","2022","White","Internal Audit","London","110","105","58070","54130"
"In post","2022","White","Internal Audit","Outside London","455","435","43860","41600"
"In post","2022","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","International Trade","London","640","630","49390","51710"
"In post","2022","White","International Trade","Outside London","145","140","41740","38540"
"In post","2022","White","International Trade","Overseas","85","85","55880","53470"
"In post","2022","White","Knowledge and Information Management","London","475","465","42850","39760"
"In post","2022","White","Knowledge and Information Management","Outside London","1305","1245","32980","30450"
"In post","2022","White","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","London","2780","2600","57220","56230"
"In post","2022","White","Legal","Outside London","5730","5320","45850","46400"
"In post","2022","White","Legal","Overseas","5","5","[c]","[c]"
"In post","2022","White","Medicine","London","195","175","79910","74300"
"In post","2022","White","Medicine","Outside London","1465","1300","51030","39630"
"In post","2022","White","Medicine","Overseas","40","40","58480","54210"
"In post","2022","White","Medicine","Unknown","30","25","[c]","[c]"
"In post","2022","White","Operational Delivery","London","13865","13140","37790","33550"
"In post","2022","White","Operational Delivery","Outside London","163445","148215","28080","26880"
"In post","2022","White","Operational Delivery","Overseas","205","200","48380","53710"
"In post","2022","White","Operational Delivery","Unknown","310","290","29270","27570"
"In post","2022","White","Operational Research","London","250","240","52660","54110"
"In post","2022","White","Operational Research","Outside London","610","580","43260","43020"
"In post","2022","White","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Other","London","2215","2135","45140","35340"
"In post","2022","White","Other","Outside London","19330","18185","28210","26350"
"In post","2022","White","Other","Overseas","275","275","52170","53790"
"In post","2022","White","Other","Unknown","95","90","29620","27570"
"In post","2022","White","Planning","London","70","70","49390","46120"
"In post","2022","White","Planning","Outside London","120","110","44000","40360"
"In post","2022","White","Planning Inspectors","London","20","20","[c]","[c]"
"In post","2022","White","Planning Inspectors","Outside London","295","260","56760","58810"
"In post","2022","White","Policy","London","13520","13140","51680","53130"
"In post","2022","White","Policy","Outside London","7870","7540","41980","38160"
"In post","2022","White","Policy","Overseas","1250","1245","53240","54020"
"In post","2022","White","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","London","1930","1875","54370","54100"
"In post","2022","White","Project Delivery","Outside London","9770","9335","41750","40000"
"In post","2022","White","Project Delivery","Overseas","85","85","50200","51500"
"In post","2022","White","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","White","Property","London","665","640","49090","46720"
"In post","2022","White","Property","Outside London","4730","4530","36900","33300"
"In post","2022","White","Property","Overseas","140","140","39920","39700"
"In post","2022","White","Property","Unknown","25","25","[c]","[c]"
"In post","2022","White","Psychology","London","55","55","42410","33900"
"In post","2022","White","Psychology","Outside London","1150","1100","35920","31180"
"In post","2022","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Science and Engineering","London","685","660","49290","45200"
"In post","2022","White","Science and Engineering","Outside London","10055","9655","38640","37790"
"In post","2022","White","Science and Engineering","Overseas","110","105","41600","39650"
"In post","2022","White","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","White","Security","London","830","810","41860","39070"
"In post","2022","White","Security","Outside London","6150","5990","30930","27570"
"In post","2022","White","Security","Overseas","70","70","36080","34220"
"In post","2022","White","Security","Unknown","55","55","28840","27370"
"In post","2022","White","Social Research","London","365","355","48120","43810"
"In post","2022","White","Social Research","Outside London","680","640","40010","38340"
"In post","2022","White","Statistics","London","640","620","49410","45500"
"In post","2022","White","Statistics","Outside London","1125","1075","41940","38340"
"In post","2022","White","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Tax","London","1055","995","48990","43750"
"In post","2022","White","Tax","Outside London","10285","9725","36060","33370"
"In post","2022","White","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","London","3680","3610","54130","54700"
"In post","2022","White","Unknown","Outside London","15680","15065","39770","34040"
"In post","2022","White","Unknown","Overseas","25","25","[c]","[c]"
"In post","2022","White","Unknown","Unknown","155","150","43070","37300"
"In post","2022","White","Veterinarian","London","10","10","[c]","[c]"
"In post","2022","White","Veterinarian","Outside London","305","290","44500","40850"
"In post","2022","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","London","55","[c]","42310","40050"
"Leaver CS","2022","Asian","Digital, Data and Technology","Outside London","65","[c]","38810","38110"
"Leaver CS","2022","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","London","480","[c]","31660","31060"
"Leaver CS","2022","Asian","Operational Delivery","Outside London","610","[c]","25410","24880"
"Leaver CS","2022","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","London","65","[c]","36150","31060"
"Leaver CS","2022","Asian","Other","Outside London","50","[c]","24060","21280"
"Leaver CS","2022","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","London","115","[c]","44600","40050"
"Leaver CS","2022","Asian","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","London","30","[c]","37870","33330"
"Leaver CS","2022","Asian","Science and Engineering","Outside London","45","[c]","32890","32420"
"Leaver CS","2022","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","London","175","[c]","45450","39960"
"Leaver CS","2022","Asian","Unknown","Outside London","285","[c]","27340","22140"
"Leaver CS","2022","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","London","485","[c]","31290","31060"
"Leaver CS","2022","Black","Operational Delivery","Outside London","335","[c]","26530","27250"
"Leaver CS","2022","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","London","60","[c]","32150","31060"
"Leaver CS","2022","Black","Other","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","London","45","[c]","37150","32770"
"Leaver CS","2022","Black","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","London","95","[c]","34980","31060"
"Leaver CS","2022","Black","Unknown","Outside London","100","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Delivery","London","155","[c]","32710","31060"
"Leaver CS","2022","Mixed","Operational Delivery","Outside London","305","[c]","25440","24940"
"Leaver CS","2022","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Outside London","35","[c]","24150","21260"
"Leaver CS","2022","Mixed","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","London","10","[c]","[c]","[c]"
