"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","SEO","35","35","48750","51360"
"In post","2022","60-64","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","EO","10","10","30060","31730"
"In post","2022","60-64","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","G7","10","10","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","G7","10","10","63650","63920"
"In post","2022","60-64","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Government","AA","200","170","22290","21640"
"In post","2022","60-64","Scottish Government","AO","350","300","25330","25050"
"In post","2022","60-64","Scottish Government","EO","390","300","32470","34040"
"In post","2022","60-64","Scottish Government","G6","85","80","74450","75340"
"In post","2022","60-64","Scottish Government","G7","100","90","61240","62170"
"In post","2022","60-64","Scottish Government","HEO","240","190","37700","37710"
"In post","2022","60-64","Scottish Government","SCS level","25","25","89750","83230"
"In post","2022","60-64","Scottish Government","SEO","215","180","48030","47490"
"In post","2022","60-64","The National Archives","AO","15","10","22560","22640"
"In post","2022","60-64","The National Archives","EO","5","5","[c]","[c]"
"In post","2022","60-64","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The National Archives","G7","5","5","[c]","[c]"
"In post","2022","60-64","The National Archives","HEO","10","10","34030","34740"
"In post","2022","60-64","The National Archives","SEO","10","10","[c]","[c]"
"In post","2022","60-64","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","G7","10","10","[c]","[c]"
"In post","2022","60-64","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","SEO","10","10","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","AA","80","50","20630","19300"
"In post","2022","60-64","UK Statistics Authority","AO","200","140","20430","20350"
"In post","2022","60-64","UK Statistics Authority","EO","55","50","25420","24750"
"In post","2022","60-64","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","G7","35","30","53310","52650"
"In post","2022","60-64","UK Statistics Authority","HEO","50","40","31720","31290"
"In post","2022","60-64","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","SEO","40","35","38230","37770"
"In post","2022","60-64","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Government","AO","70","60","24490","24630"
"In post","2022","60-64","Welsh Government","EO","75","65","29410","29430"
"In post","2022","60-64","Welsh Government","G6","25","25","75070","75480"
"In post","2022","60-64","Welsh Government","G7","60","50","60810","61440"
"In post","2022","60-64","Welsh Government","HEO","100","85","38000","38160"
"In post","2022","60-64","Welsh Government","SCS level","15","10","101160","93070"
"In post","2022","60-64","Welsh Government","SEO","80","70","47150","47470"
"In post","2022","65+","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","AO","35","30","23390","23770"
"In post","2022","65+","Attorney General's Departments","EO","30","25","28590","28800"
"In post","2022","65+","Attorney General's Departments","G6","20","15","74520","75200"
"In post","2022","65+","Attorney General's Departments","G7","60","40","60490","61000"
"In post","2022","65+","Attorney General's Departments","HEO","10","10","34300","34480"
"In post","2022","65+","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office","AO","15","15","23380","24490"
"In post","2022","65+","Cabinet Office","EO","15","15","27620","28330"
"In post","2022","65+","Cabinet Office","G6","10","5","[c]","[c]"
"In post","2022","65+","Cabinet Office","G7","15","15","56520","54700"
"In post","2022","65+","Cabinet Office","HEO","15","10","34620","34640"
"In post","2022","65+","Cabinet Office","SCS level","10","5","[c]","[c]"
"In post","2022","65+","Cabinet Office","SEO","10","10","42170","42060"
"In post","2022","65+","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","AO","50","40","22600","22740"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","EO","35","30","27810","27460"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","G6","10","10","68240","66820"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","G7","40","30","55390","55390"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","HEO","55","45","35740","35010"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","SEO","45","35","44560","43440"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","AO","10","10","22340","21250"
"In post","2022","65+","Department for Education","EO","10","10","26420","26000"
"In post","2022","65+","Department for Education","G6","5","5","[c]","[c]"
"In post","2022","65+","Department for Education","G7","20","15","54700","53680"
"In post","2022","65+","Department for Education","HEO","15","10","32720","32040"
"In post","2022","65+","Department for Education","SEO","15","15","40160","40230"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","AO","90","75","22420","21300"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","EO","60","50","26790","26520"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","G6","10","5","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","G7","20","20","53820","54170"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","HEO","35","30","32040","31780"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","SEO","45","35","41840","40390"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2022","65+","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","AO","10","10","23670","22560"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","EO","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","G6","40","25","67580","65270"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","G7","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","HEO","10","10","36150","37600"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","SEO","10","10","[c]","[c]"
"In post","2022","65+","Department for Transport","AA","75","45","18640","18310"
"In post","2022","65+","Department for Transport","AO","145","105","25220","21840"
"In post","2022","65+","Department for Transport","EO","235","165","27950","26780"
"In post","2022","65+","Department for Transport","G6","5","5","[c]","[c]"
"In post","2022","65+","Department for Transport","G7","30","20","59030","59140"
"In post","2022","65+","Department for Transport","HEO","40","30","35360","33350"
"In post","2022","65+","Department for Transport","SEO","30","25","46770","45900"
"In post","2022","65+","Department for Work and Pensions","AA","35","25","20410","20480"
"In post","2022","65+","Department for Work and Pensions","AO","1175","875","21660","21260"
"In post","2022","65+","Department for Work and Pensions","EO","1290","915","28190","27570"
"In post","2022","65+","Department for Work and Pensions","G6","10","10","69790","70670"
"In post","2022","65+","Department for Work and Pensions","G7","35","25","60900","59270"
"In post","2022","65+","Department for Work and Pensions","HEO","170","120","35010","34290"
"In post","2022","65+","Department for Work and Pensions","SEO","70","55","46890","40870"
"In post","2022","65+","Department of Health and Social Care","AA","5","5","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","AO","30","25","22480","22270"
"In post","2022","65+","Department of Health and Social Care","EO","30","25","28450","28040"
"In post","2022","65+","Department of Health and Social Care","G6","25","20","71260","71290"
"In post","2022","65+","Department of Health and Social Care","G7","35","30","55120","54230"
"In post","2022","65+","Department of Health and Social Care","HEO","25","20","32720","32330"
"In post","2022","65+","Department of Health and Social Care","SCS level","30","25","113400","109620"
"In post","2022","65+","Department of Health and Social Care","SEO","30","25","41460","40320"
"In post","2022","65+","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","G6","5","0","[c]","[c]"
"In post","2022","65+","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","EO","30","25","28060","27860"
"In post","2022","65+","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2022","65+","Food Standards Agency","SEO","10","10","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","AO","25","25","28220","28250"
"In post","2022","65+","Foreign, Commonwealth and Development Office","EO","15","10","29800","30020"
"In post","2022","65+","Foreign, Commonwealth and Development Office","G6","10","10","71080","70410"
"In post","2022","65+","Foreign, Commonwealth and Development Office","G7","40","25","59730","57540"
"In post","2022","65+","Foreign, Commonwealth and Development Office","HEO","25","20","36800","34710"
"In post","2022","65+","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","SEO","10","10","[c]","[c]"
"In post","2022","65+","HM Land Registry","AO","20","15","22950","22600"
"In post","2022","65+","HM Land Registry","EO","50","30","27840","27130"
"In post","2022","65+","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","G7","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","HEO","40","25","34470","33840"
"In post","2022","65+","HM Land Registry","SEO","15","10","41440","40860"
"In post","2022","65+","HM Revenue and Customs","AA","80","60","21400","21250"
"In post","2022","65+","HM Revenue and Customs","AO","605","460","22330","22080"
"In post","2022","65+","HM Revenue and Customs","EO","385","265","29190","28920"
"In post","2022","65+","HM Revenue and Customs","G6","35","25","75080","74850"
"In post","2022","65+","HM Revenue and Customs","G7","70","50","58720","58710"
"In post","2022","65+","HM Revenue and Customs","HEO","230","165","36280","35980"
"In post","2022","65+","HM Revenue and Customs","SCS level","5","5","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","SEO","150","100","44090","43710"
"In post","2022","65+","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","G7","10","5","[c]","[c]"
"In post","2022","65+","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","AA","90","70","20300","18240"
"In post","2022","65+","Home Office","AO","290","230","23270","21680"
"In post","2022","65+","Home Office","EO","310","215","29650","29080"
"In post","2022","65+","Home Office","G6","10","10","67800","69390"
"In post","2022","65+","Home Office","G7","20","20","60840","61170"
"In post","2022","65+","Home Office","HEO","75","60","34630","33900"
"In post","2022","65+","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","SEO","40","30","43590","44400"
"In post","2022","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","AA","360","325","19640","19810"
"In post","2022","65+","Ministry of Defence","AO","460","410","22770","21830"
"In post","2022","65+","Ministry of Defence","EO","390","355","27430","26930"
"In post","2022","65+","Ministry of Defence","G6","45","35","75920","74260"
"In post","2022","65+","Ministry of Defence","G7","105","85","55990","55880"
"In post","2022","65+","Ministry of Defence","HEO","370","330","34870","33630"
"In post","2022","65+","Ministry of Defence","SCS level","10","10","111890","104240"
"In post","2022","65+","Ministry of Defence","SEO","230","190","43460","42630"
"In post","2022","65+","Ministry of Defence","Unknown","70","65","40970","38250"
"In post","2022","65+","Ministry of Justice","AA","585","435","20880","20890"
"In post","2022","65+","Ministry of Justice","AO","620","470","24830","23720"
"In post","2022","65+","Ministry of Justice","EO","200","160","28970","28040"
"In post","2022","65+","Ministry of Justice","G6","10","10","[c]","[c]"
"In post","2022","65+","Ministry of Justice","G7","35","30","61820","63500"
"In post","2022","65+","Ministry of Justice","HEO","125","90","36440","36480"
"In post","2022","65+","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice","SEO","75","60","48050","47100"
"In post","2022","65+","Ministry of Justice","Unknown","565","425","31150","28200"
"In post","2022","65+","National Crime Agency","AO","10","10","27060","27650"
"In post","2022","65+","National Crime Agency","EO","20","20","35290","36410"
"In post","2022","65+","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","HEO","15","15","42980","43630"
"In post","2022","65+","National Crime Agency","SEO","5","5","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","AO","10","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","G7","10","10","75500","75500"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","SEO","10","5","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","G7","5","5","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","AA","90","70","22390","22140"
"In post","2022","65+","Scottish Government","AO","125","100","26070","25930"
"In post","2022","65+","Scottish Government","EO","90","65","31830","30450"
"In post","2022","65+","Scottish Government","G6","20","15","76550","77340"
"In post","2022","65+","Scottish Government","G7","20","15","61300","62170"
"In post","2022","65+","Scottish Government","HEO","60","45","37430","36130"
"In post","2022","65+","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","SEO","55","40","47270","47490"
"In post","2022","65+","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","AO","10","10","[c]","[c]"
"In post","2022","65+","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","AA","55","30","20830","19860"
"In post","2022","65+","UK Statistics Authority","AO","130","80","20440","20350"
"In post","2022","65+","UK Statistics Authority","EO","35","30","26320","26330"
"In post","2022","65+","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","HEO","15","10","32500","33060"
"In post","2022","65+","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","SEO","10","10","38940","38510"
"In post","2022","65+","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Government","AO","50","35","24700","24630"
"In post","2022","65+","Welsh Government","EO","35","25","29670","29430"
"In post","2022","65+","Welsh Government","G6","5","5","[c]","[c]"
"In post","2022","65+","Welsh Government","G7","20","15","61440","61440"
"In post","2022","65+","Welsh Government","HEO","40","30","38230","38160"
"In post","2022","65+","Welsh Government","SCS level","10","10","89240","86000"
"In post","2022","65+","Welsh Government","SEO","30","25","47470","47470"
"In post","2022","Unknown","Department for Work and Pensions","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","EO","10","10","27840","27570"
"In post","2022","Unknown","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Attorney General's Departments","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions","AO","45","[c]","21480","21260"
"Leaver CS","2022","16-19","Department for Work and Pensions","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence","EO","15","[c]","17670","17140"
"Leaver CS","2022","16-19","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Departments","AO","65","[c]","22100","22200"
"Leaver CS","2022","20-29","Attorney General's Departments","EO","40","[c]","27640","26950"
"Leaver CS","2022","20-29","Attorney General's Departments","G7","15","[c]","52520","52150"
"Leaver CS","2022","20-29","Attorney General's Departments","HEO","25","[c]","37490","38000"
"Leaver CS","2022","20-29","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","AO","60","[c]","19680","18200"
"Leaver CS","2022","20-29","Cabinet Office","EO","40","[c]","26650","27500"
"Leaver CS","2022","20-29","Cabinet Office","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","G7","30","[c]","55590","54700"
"Leaver CS","2022","20-29","Cabinet Office","HEO","90","[c]","31300","32000"
"Leaver CS","2022","20-29","Cabinet Office","SEO","15","[c]","39960","40600"
"Leaver CS","2022","20-29","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Chancellor's other departments","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","EO","10","[c]","23050","24440"
"Leaver CS","2022","20-29","Competition and Markets Authority","AO","10","[c]","23000","22770"
"Leaver CS","2022","20-29","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","HEO","10","[c]","33770","33610"
"Leaver CS","2022","20-29","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","AA","20","[c]","18400","17900"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","AO","45","[c]","21950","21130"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","EO","55","[c]","26250","26700"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","G7","30","[c]","53470","53380"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","HEO","55","[c]","33270","33570"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","SEO","30","[c]","40160","40050"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","AO","5","[c]","[c]","[c]"
