"Status","Year","Ethnicity","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","Female","55","55","38410","34020"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2022","Black","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Education","Female","125","120","39430","36500"
"In post","2022","Black","No function","Department for Education","Male","45","45","42020","40230"
"In post","2022","Black","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","Female","95","95","34530","32560"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","Male","55","55","34780","32560"
"In post","2022","Black","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for International Trade","Female","55","55","40620","38160"
"In post","2022","Black","No function","Department for International Trade","Male","40","40","41500","38540"
"In post","2022","Black","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","Female","85","85","39700","36340"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","Male","55","55","38000","33210"
"In post","2022","Black","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Transport","Female","85","80","35530","30780"
"In post","2022","Black","No function","Department for Transport","Male","70","70","33940","31810"
"In post","2022","Black","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department for Work and Pensions","Female","2340","2185","28880","30330"
"In post","2022","Black","No function","Department for Work and Pensions","Male","990","970","29040","29290"
"In post","2022","Black","No function","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Department of Health and Social Care","Female","355","335","37250","32790"
"In post","2022","Black","No function","Department of Health and Social Care","Male","125","115","43280","35230"
"In post","2022","Black","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2022","Black","No function","Food Standards Agency","Male","25","25","[c]","[c]"
"In post","2022","Black","No function","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","Female","90","90","35200","32180"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","Male","30","30","34840","32820"
"In post","2022","Black","No function","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Land Registry","Female","25","25","[c]","[c]"
"In post","2022","Black","No function","HM Land Registry","Male","15","15","[c]","[c]"
"In post","2022","Black","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Revenue and Customs","Female","445","425","31810","31020"
"In post","2022","Black","No function","HM Revenue and Customs","Male","350","345","32300","33080"
"In post","2022","Black","No function","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","HM Treasury","Female","45","45","38110","32320"
"In post","2022","Black","No function","HM Treasury","Male","15","15","[c]","[c]"
"In post","2022","Black","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","Male","15","15","[c]","[c]"
"In post","2022","Black","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Ministry of Justice","Female","2325","2210","29910","27980"
"In post","2022","Black","No function","Ministry of Justice","Male","1485","1450","31090","30280"
"In post","2022","Black","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","National Crime Agency","Female","40","40","34760","35930"
"In post","2022","Black","No function","National Crime Agency","Male","30","30","38630","38800"
"In post","2022","Black","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","Female","40","35","47560","46360"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","Male","15","15","[c]","[c]"
"In post","2022","Black","No function","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2022","Black","No function","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","Female","10","5","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2022","Black","No function","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","Black","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","UK Statistics Authority","Female","25","20","[c]","[c]"
"In post","2022","Black","No function","UK Statistics Authority","Male","20","15","[c]","[c]"
"In post","2022","Black","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Transport","Female","20","20","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Transport","Male","20","20","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","Female","50","45","30780","26340"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","Male","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Female","50","50","44690","38600"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Male","20","20","[c]","[c]"
"In post","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","Female","110","105","45660","42210"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","Male","60","60","42190","38020"
"In post","2022","Black","Project Delivery","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Defence","Female","105","100","35790","34000"
"In post","2022","Black","Project Delivery","Ministry of Defence","Male","135","135","35860","35000"
"In post","2022","Black","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","Female","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Education","Female","15","15","[c]","[c]"
"In post","2022","Black","Property","Department for Education","Male","5","5","[c]","[c]"
"In post","2022","Black","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","Female","5","5","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Revenue and Customs","Female","45","40","33980","31670"
"In post","2022","Black","Property","HM Revenue and Customs","Male","25","25","[c]","[c]"
"In post","2022","Black","Property","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","Male","15","15","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","Female","20","20","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","Male","10","10","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2022","Black","Security","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Department for Transport","Male","5","5","[c]","[c]"
