"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","AA/AO","AO","Heterosexual / straight","270","230","22060","21260"
"In post","2022","Project Delivery","AA/AO","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","AO","Undeclared","45","40","21910","21260"
"In post","2022","Project Delivery","AA/AO","AO","Unknown","130","105","22380","21810"
"In post","2022","Project Delivery","EO","EO","Heterosexual / straight","995","935","26840","26670"
"In post","2022","Project Delivery","EO","EO","LGBO","60","55","26680","26580"
"In post","2022","Project Delivery","EO","EO","Undeclared","105","95","27320","27530"
"In post","2022","Project Delivery","EO","EO","Unknown","250","235","27160","26880"
"In post","2022","Project Delivery","G6/G7","G6","Heterosexual / straight","935","915","67390","67680"
"In post","2022","Project Delivery","G6/G7","G6","LGBO","45","45","67870","67910"
"In post","2022","Project Delivery","G6/G7","G6","Undeclared","120","115","67060","66720"
"In post","2022","Project Delivery","G6/G7","G6","Unknown","165","165","67550","67770"
"In post","2022","Project Delivery","G6/G7","G7","Heterosexual / straight","2490","2430","54280","54540"
"In post","2022","Project Delivery","G6/G7","G7","LGBO","140","140","53170","53510"
"In post","2022","Project Delivery","G6/G7","G7","Undeclared","290","280","54310","54540"
"In post","2022","Project Delivery","G6/G7","G7","Unknown","555","540","53320","54160"
"In post","2022","Project Delivery","SCS level","SCS level","Heterosexual / straight","285","280","91290","86660"
"In post","2022","Project Delivery","SCS level","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","SCS level","SCS level","Undeclared","35","35","91920","82340"
"In post","2022","Project Delivery","SCS level","SCS level","Unknown","35","35","85080","78620"
"In post","2022","Project Delivery","SEO/HEO","HEO","Heterosexual / straight","2725","2610","33090","33300"
"In post","2022","Project Delivery","SEO/HEO","HEO","LGBO","155","150","32960","33300"
"In post","2022","Project Delivery","SEO/HEO","HEO","Undeclared","290","275","33470","33300"
"In post","2022","Project Delivery","SEO/HEO","HEO","Unknown","605","575","33450","33370"
"In post","2022","Project Delivery","SEO/HEO","SEO","Heterosexual / straight","3365","3245","40640","40520"
"In post","2022","Project Delivery","SEO/HEO","SEO","LGBO","165","165","40150","40180"
"In post","2022","Project Delivery","SEO/HEO","SEO","Undeclared","435","415","40970","40580"
"In post","2022","Project Delivery","SEO/HEO","SEO","Unknown","665","640","40500","40520"
"In post","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","405","395","45170","41540"
"In post","2022","Project Delivery","Unknown","Unknown","LGBO","15","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Undeclared","45","45","49170","53570"
"In post","2022","Project Delivery","Unknown","Unknown","Unknown","35","35","41320","39930"
"In post","2022","Property","AA/AO","AA","Heterosexual / straight","355","350","18150","17480"
"In post","2022","Property","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Property","AA/AO","AA","Undeclared","40","40","18070","17480"
"In post","2022","Property","AA/AO","AA","Unknown","130","120","18550","18110"
"In post","2022","Property","AA/AO","AO","Heterosexual / straight","290","260","22450","22010"
"In post","2022","Property","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Property","AA/AO","AO","Undeclared","55","50","22550","21840"
"In post","2022","Property","AA/AO","AO","Unknown","95","80","22740","22040"
"In post","2022","Property","EO","EO","Heterosexual / straight","1010","950","27230","26880"
"In post","2022","Property","EO","EO","LGBO","50","50","27000","26440"
"In post","2022","Property","EO","EO","Undeclared","125","115","27940","27000"
"In post","2022","Property","EO","EO","Unknown","350","335","27260","26880"
"In post","2022","Property","G6/G7","G6","Heterosexual / straight","350","345","66220","65310"
"In post","2022","Property","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Property","G6/G7","G6","Undeclared","40","35","68210","66360"
"In post","2022","Property","G6/G7","G6","Unknown","55","55","65690","65370"
"In post","2022","Property","G6/G7","G7","Heterosexual / straight","785","765","54880","54540"
"In post","2022","Property","G6/G7","G7","LGBO","35","35","54330","54490"
"In post","2022","Property","G6/G7","G7","Undeclared","95","95","56180","55940"
"In post","2022","Property","G6/G7","G7","Unknown","140","135","54910","54820"
"In post","2022","Property","SCS level","SCS level","Heterosexual / straight","75","75","86770","80000"
"In post","2022","Property","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Property","SEO/HEO","HEO","Heterosexual / straight","1330","1285","33430","33300"
"In post","2022","Property","SEO/HEO","HEO","LGBO","55","55","32660","33150"
"In post","2022","Property","SEO/HEO","HEO","Undeclared","180","170","34050","33350"
"In post","2022","Property","SEO/HEO","HEO","Unknown","275","265","33400","33080"
"In post","2022","Property","SEO/HEO","SEO","Heterosexual / straight","1135","1090","42440","41820"
"In post","2022","Property","SEO/HEO","SEO","LGBO","40","40","41690","41750"
"In post","2022","Property","SEO/HEO","SEO","Undeclared","165","155","43460","43790"
"In post","2022","Property","SEO/HEO","SEO","Unknown","250","235","43350","43650"
"In post","2022","Property","Unknown","Unknown","Heterosexual / straight","40","40","22470","22960"
"In post","2022","Property","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AO","Heterosexual / straight","50","45","21580","21550"
"In post","2022","Psychology","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Psychology","AA/AO","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Psychology","AA/AO","AO","Unknown","20","20","[c]","[c]"
"In post","2022","Psychology","EO","EO","Heterosexual / straight","305","300","26760","26850"
"In post","2022","Psychology","EO","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Psychology","EO","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Psychology","EO","EO","Unknown","70","65","29060","27380"
"In post","2022","Psychology","G6/G7","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Psychology","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","G7","Heterosexual / straight","65","60","63570","65000"
"In post","2022","Psychology","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Psychology","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","HEO","Heterosexual / straight","390","380","30610","30450"
"In post","2022","Psychology","SEO/HEO","HEO","LGBO","30","30","29810","30290"
"In post","2022","Psychology","SEO/HEO","HEO","Undeclared","30","30","31340","31180"
"In post","2022","Psychology","SEO/HEO","HEO","Unknown","60","60","30960","30450"
"In post","2022","Psychology","SEO/HEO","SEO","Heterosexual / straight","300","280","45840","46550"
"In post","2022","Psychology","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","SEO","Unknown","50","45","45660","46020"
"In post","2022","Psychology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","AA","Heterosexual / straight","95","95","19100","19010"
"In post","2022","Science and Engineering","AA/AO","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","AA","Unknown","50","50","18250","17790"
"In post","2022","Science and Engineering","AA/AO","AO","Heterosexual / straight","625","610","22310","22330"
"In post","2022","Science and Engineering","AA/AO","AO","LGBO","45","45","22380","22410"
"In post","2022","Science and Engineering","AA/AO","AO","Undeclared","100","95","22260","22270"
"In post","2022","Science and Engineering","AA/AO","AO","Unknown","170","165","22180","22230"
"In post","2022","Science and Engineering","EO","EO","Heterosexual / straight","1295","1270","26040","26370"
"In post","2022","Science and Engineering","EO","EO","LGBO","85","85","26240","26370"
"In post","2022","Science and Engineering","EO","EO","Undeclared","250","235","28050","28150"
"In post","2022","Science and Engineering","EO","EO","Unknown","350","335","25160","25460"
"In post","2022","Science and Engineering","G6/G7","G6","Heterosexual / straight","315","295","68740","67670"
"In post","2022","Science and Engineering","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","G6/G7","G6","Undeclared","85","75","67540","66850"
"In post","2022","Science and Engineering","G6/G7","G6","Unknown","160","150","70390","68470"
"In post","2022","Science and Engineering","G6/G7","G7","Heterosexual / straight","1240","1190","53720","53430"
"In post","2022","Science and Engineering","G6/G7","G7","LGBO","45","45","54850","54360"
"In post","2022","Science and Engineering","G6/G7","G7","Undeclared","210","200","53720","53430"
"In post","2022","Science and Engineering","G6/G7","G7","Unknown","1070","1020","52180","50050"
"In post","2022","Science and Engineering","SCS level","SCS level","Heterosexual / straight","65","60","96370","93100"
"In post","2022","Science and Engineering","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","Science and Engineering","SEO/HEO","HEO","Heterosexual / straight","1940","1860","33010","32730"
"In post","2022","Science and Engineering","SEO/HEO","HEO","LGBO","130","125","31940","31600"
"In post","2022","Science and Engineering","SEO/HEO","HEO","Undeclared","345","330","33440","33000"
"In post","2022","Science and Engineering","SEO/HEO","HEO","Unknown","795","780","30860","29230"
"In post","2022","Science and Engineering","SEO/HEO","SEO","Heterosexual / straight","2225","2135","41670","40800"
"In post","2022","Science and Engineering","SEO/HEO","SEO","LGBO","110","105","40410","40070"
"In post","2022","Science and Engineering","SEO/HEO","SEO","Undeclared","450","425","41710","40970"
"In post","2022","Science and Engineering","SEO/HEO","SEO","Unknown","835","805","40260","38600"
"In post","2022","Science and Engineering","Unknown","Unknown","Heterosexual / straight","610","605","41280","39860"
"In post","2022","Science and Engineering","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","Undeclared","90","85","43850","43180"
"In post","2022","Science and Engineering","Unknown","Unknown","Unknown","75","75","36820","32710"
"In post","2022","Security","AA/AO","AA","Heterosexual / straight","1975","1920","20630","19810"
"In post","2022","Security","AA/AO","AA","LGBO","65","65","20800","19810"
"In post","2022","Security","AA/AO","AA","Undeclared","200","195","20710","19810"
"In post","2022","Security","AA/AO","AA","Unknown","310","305","21380","19810"
"In post","2022","Security","AA/AO","AO","Heterosexual / straight","2015","1970","31940","31580"
"In post","2022","Security","AA/AO","AO","LGBO","95","95","32790","33200"
"In post","2022","Security","AA/AO","AO","Undeclared","335","325","34780","39070"
"In post","2022","Security","AA/AO","AO","Unknown","585","580","32060","30560"
"In post","2022","Security","EO","EO","Heterosexual / straight","785","765","33320","29080"
"In post","2022","Security","EO","EO","LGBO","40","40","34680","32090"
"In post","2022","Security","EO","EO","Undeclared","125","120","36710","39190"
"In post","2022","Security","EO","EO","Unknown","105","100","32680","28500"
"In post","2022","Security","G6/G7","G6","Heterosexual / straight","85","80","67770","67000"
"In post","2022","Security","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Security","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","G6/G7","G6","Unknown","25","25","[c]","[c]"
"In post","2022","Security","G6/G7","G7","Heterosexual / straight","250","250","56020","54760"
"In post","2022","Security","G6/G7","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Security","G6/G7","G7","Undeclared","40","40","56160","55210"
"In post","2022","Security","G6/G7","G7","Unknown","75","75","55070","54460"
"In post","2022","Security","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Security","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Security","SEO/HEO","HEO","Heterosexual / straight","815","795","36350","34260"
"In post","2022","Security","SEO/HEO","HEO","LGBO","45","45","35120","33300"
"In post","2022","Security","SEO/HEO","HEO","Undeclared","125","120","38370","35980"
"In post","2022","Security","SEO/HEO","HEO","Unknown","160","160","34870","33960"
"In post","2022","Security","SEO/HEO","SEO","Heterosexual / straight","515","505","43940","42010"
"In post","2022","Security","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Security","SEO/HEO","SEO","Undeclared","95","90","45230","42170"
"In post","2022","Security","SEO/HEO","SEO","Unknown","135","130","43450","41730"
"In post","2022","Security","Unknown","Unknown","Heterosexual / straight","145","145","32470","29680"
"In post","2022","Security","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Social Research","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Social Research","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Social Research","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","EO","Unknown","35","35","32180","33650"
"In post","2022","Social Research","G6/G7","G6","Heterosexual / straight","50","45","66970","66880"
"In post","2022","Social Research","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Social Research","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Social Research","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Social Research","G6/G7","G7","Heterosexual / straight","225","215","55230","54760"
"In post","2022","Social Research","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Social Research","G6/G7","G7","Undeclared","15","10","[c]","[c]"
"In post","2022","Social Research","G6/G7","G7","Unknown","40","35","54750","54080"
"In post","2022","Social Research","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Social Research","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","HEO","Heterosexual / straight","320","310","32630","31320"
"In post","2022","Social Research","SEO/HEO","HEO","LGBO","55","55","32570","31320"
"In post","2022","Social Research","SEO/HEO","HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","HEO","Unknown","45","45","32250","30710"
"In post","2022","Social Research","SEO/HEO","SEO","Heterosexual / straight","300","285","40690","40070"
"In post","2022","Social Research","SEO/HEO","SEO","LGBO","30","30","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","SEO","Unknown","65","60","40230","39230"
"In post","2022","Statistics","AA/AO","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Statistics","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","AA","Unknown","30","30","22060","22460"
"In post","2022","Statistics","AA/AO","AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Statistics","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Statistics","EO","EO","Heterosexual / straight","160","160","28250","28350"
"In post","2022","Statistics","EO","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Statistics","EO","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Statistics","EO","EO","Unknown","45","40","27960","28480"
"In post","2022","Statistics","G6/G7","G6","Heterosexual / straight","145","135","66990","66470"
"In post","2022","Statistics","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Statistics","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Statistics","G6/G7","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Statistics","G6/G7","G7","Heterosexual / straight","445","425","55990","55210"
"In post","2022","Statistics","G6/G7","G7","LGBO","35","35","54700","53130"
"In post","2022","Statistics","G6/G7","G7","Undeclared","40","40","57160","56480"
"In post","2022","Statistics","G6/G7","G7","Unknown","75","75","53490","52530"
"In post","2022","Statistics","SCS level","SCS level","Heterosexual / straight","45","45","83120","79130"
"In post","2022","Statistics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","HEO","Heterosexual / straight","440","425","33950","33370"
"In post","2022","Statistics","SEO/HEO","HEO","LGBO","65","60","33180","32010"
"In post","2022","Statistics","SEO/HEO","HEO","Undeclared","50","50","33930","33370"
"In post","2022","Statistics","SEO/HEO","HEO","Unknown","90","85","34170","33990"
"In post","2022","Statistics","SEO/HEO","SEO","Heterosexual / straight","425","410","41340","40520"
"In post","2022","Statistics","SEO/HEO","SEO","LGBO","45","40","40350","39390"
"In post","2022","Statistics","SEO/HEO","SEO","Undeclared","45","45","40840","40520"
"In post","2022","Statistics","SEO/HEO","SEO","Unknown","95","90","40260","39940"
"In post","2022","Tax","AA/AO","AO","Heterosexual / straight","1500","1400","21360","21250"
"In post","2022","Tax","AA/AO","AO","LGBO","175","165","21360","21250"
"In post","2022","Tax","AA/AO","AO","Undeclared","105","100","21660","21250"
"In post","2022","Tax","AA/AO","AO","Unknown","1625","1515","21330","21250"
"In post","2022","Tax","EO","EO","Heterosexual / straight","2605","2455","27410","26820"
"In post","2022","Tax","EO","EO","LGBO","245","235","26940","26820"
"In post","2022","Tax","EO","EO","Undeclared","275","250","28000","26820"
"In post","2022","Tax","EO","EO","Unknown","1675","1600","27340","26820"
"In post","2022","Tax","G6/G7","G6","Heterosexual / straight","530","500","69440","67910"
"In post","2022","Tax","G6/G7","G6","LGBO","25","25","[c]","[c]"
"In post","2022","Tax","G6/G7","G6","Undeclared","85","80","71010","68010"
"In post","2022","Tax","G6/G7","G6","Unknown","100","95","70240","67910"
"In post","2022","Tax","G6/G7","G7","Heterosexual / straight","1550","1495","56070","55210"
"In post","2022","Tax","G6/G7","G7","LGBO","115","115","55730","55210"
"In post","2022","Tax","G6/G7","G7","Undeclared","235","225","56000","55210"
"In post","2022","Tax","G6/G7","G7","Unknown","370","350","56530","55210"
"In post","2022","Tax","SCS level","SCS level","Heterosexual / straight","60","60","81620","78000"
"In post","2022","Tax","SCS level","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Tax","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Tax","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Tax","SEO/HEO","HEO","Heterosexual / straight","3665","3500","34180","33370"
"In post","2022","Tax","SEO/HEO","HEO","LGBO","255","250","33890","33370"
"In post","2022","Tax","SEO/HEO","HEO","Undeclared","440","415","34650","33370"
"In post","2022","Tax","SEO/HEO","HEO","Unknown","1660","1595","34350","33370"
"In post","2022","Tax","SEO/HEO","SEO","Heterosexual / straight","1590","1525","40910","40520"
"In post","2022","Tax","SEO/HEO","SEO","LGBO","65","60","40600","40520"
"In post","2022","Tax","SEO/HEO","SEO","Undeclared","205","195","41150","40520"
"In post","2022","Tax","SEO/HEO","SEO","Unknown","430","410","41160","40520"
"In post","2022","Unknown","AA/AO","AA","Heterosexual / straight","800","755","22190","22140"
"In post","2022","Unknown","AA/AO","AA","LGBO","100","100","21870","21050"
"In post","2022","Unknown","AA/AO","AA","Undeclared","45","45","22100","22140"
"In post","2022","Unknown","AA/AO","AA","Unknown","710","665","22290","22140"
"In post","2022","Unknown","AA/AO","AO","Heterosexual / straight","1565","1475","23180","21260"
"In post","2022","Unknown","AA/AO","AO","LGBO","150","145","22920","22020"
"In post","2022","Unknown","AA/AO","AO","Undeclared","115","105","23060","22080"
"In post","2022","Unknown","AA/AO","AO","Unknown","1355","1275","24120","24020"
"In post","2022","Unknown","EO","EO","Heterosexual / straight","3185","3085","28080","27500"
"In post","2022","Unknown","EO","EO","LGBO","325","320","27450","27230"
"In post","2022","Unknown","EO","EO","Undeclared","235","230","27910","27500"
"In post","2022","Unknown","EO","EO","Unknown","1690","1635","28320","27230"
"In post","2022","Unknown","G6/G7","G6","Heterosexual / straight","1575","1535","70400","69400"
"In post","2022","Unknown","G6/G7","G6","LGBO","120","115","69150","67550"
"In post","2022","Unknown","G6/G7","G6","Undeclared","135","130","70140","67910"
"In post","2022","Unknown","G6/G7","G6","Unknown","765","745","73460","72510"
"In post","2022","Unknown","G6/G7","G7","Heterosexual / straight","3075","2980","56700","54700"
"In post","2022","Unknown","G6/G7","G7","LGBO","300","295","55850","54700"
"In post","2022","Unknown","G6/G7","G7","Undeclared","345","335","57060","54700"
"In post","2022","Unknown","G6/G7","G7","Unknown","1785","1745","58370","56520"
"In post","2022","Unknown","SCS level","SCS level","Heterosexual / straight","730","715","94570","83230"
"In post","2022","Unknown","SCS level","SCS level","LGBO","45","45","90800","79710"
"In post","2022","Unknown","SCS level","SCS level","Undeclared","65","65","92540","88300"
"In post","2022","Unknown","SCS level","SCS level","Unknown","380","375","103270","95640"
"In post","2022","Unknown","SEO/HEO","HEO","Heterosexual / straight","3790","3690","34130","33370"
"In post","2022","Unknown","SEO/HEO","HEO","LGBO","390","385","33700","33300"
"In post","2022","Unknown","SEO/HEO","HEO","Undeclared","310","305","34010","33370"
"In post","2022","Unknown","SEO/HEO","HEO","Unknown","3405","3350","32110","32000"
"In post","2022","Unknown","SEO/HEO","SEO","Heterosexual / straight","3070","2980","43070","40940"
"In post","2022","Unknown","SEO/HEO","SEO","LGBO","260","255","41840","40600"
"In post","2022","Unknown","SEO/HEO","SEO","Undeclared","275","270","42320","40650"
"In post","2022","Unknown","SEO/HEO","SEO","Unknown","1135","1095","43380","42840"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G7","Heterosexual / straight","75","75","52760","52640"
"In post","2022","Veterinarian","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Veterinarian","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","SEO","Heterosexual / straight","165","160","39910","37530"
"In post","2022","Veterinarian","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","SEO","Undeclared","40","40","41370","37550"
"In post","2022","Veterinarian","SEO/HEO","SEO","Unknown","35","30","41580","37910"
"Leaver CS","2022","Commercial","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","EO","Heterosexual / straight","40","[c]","26080","26100"
"Leaver CS","2022","Commercial","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
