"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","Heterosexual / straight","40","40","56090","53050"
"In post","2022","Other ethnicity","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","Unknown","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","London","Heterosexual / straight","410","390","32990","31060"
"In post","2022","Other ethnicity","Operational Delivery","London","LGBO","35","35","37160","31400"
"In post","2022","Other ethnicity","Operational Delivery","London","Undeclared","35","35","29310","30010"
"In post","2022","Other ethnicity","Operational Delivery","London","Unknown","40","35","32200","29310"
"In post","2022","Other ethnicity","Operational Delivery","Outside London","Heterosexual / straight","535","505","27880","26820"
"In post","2022","Other ethnicity","Operational Delivery","Outside London","LGBO","50","50","28460","27470"
"In post","2022","Other ethnicity","Operational Delivery","Outside London","Undeclared","75","65","30870","28550"
"In post","2022","Other ethnicity","Operational Delivery","Outside London","Unknown","70","60","27700","27570"
"In post","2022","Other ethnicity","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","London","Heterosexual / straight","35","35","37120","31060"
"In post","2022","Other ethnicity","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","London","Undeclared","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Other","London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Other","Outside London","Heterosexual / straight","40","35","28560","27570"
"In post","2022","Other ethnicity","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Other","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","London","Heterosexual / straight","190","185","45780","40050"
"In post","2022","Other ethnicity","Policy","London","LGBO","30","30","46580","52270"
"In post","2022","Other ethnicity","Policy","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Policy","London","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Outside London","Heterosexual / straight","35","35","41130","38160"
"In post","2022","Other ethnicity","Policy","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Outside London","Heterosexual / straight","35","35","34990","34430"
"In post","2022","Other ethnicity","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Outside London","Heterosexual / straight","40","40","30120","31000"
"In post","2022","Other ethnicity","Tax","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","Heterosexual / straight","55","55","44430","40600"
"In post","2022","Other ethnicity","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Outside London","Heterosexual / straight","30","30","32950","31540"
"In post","2022","Other ethnicity","Unknown","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","Heterosexual / straight","30","30","37230","33950"
"In post","2022","Undeclared","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","Undeclared","150","145","40090","38650"
"In post","2022","Undeclared","Commercial","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","Undeclared","50","50","38170","38080"
"In post","2022","Undeclared","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
