"Status","Year","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Office of Gas and Electricity Markets","Female","55","50","61340","60180"
"In post","2022","Legal","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","Female","550","515","53360","53490"
"In post","2022","Legal","Scottish Government","Male","240","235","53880","53490"
"In post","2022","Legal","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Female","25","20","[c]","[c]"
"In post","2022","Legal","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","Female","20","20","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","Male","15","15","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Attorney General's Departments","Female","35","30","44490","40000"
"In post","2022","No function","Attorney General's Departments","Male","25","25","[c]","[c]"
"In post","2022","No function","Cabinet Office","Female","2355","2325","39670","32000"
"In post","2022","No function","Cabinet Office","Male","1855","1850","42860","34550"
"In post","2022","No function","Chancellor's other departments","Female","40","35","46700","40150"
"In post","2022","No function","Chancellor's other departments","Male","20","20","[c]","[c]"
"In post","2022","No function","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","Female","195","185","31340","29160"
"In post","2022","No function","Charity Commission","Male","110","105","31590","29160"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Female","4680","4400","39460","34500"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","Male","4120","4040","44310","40220"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Female","890","870","46530","51490"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Male","695","690","46810","51730"
"In post","2022","No function","Department for Education","Female","3105","2930","43660","40230"
"In post","2022","No function","Department for Education","Male","1680","1660","45470","40780"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Female","3895","3680","36920","33310"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","Male","2935","2875","38590","35890"
"In post","2022","No function","Department for International Trade","Female","940","930","45920","40600"
"In post","2022","No function","Department for International Trade","Male","1075","1065","48160","44030"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Female","1605","1525","44180","39600"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","Male","1550","1505","45840","42880"
"In post","2022","No function","Department for Transport","Female","5565","4820","28050","21840"
"In post","2022","No function","Department for Transport","Male","6535","6275","32870","27620"
"In post","2022","No function","Department for Work and Pensions","Female","48665","41890","26730","27570"
"In post","2022","No function","Department for Work and Pensions","Male","24320","23385","27560","27570"
"In post","2022","No function","Department of Health and Social Care","Female","5675","5245","43370","38770"
"In post","2022","No function","Department of Health and Social Care","Male","2845","2750","48680","41130"
"In post","2022","No function","Food Standards Agency","Female","425","415","37970","37350"
"In post","2022","No function","Food Standards Agency","Male","635","615","34630","29720"
"In post","2022","No function","Foreign, Commonwealth and Development Office","Female","1745","1705","46210","39110"
"In post","2022","No function","Foreign, Commonwealth and Development Office","Male","1850","1840","50340","45660"
"In post","2022","No function","HM Land Registry","Female","3310","2910","28290","27130"
"In post","2022","No function","HM Land Registry","Male","1910","1785","29320","27130"
"In post","2022","No function","HM Revenue and Customs","Female","18290","16050","29640","26590"
"In post","2022","No function","HM Revenue and Customs","Male","15525","14905","31790","26820"
"In post","2022","No function","HM Treasury","Female","885","855","46580","42300"
"In post","2022","No function","HM Treasury","Male","960","950","49250","52500"
"In post","2022","No function","Ministry of Defence","Female","1060","995","36870","35630"
"In post","2022","No function","Ministry of Defence","Male","2695","2625","39020","38070"
"In post","2022","No function","Ministry of Justice","Female","46500","42700","28860","25700"
"In post","2022","No function","Ministry of Justice","Male","34495","33000","30490","28550"
"In post","2022","No function","National Crime Agency","Female","2050","1970","37580","36410"
"In post","2022","No function","National Crime Agency","Male","2725","2700","42480","40170"
"In post","2022","No function","Northern Ireland Office","Female","65","60","45840","41750"
"In post","2022","No function","Northern Ireland Office","Male","55","55","47490","42350"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Female","1005","960","51210","51360"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","Male","405","400","56070","59810"
"In post","2022","No function","Office of Gas and Electricity Markets","Female","395","385","38930","33400"
"In post","2022","No function","Office of Gas and Electricity Markets","Male","480","475","41430","34000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Female","145","140","43110","38000"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","Male","75","75","49470","46660"
"In post","2022","No function","Office of Rail and Road","Female","95","90","49660","50810"
"In post","2022","No function","Office of Rail and Road","Male","140","140","58910","57540"
"In post","2022","No function","Office of the Secretary of State for Scotland","Female","20","20","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Scotland","Male","20","20","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Female","15","10","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Male","15","15","[c]","[c]"
"In post","2022","No function","Scottish Government","Female","4130","3810","29100","27080"
"In post","2022","No function","Scottish Government","Male","3920","3680","32080","34600"
"In post","2022","No function","The National Archives","Female","190","180","34160","30930"
"In post","2022","No function","The National Archives","Male","150","145","33660","28460"
"In post","2022","No function","UK Statistics Authority","Female","1625","1320","26760","23470"
"In post","2022","No function","UK Statistics Authority","Male","985","810","27440","20350"
"In post","2022","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Water Services Regulation Authority","Female","50","50","50110","41620"
"In post","2022","No function","Water Services Regulation Authority","Male","50","45","58430","55240"
"In post","2022","No function","Welsh Government","Female","20","20","[c]","[c]"
"In post","2022","No function","Welsh Government","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","Male","25","25","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","Female","105","100","58780","54700"
"In post","2022","Project Delivery","Cabinet Office","Male","110","110","70600","60570"
"In post","2022","Project Delivery","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Chancellor's other departments","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","Female","200","190","59100","55860"
"In post","2022","Project Delivery","Competition and Markets Authority","Male","175","170","65170","60230"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","395","375","41860","40040"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","460","450","44980","42430"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","Female","55","55","44740","41990"
"In post","2022","Project Delivery","Department for Education","Male","35","35","42540","36570"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Female","200","180","32770","29180"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Male","130","125","34130","32310"
"In post","2022","Project Delivery","Department for International Trade","Female","35","35","48020","51710"
"In post","2022","Project Delivery","Department for International Trade","Male","25","25","[c]","[c]"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Female","105","105","45310","40790"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Male","85","85","43610","41410"
"In post","2022","Project Delivery","Department for Transport","Female","280","270","43880","41230"
"In post","2022","Project Delivery","Department for Transport","Male","315","310","49360","48770"
"In post","2022","Project Delivery","Department for Work and Pensions","Female","950","810","34070","31990"
"In post","2022","Project Delivery","Department for Work and Pensions","Male","540","515","36880","33170"
"In post","2022","Project Delivery","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Estyn","Female","55","50","59930","75480"
"In post","2022","Project Delivery","Estyn","Male","40","40","72760","75480"
"In post","2022","Project Delivery","Food Standards Agency","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Female","1130","1090","50560","52430"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","Male","760","750","54190","55060"
"In post","2022","Project Delivery","HM Land Registry","Female","105","105","37670","38550"
"In post","2022","Project Delivery","HM Land Registry","Male","75","75","40230","38550"
"In post","2022","Project Delivery","HM Revenue and Customs","Female","2635","2475","44990","40520"
"In post","2022","Project Delivery","HM Revenue and Customs","Male","2430","2350","47020","40520"
"In post","2022","Project Delivery","HM Treasury","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","HM Treasury","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","Female","5040","4745","36750","33900"
"In post","2022","Project Delivery","Ministry of Defence","Male","9145","8980","40300","39460"
"In post","2022","Project Delivery","Ministry of Justice","Female","165","165","41080","39360"
"In post","2022","Project Delivery","Ministry of Justice","Male","125","125","42850","41420"
"In post","2022","Project Delivery","National Crime Agency","Female","55","50","43180","40170"
"In post","2022","Project Delivery","National Crime Agency","Male","35","35","48090","48060"
"In post","2022","Project Delivery","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","20","20","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Scottish Government","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","UK Export Finance","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","UK Statistics Authority","Female","165","155","39440","36840"
"In post","2022","Project Delivery","UK Statistics Authority","Male","90","85","44150","38160"
"In post","2022","Project Delivery","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","Property","Attorney General's Departments","Male","15","10","[c]","[c]"
"In post","2022","Property","Cabinet Office","Female","200","195","46880","42300"
"In post","2022","Property","Cabinet Office","Male","225","220","53800","54700"
"In post","2022","Property","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy","Female","40","35","36520","31750"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy","Male","40","40","35310","25630"
"In post","2022","Property","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education","Female","240","235","48260","50130"
"In post","2022","Property","Department for Education","Male","330","325","53120","54160"
"In post","2022","Property","Department for Environment, Food and Rural Affairs","Female","235","220","36070","32560"
"In post","2022","Property","Department for Environment, Food and Rural Affairs","Male","180","175","42560","38750"
"In post","2022","Property","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2022","Property","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Transport","Female","70","65","32670","30730"
"In post","2022","Property","Department for Transport","Male","70","65","35400","30890"
"In post","2022","Property","Department for Work and Pensions","Female","95","85","40300","36910"
"In post","2022","Property","Department for Work and Pensions","Male","115","110","44580","38500"
"In post","2022","Property","Department of Health and Social Care","Female","35","35","37490","38930"
"In post","2022","Property","Department of Health and Social Care","Male","40","40","42400","37680"
"In post","2022","Property","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office","Female","80","80","40740","36220"
"In post","2022","Property","Foreign, Commonwealth and Development Office","Male","350","350","42750","41090"
"In post","2022","Property","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2022","Property","HM Land Registry","Male","10","10","[c]","[c]"
"In post","2022","Property","HM Revenue and Customs","Female","1880","1710","32660","28030"
"In post","2022","Property","HM Revenue and Customs","Male","1860","1795","36510","32890"
"In post","2022","Property","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Defence","Female","910","875","30570","33000"
"In post","2022","Property","Ministry of Defence","Male","1550","1515","31730","33000"
"In post","2022","Property","Ministry of Justice","Female","250","240","37660","34990"
"In post","2022","Property","Ministry of Justice","Male","310","300","47100","46360"
"In post","2022","Property","National Crime Agency","Female","15","15","[c]","[c]"
"In post","2022","Property","National Crime Agency","Male","20","15","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Government","Female","35","35","28760","26900"
"In post","2022","Property","Scottish Government","Male","235","230","33090","31050"
"In post","2022","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","The National Archives","Male","10","10","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Attorney General's Departments","Female","35","35","33810","30130"
"In post","2022","Security","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2022","Security","Cabinet Office","Female","510","480","32990","32000"
"In post","2022","Security","Cabinet Office","Male","485","470","34860","33300"
"In post","2022","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2022","Security","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy","Male","35","35","44760","41020"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education","Female","10","10","[c]","[c]"
"In post","2022","Security","Department for Education","Male","25","25","[c]","[c]"
"In post","2022","Security","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2022","Security","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","Female","70","70","40510","35980"
"In post","2022","Security","Department for Transport","Male","165","160","37280","36630"
"In post","2022","Security","Department for Work and Pensions","Female","70","60","29910","27570"
"In post","2022","Security","Department for Work and Pensions","Male","60","60","32780","31990"
"In post","2022","Security","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2022","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Female","180","175","39620","36440"
"In post","2022","Security","Foreign, Commonwealth and Development Office","Male","440","430","39550","34770"
"In post","2022","Security","HM Revenue and Customs","Female","75","70","39640","40520"
"In post","2022","Security","HM Revenue and Customs","Male","120","115","46130","40520"
"In post","2022","Security","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","HM Treasury","Male","5","5","[c]","[c]"
"In post","2022","Security","Ministry of Defence","Female","1300","1260","30240","26740"
"In post","2022","Security","Ministry of Defence","Male","6050","5940","30800","27670"
"In post","2022","Security","Ministry of Justice","Female","410","405","37210","33480"
"In post","2022","Security","Ministry of Justice","Male","425","420","41930","38750"
"In post","2022","Security","National Crime Agency","Female","30","30","33220","32260"
"In post","2022","Security","National Crime Agency","Male","15","15","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Male","5","5","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Female","25","20","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Male","35","35","40260","36840"
"In post","2022","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","Female","100","90","47480","42410"
"In post","2022","Unknown","Attorney General's Departments","Male","65","65","45680","39750"
"In post","2022","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Female","100","100","38450","36590"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Male","60","60","46030","53200"
"In post","2022","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Female","1000","915","38860","35310"
"In post","2022","Unknown","Department for Work and Pensions","Male","740","725","39110","35310"
"In post","2022","Unknown","Department of Health and Social Care","Female","155","150","46910","49530"
"In post","2022","Unknown","Department of Health and Social Care","Male","80","80","49970","49530"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Female","145","140","48950","45870"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Male","65","65","52960","44110"
"In post","2022","Unknown","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Female","15","15","[c]","[c]"
"In post","2022","Unknown","HM Treasury","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Home Office","Female","18875","17210","32070","28350"
"In post","2022","Unknown","Home Office","Male","17665","17020","33290","28650"
"In post","2022","Unknown","Ministry of Defence","Female","9125","8585","30270","26350"
"In post","2022","Unknown","Ministry of Defence","Male","10105","9940","33550","29930"
"In post","2022","Unknown","Ministry of Justice","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Female","50","50","47620","48670"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Female","8415","7945","39780","34600"
"In post","2022","Unknown","Scottish Government","Male","6920","6795","40610","36130"
"In post","2022","Unknown","Welsh Government","Female","3510","3250","40780","38160"
"In post","2022","Unknown","Welsh Government","Male","2385","2320","43640","38160"
"Leaver CS","2022","Analysis","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Chancellor's other departments","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Chancellor's other departments","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
