"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","70","65","50720","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","50","50","51510","53130"
"In post","2022","Finance","Department for Transport (excl. agencies)","Female","75","75","47610","46300"
"In post","2022","Finance","Department for Transport (excl. agencies)","Male","110","105","50870","54110"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Female","1015","925","36290","34290"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Male","910","875","39900","35310"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Female","325","315","40200","36840"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Male","180","180","45490","40650"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Female","80","75","31220","26780"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Male","60","60","35600","32020"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Female","55","50","38090","33750"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Male","45","45","37880","36350"
"In post","2022","Finance","Education and Skills Funding Agency","Female","380","360","38530","36500"
"In post","2022","Finance","Education and Skills Funding Agency","Male","410","405","41210","36960"
"In post","2022","Finance","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Female","25","25","[c]","[c]"
"In post","2022","Finance","FCDO Services","Male","30","30","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Female","25","25","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Male","25","25","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","140","135","44740","39440"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","120","115","47160","44290"
"In post","2022","Finance","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Male","5","5","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Female","10","10","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Female","20","20","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Male","20","20","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Female","20","20","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Male","15","15","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Female","100","90","38400","34380"
"In post","2022","Finance","HM Courts and Tribunals Service","Male","65","65","42550","41420"
"In post","2022","Finance","HM Land Registry","Female","30","25","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Female","1545","1335","32580","26820"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Male","1145","1100","36730","33370"
"In post","2022","Finance","HM Treasury (excl. agencies)","Female","50","45","49900","52770"
"In post","2022","Finance","HM Treasury (excl. agencies)","Male","50","50","50520","55840"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Male","5","5","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Female","15","15","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Male","10","10","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Male","5","5","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Female","20","20","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Male","15","15","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Female","20","20","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Male","15","15","[c]","[c]"
"In post","2022","Finance","Met Office","Female","15","10","[c]","[c]"
"In post","2022","Finance","Met Office","Male","15","15","[c]","[c]"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Female","975","925","36120","33000"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Male","645","635","41610","37640"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Female","295","285","41940","41100"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Male","240","235","45570","41750"
"In post","2022","Finance","National Crime Agency","Female","40","40","36250","36740"
"In post","2022","Finance","National Crime Agency","Male","15","15","[c]","[c]"
"In post","2022","Finance","National Savings and Investments","Female","15","10","[c]","[c]"
"In post","2022","Finance","National Savings and Investments","Male","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Female","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Female","15","15","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Male","20","20","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Female","20","20","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Female","10","10","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Male","5","5","[c]","[c]"
"In post","2022","Finance","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Registers of Scotland","Female","20","15","[c]","[c]"
"In post","2022","Finance","Registers of Scotland","Male","10","10","[c]","[c]"
"In post","2022","Finance","Scottish Courts and Tribunals Service","Female","25","25","[c]","[c]"
"In post","2022","Finance","Scottish Courts and Tribunals Service","Male","10","10","[c]","[c]"
"In post","2022","Finance","Scottish Prison Service","Female","55","50","33960","29540"
"In post","2022","Finance","Scottish Prison Service","Male","15","15","[c]","[c]"
"In post","2022","Finance","Serious Fraud Office","Female","5","5","[c]","[c]"
"In post","2022","Finance","Serious Fraud Office","Male","10","10","[c]","[c]"
"In post","2022","Finance","Submarine Delivery Agency","Female","25","25","[c]","[c]"
"In post","2022","Finance","Submarine Delivery Agency","Male","25","25","[c]","[c]"
"In post","2022","Finance","The Insolvency Service","Female","20","20","[c]","[c]"
"In post","2022","Finance","The Insolvency Service","Male","20","20","[c]","[c]"
"In post","2022","Finance","The National Archives","Female","5","5","[c]","[c]"
"In post","2022","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Debt Management Office","Male","10","10","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Female","25","25","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Male","35","35","50580","43000"
"In post","2022","Finance","UK Health Security Agency","Female","55","55","35850","31330"
"In post","2022","Finance","UK Health Security Agency","Male","50","50","49650","48860"
"In post","2022","Finance","UK Hydrographic Office","Female","10","10","[c]","[c]"
"In post","2022","Finance","UK Hydrographic Office","Male","5","5","[c]","[c]"
"In post","2022","Finance","UK Space Agency","Female","10","10","[c]","[c]"
"In post","2022","Finance","UK Space Agency","Male","5","5","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Female","35","30","31990","26550"
"In post","2022","Finance","UK Statistics Authority","Male","20","20","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Female","35","30","42720","36120"
"In post","2022","Finance","Valuation Office Agency","Male","40","40","43450","40160"
"In post","2022","Finance","Vehicle Certification Agency","Female","10","5","[c]","[c]"
"In post","2022","Finance","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Veterinary Medicines Directorate","Female","5","5","[c]","[c]"
"In post","2022","Finance","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Female","15","15","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2022","Finance","Welsh Revenue Authority","Female","5","5","[c]","[c]"
"In post","2022","Finance","Welsh Revenue Authority","Male","5","5","[c]","[c]"
"In post","2022","Finance","Wilton Park","Female","5","5","[c]","[c]"
"In post","2022","Finance","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Rural Payments Agency","Female","1350","1190","24830","21300"
"In post","2022","Grants Management","Rural Payments Agency","Male","965","940","25640","21300"
"In post","2022","Grants Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Female","25","25","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Female","745","700","38830","34550"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Male","405","395","40830","37300"
"In post","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Female","15","15","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Companies House","Female","45","40","36740","33000"
"In post","2022","Human Resources","Companies House","Male","15","15","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Female","30","30","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Female","30","30","39430","37120"
"In post","2022","Human Resources","Crown Commercial Service","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Female","35","30","33370","30040"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Female","130","125","40550","33930"
"In post","2022","Human Resources","Crown Prosecution Service","Male","50","50","43820","38180"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Female","180","165","36310","32160"
"In post","2022","Human Resources","Defence Equipment and Support","Male","50","50","41310","37620"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Female","70","65","34960","29230"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Male","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","75","75","46350","47520"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","35","35","49180","45900"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Female","55","55","43250","34990"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Female","115","105","34590","30200"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Male","35","30","37640","29360"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","225","210","41010","37280"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","85","85","42900","39590"
"In post","2022","Human Resources","Department for International Trade","Female","90","90","45390","45380"
"In post","2022","Human Resources","Department for International Trade","Male","35","35","42740","36540"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","60","60","40840","33620"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Female","70","70","43860","38650"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Female","965","885","34870","31990"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Male","545","530","33060","27780"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Female","105","105","39360","32790"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Male","50","50","36950","32790"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Female","150","140","31390","30730"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Male","40","40","33070","30890"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Female","70","65","36190","34290"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Male","55","55","35000","33350"
"In post","2022","Human Resources","Education and Skills Funding Agency","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Female","35","35","39500","33050"
"In post","2022","Human Resources","FCDO Services","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Female","30","25","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Female","180","170","44390","38060"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Male","115","115","52260","52460"
"In post","2022","Human Resources","Government Actuary's Department","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Female","45","40","38540","33700"
"In post","2022","Human Resources","Government Legal Department","Male","25","20","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Female","75","65","38200","33190"
"In post","2022","Human Resources","Health and Safety Executive","Male","35","35","42830","41310"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Female","60","55","41380","36050"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Female","75","70","37540","33840"
"In post","2022","Human Resources","HM Land Registry","Male","25","25","[c]","[c]"
"In post","2022","Human Resources","HM Prison and Probation Service","Female","90","90","46170","46080"
"In post","2022","Human Resources","HM Prison and Probation Service","Male","70","70","48740","48410"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Female","1090","1000","37330","33370"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Male","585","565","36020","33370"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Female","80","70","39460","37900"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Female","50","45","36790","31300"
"In post","2022","Human Resources","Intellectual Property Office","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Female","30","25","32520","31380"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","25","25","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Met Office","Female","55","50","38570","33930"
"In post","2022","Human Resources","Met Office","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Female","1265","1160","30760","26670"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Male","555","545","33890","30200"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Female","675","655","40030","34260"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Male","265","255","40100","36050"
"In post","2022","Human Resources","National Crime Agency","Female","110","100","39960","38210"
"In post","2022","Human Resources","National Crime Agency","Male","65","65","41660","39980"
"In post","2022","Human Resources","National Savings and Investments","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","35","35","43510","39850"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Female","35","35","40700","37230"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Male","5","5","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Registers of Scotland","Female","30","30","40680","37710"
"In post","2022","Human Resources","Registers of Scotland","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","Scottish Prison Service","Female","90","85","33500","35000"
"In post","2022","Human Resources","Scottish Prison Service","Male","40","40","40410","40290"
"In post","2022","Human Resources","Serious Fraud Office","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","The Insolvency Service","Female","30","30","41810","42160"
"In post","2022","Human Resources","The Insolvency Service","Male","15","15","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Female","20","15","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Female","20","20","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Health Security Agency","Female","200","190","42500","36330"
"In post","2022","Human Resources","UK Health Security Agency","Male","75","70","44760","40070"
"In post","2022","Human Resources","UK Hydrographic Office","Female","15","15","[c]","[c]"
"In post","2022","Human Resources","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Female","115","105","39280","35180"
"In post","2022","Human Resources","UK Statistics Authority","Male","30","30","36440","32450"
"In post","2022","Human Resources","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Valuation Office Agency","Female","65","60","40820","34000"
"In post","2022","Human Resources","Valuation Office Agency","Male","25","25","[c]","[c]"
"In post","2022","Human Resources","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Female","5","5","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","Female","185","175","46160","43270"
"In post","2022","Internal Audit","Government Internal Audit Agency","Male","180","175","52310","49750"
"In post","2022","Internal Audit","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Female","35","35","50430","48300"
"In post","2022","Internal Audit","HM Prison and Probation Service","Male","25","25","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Female","40","35","49330","43710"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Male","30","25","[c]","[c]"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Female","10","10","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Female","75","75","38010","33300"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Male","60","60","40340","37000"
"In post","2022","Internal Audit","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Female","5","5","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Female","20","20","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Male","10","10","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2022","Legal","Cabinet Office (excl. agencies)","Male","35","35","80430","79600"
"In post","2022","Legal","Charity Commission","Female","25","20","[c]","[c]"
"In post","2022","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Companies House","Female","5","5","[c]","[c]"
"In post","2022","Legal","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Female","90","85","63340","59870"
"In post","2022","Legal","Competition and Markets Authority","Male","80","80","73360","72430"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Female","505","470","54010","53490"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","Male","220","215","54770","53490"
"In post","2022","Legal","Crown Prosecution Service","Female","4275","3880","39770","33120"
"In post","2022","Legal","Crown Prosecution Service","Male","2040","1990","45270","48080"
"In post","2022","Legal","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Defence Science and Technology Laboratory","Male","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education (excl. agencies)","Female","50","45","53590","58980"
"In post","2022","Legal","Department for Education (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Female","35","30","28890","27570"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Driver and Vehicle Standards Agency","Male","5","5","[c]","[c]"
"In post","2022","Legal","FCDO Services","Female","20","15","[c]","[c]"
"In post","2022","Legal","FCDO Services","Male","45","30","53640","56290"
"In post","2022","Legal","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Female","35","35","64030","68400"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Male","35","35","61710","66340"
"In post","2022","Legal","Government Legal Department","Female","1625","1465","54830","51940"
"In post","2022","Legal","Government Legal Department","Male","845","825","55590","52730"
"In post","2022","Legal","Health and Safety Executive","Female","10","10","[c]","[c]"
"In post","2022","Legal","Health and Safety Executive","Male","10","10","[c]","[c]"
