"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","EO","Female","60","55","26430","26000"
"In post","2022","Digital, Data & Technology","Department for Education","EO","Male","70","70","26520","25000"
"In post","2022","Digital, Data & Technology","Department for Education","G6/G7","Female","180","170","55190","53420"
"In post","2022","Digital, Data & Technology","Department for Education","G6/G7","Male","180","175","54720","53420"
"In post","2022","Digital, Data & Technology","Department for Education","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","SEO/HEO","Female","245","235","35310","36500"
"In post","2022","Digital, Data & Technology","Department for Education","SEO/HEO","Male","220","220","35600","36500"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Female","60","55","26320","25200"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Male","60","60","26120","25360"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Female","165","160","52280","49300"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Male","250","250","53260","50520"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","150","145","35260","35900"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","200","200","35140","35900"
"In post","2022","Digital, Data & Technology","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","EO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","EO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","G6/G7","Female","30","30","56880","56000"
"In post","2022","Digital, Data & Technology","Department for International Trade","G6/G7","Male","40","40","59980","58100"
"In post","2022","Digital, Data & Technology","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for International Trade","SEO/HEO","Female","35","35","37590","36270"
"In post","2022","Digital, Data & Technology","Department for International Trade","SEO/HEO","Male","35","35","39400","41300"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Female","35","35","55470","53130"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6/G7","Male","40","40","56450","53130"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","50","50","38790","39600"
"In post","2022","Digital, Data & Technology","Department for Transport","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Transport","AA/AO","Male","40","40","21280","21840"
"In post","2022","Digital, Data & Technology","Department for Transport","EO","Female","80","75","26590","26470"
"In post","2022","Digital, Data & Technology","Department for Transport","EO","Male","210","210","27160","26470"
"In post","2022","Digital, Data & Technology","Department for Transport","G6/G7","Female","60","55","56320","53970"
"In post","2022","Digital, Data & Technology","Department for Transport","G6/G7","Male","165","160","63490","61620"
"In post","2022","Digital, Data & Technology","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Transport","SEO/HEO","Female","215","205","36610","35430"
"In post","2022","Digital, Data & Technology","Department for Transport","SEO/HEO","Male","485","480","40350","39960"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Female","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Male","40","35","21300","21260"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","EO","Female","290","255","27790","27570"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","EO","Male","605","570","27930","27570"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Female","395","380","56020","53590"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Male","895","885","60020","59000"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","SCS level","Male","35","35","97480","95980"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Female","665","625","35490","35310"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Male","1155","1135","37200","36190"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","EO","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","EO","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Female","70","65","57250","53360"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Male","65","65","58610","53970"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Female","115","115","35500","33100"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Male","135","135","36560","36120"
"In post","2022","Digital, Data & Technology","Food Standards Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Male","45","40","29260","26990"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Female","30","30","57410","54720"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6/G7","Male","55","50","57640","56610"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Female","55","55","37990","38500"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO/HEO","Male","125","125","40250","38600"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","EO","Female","65","55","29230","27130"
"In post","2022","Digital, Data & Technology","HM Land Registry","EO","Male","125","125","29630","29760"
"In post","2022","Digital, Data & Technology","HM Land Registry","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","G6/G7","Male","35","35","60170","57860"
"In post","2022","Digital, Data & Technology","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","SEO/HEO","Female","140","130","40300","38550"
"In post","2022","Digital, Data & Technology","HM Land Registry","SEO/HEO","Male","265","255","40610","38550"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","EO","Female","180","165","27640","26820"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","EO","Male","215","210","27420","26820"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Female","260","250","58760","55210"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","G6/G7","Male","475","470","58270","55210"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","SCS level","Male","40","40","95140","86570"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Female","685","655","36930","35980"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","SEO/HEO","Male","1090","1065","36990","35980"
"In post","2022","Digital, Data & Technology","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence","AA/AO","Female","235","225","21920","21380"
"In post","2022","Digital, Data & Technology","Ministry of Defence","AA/AO","Male","220","215","22030","21380"
"In post","2022","Digital, Data & Technology","Ministry of Defence","EO","Female","320","305","26960","26670"
"In post","2022","Digital, Data & Technology","Ministry of Defence","EO","Male","505","500","27590","26670"
"In post","2022","Digital, Data & Technology","Ministry of Defence","G6/G7","Female","90","85","56930","54540"
"In post","2022","Digital, Data & Technology","Ministry of Defence","G6/G7","Male","180","180","58610","55550"
"In post","2022","Digital, Data & Technology","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Female","530","510","35720","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence","SEO/HEO","Male","1045","1035","37260","36460"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Unknown","Female","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Unknown","Male","40","40","35190","34890"
"In post","2022","Digital, Data & Technology","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","EO","Female","55","55","26740","26900"
"In post","2022","Digital, Data & Technology","Ministry of Justice","EO","Male","70","70","26430","25120"
"In post","2022","Digital, Data & Technology","Ministry of Justice","G6/G7","Female","180","175","58790","58130"
"In post","2022","Digital, Data & Technology","Ministry of Justice","G6/G7","Male","350","345","60480","59290"
"In post","2022","Digital, Data & Technology","Ministry of Justice","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Female","255","250","37700","36050"
"In post","2022","Digital, Data & Technology","Ministry of Justice","SEO/HEO","Male","335","330","37910","36050"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","EO","Female","35","30","31460","32260"
"In post","2022","Digital, Data & Technology","National Crime Agency","EO","Male","35","35","31200","30560"
"In post","2022","Digital, Data & Technology","National Crime Agency","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","SEO/HEO","Female","60","55","42220","40170"
"In post","2022","Digital, Data & Technology","National Crime Agency","SEO/HEO","Male","75","75","44250","45480"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","Male","35","35","65910","65280"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","EO","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","EO","Male","65","65","30480","30450"
"In post","2022","Digital, Data & Technology","Scottish Government","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO/HEO","Female","30","30","39140","37710"
"In post","2022","Digital, Data & Technology","Scottish Government","SEO/HEO","Male","75","75","42360","40290"
"In post","2022","Digital, Data & Technology","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","EO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","EO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","SEO/HEO","Female","40","35","38550","36790"
"In post","2022","Digital, Data & Technology","The National Archives","SEO/HEO","Male","50","50","42370","40630"
"In post","2022","Digital, Data & Technology","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","Female","30","30","24490","23880"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","EO","Male","55","50","24490","23880"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6/G7","Female","85","80","52840","50380"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","G6/G7","Male","175","170","53850","51210"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","Female","105","100","35200","36840"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","Male","195","195","35190","36840"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","EO","Female","20","20","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","EO","Male","15","15","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Finance","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","Female","10","10","[c]","[c]"
"In post","2022","Finance","Cabinet Office","EO","Male","10","10","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Finance","Cabinet Office","G6/G7","Male","40","40","57350","56000"
"In post","2022","Finance","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Finance","Cabinet Office","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Finance","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
