"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","London","40","40","47100","54700"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South West (England)","20","20","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","Wales","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","London","10","10","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","North East (England)","10","10","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","North West (England)","15","15","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","South West (England)","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","North West (England)","10","10","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","South West (England)","20","20","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","London","20","20","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","The National Archives","London","5","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","UK Statistics Authority","Wales","10","5","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","London","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
