"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Overseas","SEO/HEO","LGBO","50","50","36370","34220"
"In post","2022","White","Overseas","SEO/HEO","Undeclared","65","65","37630","34770"
"In post","2022","White","Overseas","SEO/HEO","Unknown","50","50","42420","41900"
"In post","2022","White","Overseas","Unknown","Heterosexual / straight","110","110","[c]","[c]"
"In post","2022","White","Overseas","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","AA/AO","Heterosexual / straight","90","85","21590","21260"
"In post","2022","White","Unknown","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","White","Unknown","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Unknown","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","White","Unknown","EO","Heterosexual / straight","175","165","27770","27570"
"In post","2022","White","Unknown","EO","LGBO","20","20","[c]","[c]"
"In post","2022","White","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","White","Unknown","G6/G7","Heterosexual / straight","80","80","56120","54000"
"In post","2022","White","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","White","Unknown","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","SEO/HEO","Heterosexual / straight","210","200","37170","36650"
"In post","2022","White","Unknown","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","White","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Unknown","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Heterosexual / straight","75","70","29690","27370"
"In post","2022","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA/AO","Heterosexual / straight","180","[c]","23500","23720"
"Leaver CS","2022","Asian","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","AA/AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","EO","Heterosexual / straight","275","[c]","29380","30750"
"Leaver CS","2022","Asian","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","EO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G6/G7","Heterosexual / straight","135","[c]","59060","57730"
"Leaver CS","2022","Asian","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SEO/HEO","Heterosexual / straight","240","[c]","37550","36950"
"Leaver CS","2022","Asian","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","SEO/HEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA/AO","Heterosexual / straight","355","[c]","21310","21260"
"Leaver CS","2022","Asian","Outside London","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","AA/AO","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","EO","Heterosexual / straight","280","[c]","27110","27570"
"Leaver CS","2022","Asian","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","EO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6/G7","Heterosexual / straight","35","[c]","59990","56820"
"Leaver CS","2022","Asian","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SEO/HEO","Heterosexual / straight","155","[c]","36580","36780"
"Leaver CS","2022","Asian","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA/AO","Heterosexual / straight","145","[c]","23820","23770"
"Leaver CS","2022","Black","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","EO","Heterosexual / straight","270","[c]","30000","31060"
"Leaver CS","2022","Black","London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6/G7","Heterosexual / straight","75","[c]","57890","55400"
"Leaver CS","2022","Black","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SEO/HEO","Heterosexual / straight","150","[c]","37650","36930"
"Leaver CS","2022","Black","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA/AO","Heterosexual / straight","170","[c]","21410","21260"
"Leaver CS","2022","Black","Outside London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","AA/AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","EO","Heterosexual / straight","140","[c]","27510","27570"
"Leaver CS","2022","Black","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO/HEO","Heterosexual / straight","100","[c]","37280","36370"
"Leaver CS","2022","Black","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA/AO","Heterosexual / straight","45","[c]","23410","23770"
"Leaver CS","2022","Mixed","London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","EO","Heterosexual / straight","75","[c]","29650","31060"
"Leaver CS","2022","Mixed","London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6/G7","Heterosexual / straight","40","[c]","60790","58600"
"Leaver CS","2022","Mixed","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO/HEO","Heterosexual / straight","60","[c]","38170","37010"
"Leaver CS","2022","Mixed","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA/AO","Heterosexual / straight","155","[c]","21120","21260"
"Leaver CS","2022","Mixed","Outside London","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","EO","Heterosexual / straight","125","[c]","26960","27570"
"Leaver CS","2022","Mixed","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SEO/HEO","Heterosexual / straight","60","[c]","36820","37320"
"Leaver CS","2022","Mixed","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
