"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","West Midlands (England)","HEO","95","95","33060","32730"
"In post","2022","Science and Engineering","West Midlands (England)","SEO","75","70","41310","40100"
"In post","2022","Science and Engineering","Yorkshire and The Humber","AA","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","AO","45","45","22080","21980"
"In post","2022","Science and Engineering","Yorkshire and The Humber","EO","145","140","26740","26370"
"In post","2022","Science and Engineering","Yorkshire and The Humber","G6","10","10","67780","68330"
"In post","2022","Science and Engineering","Yorkshire and The Humber","G7","35","35","52330","51810"
"In post","2022","Science and Engineering","Yorkshire and The Humber","HEO","100","90","32650","31710"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SEO","75","70","40390","39500"
"In post","2022","Security","East Midlands (England)","AA","50","50","20630","19810"
"In post","2022","Security","East Midlands (England)","AO","70","70","30160","28890"
"In post","2022","Security","East Midlands (England)","EO","20","20","33340","26670"
"In post","2022","Security","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Security","East Midlands (England)","HEO","25","25","35770","36620"
"In post","2022","Security","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Security","East of England","AA","145","140","21030","19810"
"In post","2022","Security","East of England","AO","215","210","32210","39070"
"In post","2022","Security","East of England","EO","90","90","35300","32240"
"In post","2022","Security","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","G7","10","10","62640","62120"
"In post","2022","Security","East of England","HEO","110","110","39790","36480"
"In post","2022","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SEO","40","40","49390","45580"
"In post","2022","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","AA","170","165","22330","22460"
"In post","2022","Security","London","AO","225","220","30380","26350"
"In post","2022","Security","London","EO","170","165","32070","30500"
"In post","2022","Security","London","G6","75","75","69550","67670"
"In post","2022","Security","London","G7","150","150","58230","57680"
"In post","2022","Security","London","HEO","305","300","36820","36650"
"In post","2022","Security","London","SCS level","20","20","85060","77330"
"In post","2022","Security","London","SEO","275","270","45810","44030"
"In post","2022","Security","London","Unknown","35","35","36990","33950"
"In post","2022","Security","North East (England)","AA","15","15","19960","19810"
"In post","2022","Security","North East (England)","AO","10","10","21950","21260"
"In post","2022","Security","North East (England)","EO","25","20","27380","27570"
"In post","2022","Security","North East (England)","G6","5","5","[c]","[c]"
"In post","2022","Security","North East (England)","G7","25","25","54580","55210"
"In post","2022","Security","North East (England)","HEO","55","50","32770","31990"
"In post","2022","Security","North East (England)","SEO","40","40","40570","38340"
"In post","2022","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","AA","100","95","20020","19810"
"In post","2022","Security","North West (England)","AO","80","80","28000","24610"
"In post","2022","Security","North West (England)","EO","50","50","29430","26840"
"In post","2022","Security","North West (England)","G6","10","10","66440","65640"
"In post","2022","Security","North West (England)","G7","40","40","53860","54270"
"In post","2022","Security","North West (England)","HEO","85","85","32540","31990"
"In post","2022","Security","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","SEO","75","75","39510","37950"
"In post","2022","Security","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Security","Northern Ireland","AA","330","325","20510","20560"
"In post","2022","Security","Northern Ireland","AO","35","35","24410","22130"
"In post","2022","Security","Northern Ireland","EO","20","20","28520","27420"
"In post","2022","Security","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2022","Security","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Security","Overseas","HEO","65","65","33360","34150"
"In post","2022","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","AA","440","410","20440","19810"
"In post","2022","Security","Scotland","AO","765","750","33650","39070"
"In post","2022","Security","Scotland","EO","110","110","39190","43920"
"In post","2022","Security","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","G7","5","5","[c]","[c]"
"In post","2022","Security","Scotland","HEO","60","60","44270","37710"
"In post","2022","Security","Scotland","SEO","20","20","44040","42120"
"In post","2022","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","AA","420","415","20390","19810"
"In post","2022","Security","South East (England)","AO","890","880","32910","33700"
"In post","2022","Security","South East (England)","EO","230","225","36100","40190"
"In post","2022","Security","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","Security","South East (England)","G7","30","30","54870","54490"
"In post","2022","Security","South East (England)","HEO","165","155","38350","33510"
"In post","2022","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","SEO","80","80","46010","43160"
"In post","2022","Security","South East (England)","Unknown","20","20","24840","21750"
"In post","2022","Security","South West (England)","AA","505","495","20910","19810"
"In post","2022","Security","South West (England)","AO","370","360","32200","39070"
"In post","2022","Security","South West (England)","EO","145","145","31910","26740"
"In post","2022","Security","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West (England)","G7","35","35","52140","51080"
"In post","2022","Security","South West (England)","HEO","95","90","33770","33000"
"In post","2022","Security","South West (England)","SEO","85","85","41160","40000"
"In post","2022","Security","South West (England)","Unknown","30","30","36650","35980"
"In post","2022","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","55","55","27820","27370"
"In post","2022","Security","Wales","AA","155","155","21750","19810"
"In post","2022","Security","Wales","AO","40","40","23450","21830"
"In post","2022","Security","Wales","EO","35","30","27000","26670"
"In post","2022","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","G7","10","10","52750","51260"
"In post","2022","Security","Wales","HEO","40","40","32340","31990"
"In post","2022","Security","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SEO","25","25","43130","40350"
"In post","2022","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","AA","120","120","20430","19810"
"In post","2022","Security","West Midlands (England)","AO","105","100","32180","39070"
"In post","2022","Security","West Midlands (England)","EO","45","45","30030","26740"
"In post","2022","Security","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","G7","25","25","55950","55210"
"In post","2022","Security","West Midlands (England)","HEO","55","55","33260","33300"
"In post","2022","Security","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SEO","45","45","43760","40580"
"In post","2022","Security","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","AA","110","100","19990","19810"
"In post","2022","Security","Yorkshire and The Humber","AO","220","215","33350","39070"
"In post","2022","Security","Yorkshire and The Humber","EO","110","105","34830","34750"
"In post","2022","Security","Yorkshire and The Humber","G6","15","15","66160","64580"
"In post","2022","Security","Yorkshire and The Humber","G7","30","30","53760","51760"
"In post","2022","Security","Yorkshire and The Humber","HEO","80","75","35810","33000"
"In post","2022","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SEO","60","60","41290","40050"
"In post","2022","Security","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Social Research","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Social Research","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","AO","5","5","[c]","[c]"
"In post","2022","Social Research","London","EO","35","35","33170","33650"
"In post","2022","Social Research","London","G6","40","40","69490","68720"
"In post","2022","Social Research","London","G7","145","140","58310","59430"
"In post","2022","Social Research","London","HEO","135","135","34990","34650"
"In post","2022","Social Research","London","SCS level","10","10","79200","79130"
"In post","2022","Social Research","London","SEO","130","130","42990","42710"
"In post","2022","Social Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North East (England)","HEO","10","10","31650","30710"
"In post","2022","Social Research","North West (England)","G7","15","15","54810","55210"
"In post","2022","Social Research","North West (England)","HEO","20","20","33300","33080"
"In post","2022","Social Research","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","North West (England)","SEO","15","15","39990","40520"
"In post","2022","Social Research","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South East (England)","G6","10","10","[c]","[c]"
"In post","2022","Social Research","South East (England)","G7","45","45","51660","50230"
"In post","2022","Social Research","South East (England)","HEO","95","90","31120","30710"
"In post","2022","Social Research","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South East (England)","SEO","80","75","38640","38340"
"In post","2022","Social Research","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Wales","AO","5","5","[c]","[c]"
"In post","2022","Social Research","Wales","EO","10","5","[c]","[c]"
"In post","2022","Social Research","Wales","G6","15","15","63390","60780"
"In post","2022","Social Research","Wales","G7","75","70","52450","51210"
"In post","2022","Social Research","Wales","HEO","160","155","31390","30710"
"In post","2022","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Wales","SEO","170","160","39870","38340"
"In post","2022","Social Research","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2022","Social Research","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","Social Research","Yorkshire and The Humber","HEO","15","15","32880","31250"
"In post","2022","Social Research","Yorkshire and The Humber","SEO","10","10","40200","40280"
"In post","2022","Statistics","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East of England","G7","5","5","[c]","[c]"
"In post","2022","Statistics","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Statistics","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","East of England","SEO","15","15","41820","40520"
"In post","2022","Statistics","London","AA","35","35","22450","22460"
"In post","2022","Statistics","London","AO","10","10","24320","24900"
"In post","2022","Statistics","London","EO","105","105","29640","30040"
"In post","2022","Statistics","London","G6","85","80","69530","68720"
"In post","2022","Statistics","London","G7","280","270","58160","59290"
"In post","2022","Statistics","London","HEO","245","240","36140","36200"
"In post","2022","Statistics","London","SCS level","30","30","88050","81790"
"In post","2022","Statistics","London","SEO","230","225","43480","43360"
"In post","2022","Statistics","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","North East (England)","G7","40","40","53610","52150"
"In post","2022","Statistics","North East (England)","HEO","35","35","32120","31990"
"In post","2022","Statistics","North East (England)","SEO","25","25","37330","36340"
"In post","2022","Statistics","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","North West (England)","EO","10","10","25920","26370"
"In post","2022","Statistics","North West (England)","G6","5","5","[c]","[c]"
"In post","2022","Statistics","North West (England)","G7","30","30","54690","55210"
"In post","2022","Statistics","North West (England)","HEO","70","70","33250","33370"
"In post","2022","Statistics","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","North West (England)","SEO","35","35","40230","40520"
"In post","2022","Statistics","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Statistics","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Scotland","G7","20","20","51990","51960"
"In post","2022","Statistics","Scotland","HEO","15","15","36270","37710"
"In post","2022","Statistics","Scotland","SEO","15","15","42900","45410"
"In post","2022","Statistics","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South East (England)","EO","35","30","27460","27850"
"In post","2022","Statistics","South East (England)","G6","15","15","62890","60940"
"In post","2022","Statistics","South East (England)","G7","40","35","52590","51210"
"In post","2022","Statistics","South East (England)","HEO","55","50","31940","30710"
"In post","2022","Statistics","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Statistics","South East (England)","SEO","50","50","39300","38340"
"In post","2022","Statistics","South West (England)","AO","5","5","[c]","[c]"
"In post","2022","Statistics","South West (England)","EO","30","25","27080","27200"
"In post","2022","Statistics","South West (England)","G6","10","5","[c]","[c]"
"In post","2022","Statistics","South West (England)","G7","35","30","56770","57540"
"In post","2022","Statistics","South West (England)","HEO","60","55","33440","32890"
"In post","2022","Statistics","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","South West (England)","SEO","45","45","41130","39930"
"In post","2022","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Wales","AO","10","5","[c]","[c]"
"In post","2022","Statistics","Wales","EO","40","35","26430","25860"
"In post","2022","Statistics","Wales","G6","35","35","62700","61050"
"In post","2022","Statistics","Wales","G7","105","100","52500","51210"
"In post","2022","Statistics","Wales","HEO","120","115","31740","30710"
"In post","2022","Statistics","Wales","SCS level","10","10","81240","72050"
"In post","2022","Statistics","Wales","SEO","135","130","39300","38340"
"In post","2022","Statistics","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Statistics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Midlands (England)","G7","10","5","[c]","[c]"
"In post","2022","Statistics","West Midlands (England)","HEO","10","10","31590","32010"
"In post","2022","Statistics","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","West Midlands (England)","SEO","10","10","39530","39100"
"In post","2022","Statistics","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Yorkshire and The Humber","EO","15","15","25670","25120"
"In post","2022","Statistics","Yorkshire and The Humber","G6","10","10","66670","66370"
"In post","2022","Statistics","Yorkshire and The Humber","G7","35","35","53660","52150"
"In post","2022","Statistics","Yorkshire and The Humber","HEO","30","30","31840","31990"
"In post","2022","Statistics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Yorkshire and The Humber","SEO","30","30","37510","36820"
"In post","2022","Tax","East Midlands (England)","AO","240","225","21260","21250"
"In post","2022","Tax","East Midlands (England)","EO","395","380","26870","26820"
"In post","2022","Tax","East Midlands (England)","G6","60","60","67830","67910"
"In post","2022","Tax","East Midlands (England)","G7","185","180","55180","55210"
"In post","2022","Tax","East Midlands (England)","HEO","495","475","33400","33370"
"In post","2022","Tax","East Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2022","Tax","East Midlands (England)","SEO","185","175","40510","40520"
"In post","2022","Tax","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","East of England","EO","55","50","28010","28920"
"In post","2022","Tax","East of England","G6","5","5","[c]","[c]"
"In post","2022","Tax","East of England","G7","15","15","56490","55210"
"In post","2022","Tax","East of England","HEO","70","65","33790","33370"
"In post","2022","Tax","East of England","SEO","35","30","40950","40520"
"In post","2022","Tax","London","AO","60","55","25650","25330"
"In post","2022","Tax","London","EO","495","470","31810","31020"
"In post","2022","Tax","London","G6","165","150","75010","74850"
"In post","2022","Tax","London","G7","400","385","61810","62120"
"In post","2022","Tax","London","HEO","970","930","38510","37930"
"In post","2022","Tax","London","SCS level","35","35","84910","82380"
"In post","2022","Tax","London","SEO","385","370","44380","43810"
"In post","2022","Tax","North East (England)","AO","575","535","21280","21250"
"In post","2022","Tax","North East (England)","EO","725","695","26760","26820"
"In post","2022","Tax","North East (England)","G6","45","45","67880","67910"
"In post","2022","Tax","North East (England)","G7","190","185","54790","55210"
"In post","2022","Tax","North East (England)","HEO","605","585","33290","33370"
"In post","2022","Tax","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Tax","North East (England)","SEO","195","185","39770","40520"
"In post","2022","Tax","North West (England)","AO","985","920","21290","21250"
"In post","2022","Tax","North West (England)","EO","860","825","26570","26590"
"In post","2022","Tax","North West (England)","G6","140","135","68040","67910"
"In post","2022","Tax","North West (England)","G7","425","410","54850","55210"
"In post","2022","Tax","North West (England)","HEO","970","935","33390","33370"
"In post","2022","Tax","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2022","Tax","North West (England)","SEO","435","420","40400","40520"
"In post","2022","Tax","Northern Ireland","AO","180","170","21250","21250"
"In post","2022","Tax","Northern Ireland","EO","190","180","26730","26590"
"In post","2022","Tax","Northern Ireland","G6","20","20","68180","67910"
"In post","2022","Tax","Northern Ireland","G7","100","100","54990","55210"
"In post","2022","Tax","Northern Ireland","HEO","255","245","33280","33370"
"In post","2022","Tax","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Northern Ireland","SEO","105","100","40470","40520"
"In post","2022","Tax","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Scotland","AO","520","495","21260","21250"
"In post","2022","Tax","Scotland","EO","450","405","27140","26820"
"In post","2022","Tax","Scotland","G6","70","65","68440","67910"
"In post","2022","Tax","Scotland","G7","235","225","54590","55210"
"In post","2022","Tax","Scotland","HEO","660","625","33490","33370"
"In post","2022","Tax","Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","Tax","Scotland","SEO","235","225","40200","40520"
"In post","2022","Tax","South East (England)","AO","95","90","21370","21250"
"In post","2022","Tax","South East (England)","EO","120","100","28660","28920"
"In post","2022","Tax","South East (England)","G6","20","20","70450","68010"
"In post","2022","Tax","South East (England)","G7","55","50","56100","55210"
"In post","2022","Tax","South East (England)","HEO","180","165","34720","33430"
"In post","2022","Tax","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Tax","South East (England)","SEO","75","70","41030","40520"
"In post","2022","Tax","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","South West (England)","EO","65","60","27730","26820"
"In post","2022","Tax","South West (England)","G6","55","50","68280","67910"
"In post","2022","Tax","South West (England)","G7","130","125","54970","55210"
"In post","2022","Tax","South West (England)","HEO","210","195","33520","33370"
"In post","2022","Tax","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Tax","South West (England)","SEO","105","100","40280","40520"
"In post","2022","Tax","Wales","AO","300","285","21270","21250"
"In post","2022","Tax","Wales","EO","515","485","26760","26820"
"In post","2022","Tax","Wales","G6","35","35","68150","67910"
"In post","2022","Tax","Wales","G7","155","150","54480","55210"
"In post","2022","Tax","Wales","HEO","570","550","33240","33370"
"In post","2022","Tax","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Wales","SEO","185","180","39950","40520"
"In post","2022","Tax","West Midlands (England)","AO","145","140","21300","21250"
"In post","2022","Tax","West Midlands (England)","EO","375","355","27000","26820"
"In post","2022","Tax","West Midlands (England)","G6","60","55","68080","67910"
"In post","2022","Tax","West Midlands (England)","G7","195","180","55090","55210"
"In post","2022","Tax","West Midlands (England)","HEO","510","490","33430","33370"
"In post","2022","Tax","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Tax","West Midlands (England)","SEO","220","210","40390","40520"
"In post","2022","Tax","Yorkshire and The Humber","AO","290","270","21260","21250"
"In post","2022","Tax","Yorkshire and The Humber","EO","555","535","26840","26820"
"In post","2022","Tax","Yorkshire and The Humber","G6","60","55","67920","67910"
"In post","2022","Tax","Yorkshire and The Humber","G7","185","175","54780","55210"
"In post","2022","Tax","Yorkshire and The Humber","HEO","525","500","33360","33370"
"In post","2022","Tax","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Yorkshire and The Humber","SEO","135","130","40020","40520"
"In post","2022","Unknown","East Midlands (England)","AO","40","35","21340","21250"
"In post","2022","Unknown","East Midlands (England)","EO","95","95","26670","26590"
"In post","2022","Unknown","East Midlands (England)","G6","10","10","84030","90000"
"In post","2022","Unknown","East Midlands (England)","G7","50","50","58740","55210"
"In post","2022","Unknown","East Midlands (England)","HEO","165","160","32910","33370"
"In post","2022","Unknown","East Midlands (England)","SCS level","10","10","108930","100800"
"In post","2022","Unknown","East Midlands (England)","SEO","45","45","40190","40180"
"In post","2022","Unknown","East of England","AO","25","25","21710","21250"
"In post","2022","Unknown","East of England","EO","20","20","26110","26590"
"In post","2022","Unknown","East of England","G6","10","10","69300","68150"
"In post","2022","Unknown","East of England","G7","30","30","56950","55900"
"In post","2022","Unknown","East of England","HEO","40","40","32910","33080"
"In post","2022","Unknown","East of England","SCS level","10","10","102170","104630"
"In post","2022","Unknown","East of England","SEO","15","15","39150","38730"
"In post","2022","Unknown","London","AA","5","5","[c]","[c]"
"In post","2022","Unknown","London","AO","215","200","25170","24490"
"In post","2022","Unknown","London","EO","910","900","28850","28560"
"In post","2022","Unknown","London","G6","970","960","69500","66700"
"In post","2022","Unknown","London","G7","2285","2240","57130","54700"
"In post","2022","Unknown","London","HEO","2380","2365","32860","33250"
"In post","2022","Unknown","London","SCS level","740","725","99080","93000"
"In post","2022","Unknown","London","SEO","965","955","41710","40600"
"In post","2022","Unknown","London","Unknown","10","10","30450","29000"
"In post","2022","Unknown","North East (England)","AA","5","5","[c]","[c]"
"In post","2022","Unknown","North East (England)","AO","395","360","21190","21250"
"In post","2022","Unknown","North East (England)","EO","255","245","25790","26590"
"In post","2022","Unknown","North East (England)","G6","30","30","68500","67910"
"In post","2022","Unknown","North East (England)","G7","75","75","54410","52780"
"In post","2022","Unknown","North East (England)","HEO","255","250","32250","33040"
"In post","2022","Unknown","North East (England)","SCS level","10","10","88470","75680"
"In post","2022","Unknown","North East (England)","SEO","90","90","38890","40180"
"In post","2022","Unknown","North West (England)","AO","360","335","21330","21250"
"In post","2022","Unknown","North West (England)","EO","340","335","26390","26590"
"In post","2022","Unknown","North West (England)","G6","100","100","69930","67670"
"In post","2022","Unknown","North West (England)","G7","260","260","55020","52630"
"In post","2022","Unknown","North West (England)","HEO","460","455","32530","33080"
"In post","2022","Unknown","North West (England)","SCS level","35","35","91760","82100"
"In post","2022","Unknown","North West (England)","SEO","205","200","39160","40180"
"In post","2022","Unknown","Northern Ireland","AO","35","35","21280","21250"
"In post","2022","Unknown","Northern Ireland","EO","50","50","26500","26590"
"In post","2022","Unknown","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","HEO","40","40","33240","33370"
"In post","2022","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SEO","10","10","38170","40180"
"In post","2022","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","G7","15","10","63080","62170"
"In post","2022","Unknown","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Scotland","AA","1640","1550","22210","22140"
"In post","2022","Unknown","Scotland","AO","1535","1460","25440","25120"
"In post","2022","Unknown","Scotland","EO","3010","2895","28770","27940"
"In post","2022","Unknown","Scotland","G6","1245","1200","72600","75340"
"In post","2022","Unknown","Scotland","G7","2080","2000","57630","57190"
"In post","2022","Unknown","Scotland","HEO","3220","3115","34200","33080"
"In post","2022","Unknown","Scotland","SCS level","270","265","88900","83230"
"In post","2022","Unknown","Scotland","SEO","2995","2885","44370","43660"
"In post","2022","Unknown","South East (England)","AO","80","75","21950","21250"
"In post","2022","Unknown","South East (England)","EO","90","90","26980","26780"
"In post","2022","Unknown","South East (England)","G6","45","45","81130","87100"
"In post","2022","Unknown","South East (England)","G7","130","130","65660","67140"
"In post","2022","Unknown","South East (England)","HEO","140","135","32550","33300"
"In post","2022","Unknown","South East (England)","SCS level","20","20","103230","105180"
"In post","2022","Unknown","South East (England)","SEO","55","55","40810","40520"
"In post","2022","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","AO","5","5","[c]","[c]"
"In post","2022","Unknown","South West (England)","EO","60","60","26560","26590"
"In post","2022","Unknown","South West (England)","G6","45","45","71550","67910"
"In post","2022","Unknown","South West (England)","G7","100","100","54370","53090"
"In post","2022","Unknown","South West (England)","HEO","160","160","32400","33300"
"In post","2022","Unknown","South West (England)","SCS level","30","30","107710","102920"
"In post","2022","Unknown","South West (England)","SEO","30","30","39030","40090"
"In post","2022","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","35","35","26240","27500"
"In post","2022","Unknown","Unknown","G6","15","15","69980","65310"
"In post","2022","Unknown","Unknown","G7","75","75","54140","54700"
"In post","2022","Unknown","Unknown","HEO","305","305","30620","29250"
"In post","2022","Unknown","Unknown","SCS level","15","15","100010","86870"
"In post","2022","Unknown","Unknown","SEO","45","45","39350","40250"
