"Status","Year","Age","Disability","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Declared non-disabled","Outside London","G6/G7","435","325","62170","59630"
"In post","2022","65+","Declared non-disabled","Outside London","SCS level","25","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Outside London","SEO/HEO","1250","975","38390","36460"
"In post","2022","65+","Declared non-disabled","Outside London","Unknown","285","220","30880","28200"
"In post","2022","65+","Declared non-disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","AA/AO","10","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","EO","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","London","AA/AO","70","55","26160","25400"
"In post","2022","65+","Undeclared","London","EO","35","30","30650","30780"
"In post","2022","65+","Undeclared","London","G6/G7","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","London","SEO/HEO","35","25","41140","38560"
"In post","2022","65+","Undeclared","London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Outside London","AA/AO","350","260","22710","21280"
"In post","2022","65+","Undeclared","Outside London","EO","165","130","28220","27570"
"In post","2022","65+","Undeclared","Outside London","G6/G7","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Outside London","SEO/HEO","120","95","38710","36480"
"In post","2022","65+","Undeclared","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","London","AA/AO","75","60","26420","25860"
"In post","2022","65+","Unknown","London","EO","60","50","30890","31040"
"In post","2022","65+","Unknown","London","G6/G7","70","55","65250","64020"
"In post","2022","65+","Unknown","London","SCS level","20","15","[c]","[c]"
"In post","2022","65+","Unknown","London","SEO/HEO","70","60","42580","40910"
"In post","2022","65+","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Outside London","AA/AO","545","420","22010","21250"
"In post","2022","65+","Unknown","Outside London","EO","220","165","28920","28920"
"In post","2022","65+","Unknown","Outside London","G6/G7","95","75","62410","60980"
"In post","2022","65+","Unknown","Outside London","SCS level","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Outside London","SEO/HEO","205","160","39380","37990"
"In post","2022","65+","Unknown","Outside London","Unknown","85","60","29160","28200"
"In post","2022","65+","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Declared disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Outside London","AA/AO","65","[c]","20820","21260"
"Leaver CS","2022","16-19","Declared non-disabled","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","AA/AO","55","[c]","20780","21010"
"Leaver CS","2022","16-19","Unknown","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","London","AA/AO","65","[c]","22700","23720"
"Leaver CS","2022","20-29","Declared disabled","London","EO","70","[c]","28250","28310"
"Leaver CS","2022","20-29","Declared disabled","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","London","SEO/HEO","65","[c]","35490","34710"
"Leaver CS","2022","20-29","Declared disabled","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Outside London","AA/AO","320","[c]","21000","21260"
"Leaver CS","2022","20-29","Declared disabled","Outside London","EO","145","[c]","25900","27570"
"Leaver CS","2022","20-29","Declared disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Outside London","SEO/HEO","35","[c]","34450","34600"
"Leaver CS","2022","20-29","Declared disabled","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","London","AA/AO","405","[c]","23150","23720"
"Leaver CS","2022","20-29","Declared non-disabled","London","EO","475","[c]","29060","29610"
"Leaver CS","2022","20-29","Declared non-disabled","London","G6/G7","95","[c]","54400","53380"
"Leaver CS","2022","20-29","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","London","SEO/HEO","490","[c]","36270","35070"
"Leaver CS","2022","20-29","Declared non-disabled","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Outside London","AA/AO","2580","[c]","21100","21260"
"Leaver CS","2022","20-29","Declared non-disabled","Outside London","EO","945","[c]","26190","27570"
"Leaver CS","2022","20-29","Declared non-disabled","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Outside London","SEO/HEO","440","[c]","32750","31950"
"Leaver CS","2022","20-29","Declared non-disabled","Outside London","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","AA/AO","65","[c]","20670","21590"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Outside London","AA/AO","125","[c]","21050","21090"
"Leaver CS","2022","20-29","Undeclared","Outside London","EO","50","[c]","25960","27570"
"Leaver CS","2022","20-29","Undeclared","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Outside London","SEO/HEO","35","[c]","33520","33000"
"Leaver CS","2022","20-29","Undeclared","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","London","AA/AO","375","[c]","22280","22680"
"Leaver CS","2022","20-29","Unknown","London","EO","335","[c]","27840","28500"
"Leaver CS","2022","20-29","Unknown","London","G6/G7","70","[c]","54750","53860"
"Leaver CS","2022","20-29","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","London","SEO/HEO","415","[c]","34710","34260"
"Leaver CS","2022","20-29","Unknown","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Outside London","AA/AO","1550","[c]","21320","21260"
"Leaver CS","2022","20-29","Unknown","Outside London","EO","455","[c]","25050","25630"
"Leaver CS","2022","20-29","Unknown","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Outside London","SEO/HEO","230","[c]","33780","32970"
"Leaver CS","2022","20-29","Unknown","Outside London","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","AA/AO","45","[c]","20230","21260"
"Leaver CS","2022","20-29","Unknown","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Unknown","110","[c]","28110","28980"
"Leaver CS","2022","30-39","Declared disabled","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","London","EO","35","[c]","29990","31060"
"Leaver CS","2022","30-39","Declared disabled","London","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","London","SEO/HEO","50","[c]","37040","36330"
"Leaver CS","2022","30-39","Declared disabled","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Outside London","AA/AO","220","[c]","21900","21260"
"Leaver CS","2022","30-39","Declared disabled","Outside London","EO","130","[c]","27420","27570"
"Leaver CS","2022","30-39","Declared disabled","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Outside London","SEO/HEO","55","[c]","36410","35610"
"Leaver CS","2022","30-39","Declared disabled","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","London","AA/AO","115","[c]","23450","23720"
"Leaver CS","2022","30-39","Declared non-disabled","London","EO","245","[c]","29580","31060"
"Leaver CS","2022","30-39","Declared non-disabled","London","G6/G7","410","[c]","57690","54850"
"Leaver CS","2022","30-39","Declared non-disabled","London","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","London","SEO/HEO","425","[c]","37570","37640"
"Leaver CS","2022","30-39","Declared non-disabled","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Outside London","AA/AO","1525","[c]","21650","21260"
"Leaver CS","2022","30-39","Declared non-disabled","Outside London","EO","765","[c]","26970","27570"
"Leaver CS","2022","30-39","Declared non-disabled","Outside London","G6/G7","175","[c]","55930","54440"
"Leaver CS","2022","30-39","Declared non-disabled","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Outside London","SEO/HEO","695","[c]","36320","36340"
"Leaver CS","2022","30-39","Declared non-disabled","Outside London","Unknown","175","[c]","35940","35980"
"Leaver CS","2022","30-39","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","AA/AO","45","[c]","20720","21590"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","London","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Outside London","AA/AO","110","[c]","21300","21260"
"Leaver CS","2022","30-39","Undeclared","Outside London","EO","65","[c]","26220","26750"
"Leaver CS","2022","30-39","Undeclared","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Outside London","SEO/HEO","50","[c]","35760","36820"
"Leaver CS","2022","30-39","Undeclared","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","AA/AO","80","[c]","22920","23720"
"Leaver CS","2022","30-39","Unknown","London","EO","110","[c]","29990","30650"
"Leaver CS","2022","30-39","Unknown","London","G6/G7","200","[c]","58870","54700"
"Leaver CS","2022","30-39","Unknown","London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","SEO/HEO","240","[c]","38460","39840"
"Leaver CS","2022","30-39","Unknown","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Outside London","AA/AO","735","[c]","22330","21260"
"Leaver CS","2022","30-39","Unknown","Outside London","EO","330","[c]","27560","27570"
"Leaver CS","2022","30-39","Unknown","Outside London","G6/G7","100","[c]","56650","54170"
"Leaver CS","2022","30-39","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Outside London","SEO/HEO","290","[c]","36200","36130"
"Leaver CS","2022","30-39","Unknown","Outside London","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","105","[c]","34070","32700"
"Leaver CS","2022","40-49","Declared disabled","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","London","EO","35","[c]","30680","31060"
"Leaver CS","2022","40-49","Declared disabled","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Outside London","AA/AO","170","[c]","21520","21260"
"Leaver CS","2022","40-49","Declared disabled","Outside London","EO","110","[c]","27580","27570"
"Leaver CS","2022","40-49","Declared disabled","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Outside London","SEO/HEO","65","[c]","37090","36620"
"Leaver CS","2022","40-49","Declared disabled","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","London","AA/AO","85","[c]","23820","24490"
"Leaver CS","2022","40-49","Declared non-disabled","London","EO","150","[c]","30060","31060"
"Leaver CS","2022","40-49","Declared non-disabled","London","G6/G7","290","[c]","60820","59680"
"Leaver CS","2022","40-49","Declared non-disabled","London","SCS level","85","[c]","95120","92380"
"Leaver CS","2022","40-49","Declared non-disabled","London","SEO/HEO","190","[c]","39180","40060"
"Leaver CS","2022","40-49","Declared non-disabled","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Outside London","AA/AO","995","[c]","21580","21260"
"Leaver CS","2022","40-49","Declared non-disabled","Outside London","EO","690","[c]","27290","27570"
"Leaver CS","2022","40-49","Declared non-disabled","Outside London","G6/G7","235","[c]","59400","57030"
"Leaver CS","2022","40-49","Declared non-disabled","Outside London","SCS level","40","[c]","91890","88070"
"Leaver CS","2022","40-49","Declared non-disabled","Outside London","SEO/HEO","550","[c]","38250","38070"
"Leaver CS","2022","40-49","Declared non-disabled","Outside London","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","AA/AO","30","[c]","21010","21840"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Outside London","AA/AO","95","[c]","22490","21260"
"Leaver CS","2022","40-49","Undeclared","Outside London","EO","55","[c]","27390","27570"
"Leaver CS","2022","40-49","Undeclared","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Outside London","SEO/HEO","40","[c]","38970","37910"
"Leaver CS","2022","40-49","Undeclared","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","EO","55","[c]","29680","31060"
"Leaver CS","2022","40-49","Unknown","London","G6/G7","165","[c]","60890","60000"
"Leaver CS","2022","40-49","Unknown","London","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","SEO/HEO","100","[c]","38200","36820"
