"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Project Delivery","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","Heterosexual / straight","145","[c]","26820","25710"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","Unknown","40","[c]","26370","25630"
"Leaver CS","2022","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","HM Revenue and Customs","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","HM Revenue and Customs","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Ministry of Defence","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Ministry of Defence","Heterosexual / straight","55","[c]","26440","25680"
"Leaver CS","2022","20-29","Security","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Ministry of Defence","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Ministry of Defence","Unknown","40","[c]","27430","26610"
"Leaver CS","2022","20-29","Security","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Levelling Up, Housing and Communities","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Levelling Up, Housing and Communities","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Work and Pensions","Heterosexual / straight","175","[c]","24150","21260"
"Leaver CS","2022","20-29","Unknown","Department for Work and Pensions","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Work and Pensions","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Work and Pensions","Unknown","210","[c]","24310","21260"
"Leaver CS","2022","20-29","Unknown","Department of Health and Social Care","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department of Health and Social Care","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Foreign, Commonwealth and Development Office","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HM Revenue and Customs","Unknown","925","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Home Office","Heterosexual / straight","215","[c]","28120","24890"
"Leaver CS","2022","20-29","Unknown","Home Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Home Office","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Home Office","Unknown","160","[c]","27560","25630"
"Leaver CS","2022","20-29","Unknown","Ministry of Defence","Heterosexual / straight","105","[c]","24990","21280"
"Leaver CS","2022","20-29","Unknown","Ministry of Defence","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Ministry of Defence","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Ministry of Defence","Unknown","105","[c]","26480","26350"
"Leaver CS","2022","20-29","Unknown","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Scottish Government","Heterosexual / straight","50","[c]","30390","27940"
"Leaver CS","2022","20-29","Unknown","Scottish Government","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Scottish Government","Unknown","110","[c]","26540","25940"
"Leaver CS","2022","20-29","Unknown","Welsh Government","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Welsh Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Chancellor's other departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Competition and Markets Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Department of Health and Social Care","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","HM Treasury","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office of Gas and Electricity Markets","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","UK Statistics Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","UK Statistics Authority","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","UK Statistics Authority","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Cabinet Office","Unknown","35","[c]","66440","62530"
"Leaver CS","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department of Health and Social Care","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Department of Health and Social Care","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Ministry of Defence","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Cabinet Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Education","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
