"Status","Year","Age","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","White","Project Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","White","Project Delivery","East of England","35","35","31560","29250"
"In post","2022","20-29","White","Project Delivery","London","305","305","40780","38010"
"In post","2022","20-29","White","Project Delivery","North East (England)","55","55","35290","33370"
"In post","2022","20-29","White","Project Delivery","North West (England)","110","110","32020","33040"
"In post","2022","20-29","White","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","White","Project Delivery","Scotland","40","40","36130","33100"
"In post","2022","20-29","White","Project Delivery","South East (England)","105","100","33250","33000"
"In post","2022","20-29","White","Project Delivery","South West (England)","565","560","30350","30420"
"In post","2022","20-29","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Project Delivery","Wales","40","40","31030","30470"
"In post","2022","20-29","White","Project Delivery","West Midlands (England)","35","35","33470","33000"
"In post","2022","20-29","White","Project Delivery","Yorkshire and The Humber","55","50","33720","30960"
"In post","2022","20-29","White","Property","East Midlands (England)","40","40","27660","25220"
"In post","2022","20-29","White","Property","East of England","45","40","29170","26670"
"In post","2022","20-29","White","Property","London","75","70","35070","32000"
"In post","2022","20-29","White","Property","North East (England)","35","35","28680","26030"
"In post","2022","20-29","White","Property","North West (England)","55","55","29560","27650"
"In post","2022","20-29","White","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Property","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","White","Property","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","White","Property","South East (England)","70","70","27180","26150"
"In post","2022","20-29","White","Property","South West (England)","60","60","29850","27620"
"In post","2022","20-29","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Property","Wales","25","25","[c]","[c]"
"In post","2022","20-29","White","Property","West Midlands (England)","35","35","29770","29360"
"In post","2022","20-29","White","Property","Yorkshire and The Humber","55","55","32120","29180"
"In post","2022","20-29","White","Psychology","East Midlands (England)","50","50","28100","27700"
"In post","2022","20-29","White","Psychology","East of England","35","35","26890","26330"
"In post","2022","20-29","White","Psychology","London","15","15","[c]","[c]"
"In post","2022","20-29","White","Psychology","North East (England)","20","20","[c]","[c]"
"In post","2022","20-29","White","Psychology","North West (England)","25","25","[c]","[c]"
"In post","2022","20-29","White","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Psychology","South East (England)","30","30","28260","27700"
"In post","2022","20-29","White","Psychology","South West (England)","20","20","[c]","[c]"
"In post","2022","20-29","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Psychology","Wales","10","10","[c]","[c]"
"In post","2022","20-29","White","Psychology","West Midlands (England)","40","40","27700","27700"
"In post","2022","20-29","White","Psychology","Yorkshire and The Humber","35","35","27310","27380"
"In post","2022","20-29","White","Science and Engineering","East Midlands (England)","45","45","29080","28590"
"In post","2022","20-29","White","Science and Engineering","East of England","100","100","28470","29310"
"In post","2022","20-29","White","Science and Engineering","London","150","150","34870","32330"
"In post","2022","20-29","White","Science and Engineering","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","White","Science and Engineering","North West (England)","85","85","28200","26370"
"In post","2022","20-29","White","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2022","20-29","White","Science and Engineering","Scotland","35","35","31250","30930"
"In post","2022","20-29","White","Science and Engineering","South East (England)","320","315","29930","29230"
"In post","2022","20-29","White","Science and Engineering","South West (England)","1225","1215","28560","28060"
"In post","2022","20-29","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Science and Engineering","Wales","75","75","31220","30530"
"In post","2022","20-29","White","Science and Engineering","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","20-29","White","Science and Engineering","Yorkshire and The Humber","90","90","27170","26370"
"In post","2022","20-29","White","Security","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","White","Security","East of England","50","50","25960","25200"
"In post","2022","20-29","White","Security","London","90","90","34770","33640"
"In post","2022","20-29","White","Security","North East (England)","10","10","[c]","[c]"
"In post","2022","20-29","White","Security","North West (England)","35","35","26240","24880"
"In post","2022","20-29","White","Security","Northern Ireland","10","10","[c]","[c]"
"In post","2022","20-29","White","Security","Scotland","155","155","25740","24610"
"In post","2022","20-29","White","Security","South East (England)","180","180","27390","26670"
"In post","2022","20-29","White","Security","South West (England)","90","90","25410","25000"
"In post","2022","20-29","White","Security","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","White","Security","Wales","15","15","[c]","[c]"
"In post","2022","20-29","White","Security","West Midlands (England)","30","30","26690","26750"
"In post","2022","20-29","White","Security","Yorkshire and The Humber","45","45","27560","26750"
"In post","2022","20-29","White","Social Research","London","165","165","38790","37380"
"In post","2022","20-29","White","Social Research","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","White","Social Research","North West (England)","15","15","[c]","[c]"
"In post","2022","20-29","White","Social Research","South East (England)","80","80","34330","30710"
"In post","2022","20-29","White","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Social Research","Wales","130","125","34140","30710"
"In post","2022","20-29","White","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Social Research","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","20-29","White","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Statistics","London","235","230","39910","38000"
"In post","2022","20-29","White","Statistics","North East (England)","30","30","33470","31990"
"In post","2022","20-29","White","Statistics","North West (England)","55","55","33810","33370"
"In post","2022","20-29","White","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Statistics","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","White","Statistics","South East (England)","55","55","34560","30710"
"In post","2022","20-29","White","Statistics","South West (England)","40","40","32310","32010"
"In post","2022","20-29","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Statistics","Wales","110","110","33220","30710"
"In post","2022","20-29","White","Statistics","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","White","Statistics","Yorkshire and The Humber","35","35","35140","31990"
"In post","2022","20-29","White","Tax","East Midlands (England)","155","155","31830","26820"
"In post","2022","20-29","White","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Tax","London","100","100","42160","37930"
"In post","2022","20-29","White","Tax","North East (England)","325","320","27640","26820"
"In post","2022","20-29","White","Tax","North West (England)","415","410","27900","26590"
"In post","2022","20-29","White","Tax","Northern Ireland","120","120","26500","26590"
"In post","2022","20-29","White","Tax","Scotland","260","255","28590","26590"
"In post","2022","20-29","White","Tax","South East (England)","20","20","[c]","[c]"
"In post","2022","20-29","White","Tax","South West (England)","55","55","41150","33370"
"In post","2022","20-29","White","Tax","Wales","235","230","29420","26820"
"In post","2022","20-29","White","Tax","West Midlands (England)","100","100","34140","33080"
"In post","2022","20-29","White","Tax","Yorkshire and The Humber","145","145","33040","26820"
"In post","2022","20-29","White","Unknown","East Midlands (England)","50","50","31950","33080"
"In post","2022","20-29","White","Unknown","East of England","10","10","[c]","[c]"
"In post","2022","20-29","White","Unknown","London","935","935","40420","36760"
"In post","2022","20-29","White","Unknown","North East (England)","180","175","26060","24100"
"In post","2022","20-29","White","Unknown","North West (England)","225","220","29710","26590"
"In post","2022","20-29","White","Unknown","Northern Ireland","30","30","26980","26590"
"In post","2022","20-29","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Unknown","Scotland","1855","1835","30210","27940"
"In post","2022","20-29","White","Unknown","South East (England)","30","30","30940","27570"
"In post","2022","20-29","White","Unknown","South West (England)","55","55","33040","33080"
"In post","2022","20-29","White","Unknown","Unknown","55","55","34730","32000"
"In post","2022","20-29","White","Unknown","Wales","85","85","26890","26590"
"In post","2022","20-29","White","Unknown","West Midlands (England)","40","40","28030","26590"
"In post","2022","20-29","White","Unknown","Yorkshire and The Humber","155","150","28960","26820"
"In post","2022","20-29","White","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","London","35","35","43420","40650"
"In post","2022","30-39","Asian","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","North West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","South West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","London","40","40","43230","40940"
"In post","2022","30-39","Asian","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Communications","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Corporate Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","London","40","35","29300","26970"
"In post","2022","30-39","Asian","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","North West (England)","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","West Midlands (England)","15","10","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","East of England","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","London","185","185","47310","43810"
"In post","2022","30-39","Asian","Digital, Data and Technology","North East (England)","30","30","40220","39660"
"In post","2022","30-39","Asian","Digital, Data and Technology","North West (England)","60","60","40190","36780"
"In post","2022","30-39","Asian","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","Scotland","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","South East (England)","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","South West (England)","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","Wales","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Digital, Data and Technology","West Midlands (England)","45","45","39970","36420"
"In post","2022","30-39","Asian","Digital, Data and Technology","Yorkshire and The Humber","45","45","44700","47550"
"In post","2022","30-39","Asian","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","London","45","45","55340","54720"
"In post","2022","30-39","Asian","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Finance","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Finance","East of England","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Finance","London","120","115","46310","42470"
"In post","2022","30-39","Asian","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Finance","North West (England)","25","25","[c]","[c]"
"In post","2022","30-39","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Finance","South East (England)","15","10","[c]","[c]"
"In post","2022","30-39","Asian","Finance","South West (England)","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Finance","Wales","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Finance","West Midlands (England)","35","35","36570","36170"
"In post","2022","30-39","Asian","Finance","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2022","30-39","Asian","Geography","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Geography","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","London","95","90","39150","35070"
"In post","2022","30-39","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","North West (England)","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","Wales","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","West Midlands (England)","15","10","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","London","35","30","35560","33000"
"In post","2022","30-39","Asian","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","London","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","London","35","35","46950","51710"
"In post","2022","30-39","Asian","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Legal","East of England","10","5","[c]","[c]"
"In post","2022","30-39","Asian","Legal","London","185","175","50080","51250"
"In post","2022","30-39","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Legal","North West (England)","25","20","[c]","[c]"
"In post","2022","30-39","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Legal","Scotland","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Legal","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Legal","Wales","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Legal","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","30-39","Asian","Legal","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","East of England","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","London","25","20","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","South East (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","South West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Delivery","East Midlands (England)","315","280","25830","25480"
"In post","2022","30-39","Asian","Operational Delivery","East of England","210","190","26760","25310"
"In post","2022","30-39","Asian","Operational Delivery","London","1360","1290","32130","31060"
"In post","2022","30-39","Asian","Operational Delivery","North East (England)","110","100","25800","24880"
"In post","2022","30-39","Asian","Operational Delivery","North West (England)","580","535","26110","26100"
"In post","2022","30-39","Asian","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Delivery","Scotland","85","80","26340","24890"
"In post","2022","30-39","Asian","Operational Delivery","South East (England)","210","190","28540","27570"
"In post","2022","30-39","Asian","Operational Delivery","South West (England)","45","45","26930","25870"
"In post","2022","30-39","Asian","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Operational Delivery","Wales","95","90","25120","24420"
"In post","2022","30-39","Asian","Operational Delivery","West Midlands (England)","945","880","25610","25120"
"In post","2022","30-39","Asian","Operational Delivery","Yorkshire and The Humber","515","470","26100","26410"
"In post","2022","30-39","Asian","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","London","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
