"Status","Year","Organisation","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Gas and Electricity Markets","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","Female","275","270","36210","31720"
"In post","2022","Office of Gas and Electricity Markets","Scotland","West Central Scotland","Male","305","300","36330","30950"
"In post","2022","Office of Gas and Electricity Markets","Wales","East Wales","Female","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Wales","East Wales","Male","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Midlands (England)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Midlands (England)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North East (England)","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North East (England)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North West (England)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North West (England)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","Female","175","165","42510","38510"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","Male","110","105","47270","46660"
"In post","2022","Office of Rail and Road","London","Inner London - East","Female","90","85","51930","55000"
"In post","2022","Office of Rail and Road","London","Inner London - East","Male","115","110","58900","55430"
"In post","2022","Office of Rail and Road","North West (England)","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","North West (England)","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Scotland","West Central Scotland","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Scotland","West Central Scotland","Male","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","West Midlands (England)","West Midlands","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","West Midlands (England)","West Midlands","Male","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Yorkshire and The Humber","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Yorkshire and The Humber","North Yorkshire","Male","15","15","[c]","[c]"
"In post","2022","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","Female","230","205","24580","25120"
"In post","2022","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","Male","175","170","24180","25120"
"In post","2022","Office of the Public Guardian","London","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","Inner London - West","Female","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","Female","560","505","23520","20970"
"In post","2022","Office of the Public Guardian","West Midlands (England)","West Midlands","Male","460","430","23950","20970"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","Female","25","20","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","Female","25","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Inner London - West","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","Female","50","50","47770","49860"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Eastern Scotland","Male","30","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Inner London - West","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Inner London - West","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Wales","East Wales","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Derbyshire and Nottinghamshire","Male","15","10","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East Midlands (England)","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","East Anglia","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","East Anglia","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Inner London - East","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - East and North East","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","Outer London - West and North West","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","North East (England)","Northumberland, and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","North East (England)","Northumberland, and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2022","Planning Inspectorate","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North East (England)","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Cheshire","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Greater Manchester","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Lancashire","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","North West (England)","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Hampshire and Isle of Wight","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Kent","Male","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Surrey, East and West Sussex","Female","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South East (England)","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Devon","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Devon","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","235","210","31710","27530"
"In post","2022","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","210","205","34070","27530"
"In post","2022","Planning Inspectorate","Wales","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Wales","East Wales","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Wales","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","West Midlands (England)","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","West Midlands (England)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","West Midlands (England)","West Midlands","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","North Yorkshire","Female","10","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","South Yorkshire","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Yorkshire and The Humber","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","Female","15","15","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","Inner London - West","Male","30","30","41650","37730"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","Female","500","470","33870","30840"
"In post","2022","Registers of Scotland","Scotland","Eastern Scotland","Male","495","485","34120","30840"
"In post","2022","Registers of Scotland","Scotland","West Central Scotland","Female","95","90","33190","30840"
"In post","2022","Registers of Scotland","Scotland","West Central Scotland","Male","90","90","33870","30840"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","Female","45","45","39700","36130"
"In post","2022","Revenue Scotland","Scotland","Eastern Scotland","Male","35","35","39240","36130"
"In post","2022","Royal Fleet Auxiliary","Unknown","Unknown","Female","170","170","32470","32400"
"In post","2022","Royal Fleet Auxiliary","Unknown","Unknown","Male","1590","1590","37990","34460"
"In post","2022","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Female","50","45","24820","24920"
"In post","2022","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Male","45","45","24300","21300"
"In post","2022","Rural Payments Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East of England","East Anglia","Female","20","20","[c]","[c]"
"In post","2022","Rural Payments Agency","East of England","East Anglia","Male","35","35","25880","21300"
"In post","2022","Rural Payments Agency","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","London","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","London","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","Female","245","220","26790","24920"
"In post","2022","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","Male","210","200","25090","21300"
"In post","2022","Rural Payments Agency","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Cheshire","Female","75","70","24800","21300"
"In post","2022","Rural Payments Agency","North West (England)","Cheshire","Male","45","45","25440","21300"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","Female","555","470","24640","21300"
"In post","2022","Rural Payments Agency","North West (England)","Cumbria","Male","295","290","25710","21300"
"In post","2022","Rural Payments Agency","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","North West (England)","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","90","85","27440","21300"
"In post","2022","Rural Payments Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","90","85","31890","29180"
"In post","2022","Rural Payments Agency","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Devon","Female","110","95","26250","25340"
"In post","2022","Rural Payments Agency","South West (England)","Devon","Male","95","95","28660","25880"
"In post","2022","Rural Payments Agency","South West (England)","Dorset and Somerset","Female","15","15","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","30","25","[c]","[c]"
"In post","2022","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","30","30","28680","25810"
"In post","2022","Rural Payments Agency","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Wales","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","105","95","25290","21300"
"In post","2022","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","65","60","26020","24920"
"In post","2022","Rural Payments Agency","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","West Midlands (England)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","Female","95","85","27220","24920"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","Male","100","100","27230","24920"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","Female","45","40","25180","24920"
"In post","2022","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","Male","40","40","25480","24920"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","Female","665","605","29980","27080"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","Male","345","330","32010","30450"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Highlands and Islands","Female","55","45","28170","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Highlands and Islands","Male","30","25","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","North Eastern Scotland","Female","55","50","24710","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","North Eastern Scotland","Male","25","20","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","Female","255","235","26230","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","Male","110","105","25050","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","Female","280","245","26950","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","Male","105","95","25920","22000"
"In post","2022","Scottish Fiscal Commission","Scotland","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scotland","Eastern Scotland","Male","15","15","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","Female","45","45","35660","36700"
"In post","2022","Scottish Forestry","Scotland","Eastern Scotland","Male","45","45","45610","45320"
"In post","2022","Scottish Forestry","Scotland","Highlands and Islands","Female","15","15","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Highlands and Islands","Male","15","15","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","North Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","Southern Scotland","Female","30","30","28540","25940"
"In post","2022","Scottish Forestry","Scotland","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scotland","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","Female","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","Inner London - West","Male","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","Female","3495","3290","44770","39660"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","Male","2825","2775","45410","40800"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","Female","150","140","31130","30040"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Highlands and Islands","Male","110","110","35310","31540"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","Female","200","180","35150","31540"
"In post","2022","Scottish Government (excl. agencies)","Scotland","North Eastern Scotland","Male","165","160","39860","36130"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Southern Scotland","Female","115","105","33290","30040"
"In post","2022","Scottish Government (excl. agencies)","Scotland","Southern Scotland","Male","65","60","36950","31540"
"In post","2022","Scottish Government (excl. agencies)","Scotland","West Central Scotland","Female","975","940","43980","40810"
"In post","2022","Scottish Government (excl. agencies)","Scotland","West Central Scotland","Male","705","700","44940","40810"
"In post","2022","Scottish Housing Regulator","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Scotland","West Central Scotland","Female","35","30","50950","47490"
"In post","2022","Scottish Housing Regulator","Scotland","West Central Scotland","Male","15","15","[c]","[c]"
"In post","2022","Scottish Prison Service","Scotland","Eastern Scotland","Female","910","860","32110","29550"
"In post","2022","Scottish Prison Service","Scotland","Eastern Scotland","Male","1505","1400","34340","35000"
"In post","2022","Scottish Prison Service","Scotland","Highlands and Islands","Female","35","35","29160","26900"
"In post","2022","Scottish Prison Service","Scotland","Highlands and Islands","Male","85","75","33670","35000"
"In post","2022","Scottish Prison Service","Scotland","North Eastern Scotland","Female","135","125","30270","29550"
"In post","2022","Scottish Prison Service","Scotland","North Eastern Scotland","Male","170","165","32960","35000"
"In post","2022","Scottish Prison Service","Scotland","Southern Scotland","Female","60","55","29030","26900"
"In post","2022","Scottish Prison Service","Scotland","Southern Scotland","Male","105","95","33010","35000"
"In post","2022","Scottish Prison Service","Scotland","West Central Scotland","Female","480","460","29920","29550"
"In post","2022","Scottish Prison Service","Scotland","West Central Scotland","Male","1075","1005","32980","35000"
"In post","2022","Scottish Public Pensions Agency","Scotland","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Scotland","Southern Scotland","Female","170","145","29020","25930"
"In post","2022","Scottish Public Pensions Agency","Scotland","Southern Scotland","Male","140","135","31820","25930"
"In post","2022","Serious Fraud Office","London","Inner London - West","Female","200","195","45770","40700"
"In post","2022","Serious Fraud Office","London","Inner London - West","Male","255","250","48390","42050"
"In post","2022","Social Security Scotland","Scotland","Eastern Scotland","Female","545","520","28250","27230"
"In post","2022","Social Security Scotland","Scotland","Eastern Scotland","Male","365","365","27840","27230"
