"Status","Year","Organisation","Parent_department","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","East Wales","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","East Wales","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Greater Manchester","Female","50","50","39770","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Greater Manchester","Male","60","60","43390","36780"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Inner London - West","Female","985","960","47130","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Inner London - West","Male","800","795","48360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Merseyside","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Central Scotland","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Bedfordshire and Hertfordshire","Female","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Bedfordshire and Hertfordshire","Male","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Derbyshire and Nottinghamshire","Female","175","160","40290","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Derbyshire and Nottinghamshire","Male","105","105","42930","37870"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Devon","Female","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Devon","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Anglia","Female","25","25","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Anglia","Male","15","15","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Yorkshire and Northern Lincolnshire","Male","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Female","135","130","43840","41990"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Male","70","70","46170","49860"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Greater Manchester","Female","575","555","40680","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Greater Manchester","Male","415","415","40330","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Herefordshire, Worcestershire and Warwickshire","Female","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Inner London - East","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Inner London - West","Female","1290","1220","49570","53420"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Inner London - West","Male","725","715","51240","53420"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Lancashire","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Merseyside","Male","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Northumberland, and Tyne and Wear","Female","40","40","37750","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Northumberland, and Tyne and Wear","Male","40","40","45070","49860"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outer London - East and North East","Female","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outer London - East and North East","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outer London - South","Female","35","35","48530","40940"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outer London - South","Male","15","15","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outer London - West and North West","Female","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","South Yorkshire","Female","670","620","40350","36780"
"In post","2022","Department for Education (excl. agencies)","Department for Education","South Yorkshire","Male","520","515","41170","36780"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Surrey, East and West Sussex","Female","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Tees Valley and Durham","Female","410","385","37260","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Tees Valley and Durham","Male","220","220","40250","36930"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Midlands","Female","325","315","37920","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Midlands","Male","250","250","41810","36780"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Yorkshire","Female","25","25","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Yorkshire","Male","25","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Female","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Male","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Female","85","85","40970","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Male","90","90","41300","40460"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cheshire","Female","130","125","40670","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cheshire","Male","110","110","43350","47550"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Female","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cumbria","Female","45","45","34850","29620"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cumbria","Male","40","40","36130","31420"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Female","55","55","37510","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Male","30","30","37200","33780"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Devon","Female","95","85","35980","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Devon","Male","60","60","41710","37080"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Female","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Male","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Anglia","Female","100","95","37370","35920"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Anglia","Male","80","80","39050","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Wales","Female","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Wales","Male","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Essex","Female","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Female","555","520","39120","36370"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Male","390","385","42960","40580"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Female","15","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Female","90","85","40490","37360"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Male","55","55","45480","40610"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Highlands and Islands","Female","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Highlands and Islands","Male","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - West","Female","1505","1440","44330","38900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Inner London - West","Male","1260","1245","44920","39640"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Kent","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Kent","Male","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Lancashire","Female","35","30","40740","37570"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Lancashire","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Male","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Lincolnshire","Female","20","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Merseyside","Female","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North Yorkshire","Female","305","290","38990","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North Yorkshire","Male","290","285","40350","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Female","135","130","37220","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Male","135","135","41080","36750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Female","35","30","36900","36620"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Yorkshire","Female","25","25","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South Yorkshire","Male","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Southern Scotland","Male","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Female","70","65","40680","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Male","70","70","51400","50170"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands","Female","50","45","38780","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands","Male","45","45","41890","37070"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Yorkshire","Female","65","60","40950","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Yorkshire","Male","35","35","38740","36210"
"In post","2022","Department for International Trade","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Derbyshire and Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","East Anglia","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","East Wales","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","East Wales","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Greater Manchester","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Inner London - West","Female","1230","1210","45220","39930"
"In post","2022","Department for International Trade","Department for International Trade","Inner London - West","Male","1270","1265","47370","41950"
"In post","2022","Department for International Trade","Department for International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Northumberland, and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Overseas","Female","55","55","54900","53750"
"In post","2022","Department for International Trade","Department for International Trade","Overseas","Male","120","120","55570","53410"
"In post","2022","Department for International Trade","Department for International Trade","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
