"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Human Resources","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Human Resources","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","London","Heterosexual / straight","105","100","43140","37790"
"In post","2022","Mixed","Human Resources","London","LGBO","20","20","[c]","[c]"
"In post","2022","Mixed","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Human Resources","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Legal","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Legal","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","London","Heterosexual / straight","155","145","51580","51960"
"In post","2022","Mixed","Legal","London","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","Legal","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Legal","London","Unknown","20","20","[c]","[c]"
"In post","2022","Mixed","Legal","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","North West (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Mixed","Legal","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Legal","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","Legal","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Legal","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Legal","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Yorkshire and The Humber","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Mixed","Legal","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","East Midlands (England)","Heterosexual / straight","225","210","28650","25700"
"In post","2022","Mixed","No function","East Midlands (England)","LGBO","30","30","28540","27570"
"In post","2022","Mixed","No function","East Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Mixed","No function","East Midlands (England)","Unknown","25","20","[c]","[c]"
"In post","2022","Mixed","No function","East of England","Heterosexual / straight","270","255","29970","28170"
"In post","2022","Mixed","No function","East of England","LGBO","25","25","[c]","[c]"
"In post","2022","Mixed","No function","East of England","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","No function","East of England","Unknown","15","15","[c]","[c]"
"In post","2022","Mixed","No function","London","Heterosexual / straight","1530","1485","39760","34260"
"In post","2022","Mixed","No function","London","LGBO","180","180","40300","35040"
"In post","2022","Mixed","No function","London","Undeclared","160","155","39750","34260"
"In post","2022","Mixed","No function","London","Unknown","95","90","39230","33570"
"In post","2022","Mixed","No function","North East (England)","Heterosexual / straight","120","115","26930","26590"
"In post","2022","Mixed","No function","North East (England)","LGBO","15","10","[c]","[c]"
"In post","2022","Mixed","No function","North East (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","No function","North East (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Mixed","No function","North West (England)","Heterosexual / straight","410","390","28400","26590"
"In post","2022","Mixed","No function","North West (England)","LGBO","60","60","27680","27570"
"In post","2022","Mixed","No function","North West (England)","Undeclared","40","35","31930","27570"
"In post","2022","Mixed","No function","North West (England)","Unknown","50","45","26970","22600"
"In post","2022","Mixed","No function","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","No function","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Overseas","Heterosexual / straight","50","50","50750","49370"
"In post","2022","Mixed","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Scotland","Heterosexual / straight","90","85","29400","27570"
"In post","2022","Mixed","No function","Scotland","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","No function","South East (England)","Heterosexual / straight","370","350","29950","29060"
"In post","2022","Mixed","No function","South East (England)","LGBO","50","45","29560","27570"
"In post","2022","Mixed","No function","South East (England)","Undeclared","35","30","28970","27570"
"In post","2022","Mixed","No function","South East (England)","Unknown","40","40","34940","29290"
"In post","2022","Mixed","No function","South West (England)","Heterosexual / straight","230","210","31410","27570"
"In post","2022","Mixed","No function","South West (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Mixed","No function","South West (England)","Undeclared","25","20","[c]","[c]"
"In post","2022","Mixed","No function","South West (England)","Unknown","35","30","34370","29530"
"In post","2022","Mixed","No function","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Wales","Heterosexual / straight","190","180","28740","26800"
"In post","2022","Mixed","No function","Wales","LGBO","20","20","[c]","[c]"
"In post","2022","Mixed","No function","Wales","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Wales","Unknown","15","15","[c]","[c]"
"In post","2022","Mixed","No function","West Midlands (England)","Heterosexual / straight","365","345","27920","26820"
"In post","2022","Mixed","No function","West Midlands (England)","LGBO","35","30","30840","25120"
"In post","2022","Mixed","No function","West Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Mixed","No function","West Midlands (England)","Unknown","30","25","29280","27570"
"In post","2022","Mixed","No function","Yorkshire and The Humber","Heterosexual / straight","255","240","30770","27570"
"In post","2022","Mixed","No function","Yorkshire and The Humber","LGBO","30","30","[c]","[c]"
"In post","2022","Mixed","No function","Yorkshire and The Humber","Undeclared","25","25","[c]","[c]"
"In post","2022","Mixed","No function","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","London","Heterosexual / straight","110","110","49320","45430"
"In post","2022","Mixed","Project Delivery","London","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","Project Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","Project Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North East (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South West (England)","Heterosexual / straight","120","120","36730","33180"
"In post","2022","Mixed","Project Delivery","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Mixed","Project Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","London","Heterosexual / straight","35","35","40700","41450"
"In post","2022","Mixed","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Property","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Scotland","LGBO","[c]","[c]","[c]","[c]"
