"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Science and Engineering","30","30","40660","38640"
"In post","2022","40-49","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Tax","25","20","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Commercial","65","65","42560","39360"
"In post","2022","40-49","Undeclared","Communications","30","30","[c]","[c]"
"In post","2022","40-49","Undeclared","Counter Fraud","80","75","29950","27570"
"In post","2022","40-49","Undeclared","Digital, Data and Technology","275","270","43220","40380"
"In post","2022","40-49","Undeclared","Economics","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Finance","135","130","41470","37100"
"In post","2022","40-49","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Human Resources","60","55","39580","35310"
"In post","2022","40-49","Undeclared","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Intelligence Analysis","45","45","37820","33300"
"In post","2022","40-49","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","International Trade","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Knowledge and Information Management","45","45","37060","34040"
"In post","2022","40-49","Undeclared","Legal","145","135","48930","47760"
"In post","2022","40-49","Undeclared","Medicine","30","30","64490","55750"
"In post","2022","40-49","Undeclared","Operational Delivery","2295","2140","30150","27570"
"In post","2022","40-49","Undeclared","Operational Research","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Other","250","240","31450","27570"
"In post","2022","40-49","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Planning Inspectors","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Policy","285","280","51130","50630"
"In post","2022","40-49","Undeclared","Project Delivery","210","205","45340","41970"
"In post","2022","40-49","Undeclared","Property","135","125","37380","34000"
"In post","2022","40-49","Undeclared","Psychology","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Science and Engineering","225","215","45600","42920"
"In post","2022","40-49","Undeclared","Security","105","105","36140","39070"
"In post","2022","40-49","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Statistics","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Tax","160","155","42150","37970"
"In post","2022","40-49","Undeclared","Unknown","160","155","44660","40330"
"In post","2022","40-49","Undeclared","Veterinarian","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Commercial","130","125","45320","41140"
"In post","2022","40-49","Unknown","Communications","155","145","51050","49580"
"In post","2022","40-49","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Counter Fraud","90","85","33530","31060"
"In post","2022","40-49","Unknown","Digital, Data and Technology","745","735","46520","42740"
"In post","2022","40-49","Unknown","Economics","20","15","[c]","[c]"
"In post","2022","40-49","Unknown","Finance","260","250","42410","40180"
"In post","2022","40-49","Unknown","Geography","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","Human Resources","195","190","40800","36340"
"In post","2022","40-49","Unknown","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Intelligence Analysis","45","45","38140","33220"
"In post","2022","40-49","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","International Trade","55","50","51900","51730"
"In post","2022","40-49","Unknown","Knowledge and Information Management","35","35","36590","34720"
"In post","2022","40-49","Unknown","Legal","400","370","49400","51070"
"In post","2022","40-49","Unknown","Medicine","120","105","52460","45840"
"In post","2022","40-49","Unknown","Operational Delivery","6325","5850","29190","26590"
"In post","2022","40-49","Unknown","Operational Research","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Other","885","855","38460","33600"
"In post","2022","40-49","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Planning Inspectors","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Policy","645","615","53690","54070"
"In post","2022","40-49","Unknown","Project Delivery","355","340","47590","43390"
"In post","2022","40-49","Unknown","Property","145","140","37740","33080"
"In post","2022","40-49","Unknown","Psychology","30","25","[c]","[c]"
"In post","2022","40-49","Unknown","Science and Engineering","150","140","44440","43740"
"In post","2022","40-49","Unknown","Security","205","205","36900","39070"
"In post","2022","40-49","Unknown","Social Research","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Statistics","40","35","46310","42340"
"In post","2022","40-49","Unknown","Tax","765","735","31200","26820"
"In post","2022","40-49","Unknown","Unknown","1770","1710","49690","44200"
"In post","2022","40-49","Unknown","Veterinarian","15","15","[c]","[c]"
"In post","2022","40-49","White","Commercial","1150","1105","42820","39990"
"In post","2022","40-49","White","Communications","815","765","46440","42690"
"In post","2022","40-49","White","Corporate Finance","30","30","53990","47010"
"In post","2022","40-49","White","Counter Fraud","990","915","29460","27570"
"In post","2022","40-49","White","Digital, Data and Technology","3775","3680","45180","40720"
"In post","2022","40-49","White","Economics","160","150","66140","64670"
"In post","2022","40-49","White","Finance","2340","2245","42720","37930"
"In post","2022","40-49","White","Geography","65","60","34270","33290"
"In post","2022","40-49","White","Human Resources","1905","1800","42550","38650"
"In post","2022","40-49","White","Inspector of Education and Training","270","270","65300","68700"
"In post","2022","40-49","White","Intelligence Analysis","605","575","34830","30830"
"In post","2022","40-49","White","Internal Audit","130","125","46460","43300"
"In post","2022","40-49","White","International Trade","145","145","53430","51970"
"In post","2022","40-49","White","Knowledge and Information Management","455","435","37400","35050"
"In post","2022","40-49","White","Legal","2445","2255","52360","53050"
"In post","2022","40-49","White","Medicine","510","450","55120","45840"
"In post","2022","40-49","White","Operational Delivery","40420","37240","30140","27570"
"In post","2022","40-49","White","Operational Research","190","180","50750","47660"
"In post","2022","40-49","White","Other","4580","4335","32640","27570"
"In post","2022","40-49","White","Planning","50","45","48430","49790"
"In post","2022","40-49","White","Planning Inspectors","85","80","54060","58810"
"In post","2022","40-49","White","Policy","5315","5055","54340","54060"
"In post","2022","40-49","White","Project Delivery","3070","2960","46370","41380"
"In post","2022","40-49","White","Property","1245","1205","40420","37300"
"In post","2022","40-49","White","Psychology","275","260","44740","47010"
"In post","2022","40-49","White","Science and Engineering","2320","2210","44240","42400"
"In post","2022","40-49","White","Security","1470","1450","34260","33450"
"In post","2022","40-49","White","Social Research","190","175","48960","50210"
"In post","2022","40-49","White","Statistics","385","360","51640","51970"
"In post","2022","40-49","White","Tax","2290","2195","38910","33370"
"In post","2022","40-49","White","Unknown","4800","4595","47660","43000"
"In post","2022","40-49","White","Veterinarian","125","125","43710","40090"
"In post","2022","50-59","Asian","Commercial","55","55","42610","39680"
"In post","2022","50-59","Asian","Communications","20","20","[c]","[c]"
"In post","2022","50-59","Asian","Corporate Finance","5","5","[c]","[c]"
"In post","2022","50-59","Asian","Counter Fraud","165","150","28540","27570"
"In post","2022","50-59","Asian","Digital, Data and Technology","220","215","44310","40530"
"In post","2022","50-59","Asian","Economics","10","10","[c]","[c]"
"In post","2022","50-59","Asian","Finance","195","195","42710","38770"
"In post","2022","50-59","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Human Resources","95","90","40920","35700"
"In post","2022","50-59","Asian","Inspector of Education and Training","10","10","[c]","[c]"
"In post","2022","50-59","Asian","Intelligence Analysis","40","40","31690","29080"
"In post","2022","50-59","Asian","Internal Audit","15","15","[c]","[c]"
"In post","2022","50-59","Asian","International Trade","20","20","[c]","[c]"
"In post","2022","50-59","Asian","Knowledge and Information Management","30","30","35640","33960"
"In post","2022","50-59","Asian","Legal","180","165","53680","54890"
"In post","2022","50-59","Asian","Medicine","35","35","92050","101430"
"In post","2022","50-59","Asian","Operational Delivery","3440","3150","29110","27570"
"In post","2022","50-59","Asian","Operational Research","10","5","[c]","[c]"
"In post","2022","50-59","Asian","Other","325","305","29290","26670"
"In post","2022","50-59","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Policy","330","320","46190","40650"
"In post","2022","50-59","Asian","Project Delivery","200","190","43670","40550"
"In post","2022","50-59","Asian","Property","75","75","38240","32940"
"In post","2022","50-59","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Science and Engineering","80","75","46330","41330"
"In post","2022","50-59","Asian","Security","90","85","29380","22900"
"In post","2022","50-59","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Statistics","15","15","[c]","[c]"
"In post","2022","50-59","Asian","Tax","260","255","36980","33810"
"In post","2022","50-59","Asian","Unknown","135","135","45000","37610"
"In post","2022","50-59","Asian","Veterinarian","5","5","[c]","[c]"
"In post","2022","50-59","Black","Commercial","65","65","39180","37440"
"In post","2022","50-59","Black","Communications","35","35","41120","37880"
"In post","2022","50-59","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Counter Fraud","130","120","29350","29770"
"In post","2022","50-59","Black","Digital, Data and Technology","170","170","42860","40170"
"In post","2022","50-59","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Finance","150","150","42700","40030"
"In post","2022","50-59","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Human Resources","110","105","39790","36370"
"In post","2022","50-59","Black","Inspector of Education and Training","15","15","[c]","[c]"
"In post","2022","50-59","Black","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","50-59","Black","Internal Audit","10","10","[c]","[c]"
"In post","2022","50-59","Black","International Trade","15","15","[c]","[c]"
"In post","2022","50-59","Black","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","50-59","Black","Legal","170","165","54160","55610"
"In post","2022","50-59","Black","Medicine","20","20","[c]","[c]"
"In post","2022","50-59","Black","Operational Delivery","3345","3195","30230","29080"
"In post","2022","50-59","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Other","245","240","31060","29370"
"In post","2022","50-59","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Policy","360","355","41740","37560"
"In post","2022","50-59","Black","Project Delivery","145","145","43060","39000"
"In post","2022","50-59","Black","Property","65","65","38990","36210"
"In post","2022","50-59","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Science and Engineering","50","50","41380","39970"
"In post","2022","50-59","Black","Security","45","45","30970","26350"
"In post","2022","50-59","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Statistics","10","10","[c]","[c]"
"In post","2022","50-59","Black","Tax","150","145","36160","33440"
"In post","2022","50-59","Black","Unknown","135","135","43580","37610"
"In post","2022","50-59","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Commercial","20","20","[c]","[c]"
"In post","2022","50-59","Mixed","Communications","15","15","[c]","[c]"
"In post","2022","50-59","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Counter Fraud","35","30","29580","28430"
"In post","2022","50-59","Mixed","Digital, Data and Technology","50","50","44290","40080"
"In post","2022","50-59","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Finance","45","45","42340","40700"
"In post","2022","50-59","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Human Resources","40","40","42610","39790"
"In post","2022","50-59","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","50-59","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","50-59","Mixed","Legal","75","70","55370","55610"
"In post","2022","50-59","Mixed","Medicine","10","5","[c]","[c]"
"In post","2022","50-59","Mixed","Operational Delivery","905","845","30880","27920"
"In post","2022","50-59","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Other","95","95","32030","27570"
"In post","2022","50-59","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Policy","90","90","47950","45070"
"In post","2022","50-59","Mixed","Project Delivery","55","55","45390","42300"
"In post","2022","50-59","Mixed","Property","30","30","34700","32440"
"In post","2022","50-59","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Science and Engineering","30","30","43920","44430"
"In post","2022","50-59","Mixed","Security","30","30","[c]","[c]"
"In post","2022","50-59","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Tax","35","35","43370","37610"
"In post","2022","50-59","Mixed","Unknown","55","50","55100","49700"
"In post","2022","50-59","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Commercial","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Counter Fraud","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Finance","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Legal","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Medicine","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Operational Delivery","330","315","31350","29080"
"In post","2022","50-59","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Other","30","25","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Policy","45","40","51620","51630"
"In post","2022","50-59","Other ethnicity","Project Delivery","10","10","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Property","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Science and Engineering","20","20","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Tax","15","15","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Commercial","80","80","41780","40190"
"In post","2022","50-59","Undeclared","Communications","40","35","41710","39180"
"In post","2022","50-59","Undeclared","Counter Fraud","180","165","28960","27570"
"In post","2022","50-59","Undeclared","Digital, Data and Technology","405","400","43740","40520"
"In post","2022","50-59","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Finance","195","185","40740","36650"
"In post","2022","50-59","Undeclared","Geography","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Human Resources","115","105","37570","33300"
"In post","2022","50-59","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Intelligence Analysis","75","75","35680","31520"
"In post","2022","50-59","Undeclared","Internal Audit","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","International Trade","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Knowledge and Information Management","65","65","35000","33240"
"In post","2022","50-59","Undeclared","Legal","185","175","48580","45630"
"In post","2022","50-59","Undeclared","Medicine","25","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Operational Delivery","3860","3560","29780","27570"
"In post","2022","50-59","Undeclared","Operational Research","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Other","500","480","29680","26930"
"In post","2022","50-59","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Planning Inspectors","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Policy","355","345","49160","46120"
"In post","2022","50-59","Undeclared","Project Delivery","275","265","45270","41290"
"In post","2022","50-59","Undeclared","Property","270","260","39660","34000"
"In post","2022","50-59","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Science and Engineering","320","310","44330","42770"
"In post","2022","50-59","Undeclared","Security","195","190","36730","39070"
"In post","2022","50-59","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Statistics","15","15","[c]","[c]"
"In post","2022","50-59","Undeclared","Tax","305","295","41630","39790"
"In post","2022","50-59","Undeclared","Unknown","150","145","49050","41190"
"In post","2022","50-59","Undeclared","Veterinarian","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","110","100","42470","39510"
"In post","2022","50-59","Unknown","Communications","70","70","45780","42800"
"In post","2022","50-59","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","130","125","34270","30330"
"In post","2022","50-59","Unknown","Digital, Data and Technology","470","460","45640","40740"
"In post","2022","50-59","Unknown","Economics","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Finance","230","220","44150","40310"
"In post","2022","50-59","Unknown","Geography","30","25","[c]","[c]"
"In post","2022","50-59","Unknown","Human Resources","140","140","42360","37930"
"In post","2022","50-59","Unknown","Inspector of Education and Training","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","30","30","31430","29100"
"In post","2022","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","International Trade","55","55","45950","39440"
"In post","2022","50-59","Unknown","Knowledge and Information Management","45","40","38340","35070"
"In post","2022","50-59","Unknown","Legal","465","445","50640","48830"
"In post","2022","50-59","Unknown","Medicine","85","80","58510","51380"
"In post","2022","50-59","Unknown","Operational Delivery","6965","6355","29280","26590"
"In post","2022","50-59","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Other","1060","1040","37280","33270"
"In post","2022","50-59","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Planning Inspectors","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Policy","385","375","50500","49530"
"In post","2022","50-59","Unknown","Project Delivery","305","295","47530","41940"
"In post","2022","50-59","Unknown","Property","180","175","40040","35590"
"In post","2022","50-59","Unknown","Psychology","10","5","[c]","[c]"
"In post","2022","50-59","Unknown","Science and Engineering","140","135","45670","43970"
"In post","2022","50-59","Unknown","Security","220","215","33870","33410"
"In post","2022","50-59","Unknown","Social Research","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Statistics","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Tax","670","645","34220","33370"
"In post","2022","50-59","Unknown","Unknown","1365","1325","52070","47490"
"In post","2022","50-59","Unknown","Veterinarian","10","10","[c]","[c]"
"In post","2022","50-59","White","Commercial","1315","1275","43470","40090"
"In post","2022","50-59","White","Communications","580","565","42780","38160"
"In post","2022","50-59","White","Corporate Finance","30","30","[c]","[c]"
"In post","2022","50-59","White","Counter Fraud","1835","1700","29570","27570"
"In post","2022","50-59","White","Digital, Data and Technology","4115","4020","43900","40520"
"In post","2022","50-59","White","Economics","95","90","71080","69310"
"In post","2022","50-59","White","Finance","3025","2935","41930","36970"
"In post","2022","50-59","White","Geography","80","75","32640","33290"
"In post","2022","50-59","White","Human Resources","2335","2240","41140","37420"
"In post","2022","50-59","White","Inspector of Education and Training","365","355","67480","75480"
"In post","2022","50-59","White","Intelligence Analysis","700","680","34180","31100"
"In post","2022","50-59","White","Internal Audit","255","250","50430","47240"
"In post","2022","50-59","White","International Trade","165","165","53710","51840"
"In post","2022","50-59","White","Knowledge and Information Management","600","580","36400","33240"
"In post","2022","50-59","White","Legal","2525","2365","52130","53050"
"In post","2022","50-59","White","Medicine","550","500","59440","45840"
"In post","2022","50-59","White","Operational Delivery","57350","52520","29870","27570"
"In post","2022","50-59","White","Operational Research","155","145","51000","48090"
"In post","2022","50-59","White","Other","8015","7660","30200","26670"
"In post","2022","50-59","White","Planning","50","50","51620","51380"
"In post","2022","50-59","White","Planning Inspectors","110","105","57950","58810"
"In post","2022","50-59","White","Policy","4440","4310","51560","49170"
"In post","2022","50-59","White","Project Delivery","3760","3640","46810","41740"
"In post","2022","50-59","White","Property","2090","2035","40400","36500"
"In post","2022","50-59","White","Psychology","140","130","40330","31180"
"In post","2022","50-59","White","Science and Engineering","2810","2730","43520","41910"
"In post","2022","50-59","White","Security","2740","2705","33440","33000"
"In post","2022","50-59","White","Social Research","85","80","54180","55840"
"In post","2022","50-59","White","Statistics","230","225","51360","51210"
"In post","2022","50-59","White","Tax","3115","2965","40270","35980"
"In post","2022","50-59","White","Unknown","4555","4415","46980","40580"
"In post","2022","50-59","White","Veterinarian","70","65","49490","51300"
"In post","2022","60-64","Asian","Commercial","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Counter Fraud","55","40","27910","25110"
"In post","2022","60-64","Asian","Digital, Data and Technology","35","30","47980","40670"
"In post","2022","60-64","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Finance","60","60","39940","36320"
"In post","2022","60-64","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","20","20","[c]","[c]"
"In post","2022","60-64","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Internal Audit","5","5","[c]","[c]"
"In post","2022","60-64","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Legal","30","25","[c]","[c]"
"In post","2022","60-64","Asian","Medicine","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Operational Delivery","970","815","28260","27130"
"In post","2022","60-64","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Other","110","95","29440","25110"
"In post","2022","60-64","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Policy","45","45","43540","40600"
"In post","2022","60-64","Asian","Project Delivery","35","30","41140","35690"
"In post","2022","60-64","Asian","Property","25","25","[c]","[c]"
"In post","2022","60-64","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Science and Engineering","25","20","[c]","[c]"
"In post","2022","60-64","Asian","Security","35","35","26300","22900"
"In post","2022","60-64","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Tax","90","75","37220","37940"
"In post","2022","60-64","Asian","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","10","10","[c]","[c]"
"In post","2022","60-64","Black","Communications","5","5","[c]","[c]"
"In post","2022","60-64","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","40","30","28560","27570"
"In post","2022","60-64","Black","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","60-64","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","30","30","[c]","[c]"
"In post","2022","60-64","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","20","20","[c]","[c]"
"In post","2022","60-64","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","60-64","Black","Legal","30","30","[c]","[c]"
"In post","2022","60-64","Black","Medicine","10","5","[c]","[c]"
"In post","2022","60-64","Black","Operational Delivery","925","830","29300","28200"
"In post","2022","60-64","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Other","80","75","29260","27260"
"In post","2022","60-64","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Policy","75","70","35260","33110"
"In post","2022","60-64","Black","Project Delivery","35","35","38290","35070"
"In post","2022","60-64","Black","Property","15","10","[c]","[c]"
"In post","2022","60-64","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Science and Engineering","20","15","[c]","[c]"
"In post","2022","60-64","Black","Security","15","15","[c]","[c]"
"In post","2022","60-64","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Tax","35","35","36640","37930"
"In post","2022","60-64","Black","Unknown","20","20","[c]","[c]"
"In post","2022","60-64","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","10","5","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
