"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","AA/AO","Heterosexual / straight","395","[c]","21420","21260"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","AA/AO","LGBO","50","[c]","21620","21260"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","AA/AO","Undeclared","55","[c]","21220","21260"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","AA/AO","Unknown","40","[c]","21210","21010"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","EO","Heterosexual / straight","510","[c]","28010","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","EO","LGBO","75","[c]","28370","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","EO","Undeclared","70","[c]","28130","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","EO","Unknown","35","[c]","28050","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","80","[c]","36880","34290"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","55","[c]","35890","36330"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","AA/AO","Unknown","225","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","EO","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","SEO/HEO","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","AA/AO","Heterosexual / straight","45","[c]","21490","21680"
"Leaver CS","2022","Declared disabled","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","EO","Heterosexual / straight","55","[c]","27110","26160"
"Leaver CS","2022","Declared disabled","Home Office","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SEO/HEO","Heterosexual / straight","35","[c]","37570","37450"
"Leaver CS","2022","Declared disabled","Home Office","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","AA/AO","Heterosexual / straight","140","[c]","22370","21170"
"Leaver CS","2022","Declared disabled","Ministry of Defence","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","EO","Heterosexual / straight","70","[c]","26520","26670"
"Leaver CS","2022","Declared disabled","Ministry of Defence","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","G6/G7","Heterosexual / straight","30","[c]","59370","57490"
"Leaver CS","2022","Declared disabled","Ministry of Defence","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SEO/HEO","Heterosexual / straight","105","[c]","37620","37400"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","AA/AO","Heterosexual / straight","410","[c]","20620","20970"
"Leaver CS","2022","Declared disabled","Ministry of Justice","AA/AO","LGBO","70","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","AA/AO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","EO","Heterosexual / straight","70","[c]","25760","25130"
"Leaver CS","2022","Declared disabled","Ministry of Justice","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SEO/HEO","Heterosexual / straight","70","[c]","38950","36930"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Ministry of Justice","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
