"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Declared non-disabled","Inspector of Education and Training","75","70","71000","75500"
"In post","2022","60-64","Declared non-disabled","Intelligence Analysis","120","100","33570","30500"
"In post","2022","60-64","Declared non-disabled","Internal Audit","50","45","42490","42930"
"In post","2022","60-64","Declared non-disabled","International Trade","40","40","53490","53940"
"In post","2022","60-64","Declared non-disabled","Knowledge and Information Management","145","135","33730","31880"
"In post","2022","60-64","Declared non-disabled","Legal","475","390","53220","55610"
"In post","2022","60-64","Declared non-disabled","Medicine","125","105","58250","45840"
"In post","2022","60-64","Declared non-disabled","Operational Delivery","15405","12285","27870","26780"
"In post","2022","60-64","Declared non-disabled","Operational Research","30","25","51720","51340"
"In post","2022","60-64","Declared non-disabled","Other","2360","2140","28790","25630"
"In post","2022","60-64","Declared non-disabled","Planning","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Planning Inspectors","30","25","62990","58810"
"In post","2022","60-64","Declared non-disabled","Policy","815","745","50800","45820"
"In post","2022","60-64","Declared non-disabled","Project Delivery","755","645","43560","40530"
"In post","2022","60-64","Declared non-disabled","Property","625","560","38570","34000"
"In post","2022","60-64","Declared non-disabled","Psychology","15","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Science and Engineering","765","685","40380","39630"
"In post","2022","60-64","Declared non-disabled","Security","595","540","28470","22460"
"In post","2022","60-64","Declared non-disabled","Social Research","20","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Statistics","40","35","45910","40180"
"In post","2022","60-64","Declared non-disabled","Tax","760","595","39870","35980"
"In post","2022","60-64","Declared non-disabled","Unknown","775","695","44050","36130"
"In post","2022","60-64","Declared non-disabled","Veterinarian","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Commercial","30","25","40840","38980"
"In post","2022","60-64","Undeclared","Communications","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Counter Fraud","40","35","28170","27570"
"In post","2022","60-64","Undeclared","Digital, Data and Technology","70","65","39950","37100"
"In post","2022","60-64","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Finance","70","65","38750","35700"
"In post","2022","60-64","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Human Resources","40","35","32730","31740"
"In post","2022","60-64","Undeclared","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Internal Audit","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Legal","45","40","47090","44780"
"In post","2022","60-64","Undeclared","Medicine","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Operational Delivery","1650","1285","27760","27130"
"In post","2022","60-64","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Other","260","245","28490","26670"
"In post","2022","60-64","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Policy","75","70","46820","39000"
"In post","2022","60-64","Undeclared","Project Delivery","60","50","43470","40580"
"In post","2022","60-64","Undeclared","Property","60","55","40110","35480"
"In post","2022","60-64","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Science and Engineering","95","85","34720","33670"
"In post","2022","60-64","Undeclared","Security","80","75","30290","23020"
"In post","2022","60-64","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Tax","100","75","42560","35980"
"In post","2022","60-64","Undeclared","Unknown","35","30","51020","47490"
"In post","2022","60-64","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","50","45","42260","40810"
"In post","2022","60-64","Unknown","Communications","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Counter Fraud","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Digital, Data and Technology","115","110","44580","39090"
"In post","2022","60-64","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","85","80","40220","35480"
"In post","2022","60-64","Unknown","Geography","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","45","40","32580","28920"
"In post","2022","60-64","Unknown","Inspector of Education and Training","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","International Trade","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Legal","100","85","48270","45870"
"In post","2022","60-64","Unknown","Medicine","60","55","81800","75970"
"In post","2022","60-64","Unknown","Operational Delivery","2510","1995","29000","25860"
"In post","2022","60-64","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Other","435","410","32970","30720"
"In post","2022","60-64","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Policy","85","80","47700","43810"
"In post","2022","60-64","Unknown","Project Delivery","95","85","44380","42260"
"In post","2022","60-64","Unknown","Property","125","115","33020","28490"
"In post","2022","60-64","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Science and Engineering","130","120","46860","44950"
"In post","2022","60-64","Unknown","Security","105","95","29210","23370"
"In post","2022","60-64","Unknown","Statistics","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Tax","255","205","35020","33440"
"In post","2022","60-64","Unknown","Unknown","395","360","41360","33390"
"In post","2022","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Commercial","15","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Communications","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Counter Fraud","50","35","27770","27570"
"In post","2022","65+","Declared disabled","Digital, Data and Technology","35","30","37610","32410"
"In post","2022","65+","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Finance","35","30","36910","34920"
"In post","2022","65+","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Human Resources","25","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Legal","30","25","50420","55820"
"In post","2022","65+","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Operational Delivery","1245","920","26470","25210"
"In post","2022","65+","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Other","135","115","26070","22330"
"In post","2022","65+","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Policy","45","40","41910","35980"
"In post","2022","65+","Declared disabled","Project Delivery","35","30","36060","35050"
"In post","2022","65+","Declared disabled","Property","25","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Science and Engineering","50","40","37420","35790"
"In post","2022","65+","Declared disabled","Security","25","20","[c]","[c]"
"In post","2022","65+","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Statistics","5","5","[c]","[c]"
"In post","2022","65+","Declared disabled","Tax","50","35","39200","35980"
"In post","2022","65+","Declared disabled","Unknown","30","25","36720","30860"
"In post","2022","65+","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Commercial","55","45","40410","37900"
"In post","2022","65+","Declared non-disabled","Communications","35","30","35240","33150"
"In post","2022","65+","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Counter Fraud","230","160","28470","27570"
"In post","2022","65+","Declared non-disabled","Digital, Data and Technology","225","185","39610","35820"
"In post","2022","65+","Declared non-disabled","Economics","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Finance","200","175","36050","33300"
"In post","2022","65+","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Human Resources","105","85","35680","31980"
"In post","2022","65+","Declared non-disabled","Inspector of Education and Training","20","15","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Intelligence Analysis","35","25","32040","30500"
"In post","2022","65+","Declared non-disabled","Internal Audit","10","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","International Trade","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Knowledge and Information Management","40","30","32330","28040"
"In post","2022","65+","Declared non-disabled","Legal","165","120","52140","55610"
"In post","2022","65+","Declared non-disabled","Medicine","40","35","67750","74970"
"In post","2022","65+","Declared non-disabled","Operational Delivery","4840","3585","26940","25360"
"In post","2022","65+","Declared non-disabled","Operational Research","15","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Other","740","645","27420","22330"
"In post","2022","65+","Declared non-disabled","Planning","5","5","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Planning Inspectors","30","20","65570","65270"
"In post","2022","65+","Declared non-disabled","Policy","225","190","44740","38930"
"In post","2022","65+","Declared non-disabled","Project Delivery","180","140","42770","40220"
"In post","2022","65+","Declared non-disabled","Property","225","190","35180","33300"
"In post","2022","65+","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Science and Engineering","290","235","41000","38460"
"In post","2022","65+","Declared non-disabled","Security","200","175","27570","22460"
"In post","2022","65+","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Statistics","10","10","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Tax","200","135","38980","35980"
"In post","2022","65+","Declared non-disabled","Unknown","215","180","40620","30220"
"In post","2022","65+","Declared non-disabled","Veterinarian","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Counter Fraud","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Digital, Data and Technology","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Finance","15","15","[c]","[c]"
"In post","2022","65+","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Intelligence Analysis","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Legal","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Operational Delivery","490","355","27210","25480"
"In post","2022","65+","Undeclared","Other","95","85","28230","23740"
"In post","2022","65+","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Policy","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","Project Delivery","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","Property","30","25","36210","32600"
"In post","2022","65+","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Science and Engineering","35","30","33020","31570"
"In post","2022","65+","Undeclared","Security","30","25","29920","25000"
"In post","2022","65+","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Tax","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Communications","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data and Technology","45","40","36840","35260"
"In post","2022","65+","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Finance","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","International Trade","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Legal","45","30","55090","58970"
"In post","2022","65+","Unknown","Medicine","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Operational Delivery","765","555","28510","25690"
"In post","2022","65+","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Other","150","130","31170","28190"
"In post","2022","65+","Unknown","Planning Inspectors","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Policy","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Project Delivery","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Property","45","40","26400","19030"
"In post","2022","65+","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Science and Engineering","45","40","43000","33410"
"In post","2022","65+","Unknown","Security","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Tax","85","60","34640","33440"
"In post","2022","65+","Unknown","Unknown","110","95","41390","34600"
"In post","2022","65+","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Operational Delivery","60","[c]","21110","21260"
"Leaver CS","2022","16-19","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Operational Delivery","40","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Economics","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Operational Delivery","430","[c]","24480","22600"
"Leaver CS","2022","20-29","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Other","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Policy","55","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Science and Engineering","30","[c]","25190","23490"
"Leaver CS","2022","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","115","[c]","29230","27230"
"Leaver CS","2022","20-29","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","45","[c]","28590","26510"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","60","[c]","33820","33790"
"Leaver CS","2022","20-29","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data and Technology","150","[c]","32390","31640"
"Leaver CS","2022","20-29","Declared non-disabled","Economics","75","[c]","29570","27630"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","50","[c]","28680","26670"
"Leaver CS","2022","20-29","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Human Resources","60","[c]","28480","26350"
"Leaver CS","2022","20-29","Declared non-disabled","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Knowledge and Information Management","45","[c]","29050","28590"
"Leaver CS","2022","20-29","Declared non-disabled","Legal","35","[c]","38670","37230"
"Leaver CS","2022","20-29","Declared non-disabled","Medicine","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Operational Delivery","3135","[c]","24800","23380"
"Leaver CS","2022","20-29","Declared non-disabled","Operational Research","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Other","305","[c]","24950","22460"
"Leaver CS","2022","20-29","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Policy","270","[c]","35260","33570"
"Leaver CS","2022","20-29","Declared non-disabled","Project Delivery","105","[c]","30050","28120"
"Leaver CS","2022","20-29","Declared non-disabled","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Science and Engineering","315","[c]","26720","26880"
"Leaver CS","2022","20-29","Declared non-disabled","Security","55","[c]","25730","25680"
"Leaver CS","2022","20-29","Declared non-disabled","Social Research","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Statistics","35","[c]","29240","26870"
"Leaver CS","2022","20-29","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","900","[c]","28370","25940"
"Leaver CS","2022","20-29","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Economics","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Operational Delivery","155","[c]","25490","23050"
"Leaver CS","2022","20-29","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Communications","65","[c]","28080","28500"
"Leaver CS","2022","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Digital, Data and Technology","135","[c]","33550","32530"
"Leaver CS","2022","20-29","Unknown","Economics","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Finance","50","[c]","24510","23090"
"Leaver CS","2022","20-29","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Human Resources","65","[c]","25540","23320"
"Leaver CS","2022","20-29","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","International Trade","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Legal","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Operational Delivery","1700","[c]","24350","22200"
"Leaver CS","2022","20-29","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Other","210","[c]","25340","23580"
"Leaver CS","2022","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Policy","240","[c]","31600","28650"
"Leaver CS","2022","20-29","Unknown","Project Delivery","35","[c]","30060","30160"
"Leaver CS","2022","20-29","Unknown","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Psychology","15","[c]","[c]","[c]"
