"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Outside London","SEO/HEO","Undeclared","870","830","36840","36600"
"In post","2022","Unknown","Outside London","SEO/HEO","Unknown","10475","10135","35910","33370"
"In post","2022","Unknown","Outside London","Unknown","Heterosexual / straight","270","250","32260","28200"
"In post","2022","Unknown","Outside London","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Unknown","3000","2705","27630","24930"
"In post","2022","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","G6/G7","Heterosexual / straight","50","50","64860","60990"
"In post","2022","Unknown","Overseas","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Overseas","G6/G7","Unknown","230","230","58730","56800"
"In post","2022","Unknown","Overseas","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SCS level","Unknown","35","35","80990","75000"
"In post","2022","Unknown","Overseas","SEO/HEO","Heterosexual / straight","90","90","45370","40710"
"In post","2022","Unknown","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","SEO/HEO","Unknown","270","265","42070","41600"
"In post","2022","Unknown","Overseas","Unknown","Heterosexual / straight","125","125","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Unknown","45","45","27410","27570"
"In post","2022","Unknown","Unknown","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","G6/G7","Unknown","45","40","60260","57720"
"In post","2022","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","Unknown","280","280","31830","29250"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","1790","1785","37370","33630"
"Leaver CS","2022","Declared disabled","London","AA/AO","Heterosexual / straight","90","[c]","23980","23840"
"Leaver CS","2022","Declared disabled","London","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","EO","Heterosexual / straight","140","[c]","29670","31060"
"Leaver CS","2022","Declared disabled","London","EO","LGBO","35","[c]","29280","30200"
"Leaver CS","2022","Declared disabled","London","EO","Undeclared","35","[c]","29870","30560"
"Leaver CS","2022","Declared disabled","London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6/G7","Heterosexual / straight","70","[c]","59370","57540"
"Leaver CS","2022","Declared disabled","London","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SEO/HEO","Heterosexual / straight","125","[c]","38970","37460"
"Leaver CS","2022","Declared disabled","London","SEO/HEO","LGBO","40","[c]","37180","35600"
"Leaver CS","2022","Declared disabled","London","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","AA/AO","Heterosexual / straight","1035","[c]","21260","21260"
"Leaver CS","2022","Declared disabled","Outside London","AA/AO","LGBO","140","[c]","21310","21260"
"Leaver CS","2022","Declared disabled","Outside London","AA/AO","Undeclared","125","[c]","21470","21260"
"Leaver CS","2022","Declared disabled","Outside London","AA/AO","Unknown","300","[c]","22000","21260"
"Leaver CS","2022","Declared disabled","Outside London","EO","Heterosexual / straight","705","[c]","27290","27570"
"Leaver CS","2022","Declared disabled","Outside London","EO","LGBO","105","[c]","26850","27570"
"Leaver CS","2022","Declared disabled","Outside London","EO","Undeclared","105","[c]","27250","27570"
"Leaver CS","2022","Declared disabled","Outside London","EO","Unknown","120","[c]","28510","27570"
"Leaver CS","2022","Declared disabled","Outside London","G6/G7","Heterosexual / straight","115","[c]","58910","56520"
"Leaver CS","2022","Declared disabled","Outside London","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","395","[c]","37320","36130"
"Leaver CS","2022","Declared disabled","Outside London","SEO/HEO","LGBO","35","[c]","34950","33200"
"Leaver CS","2022","Declared disabled","Outside London","SEO/HEO","Undeclared","60","[c]","38570","36660"
"Leaver CS","2022","Declared disabled","Outside London","SEO/HEO","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","Heterosexual / straight","160","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","AA/AO","Heterosexual / straight","690","[c]","23600","23720"
"Leaver CS","2022","Declared non-disabled","London","AA/AO","LGBO","50","[c]","22700","22900"
"Leaver CS","2022","Declared non-disabled","London","AA/AO","Undeclared","70","[c]","23150","23720"
"Leaver CS","2022","Declared non-disabled","London","AA/AO","Unknown","130","[c]","23320","23380"
"Leaver CS","2022","Declared non-disabled","London","EO","Heterosexual / straight","970","[c]","29700","31060"
"Leaver CS","2022","Declared non-disabled","London","EO","LGBO","80","[c]","29490","31060"
"Leaver CS","2022","Declared non-disabled","London","EO","Undeclared","110","[c]","29360","30570"
"Leaver CS","2022","Declared non-disabled","London","EO","Unknown","130","[c]","30190","31060"
"Leaver CS","2022","Declared non-disabled","London","G6/G7","Heterosexual / straight","950","[c]","59880","58020"
"Leaver CS","2022","Declared non-disabled","London","G6/G7","LGBO","70","[c]","59960","57030"
"Leaver CS","2022","Declared non-disabled","London","G6/G7","Undeclared","85","[c]","61430","59280"
"Leaver CS","2022","Declared non-disabled","London","G6/G7","Unknown","160","[c]","61460","63220"
"Leaver CS","2022","Declared non-disabled","London","SCS level","Heterosexual / straight","200","[c]","95680","92800"
"Leaver CS","2022","Declared non-disabled","London","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","SCS level","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","1200","[c]","38020","37640"
"Leaver CS","2022","Declared non-disabled","London","SEO/HEO","LGBO","100","[c]","37270","36720"
"Leaver CS","2022","Declared non-disabled","London","SEO/HEO","Undeclared","125","[c]","38620","38000"
"Leaver CS","2022","Declared non-disabled","London","SEO/HEO","Unknown","160","[c]","39170","38070"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Heterosexual / straight","115","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","6060","[c]","21450","21260"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","LGBO","420","[c]","21190","21260"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","Undeclared","480","[c]","21540","21260"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","Unknown","1890","[c]","21440","21260"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","Heterosexual / straight","3685","[c]","27240","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","LGBO","240","[c]","27120","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","Undeclared","375","[c]","27300","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","Unknown","935","[c]","27410","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","950","[c]","60560","58830"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","LGBO","40","[c]","62120","59590"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","Undeclared","90","[c]","59340","56600"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","Unknown","290","[c]","57210","56610"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","130","[c]","96490","94760"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","2655","[c]","37190","36330"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","LGBO","115","[c]","36450","36330"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","Undeclared","280","[c]","37630","36900"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","Unknown","695","[c]","37120","36130"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","750","[c]","36620","36240"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","LGBO","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","150","[c]","20910","21680"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Undeclared","55","[c]","20520","21590"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","55","[c]","27210","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","Heterosexual / straight","45","[c]","38590","39040"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","EO","Heterosexual / straight","40","[c]","29110","30500"
"Leaver CS","2022","Undeclared","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","G6/G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","G6/G7","Undeclared","50","[c]","59790","56870"
"Leaver CS","2022","Undeclared","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SEO/HEO","Heterosexual / straight","40","[c]","38240","37850"
"Leaver CS","2022","Undeclared","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SEO/HEO","Undeclared","50","[c]","40260","40130"
"Leaver CS","2022","Undeclared","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","AA/AO","Heterosexual / straight","370","[c]","21340","21130"
"Leaver CS","2022","Undeclared","Outside London","AA/AO","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","AA/AO","Undeclared","190","[c]","23030","21260"
"Leaver CS","2022","Undeclared","Outside London","AA/AO","Unknown","280","[c]","21410","21050"
"Leaver CS","2022","Undeclared","Outside London","EO","Heterosexual / straight","185","[c]","27140","27570"
"Leaver CS","2022","Undeclared","Outside London","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","EO","Undeclared","120","[c]","27690","27370"
"Leaver CS","2022","Undeclared","Outside London","EO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","G6/G7","Undeclared","35","[c]","59250","57840"
"Leaver CS","2022","Undeclared","Outside London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","SEO/HEO","Heterosexual / straight","135","[c]","36800","36840"
"Leaver CS","2022","Undeclared","Outside London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","SEO/HEO","Undeclared","120","[c]","38320","36460"
"Leaver CS","2022","Undeclared","Outside London","SEO/HEO","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
