"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","HEO","10","10","33450","33180"
"In post","2022","Finance","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","5","5","[c]","[c]"
"In post","2022","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","10","10","34870","34850"
"In post","2022","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","5","5","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Glasgow City","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Glasgow City","AO","10","10","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Glasgow City","EO","20","20","26720","26670"
"In post","2022","Finance","West Central Scotland","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Glasgow City","G7","10","10","54450","54880"
"In post","2022","Finance","West Central Scotland","Glasgow City","HEO","15","15","33610","33300"
"In post","2022","Finance","West Central Scotland","Glasgow City","SEO","15","15","40590","40000"
"In post","2022","Finance","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","AO","65","50","21290","21250"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","EO","10","10","26940","26820"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","HEO","20","15","33660","33370"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","North Lanarkshire","SEO","10","10","41590","40520"
"In post","2022","Finance","West Midlands","Birmingham","AO","10","10","[c]","[c]"
"In post","2022","Finance","West Midlands","Birmingham","EO","30","30","25770","25440"
"In post","2022","Finance","West Midlands","Birmingham","G6","15","15","73100","69220"
"In post","2022","Finance","West Midlands","Birmingham","G7","30","30","55400","54700"
"In post","2022","Finance","West Midlands","Birmingham","HEO","30","30","34360","32270"
"In post","2022","Finance","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Birmingham","SEO","55","55","40420","38650"
"In post","2022","Finance","West Midlands","Coventry","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Coventry","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Coventry","EO","45","45","25080","25000"
"In post","2022","Finance","West Midlands","Coventry","G6","15","15","63330","61960"
"In post","2022","Finance","West Midlands","Coventry","G7","60","60","51090","50620"
"In post","2022","Finance","West Midlands","Coventry","HEO","70","70","30350","29360"
"In post","2022","Finance","West Midlands","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Coventry","SEO","70","65","37920","36780"
"In post","2022","Finance","West Midlands","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Solihull","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Solihull","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Solihull","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Wolverhampton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Wolverhampton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Wolverhampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Wolverhampton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","EO","30","30","28570","29430"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","G6","5","5","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","G7","10","10","60430","61440"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","HEO","15","15","37210","38160"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Central Valleys","SEO","15","15","46980","47470"
"In post","2022","Finance","West Wales and The Valleys","Conwy and Denbighshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Conwy and Denbighshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Conwy and Denbighshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Conwy and Denbighshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Conwy and Denbighshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Gwent Valleys","AO","5","5","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Gwent Valleys","EO","5","5","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Gwent Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Gwent Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Gwent Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Isle of Anglesey","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Isle of Anglesey","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","South West Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","South West Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","South West Wales","EO","5","5","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","South West Wales","HEO","5","5","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","South West Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Swansea","AA","10","10","18310","18310"
"In post","2022","Finance","West Wales and The Valleys","Swansea","AO","25","25","21920","21840"
"In post","2022","Finance","West Wales and The Valleys","Swansea","EO","40","40","26460","26470"
"In post","2022","Finance","West Wales and The Valleys","Swansea","G6","5","5","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Swansea","G7","30","30","52470","52240"
"In post","2022","Finance","West Wales and The Valleys","Swansea","HEO","50","50","32530","31850"
"In post","2022","Finance","West Wales and The Valleys","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Swansea","SEO","55","50","42190","41650"
"In post","2022","Finance","West Yorkshire","Bradford","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Bradford","AO","5","5","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Bradford","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Bradford","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Calderdale and Kirklees","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Leeds","AO","25","25","20850","21250"
"In post","2022","Finance","West Yorkshire","Leeds","EO","95","85","25460","26130"
"In post","2022","Finance","West Yorkshire","Leeds","G6","50","50","64950","63540"
"In post","2022","Finance","West Yorkshire","Leeds","G7","110","105","52030","50620"
"In post","2022","Finance","West Yorkshire","Leeds","HEO","125","120","31270","31000"
"In post","2022","Finance","West Yorkshire","Leeds","SCS level","15","15","76840","75500"
"In post","2022","Finance","West Yorkshire","Leeds","SEO","165","155","38290","37020"
"In post","2022","Finance","West Yorkshire","Wakefield","AO","15","10","21950","22200"
"In post","2022","Finance","West Yorkshire","Wakefield","EO","10","10","25620","25700"
"In post","2022","Finance","West Yorkshire","Wakefield","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Wakefield","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Devon","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","AO","60","60","20500","20420"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","EO","145","135","27540","26740"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","G7","5","5","[c]","[c]"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","HEO","165","155","33480","33290"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Dorset and Somerset","Somerset CC","SEO","50","50","43020","42510"
"In post","2022","Geography","East Anglia","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Anglia","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Anglia","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Anglia","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Anglia","Suffolk CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Anglia","Suffolk CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Wales","Monmouthshire and Newport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Eastern Scotland","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Eastern Scotland","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Hampshire and Isle of Wight","Central Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Hampshire and Isle of Wight","Central Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Hampshire and Isle of Wight","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Hampshire and Isle of Wight","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Hampshire and Isle of Wight","South Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Inner London - West","Westminster","G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Lincolnshire","Lincolnshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","North Yorkshire","North Yorkshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","North Yorkshire","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","North Yorkshire","North Yorkshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Shropshire and Staffordshire","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Shropshire and Staffordshire","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Shropshire and Staffordshire","Staffordshire CC","HEO","5","5","[c]","[c]"
"In post","2022","Geography","Shropshire and Staffordshire","Staffordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Southern Scotland","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Bedford","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Bedford","EO","10","10","30920","31780"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Bedford","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Bedford","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Bedford","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Central Bedfordshire","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","10","10","29980","30200"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","HEO","15","15","37410","37000"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Luton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AO","15","15","23310","23170"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","15","15","27120","26100"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","10","10","44250","43160"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Cheshire East","AO","105","90","21330","21170"
"In post","2022","Human Resources","Cheshire","Cheshire East","EO","20","20","26460","26350"
"In post","2022","Human Resources","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Cheshire East","HEO","30","30","33180","33300"
"In post","2022","Human Resources","Cheshire","Cheshire East","SEO","15","15","40350","40580"
"In post","2022","Human Resources","Cheshire","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Warrington","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Warrington","EO","10","10","27940","28200"
"In post","2022","Human Resources","Cheshire","Warrington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Warrington","G7","15","15","52780","55740"
"In post","2022","Human Resources","Cheshire","Warrington","HEO","25","25","35730","36740"
"In post","2022","Human Resources","Cheshire","Warrington","SEO","15","15","43390","45480"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","West Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Derby","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","AO","10","10","22000","22080"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","EO","50","45","27170","27130"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","G6","20","20","64860","67910"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","G7","45","45","54280","55210"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","HEO","85","80","32870","33370"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Nottingham","SEO","85","80","40310","40520"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Devon CC","AO","10","10","21550","21300"
"In post","2022","Human Resources","Devon","Devon CC","EO","20","15","26130","25630"
"In post","2022","Human Resources","Devon","Devon CC","G6","10","10","[c]","[c]"
"In post","2022","Human Resources","Devon","Devon CC","G7","20","20","47690","47750"
"In post","2022","Human Resources","Devon","Devon CC","HEO","45","40","32560","31990"
"In post","2022","Human Resources","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Devon CC","SEO","20","15","39220","37420"
"In post","2022","Human Resources","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Plymouth","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Plymouth","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Devon","Torbay","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Bournemouth, Christchurch and Poole","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Dorset","AO","15","15","21340","21170"
"In post","2022","Human Resources","Dorset and Somerset","Dorset","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Dorset","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Dorset","HEO","15","15","32720","33150"
"In post","2022","Human Resources","Dorset and Somerset","Dorset","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Somerset CC","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Somerset CC","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Somerset CC","SEO","10","10","[c]","[c]"
"In post","2022","Human Resources","East Anglia","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
