"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Welsh Government","EO","EO","Female","640","585","28820","29430"
"In post","2022","Welsh Government","EO","EO","Male","465","455","28840","29430"
"In post","2022","Welsh Government","G6/G7","G6","Female","110","105","72030","75480"
"In post","2022","Welsh Government","G6/G7","G6","Male","125","120","73270","75480"
"In post","2022","Welsh Government","G6/G7","G7","Female","480","450","59530","61440"
"In post","2022","Welsh Government","G6/G7","G7","Male","390","380","59910","61440"
"In post","2022","Welsh Government","SCS level","SCS level","Female","85","85","83770","78470"
"In post","2022","Welsh Government","SCS level","SCS level","Male","105","100","89610","81760"
"In post","2022","Welsh Government","SEO/HEO","HEO","Female","945","875","37330","38160"
"In post","2022","Welsh Government","SEO/HEO","HEO","Male","520","510","37230","38160"
"In post","2022","Welsh Government","SEO/HEO","SEO","Female","735","690","46240","47470"
"In post","2022","Welsh Government","SEO/HEO","SEO","Male","490","475","46330","47470"
"Leaver CS","2022","Attorney General's Departments","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","AA/AO","AO","Female","110","[c]","22260","22200"
"Leaver CS","2022","Attorney General's Departments","AA/AO","AO","Male","35","[c]","22380","22200"
"Leaver CS","2022","Attorney General's Departments","EO","EO","Female","60","[c]","27860","27350"
"Leaver CS","2022","Attorney General's Departments","EO","EO","Male","35","[c]","28560","27350"
"Leaver CS","2022","Attorney General's Departments","G6/G7","G6","Female","35","[c]","68620","67000"
"Leaver CS","2022","Attorney General's Departments","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","G6/G7","G7","Female","135","[c]","55360","55000"
"Leaver CS","2022","Attorney General's Departments","G6/G7","G7","Male","105","[c]","55700","55000"
"Leaver CS","2022","Attorney General's Departments","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","HEO","Female","45","[c]","36180","38000"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","HEO","Male","30","[c]","36150","34480"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","AO","Female","40","[c]","20290","20570"
"Leaver CS","2022","Cabinet Office","AA/AO","AO","Male","50","[c]","20380","19600"
"Leaver CS","2022","Cabinet Office","EO","EO","Female","40","[c]","27220","27500"
"Leaver CS","2022","Cabinet Office","EO","EO","Male","45","[c]","26410","27500"
"Leaver CS","2022","Cabinet Office","G6/G7","G6","Female","40","[c]","68900","66440"
"Leaver CS","2022","Cabinet Office","G6/G7","G6","Male","50","[c]","76350","70880"
"Leaver CS","2022","Cabinet Office","G6/G7","G7","Female","90","[c]","57890","54700"
"Leaver CS","2022","Cabinet Office","G6/G7","G7","Male","125","[c]","58610","57530"
"Leaver CS","2022","Cabinet Office","SCS level","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","SCS level","SCS level","Male","50","[c]","100410","94460"
"Leaver CS","2022","Cabinet Office","SEO/HEO","HEO","Female","85","[c]","32050","32000"
"Leaver CS","2022","Cabinet Office","SEO/HEO","HEO","Male","80","[c]","32910","33300"
"Leaver CS","2022","Cabinet Office","SEO/HEO","SEO","Female","55","[c]","39960","40600"
"Leaver CS","2022","Cabinet Office","SEO/HEO","SEO","Male","40","[c]","40480","40600"
"Leaver CS","2022","Chancellor's other departments","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Female","65","[c]","21990","21190"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Male","45","[c]","21620","21130"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Female","70","[c]","26440","26630"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Male","55","[c]","26320","24570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Female","55","[c]","53670","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Male","100","[c]","54340","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Female","70","[c]","32620","33570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Male","95","[c]","33860","33570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Female","65","[c]","40740","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Male","80","[c]","41930","40220"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Female","40","[c]","35280","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","EO","EO","Female","75","[c]","26690","25000"
"Leaver CS","2022","Department for Education","EO","EO","Male","35","[c]","26010","25000"
"Leaver CS","2022","Department for Education","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","G6/G7","G7","Female","40","[c]","53490","53420"
"Leaver CS","2022","Department for Education","G6/G7","G7","Male","55","[c]","53090","53420"
"Leaver CS","2022","Department for Education","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SEO/HEO","HEO","Female","35","[c]","32380","31910"
"Leaver CS","2022","Department for Education","SEO/HEO","HEO","Male","40","[c]","32790","32940"
"Leaver CS","2022","Department for Education","SEO/HEO","SEO","Female","50","[c]","39390","37100"
"Leaver CS","2022","Department for Education","SEO/HEO","SEO","Male","50","[c]","38200","37100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Female","140","[c]","21800","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Male","100","[c]","21510","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Female","95","[c]","25690","25190"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","Male","80","[c]","25640","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Female","120","[c]","30760","30620"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Male","110","[c]","31290","31320"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Female","80","[c]","39430","37380"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Male","75","[c]","40290","38960"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","AA","Female","70","[c]","18260","18310"
"Leaver CS","2022","Department for Transport","AA/AO","AA","Male","45","[c]","18610","18310"
"Leaver CS","2022","Department for Transport","AA/AO","AO","Female","215","[c]","22030","21840"
"Leaver CS","2022","Department for Transport","AA/AO","AO","Male","170","[c]","23690","21840"
"Leaver CS","2022","Department for Transport","EO","EO","Female","105","[c]","27360","26780"
"Leaver CS","2022","Department for Transport","EO","EO","Male","270","[c]","27610","26780"
"Leaver CS","2022","Department for Transport","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","G7","Male","55","[c]","58500","54870"
"Leaver CS","2022","Department for Transport","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","HEO","Female","60","[c]","33480","33590"
"Leaver CS","2022","Department for Transport","SEO/HEO","HEO","Male","100","[c]","33830","34330"
"Leaver CS","2022","Department for Transport","SEO/HEO","SEO","Female","45","[c]","41860","42470"
"Leaver CS","2022","Department for Transport","SEO/HEO","SEO","Male","75","[c]","45630","43470"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","AO","Female","2030","[c]","21360","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","AO","Male","1355","[c]","21490","21260"
"Leaver CS","2022","Department for Work and Pensions","EO","EO","Female","2930","[c]","28210","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","EO","Male","1590","[c]","28270","27570"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","G6","Female","30","[c]","67410","66260"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","G6","Male","35","[c]","68650","68340"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","G7","Female","65","[c]","52570","49950"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","G7","Male","110","[c]","57540","57430"
"Leaver CS","2022","Department for Work and Pensions","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Female","260","[c]","33870","34290"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Male","145","[c]","34230","34290"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Female","120","[c]","40800","39960"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Male","155","[c]","42840","40670"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","AO","Female","175","[c]","21350","20990"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","AO","Male","70","[c]","21210","19880"
"Leaver CS","2022","Department of Health and Social Care","EO","EO","Female","395","[c]","25670","25170"
"Leaver CS","2022","Department of Health and Social Care","EO","EO","Male","125","[c]","26000","26880"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","G6","Female","145","[c]","70300","66230"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","G6","Male","85","[c]","68900","66580"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","G7","Female","415","[c]","52830","53120"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","G7","Male","180","[c]","53330","53100"
"Leaver CS","2022","Department of Health and Social Care","SCS level","SCS level","Female","120","[c]","98260","95140"
"Leaver CS","2022","Department of Health and Social Care","SCS level","SCS level","Male","105","[c]","99940","95140"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Female","395","[c]","31820","32310"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Male","205","[c]","31860","32330"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Female","485","[c]","39940","40060"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Male","190","[c]","39490","40070"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","Male","45","[c]","54630","53310"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","Male","60","[c]","35450","33930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","AO","Female","65","[c]","22990","22600"
"Leaver CS","2022","HM Land Registry","AA/AO","AO","Male","40","[c]","23000","22600"
"Leaver CS","2022","HM Land Registry","EO","EO","Female","80","[c]","27670","27130"
"Leaver CS","2022","HM Land Registry","EO","EO","Male","40","[c]","27910","27130"
"Leaver CS","2022","HM Land Registry","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
