"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Tax","HEO","20","20","35400","33430"
"In post","2022","Finance","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","SEO","25","25","42400","43430"
"In post","2022","Finance","Unknown","AO","20","15","21770","21250"
"In post","2022","Finance","Unknown","EO","40","40","27760","27500"
"In post","2022","Finance","Unknown","G6","25","25","66810","66610"
"In post","2022","Finance","Unknown","G7","85","85","56420","56000"
"In post","2022","Finance","Unknown","HEO","65","65","34790","34550"
"In post","2022","Finance","Unknown","SCS level","25","25","88780","79910"
"In post","2022","Finance","Unknown","SEO","65","65","41640","40600"
"In post","2022","Grants Management","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","AO","1280","1170","21280","21300"
"In post","2022","Grants Management","Operational Delivery","EO","605","555","25440","25190"
"In post","2022","Grants Management","Operational Delivery","G6","15","15","60160","59990"
"In post","2022","Grants Management","Operational Delivery","G7","50","45","49170","48370"
"In post","2022","Grants Management","Operational Delivery","HEO","245","225","30360","30230"
"In post","2022","Grants Management","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","SEO","115","105","37430","36970"
"In post","2022","Grants Management","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","AA","65","60","20120","19810"
"In post","2022","Human Resources","Human Resources","AO","1075","980","21910","21380"
"In post","2022","Human Resources","Human Resources","EO","1520","1420","27280","26880"
"In post","2022","Human Resources","Human Resources","G6","515","500","67010","66610"
"In post","2022","Human Resources","Human Resources","G7","1305","1260","54180","54170"
"In post","2022","Human Resources","Human Resources","HEO","2200","2100","33300","33090"
"In post","2022","Human Resources","Human Resources","SCS level","200","195","86170","78970"
"In post","2022","Human Resources","Human Resources","SEO","1540","1475","41020","40520"
"In post","2022","Human Resources","Human Resources","Unknown","35","35","43550","43470"
"In post","2022","Human Resources","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","G7","15","15","59000","60370"
"In post","2022","Human Resources","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","AO","280","240","21740","21680"
"In post","2022","Human Resources","Operational Delivery","EO","750","705","27620","27570"
"In post","2022","Human Resources","Operational Delivery","G6","15","15","64200","66110"
"In post","2022","Human Resources","Operational Delivery","G7","70","70","53030","53600"
"In post","2022","Human Resources","Operational Delivery","HEO","260","245","33110","33370"
"In post","2022","Human Resources","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","SEO","140","135","38940","39330"
"In post","2022","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","EO","20","20","29000","27000"
"In post","2022","Human Resources","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","HEO","45","45","34670","37240"
"In post","2022","Human Resources","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","SEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Policy","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Policy","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","SEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","G6","5","5","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","AO","20","20","21280","21250"
"In post","2022","Human Resources","Tax","EO","65","60","27270","26820"
"In post","2022","Human Resources","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","G7","30","25","56610","55410"
"In post","2022","Human Resources","Tax","HEO","75","70","33330","33370"
"In post","2022","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","SEO","20","20","41400","40520"
"In post","2022","Human Resources","Unknown","AO","195","180","21180","21050"
"In post","2022","Human Resources","Unknown","EO","215","205","26060","25550"
"In post","2022","Human Resources","Unknown","G6","90","90","65950","64530"
"In post","2022","Human Resources","Unknown","G7","260","250","54370","54700"
"In post","2022","Human Resources","Unknown","HEO","285","280","33080","32960"
"In post","2022","Human Resources","Unknown","SCS level","55","55","89160","80000"
"In post","2022","Human Resources","Unknown","SEO","215","210","39570","40180"
"In post","2022","Internal Audit","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","AO","25","20","29180","31650"
"In post","2022","Internal Audit","Internal Audit","EO","35","30","27580","26670"
"In post","2022","Internal Audit","Internal Audit","G6","70","70","67200","65230"
"In post","2022","Internal Audit","Internal Audit","G7","135","125","53950","54130"
"In post","2022","Internal Audit","Internal Audit","HEO","140","135","34090","33370"
"In post","2022","Internal Audit","Internal Audit","SCS level","25","25","91590","88000"
"In post","2022","Internal Audit","Internal Audit","SEO","295","280","43790","43160"
"In post","2022","Internal Audit","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","AO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Other","EO","15","10","28470","28300"
"In post","2022","Internal Audit","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","SEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","EO","10","10","[c]","[c]"
"In post","2022","Legal","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","SEO","15","15","41160","41620"
"In post","2022","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","AO","35","35","22710","22200"
"In post","2022","Legal","Finance","EO","20","15","27350","27160"
"In post","2022","Legal","Finance","HEO","25","25","32340","32430"
"In post","2022","Legal","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","HEO","25","25","31900","31560"
"In post","2022","Legal","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","EO","40","35","27490","27570"
"In post","2022","Legal","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","HEO","20","20","32330","31990"
"In post","2022","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2022","Legal","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Legal","AO","45","45","23530","22600"
"In post","2022","Legal","Legal","EO","465","455","28550","27230"
"In post","2022","Legal","Legal","G6","1375","1275","69880","67950"
"In post","2022","Legal","Legal","G7","4265","3925","55950","54770"
"In post","2022","Legal","Legal","HEO","595","570","37780","38000"
"In post","2022","Legal","Legal","SCS level","375","365","87990","82720"
"In post","2022","Legal","Legal","SEO","625","590","47900","43430"
"In post","2022","Legal","Operational Delivery","AA","15","15","20980","21250"
"In post","2022","Legal","Operational Delivery","AO","1465","1345","22750","22200"
"In post","2022","Legal","Operational Delivery","EO","1295","1185","27930","28430"
"In post","2022","Legal","Operational Delivery","G6","25","25","71250","70170"
"In post","2022","Legal","Operational Delivery","G7","40","40","54240","54760"
"In post","2022","Legal","Operational Delivery","HEO","295","285","32840","33310"
"In post","2022","Legal","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","Legal","Operational Delivery","SEO","105","105","40170","39750"
"In post","2022","Legal","Other","AO","35","35","23880","23920"
"In post","2022","Legal","Other","EO","245","235","27390","26950"
"In post","2022","Legal","Other","G6","25","20","68310","67910"
"In post","2022","Legal","Other","G7","35","35","53800","51300"
"In post","2022","Legal","Other","HEO","80","80","32220","31180"
"In post","2022","Legal","Other","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","Other","SEO","30","30","38790","38300"
"In post","2022","Legal","Policy","AO","5","5","[c]","[c]"
"In post","2022","Legal","Policy","EO","15","15","28790","29500"
"In post","2022","Legal","Policy","G6","15","15","73350","73240"
"In post","2022","Legal","Policy","G7","25","25","55540","54760"
"In post","2022","Legal","Policy","HEO","10","10","34170","35000"
"In post","2022","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Policy","SEO","25","25","42560","42360"
"In post","2022","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","HEO","15","15","32220","32280"
"In post","2022","Legal","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","HEO","5","5","[c]","[c]"
"In post","2022","Legal","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","HEO","10","10","31390","31420"
"In post","2022","Legal","Tax","EO","20","20","28290","28920"
"In post","2022","Legal","Tax","G6","15","15","69410","67910"
"In post","2022","Legal","Tax","G7","80","75","54750","55210"
"In post","2022","Legal","Tax","HEO","155","145","33890","33370"
"In post","2022","Legal","Tax","SEO","75","70","40770","40520"
"In post","2022","Legal","Unknown","AO","10","10","23090","22080"
"In post","2022","Legal","Unknown","EO","20","20","29270","30460"
"In post","2022","Legal","Unknown","G6","30","30","72960","73430"
"In post","2022","Legal","Unknown","G7","45","40","59790","60940"
"In post","2022","Legal","Unknown","HEO","45","45","34300","33370"
"In post","2022","Legal","Unknown","SCS level","60","60","86720","79760"
"In post","2022","Legal","Unknown","SEO","10","10","42360","43430"
"In post","2022","No function","Commercial","AO","25","25","25080","24690"
"In post","2022","No function","Commercial","EO","60","60","28480","28640"
"In post","2022","No function","Commercial","G6","55","55","76390","75560"
"In post","2022","No function","Commercial","G7","70","70","64470","65330"
"In post","2022","No function","Commercial","HEO","75","70","33690","33900"
"In post","2022","No function","Commercial","SCS level","15","15","91710","85000"
"In post","2022","No function","Commercial","SEO","185","180","47390","47250"
"In post","2022","No function","Commercial","Unknown","30","30","39220","39430"
"In post","2022","No function","Communications","AO","5","5","[c]","[c]"
"In post","2022","No function","Communications","EO","35","35","27180","27680"
"In post","2022","No function","Communications","G6","20","15","64490","66650"
"In post","2022","No function","Communications","G7","60","60","53580","53400"
"In post","2022","No function","Communications","HEO","65","65","32800","32790"
"In post","2022","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","SEO","60","60","39410","39750"
"In post","2022","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","G6","10","10","[c]","[c]"
"In post","2022","No function","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","EO","20","20","26610","26500"
"In post","2022","No function","Digital, Data and Technology","G6","10","10","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","G7","30","30","54940","51730"
"In post","2022","No function","Digital, Data and Technology","HEO","25","25","32750","33000"
"In post","2022","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","SEO","55","55","41320","41990"
"In post","2022","No function","Economics","AO","10","10","25840","28250"
"In post","2022","No function","Economics","EO","30","25","26480","24300"
"In post","2022","No function","Economics","G6","45","45","68470","68400"
"In post","2022","No function","Economics","G7","135","130","56580","57230"
"In post","2022","No function","Economics","HEO","120","120","33970","32560"
"In post","2022","No function","Economics","SCS level","20","20","88510","80000"
"In post","2022","No function","Economics","SEO","35","35","42830","41970"
"In post","2022","No function","Finance","EO","10","10","25830","25000"
"In post","2022","No function","Finance","G6","20","20","64010","64180"
"In post","2022","No function","Finance","G7","45","45","52870","53420"
"In post","2022","No function","Finance","HEO","25","25","31540","30450"
"In post","2022","No function","Finance","SCS level","10","10","83390","76750"
"In post","2022","No function","Finance","SEO","40","35","38960","36960"
"In post","2022","No function","Geography","AO","60","60","20500","20420"
"In post","2022","No function","Geography","EO","145","135","27530","26740"
"In post","2022","No function","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","G7","5","5","[c]","[c]"
"In post","2022","No function","Geography","HEO","165","155","33480","33290"
"In post","2022","No function","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","SEO","50","50","42940","42510"
"In post","2022","No function","Human Resources","EO","10","10","27100","27270"
"In post","2022","No function","Human Resources","G6","15","15","64900","65080"
"In post","2022","No function","Human Resources","G7","15","15","52350","53360"
"In post","2022","No function","Human Resources","HEO","15","15","31740","30410"
"In post","2022","No function","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Human Resources","SEO","15","15","40210","39840"
"In post","2022","No function","Inspector of Education and Training","G6","100","100","84740","85550"
"In post","2022","No function","Inspector of Education and Training","G7","375","370","72980","75500"
"In post","2022","No function","Inspector of Education and Training","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","SEO","385","370","50370","51360"
"In post","2022","No function","Intelligence Analysis","AO","15","15","21570","20940"
"In post","2022","No function","Intelligence Analysis","EO","335","325","28600","27380"
"In post","2022","No function","Intelligence Analysis","G7","15","15","63800","65520"
"In post","2022","No function","Intelligence Analysis","HEO","40","35","32030","31180"
"In post","2022","No function","Intelligence Analysis","SEO","30","30","43490","42950"
"In post","2022","No function","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","HEO","10","10","33490","33790"
"In post","2022","No function","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","EO","105","105","27400","26510"
"In post","2022","No function","International Trade","G6","180","180","64150","62660"
"In post","2022","No function","International Trade","G7","490","485","53260","51970"
"In post","2022","No function","International Trade","HEO","360","355","33050","32120"
"In post","2022","No function","International Trade","SCS level","120","115","82590","75040"
"In post","2022","No function","International Trade","SEO","375","375","39470","38540"
"In post","2022","No function","Knowledge and Information Management","AA","5","5","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","AO","95","90","21850","20970"
"In post","2022","No function","Knowledge and Information Management","EO","225","210","27740","27570"
"In post","2022","No function","Knowledge and Information Management","G6","30","30","69230","66700"
"In post","2022","No function","Knowledge and Information Management","G7","95","90","54470","54070"
"In post","2022","No function","Knowledge and Information Management","HEO","245","240","33870","33290"
"In post","2022","No function","Knowledge and Information Management","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","SEO","110","105","41170","40100"
"In post","2022","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","EO","25","25","26590","25120"
"In post","2022","No function","Legal","G6","80","80","65930","64320"
"In post","2022","No function","Legal","G7","210","200","57870","57540"
"In post","2022","No function","Legal","HEO","305","300","31850","30450"
"In post","2022","No function","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","SEO","705","605","43330","44080"
"In post","2022","No function","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","EO","20","20","29730","28150"
"In post","2022","No function","Medicine","G6","135","115","80350","80540"
"In post","2022","No function","Medicine","G7","65","60","53920","53750"
"In post","2022","No function","Medicine","HEO","35","30","33510","32480"
"In post","2022","No function","Medicine","SCS level","285","255","108250","104180"
"In post","2022","No function","Medicine","SEO","55","55","42330","40990"
"In post","2022","No function","Operational Delivery","AA","10580","9280","20820","20890"
"In post","2022","No function","Operational Delivery","AO","76870","68730","23450","21550"
"In post","2022","No function","Operational Delivery","EO","65345","59865","28490","27570"
"In post","2022","No function","Operational Delivery","G6","1575","1540","69330","66230"
"In post","2022","No function","Operational Delivery","G7","4145","4030","55010","53380"
"In post","2022","No function","Operational Delivery","HEO","18005","17025","34550","33680"
"In post","2022","No function","Operational Delivery","SCS level","670","650","91690","84860"
"In post","2022","No function","Operational Delivery","SEO","8775","8450","43750","41060"
"In post","2022","No function","Operational Delivery","Unknown","19120","17700","30050","28200"
"In post","2022","No function","Operational Research","AO","5","5","[c]","[c]"
"In post","2022","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","G6","20","15","69030","67910"
"In post","2022","No function","Operational Research","G7","135","130","51230","47820"
"In post","2022","No function","Operational Research","HEO","65","65","31950","29230"
"In post","2022","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","SEO","55","50","40230","38460"
"In post","2022","No function","Other","AA","140","120","21210","21640"
"In post","2022","No function","Other","AO","1360","1260","21850","21260"
"In post","2022","No function","Other","EO","3895","3655","28150","27570"
"In post","2022","No function","Other","G6","185","180","69500","67910"
"In post","2022","No function","Other","G7","430","420","53160","52820"
"In post","2022","No function","Other","HEO","880","845","33160","32620"
"In post","2022","No function","Other","SCS level","175","165","97480","90750"
"In post","2022","No function","Other","SEO","440","410","40690","40320"
"In post","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","EO","15","15","26940","27850"
"In post","2022","No function","Planning","G6","15","15","67770","66760"
"In post","2022","No function","Planning","G7","35","35","53430","53130"
"In post","2022","No function","Planning","HEO","35","35","33840","33210"
"In post","2022","No function","Planning","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Planning","SEO","50","50","41260","40720"
"In post","2022","No function","Planning Inspectors","G6","220","185","63880","58810"
"In post","2022","No function","Planning Inspectors","G7","145","135","46440","47660"
"In post","2022","No function","Planning Inspectors","HEO","15","10","32780","32780"
"In post","2022","No function","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","AA","35","35","18210","17860"
"In post","2022","No function","Policy","AO","365","350","24500","24370"
"In post","2022","No function","Policy","EO","1830","1785","27790","27680"
"In post","2022","No function","Policy","G6","2615","2520","65520","64700"
"In post","2022","No function","Policy","G7","6625","6455","54100","53420"
"In post","2022","No function","Policy","HEO","6060","5960","33560","33570"
"In post","2022","No function","Policy","SCS level","1505","1450","85240","77060"
"In post","2022","No function","Policy","SEO","4480","4360","40210","40050"
"In post","2022","No function","Policy","Unknown","35","35","54220","57400"
"In post","2022","No function","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","EO","40","40","26320","26180"
"In post","2022","No function","Project Delivery","G6","60","55","64960","63450"
"In post","2022","No function","Project Delivery","G7","155","155","52620","51730"
"In post","2022","No function","Project Delivery","HEO","140","140","33280","34020"
"In post","2022","No function","Project Delivery","SCS level","10","10","93100","80310"
"In post","2022","No function","Project Delivery","SEO","75","70","40470","40170"
"In post","2022","No function","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","G7","10","10","[c]","[c]"
"In post","2022","No function","Property","HEO","10","10","[c]","[c]"
"In post","2022","No function","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","SEO","5","5","[c]","[c]"
"In post","2022","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","AO","85","75","21690","21550"
"In post","2022","No function","Psychology","EO","415","405","27100","26850"
"In post","2022","No function","Psychology","G6","25","25","78580","72280"
"In post","2022","No function","Psychology","G7","95","90","60960","61450"
"In post","2022","No function","Psychology","HEO","515","500","30650","30450"
"In post","2022","No function","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","SEO","380","355","45700","46020"
"In post","2022","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","AA","110","105","19190","18330"
"In post","2022","No function","Science and Engineering","AO","385","370","22500","23080"
"In post","2022","No function","Science and Engineering","EO","855","825","27350","27510"
"In post","2022","No function","Science and Engineering","G6","320","300","70830","68470"
"In post","2022","No function","Science and Engineering","G7","1750","1670","52900","52330"
"In post","2022","No function","Science and Engineering","HEO","1560","1490","31740","31660"
"In post","2022","No function","Science and Engineering","SCS level","50","45","94370","93050"
"In post","2022","No function","Science and Engineering","SEO","1635","1555","40600","40070"
"In post","2022","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","G6","10","10","69910","67740"
"In post","2022","No function","Statistics","G7","20","20","56710","57620"
"In post","2022","No function","Statistics","HEO","10","10","35160","34110"
"In post","2022","No function","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","SEO","10","10","42210","43290"
"In post","2022","No function","Tax","AO","2535","2355","21330","21250"
"In post","2022","No function","Tax","EO","2255","2120","27610","26820"
"In post","2022","No function","Tax","G6","550","515","69710","67910"
"In post","2022","No function","Tax","G7","1665","1600","56160","55210"
"In post","2022","No function","Tax","HEO","4250","4060","34350","33370"
"In post","2022","No function","Tax","SCS level","70","70","82030","78860"
"In post","2022","No function","Tax","SEO","1620","1555","41010","40520"
"In post","2022","No function","Unknown","AA","10","5","21760","21250"
"In post","2022","No function","Unknown","AO","1060","985","21820","21250"
"In post","2022","No function","Unknown","EO","1100","1075","27390","26820"
"In post","2022","No function","Unknown","G6","430","425","68290","66230"
"In post","2022","No function","Unknown","G7","1010","995","56850","54700"
"In post","2022","No function","Unknown","HEO","3160","3140","31790","32000"
"In post","2022","No function","Unknown","SCS level","345","340","89540","80000"
"In post","2022","No function","Unknown","SEO","660","650","40970","40600"
"In post","2022","No function","Veterinarian","AO","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","EO","15","15","24970","24920"
"In post","2022","No function","Veterinarian","G6","20","20","62010","61210"
"In post","2022","No function","Veterinarian","G7","95","90","52960","52070"
"In post","2022","No function","Veterinarian","HEO","10","10","30110","29550"
"In post","2022","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","SEO","245","235","40280","37690"
"In post","2022","Project Delivery","Commercial","EO","100","90","23050","23000"
"In post","2022","Project Delivery","Commercial","G6","40","40","70760","69030"
