"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","White","Finance","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","150","[c]","21240","21300"
"New entrant CS","2022","White","Grants Management","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Grants Management","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Grants Management","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Attorney General's Departments","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Cabinet Office","AA/AO","35","[c]","21040","21050"
"New entrant CS","2022","White","Human Resources","Cabinet Office","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Cabinet Office","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Cabinet Office","SEO/HEO","35","[c]","32780","32000"
"New entrant CS","2022","White","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Education","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Transport","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Transport","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Work and Pensions","EO","45","[c]","27670","27570"
"New entrant CS","2022","White","Human Resources","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department for Work and Pensions","SEO/HEO","30","[c]","33950","31990"
"New entrant CS","2022","White","Human Resources","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department of Health and Social Care","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Department of Health and Social Care","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Revenue and Customs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Treasury","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Defence","AA/AO","60","[c]","21120","21170"
"New entrant CS","2022","White","Human Resources","Ministry of Defence","EO","30","[c]","25450","26350"
"New entrant CS","2022","White","Human Resources","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Defence","SEO/HEO","35","[c]","35110","37000"
"New entrant CS","2022","White","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Ministry of Justice","SEO/HEO","50","[c]","33620","30730"
"New entrant CS","2022","White","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","UK Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Attorney General's Departments","AA/AO","210","[c]","21390","21250"
"New entrant CS","2022","White","Legal","Attorney General's Departments","EO","135","[c]","26980","26950"
"New entrant CS","2022","White","Legal","Attorney General's Departments","G6/G7","180","[c]","52550","50500"
"New entrant CS","2022","White","Legal","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Attorney General's Departments","SEO/HEO","85","[c]","39560","40000"
"New entrant CS","2022","White","Legal","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Revenue and Customs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Revenue and Customs","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Scottish Government","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Scottish Government","SEO/HEO","50","[c]","41920","41750"
"New entrant CS","2022","White","Legal","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","UK Supreme Court","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Cabinet Office","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Cabinet Office","EO","35","[c]","26520","27500"
"New entrant CS","2022","White","No function","Cabinet Office","G6/G7","40","[c]","55680","54700"
"New entrant CS","2022","White","No function","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Cabinet Office","SEO/HEO","60","[c]","35370","34550"
"New entrant CS","2022","White","No function","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Charity Commission","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Charity Commission","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Business, Energy and Industrial Strategy","AA/AO","115","[c]","21170","21130"
"New entrant CS","2022","White","No function","Department for Business, Energy and Industrial Strategy","EO","115","[c]","26710","27680"
"New entrant CS","2022","White","No function","Department for Business, Energy and Industrial Strategy","G6/G7","65","[c]","55080","53380"
"New entrant CS","2022","White","No function","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","225","[c]","36040","33570"
"New entrant CS","2022","White","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Digital, Culture, Media and Sport","EO","50","[c]","26060","26180"
"New entrant CS","2022","White","No function","Department for Digital, Culture, Media and Sport","G6/G7","35","[c]","53560","51730"
"New entrant CS","2022","White","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","140","[c]","33950","34020"
"New entrant CS","2022","White","No function","Department for Education","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Education","EO","85","[c]","25230","25000"
"New entrant CS","2022","White","No function","Department for Education","G6/G7","35","[c]","52970","49960"
"New entrant CS","2022","White","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Education","SEO/HEO","165","[c]","34040","36500"
"New entrant CS","2022","White","No function","Department for Environment, Food and Rural Affairs","AA/AO","160","[c]","22240","21300"
"New entrant CS","2022","White","No function","Department for Environment, Food and Rural Affairs","EO","190","[c]","25680","24920"
"New entrant CS","2022","White","No function","Department for Environment, Food and Rural Affairs","G6/G7","175","[c]","52940","52290"
"New entrant CS","2022","White","No function","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","560","[c]","33630","32560"
"New entrant CS","2022","White","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for International Trade","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for International Trade","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for International Trade","SEO/HEO","65","[c]","33680","31800"
"New entrant CS","2022","White","No function","Department for Levelling Up, Housing and Communities","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Levelling Up, Housing and Communities","EO","55","[c]","26680","27850"
"New entrant CS","2022","White","No function","Department for Levelling Up, Housing and Communities","G6/G7","70","[c]","49450","48200"
"New entrant CS","2022","White","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","160","[c]","34170","33210"
"New entrant CS","2022","White","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Transport","AA/AO","410","[c]","21360","21840"
"New entrant CS","2022","White","No function","Department for Transport","EO","155","[c]","26960","26130"
"New entrant CS","2022","White","No function","Department for Transport","G6/G7","65","[c]","56660","54110"
"New entrant CS","2022","White","No function","Department for Transport","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Transport","SEO/HEO","145","[c]","36980","34730"
"New entrant CS","2022","White","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","No function","Department for Work and Pensions","AA/AO","2315","[c]","21410","21260"
