"Status","Year","Disability","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Mixed","Communications","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Economics","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","International Trade","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Medicine","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Operational Delivery","Female","145","135","30100","27510"
"In post","2022","Unknown","Mixed","Operational Delivery","Male","120","115","34250","32770"
"In post","2022","Unknown","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Other","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Other","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Policy","Female","80","75","44390","41680"
"In post","2022","Unknown","Mixed","Policy","Male","35","35","49150","53200"
"In post","2022","Unknown","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Tax","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Tax","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Legal","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Operational Delivery","Female","50","50","31810","29990"
"In post","2022","Unknown","Other ethnicity","Operational Delivery","Male","30","25","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Other","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Other","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Policy","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Policy","Male","20","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Science and Engineering","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Tax","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","Male","25","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Communications","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data and Technology","Male","70","70","41760","39300"
"In post","2022","Unknown","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","International Trade","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","International Trade","Male","35","35","50880","51870"
"In post","2022","Unknown","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","Male","40","40","46060","41260"
"In post","2022","Unknown","Undeclared","Medicine","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Medicine","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Operational Delivery","Female","350","320","32270","28920"
"In post","2022","Unknown","Undeclared","Operational Delivery","Male","510","480","33680","33680"
"In post","2022","Unknown","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other","Female","55","50","30100","26900"
"In post","2022","Unknown","Undeclared","Other","Male","75","70","34620","33300"
"In post","2022","Unknown","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Policy","Female","40","35","46390","41830"
"In post","2022","Unknown","Undeclared","Policy","Male","60","60","47380","45250"
"In post","2022","Unknown","Undeclared","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Project Delivery","Male","40","40","47910","44850"
"In post","2022","Unknown","Undeclared","Property","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Property","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Science and Engineering","Female","100","90","44180","40680"
"In post","2022","Unknown","Undeclared","Science and Engineering","Male","75","75","48340","46710"
"In post","2022","Unknown","Undeclared","Security","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Security","Male","35","35","38530","39070"
"In post","2022","Unknown","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Statistics","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Tax","Female","30","30","38980","34720"
"In post","2022","Unknown","Undeclared","Tax","Male","55","50","40590","35750"
"In post","2022","Unknown","Undeclared","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","Male","40","40","45350","39540"
"In post","2022","Unknown","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Commercial","Female","300","290","38040","36500"
"In post","2022","Unknown","Unknown","Commercial","Male","265","265","40580","37400"
"In post","2022","Unknown","Unknown","Communications","Female","380","370","42930","38690"
"In post","2022","Unknown","Unknown","Communications","Male","255","250","45590","40770"
"In post","2022","Unknown","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","Female","100","95","33020","27570"
"In post","2022","Unknown","Unknown","Counter Fraud","Male","120","120","35830","31460"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","Female","745","725","41940","38550"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","Male","1770","1760","42650","38500"
"In post","2022","Unknown","Unknown","Economics","Female","90","85","42240","34880"
"In post","2022","Unknown","Unknown","Economics","Male","205","200","42900","35050"
"In post","2022","Unknown","Unknown","Finance","Female","480","455","39020","36500"
"In post","2022","Unknown","Unknown","Finance","Male","475","470","40860","37610"
"In post","2022","Unknown","Unknown","Geography","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Geography","Male","80","80","31370","29290"
"In post","2022","Unknown","Unknown","Human Resources","Female","460","440","36790","32230"
"In post","2022","Unknown","Unknown","Human Resources","Male","230","230","38120","33370"
"In post","2022","Unknown","Unknown","Inspector of Education and Training","Female","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Intelligence Analysis","Female","85","85","33340","28970"
"In post","2022","Unknown","Unknown","Intelligence Analysis","Male","130","130","34060","32100"
"In post","2022","Unknown","Unknown","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Internal Audit","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","International Trade","Female","165","165","42520","38200"
"In post","2022","Unknown","Unknown","International Trade","Male","170","170","45860","40290"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","Female","75","75","38020","34310"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","Male","70","70","38000","33950"
"In post","2022","Unknown","Unknown","Legal","Female","765","720","45140","40000"
"In post","2022","Unknown","Unknown","Legal","Male","640","625","41940","36050"
"In post","2022","Unknown","Unknown","Medicine","Female","220","185","45930","39030"
"In post","2022","Unknown","Unknown","Medicine","Male","100","90","58280","51030"
"In post","2022","Unknown","Unknown","Operational Delivery","Female","15210","13985","27050","24800"
"In post","2022","Unknown","Unknown","Operational Delivery","Male","12790","12305","28090","26030"
"In post","2022","Unknown","Unknown","Operational Research","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Research","Male","50","50","42780","39810"
"In post","2022","Unknown","Unknown","Other","Female","1140","1085","32850","28650"
"In post","2022","Unknown","Unknown","Other","Male","2470","2450","36360","32980"
"In post","2022","Unknown","Unknown","Planning","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Planning","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Planning Inspectors","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Planning Inspectors","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","Female","1910","1855","45500","41750"
"In post","2022","Unknown","Unknown","Policy","Male","1595","1580","46050","41950"
"In post","2022","Unknown","Unknown","Project Delivery","Female","575","550","42680","40180"
"In post","2022","Unknown","Unknown","Project Delivery","Male","590","580","44570","40520"
"In post","2022","Unknown","Unknown","Property","Female","295","275","31650","28030"
"In post","2022","Unknown","Unknown","Property","Male","455","450","35940","31900"
"In post","2022","Unknown","Unknown","Psychology","Female","125","120","31400","29060"
"In post","2022","Unknown","Unknown","Psychology","Male","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","Female","90","85","37900","33000"
"In post","2022","Unknown","Unknown","Science and Engineering","Male","310","310","33480","30000"
"In post","2022","Unknown","Unknown","Security","Female","170","170","32320","29740"
"In post","2022","Unknown","Unknown","Security","Male","750","745","31580","27680"
"In post","2022","Unknown","Unknown","Social Research","Female","90","90","39980","38340"
"In post","2022","Unknown","Unknown","Social Research","Male","45","45","39840","37000"
"In post","2022","Unknown","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","Female","115","110","36900","34970"
"In post","2022","Unknown","Unknown","Statistics","Male","130","130","40200","37280"
"In post","2022","Unknown","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Tax","Female","1985","1860","28340","26820"
"In post","2022","Unknown","Unknown","Tax","Male","2395","2340","30430","26820"
"In post","2022","Unknown","Unknown","Unknown","Female","4820","4650","39380","32000"
"In post","2022","Unknown","Unknown","Unknown","Male","4255","4205","42000","33250"
"In post","2022","Unknown","Unknown","Veterinarian","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinarian","Male","10","10","[c]","[c]"
"In post","2022","Unknown","White","Commercial","Female","305","290","38590","36500"
"In post","2022","Unknown","White","Commercial","Male","260","255","40630","38330"
"In post","2022","Unknown","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Communications","Female","200","195","42410","38820"
"In post","2022","Unknown","White","Communications","Male","125","125","41290","38080"
"In post","2022","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","Female","35","30","28440","23920"
"In post","2022","Unknown","White","Counter Fraud","Male","35","35","32870","31000"
