"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","London","Female","95","90","58720","57070"
"In post","2022","Project Delivery","Other","London","Male","85","85","60420","63370"
"In post","2022","Project Delivery","Other","Outside London","Female","1250","1145","30980","27810"
"In post","2022","Project Delivery","Other","Outside London","Male","1845","1815","33910","30680"
"In post","2022","Project Delivery","Other","Overseas","Female","60","60","64150","64840"
"In post","2022","Project Delivery","Other","Overseas","Male","50","50","64690","66680"
"In post","2022","Project Delivery","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","London","Female","650","615","55840","55620"
"In post","2022","Project Delivery","Policy","London","Male","575","555","58310","61400"
"In post","2022","Project Delivery","Policy","Outside London","Female","390","360","46370","42550"
"In post","2022","Project Delivery","Policy","Outside London","Male","335","325","48990","49100"
"In post","2022","Project Delivery","Policy","Overseas","Female","110","110","55840","55340"
"In post","2022","Project Delivery","Policy","Overseas","Male","105","105","56900","55620"
"In post","2022","Project Delivery","Project Delivery","London","Female","1205","1145","48600","43810"
"In post","2022","Project Delivery","Project Delivery","London","Male","1025","1005","53960","53130"
"In post","2022","Project Delivery","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","Outside London","Female","5275","4940","39580","38070"
"In post","2022","Project Delivery","Project Delivery","Outside London","Male","5325","5210","43620","40580"
"In post","2022","Project Delivery","Project Delivery","Overseas","Female","45","45","51520","55060"
"In post","2022","Project Delivery","Project Delivery","Overseas","Male","70","70","50430","51040"
"In post","2022","Project Delivery","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Project Delivery","Property","Outside London","Male","35","30","40760","38330"
"In post","2022","Project Delivery","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","London","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","London","Male","20","15","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","Outside London","Female","395","380","37640","34220"
"In post","2022","Project Delivery","Science and Engineering","Outside London","Male","3045","2980","38910","37920"
"In post","2022","Project Delivery","Science and Engineering","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","Overseas","Male","45","45","43300","41350"
"In post","2022","Project Delivery","Security","London","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Security","London","Male","20","20","[c]","[c]"
"In post","2022","Project Delivery","Security","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","London","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Statistics","London","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Statistics","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","London","Female","65","60","39880","37930"
"In post","2022","Project Delivery","Tax","London","Male","70","65","41410","40610"
"In post","2022","Project Delivery","Tax","Outside London","Female","240","220","33730","33370"
"In post","2022","Project Delivery","Tax","Outside London","Male","265","250","33770","33370"
"In post","2022","Project Delivery","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","London","Female","110","105","59810","57260"
"In post","2022","Project Delivery","Unknown","London","Male","120","115","70660","62120"
"In post","2022","Project Delivery","Unknown","Outside London","Female","60","60","39260","33370"
"In post","2022","Project Delivery","Unknown","Outside London","Male","70","70","45450","36440"
"In post","2022","Project Delivery","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Property","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Property","Finance","London","Female","5","5","[c]","[c]"
"In post","2022","Property","Finance","London","Male","10","10","[c]","[c]"
"In post","2022","Property","Finance","Outside London","Female","30","30","[c]","[c]"
"In post","2022","Property","Finance","Outside London","Male","30","30","49820","43500"
"In post","2022","Property","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Property","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","London","Female","75","70","39180","35880"
"In post","2022","Property","Operational Delivery","London","Male","50","50","43830","41060"
"In post","2022","Property","Operational Delivery","Outside London","Female","725","675","28070","22040"
"In post","2022","Property","Operational Delivery","Outside London","Male","430","420","28900","22040"
"In post","2022","Property","Other","London","Female","40","40","27080","23330"
"In post","2022","Property","Other","London","Male","125","120","23080","20610"
"In post","2022","Property","Other","Outside London","Female","80","75","28640","26900"
"In post","2022","Property","Other","Outside London","Male","265","260","31930","29900"
"In post","2022","Property","Policy","London","Female","10","10","[c]","[c]"
"In post","2022","Property","Policy","London","Male","5","5","[c]","[c]"
"In post","2022","Property","Policy","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Property","Policy","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Property","Project Delivery","London","Female","15","15","[c]","[c]"
"In post","2022","Property","Project Delivery","London","Male","20","20","[c]","[c]"
"In post","2022","Property","Project Delivery","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Property","Project Delivery","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Property","Property","London","Female","515","485","42020","37220"
"In post","2022","Property","Property","London","Male","730","715","47120","42950"
"In post","2022","Property","Property","Outside London","Female","2450","2280","34490","32890"
"In post","2022","Property","Property","Outside London","Male","3450","3355","37680","33390"
"In post","2022","Property","Property","Overseas","Female","20","20","[c]","[c]"
"In post","2022","Property","Property","Overseas","Male","155","155","40110","40000"
"In post","2022","Property","Property","Unknown","Female","20","15","[c]","[c]"
"In post","2022","Property","Property","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Property","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Security","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Property","Security","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Property","Unknown","London","Female","35","35","48790","45150"
"In post","2022","Property","Unknown","London","Male","25","25","[c]","[c]"
"In post","2022","Property","Unknown","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Property","Unknown","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","London","Male","10","10","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Security","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Intelligence Analysis","London","Female","210","200","39570","37280"
"In post","2022","Security","Intelligence Analysis","London","Male","415","405","42000","39420"
"In post","2022","Security","Intelligence Analysis","Outside London","Female","95","95","32960","33300"
"In post","2022","Security","Intelligence Analysis","Outside London","Male","230","225","33480","33300"
"In post","2022","Security","Intelligence Analysis","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Security","Intelligence Analysis","Overseas","Male","45","45","44790","40580"
"In post","2022","Security","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2022","Security","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2022","Security","Knowledge and Information Management","Outside London","Female","35","30","34400","31200"
"In post","2022","Security","Knowledge and Information Management","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Security","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Security","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Security","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","London","Female","5","5","[c]","[c]"
"In post","2022","Security","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Security","Security","London","Female","375","365","40790","37640"
"In post","2022","Security","Security","London","Male","680","675","40690","38440"
"In post","2022","Security","Security","Outside London","Female","1450","1400","30160","26820"
"In post","2022","Security","Security","Outside London","Male","5860","5745","30810","26820"
"In post","2022","Security","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Security","Security","Overseas","Male","80","80","36220","34220"
"In post","2022","Security","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Security","Unknown","Male","60","60","28600","27370"
"In post","2022","Security","Unknown","London","Female","95","95","42060","40600"
"In post","2022","Security","Unknown","London","Male","115","115","44920","40600"
"In post","2022","Security","Unknown","Outside London","Female","390","365","30720","26670"
"In post","2022","Security","Unknown","Outside London","Male","340","330","31750","32000"
"In post","2022","Security","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","London","Female","30","30","40580","41950"
"In post","2022","Unknown","Commercial","London","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Commercial","Outside London","Female","55","50","34970","31990"
"In post","2022","Unknown","Commercial","Outside London","Male","50","50","34820","34290"
"In post","2022","Unknown","Communications","London","Female","105","100","48740","45750"
"In post","2022","Unknown","Communications","London","Male","60","60","50220","46040"
"In post","2022","Unknown","Communications","Outside London","Female","105","95","40390","38160"
"In post","2022","Unknown","Communications","Outside London","Male","65","65","41550","38160"
"In post","2022","Unknown","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","Female","110","100","25460","25040"
"In post","2022","Unknown","Counter Fraud","Outside London","Male","50","50","26850","25310"
"In post","2022","Unknown","Digital, Data and Technology","London","Female","370","360","50490","45410"
"In post","2022","Unknown","Digital, Data and Technology","London","Male","720","715","53230","48230"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","Female","210","205","43520","38160"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","Male","540","540","43520","39950"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","London","Female","50","45","48340","43950"
"In post","2022","Unknown","Economics","London","Male","110","110","44690","35050"
"In post","2022","Unknown","Economics","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Economics","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","London","Female","195","190","46450","42320"
"In post","2022","Unknown","Finance","London","Male","215","210","49600","44500"
"In post","2022","Unknown","Finance","Outside London","Female","1380","1320","34920","33300"
"In post","2022","Unknown","Finance","Outside London","Male","880","870","38520","33300"
"In post","2022","Unknown","Finance","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","Female","275","260","45180","41950"
"In post","2022","Unknown","Human Resources","London","Male","140","140","45850","41970"
"In post","2022","Unknown","Human Resources","Outside London","Female","310","290","36860","31140"
"In post","2022","Unknown","Human Resources","Outside London","Male","150","150","35300","30830"
"In post","2022","Unknown","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","London","Female","210","190","32860","30010"
"In post","2022","Unknown","Intelligence Analysis","London","Male","215","205","34620","31520"
"In post","2022","Unknown","Intelligence Analysis","Outside London","Female","475","440","27680","26280"
"In post","2022","Unknown","Intelligence Analysis","Outside London","Male","510","495","28410","27280"
"In post","2022","Unknown","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","London","Female","40","40","40730","40250"
"In post","2022","Unknown","Knowledge and Information Management","London","Male","35","35","44360","42170"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","Female","75","70","35320","29430"
"In post","2022","Unknown","Knowledge and Information Management","Outside London","Male","60","60","37810","38160"
"In post","2022","Unknown","Legal","Outside London","Female","110","105","57350","61440"
"In post","2022","Unknown","Legal","Outside London","Male","55","50","57570","61440"
"In post","2022","Unknown","Medicine","London","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Medicine","London","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Medicine","Outside London","Female","1250","1090","43140","39030"
"In post","2022","Unknown","Medicine","Outside London","Male","475","435","56130","45840"
"In post","2022","Unknown","Medicine","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Medicine","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","London","Female","3495","3150","32280","29080"
"In post","2022","Unknown","Operational Delivery","London","Male","2850","2735","33590","29080"
"In post","2022","Unknown","Operational Delivery","Outside London","Female","10710","9575","27150","24890"
"In post","2022","Unknown","Operational Delivery","Outside London","Male","10130","9655","28230","25260"
"In post","2022","Unknown","Operational Delivery","Overseas","Female","60","55","30610","27370"
"In post","2022","Unknown","Operational Delivery","Overseas","Male","75","75","29260","27370"
"In post","2022","Unknown","Operational Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Operational Research","London","Female","30","25","50520","43760"
"In post","2022","Unknown","Operational Research","London","Male","45","45","47150","42710"
"In post","2022","Unknown","Operational Research","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Operational Research","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Other","London","Female","855","820","34980","30460"
"In post","2022","Unknown","Other","London","Male","545","540","36540","30370"
"In post","2022","Unknown","Other","Outside London","Female","6020","5660","26020","21830"
"In post","2022","Unknown","Other","Outside London","Male","5240","5150","27860","26350"
"In post","2022","Unknown","Other","Overseas","Female","245","240","42330","41600"
"In post","2022","Unknown","Other","Overseas","Male","195","195","43100","41600"
"In post","2022","Unknown","Other","Unknown","Female","225","225","31990","30780"
"In post","2022","Unknown","Other","Unknown","Male","1610","1610","37890","34460"
"In post","2022","Unknown","Planning","Outside London","Female","30","30","43100","38160"
"In post","2022","Unknown","Planning","Outside London","Male","40","40","45230","44730"
"In post","2022","Unknown","Policy","London","Female","1800","1740","49950","44500"
"In post","2022","Unknown","Policy","London","Male","1545","1535","51730","46200"
"In post","2022","Unknown","Policy","Outside London","Female","1615","1515","40280","38160"
"In post","2022","Unknown","Policy","Outside London","Male","1095","1075","43920","38160"
"In post","2022","Unknown","Policy","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Policy","Overseas","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","London","Female","540","525","47490","41970"
"In post","2022","Unknown","Project Delivery","London","Male","450","445","49340","42450"
"In post","2022","Unknown","Project Delivery","Outside London","Female","550","515","38960","37450"
"In post","2022","Unknown","Project Delivery","Outside London","Male","410","400","41460","37460"
"In post","2022","Unknown","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Outside London","Female","30","30","37560","32960"
"In post","2022","Unknown","Property","Outside London","Male","45","45","40750","36670"
"In post","2022","Unknown","Science and Engineering","London","Female","55","55","56350","44500"
"In post","2022","Unknown","Science and Engineering","London","Male","110","110","49960","45650"
"In post","2022","Unknown","Science and Engineering","Outside London","Female","260","245","37250","33300"
"In post","2022","Unknown","Science and Engineering","Outside London","Male","1450","1425","33700","29200"
"In post","2022","Unknown","Science and Engineering","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Overseas","Male","45","45","40630","40580"
"In post","2022","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Security","London","Female","95","90","35430","35050"
"In post","2022","Unknown","Security","London","Male","150","145","30710","25630"
"In post","2022","Unknown","Security","Outside London","Female","30","30","29510","25260"
"In post","2022","Unknown","Security","Outside London","Male","70","70","28040","25040"
"In post","2022","Unknown","Social Research","London","Female","100","95","46410","43950"
"In post","2022","Unknown","Social Research","London","Male","30","30","53610","59430"
"In post","2022","Unknown","Social Research","Outside London","Female","70","65","41910","40100"
"In post","2022","Unknown","Social Research","Outside London","Male","35","35","41070","39130"
"In post","2022","Unknown","Statistics","London","Female","60","60","35290","30150"
"In post","2022","Unknown","Statistics","London","Male","65","65","38260","35490"
"In post","2022","Unknown","Statistics","Outside London","Female","55","50","40650","39130"
"In post","2022","Unknown","Statistics","Outside London","Male","50","50","39680","33190"
"In post","2022","Unknown","Unknown","London","Female","275","270","47940","40650"
"In post","2022","Unknown","Unknown","London","Male","160","160","49610","41910"
"In post","2022","Unknown","Unknown","Outside London","Female","8700","8205","39670","34600"
"In post","2022","Unknown","Unknown","Outside London","Male","7115","6985","40500","36130"
"In post","2022","Unknown","Unknown","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Outside London","Male","10","10","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","London","Female","50","[c]","41200","36000"
"Leaver CS","2022","Analysis","Economics","London","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","London","Female","10","[c]","[c]","[c]"
