"Status","Year","Age","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Delivery","Female","Heterosexual / straight","1790","[c]","25110","23780"
"Leaver CS","2022","20-29","Operational Delivery","Female","LGBO","290","[c]","24820","23370"
"Leaver CS","2022","20-29","Operational Delivery","Female","Undeclared","160","[c]","25690","23770"
"Leaver CS","2022","20-29","Operational Delivery","Female","Unknown","915","[c]","23910","21640"
"Leaver CS","2022","20-29","Operational Delivery","Male","Heterosexual / straight","1360","[c]","24520","22200"
"Leaver CS","2022","20-29","Operational Delivery","Male","LGBO","155","[c]","24930","22540"
"Leaver CS","2022","20-29","Operational Delivery","Male","Undeclared","105","[c]","25140","23720"
"Leaver CS","2022","20-29","Operational Delivery","Male","Unknown","645","[c]","23970","21840"
"Leaver CS","2022","20-29","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Female","Heterosexual / straight","160","[c]","24450","22460"
"Leaver CS","2022","20-29","Other","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Female","Unknown","80","[c]","24870","22460"
"Leaver CS","2022","20-29","Other","Male","Heterosexual / straight","135","[c]","24770","22460"
"Leaver CS","2022","20-29","Other","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Male","Unknown","115","[c]","26020","24940"
"Leaver CS","2022","20-29","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Female","Heterosexual / straight","155","[c]","33850","33210"
"Leaver CS","2022","20-29","Policy","Female","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Female","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Female","Unknown","75","[c]","30320","28650"
"Leaver CS","2022","20-29","Policy","Male","Heterosexual / straight","145","[c]","35930","33570"
"Leaver CS","2022","20-29","Policy","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Male","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Female","Heterosexual / straight","45","[c]","30800","26290"
"Leaver CS","2022","20-29","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Male","Heterosexual / straight","60","[c]","29920","29900"
"Leaver CS","2022","20-29","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Female","Heterosexual / straight","110","[c]","27560","27150"
"Leaver CS","2022","20-29","Science and Engineering","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Male","Heterosexual / straight","155","[c]","26800","27250"
"Leaver CS","2022","20-29","Science and Engineering","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Male","Unknown","50","[c]","24270","25050"
"Leaver CS","2022","20-29","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Male","Heterosexual / straight","40","[c]","26310","25680"
"Leaver CS","2022","20-29","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Male","Unknown","35","[c]","26420","26010"
"Leaver CS","2022","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","Heterosexual / straight","225","[c]","29940","27570"
"Leaver CS","2022","20-29","Unknown","Female","LGBO","40","[c]","27710","27530"
"Leaver CS","2022","20-29","Unknown","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","Unknown","790","[c]","26050","25940"
"Leaver CS","2022","20-29","Unknown","Male","Heterosexual / straight","175","[c]","27380","24490"
"Leaver CS","2022","20-29","Unknown","Male","LGBO","30","[c]","33420","27570"
"Leaver CS","2022","20-29","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Male","Unknown","740","[c]","27420","25940"
"Leaver CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Female","Heterosexual / straight","40","[c]","40580","38390"
"Leaver CS","2022","30-39","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","Female","Heterosexual / straight","65","[c]","39870","37450"
"Leaver CS","2022","30-39","Digital, Data and Technology","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","Female","Unknown","30","[c]","43630","41540"
"Leaver CS","2022","30-39","Digital, Data and Technology","Male","Heterosexual / straight","135","[c]","42540","38090"
"Leaver CS","2022","30-39","Digital, Data and Technology","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","Male","Unknown","70","[c]","41230","38800"
"Leaver CS","2022","30-39","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Female","Heterosexual / straight","40","[c]","34510","32710"
"Leaver CS","2022","30-39","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Female","Heterosexual / straight","65","[c]","35630","31430"
"Leaver CS","2022","30-39","Human Resources","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Female","Heterosexual / straight","40","[c]","33890","32250"
"Leaver CS","2022","30-39","Knowledge and Information Management","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Female","Heterosexual / straight","65","[c]","52250","51830"
"Leaver CS","2022","30-39","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Female","Undeclared","5","[c]","[c]","[c]"
