"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Office of the Secretary of State for Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Scotland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Government","AA/AO","Female","850","760","23710","23230"
"In post","2022","50-59","Scottish Government","AA/AO","Male","680","655","24920","24020"
"In post","2022","50-59","Scottish Government","EO","Female","605","575","30450","30040"
"In post","2022","50-59","Scottish Government","EO","Male","1000","975","33450","35000"
"In post","2022","50-59","Scottish Government","G6/G7","Female","665","640","65390","62170"
"In post","2022","50-59","Scottish Government","G6/G7","Male","540","535","66270","65280"
"In post","2022","50-59","Scottish Government","SCS level","Female","65","65","90950","83230"
"In post","2022","50-59","Scottish Government","SCS level","Male","75","75","89140","83230"
"In post","2022","50-59","Scottish Government","SEO/HEO","Female","1015","960","41050","39660"
"In post","2022","50-59","Scottish Government","SEO/HEO","Male","1065","1035","42170","40290"
"In post","2022","50-59","The National Archives","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","50-59","The National Archives","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","50-59","The National Archives","EO","Female","10","10","[c]","[c]"
"In post","2022","50-59","The National Archives","EO","Male","10","10","[c]","[c]"
"In post","2022","50-59","The National Archives","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","50-59","The National Archives","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","50-59","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","The National Archives","SEO/HEO","Female","30","30","37060","34770"
"In post","2022","50-59","The National Archives","SEO/HEO","Male","35","35","39650","37190"
"In post","2022","50-59","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","EO","Female","5","5","[c]","[c]"
"In post","2022","50-59","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","50-59","UK Export Finance","G6/G7","Male","30","30","66680","62000"
"In post","2022","50-59","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","SCS level","Male","10","10","[c]","[c]"
"In post","2022","50-59","UK Export Finance","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","50-59","UK Export Finance","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","AA/AO","Female","290","200","20300","20350"
"In post","2022","50-59","UK Statistics Authority","AA/AO","Male","190","125","20500","20350"
"In post","2022","50-59","UK Statistics Authority","EO","Female","115","105","24700","24250"
"In post","2022","50-59","UK Statistics Authority","EO","Male","40","40","25680","25360"
"In post","2022","50-59","UK Statistics Authority","G6/G7","Female","120","115","54120","51210"
"In post","2022","50-59","UK Statistics Authority","G6/G7","Male","140","140","56790","55120"
"In post","2022","50-59","UK Statistics Authority","SCS level","Female","15","15","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","SCS level","Male","15","15","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","SEO/HEO","Female","210","195","34150","32900"
"In post","2022","50-59","UK Statistics Authority","SEO/HEO","Male","135","135","35460","36840"
"In post","2022","50-59","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","EO","Male","5","5","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","EO","Female","5","5","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","50-59","Welsh Government","AA/AO","Female","130","115","24590","24630"
"In post","2022","50-59","Welsh Government","AA/AO","Male","60","55","24620","24630"
"In post","2022","50-59","Welsh Government","EO","Female","145","135","29190","29430"
"In post","2022","50-59","Welsh Government","EO","Male","125","125","29360","29430"
"In post","2022","50-59","Welsh Government","G6/G7","Female","200","195","63680","61440"
"In post","2022","50-59","Welsh Government","G6/G7","Male","205","200","64530","61440"
"In post","2022","50-59","Welsh Government","SCS level","Female","35","35","87050","81550"
"In post","2022","50-59","Welsh Government","SCS level","Male","40","40","92640","82600"
"In post","2022","50-59","Welsh Government","SEO/HEO","Female","500","475","42450","41980"
"In post","2022","50-59","Welsh Government","SEO/HEO","Male","295","290","42990","47470"
"In post","2022","60-64","Attorney General's Departments","AA/AO","Female","80","65","23080","23720"
"In post","2022","60-64","Attorney General's Departments","AA/AO","Male","30","30","22990","23770"
"In post","2022","60-64","Attorney General's Departments","EO","Female","75","60","28720","28430"
"In post","2022","60-64","Attorney General's Departments","EO","Male","20","20","[c]","[c]"
"In post","2022","60-64","Attorney General's Departments","G6/G7","Female","135","110","61150","60710"
"In post","2022","60-64","Attorney General's Departments","G6/G7","Male","150","130","63060","62590"
"In post","2022","60-64","Attorney General's Departments","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Attorney General's Departments","SCS level","Male","15","10","[c]","[c]"
"In post","2022","60-64","Attorney General's Departments","SEO/HEO","Female","35","35","35740","34480"
"In post","2022","60-64","Attorney General's Departments","SEO/HEO","Male","35","30","37250","35020"
"In post","2022","60-64","Cabinet Office","AA/AO","Female","35","25","22330","21380"
"In post","2022","60-64","Cabinet Office","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","60-64","Cabinet Office","EO","Female","25","20","[c]","[c]"
"In post","2022","60-64","Cabinet Office","EO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Cabinet Office","G6/G7","Female","45","40","58640","56340"
"In post","2022","60-64","Cabinet Office","G6/G7","Male","70","65","63900","61240"
"In post","2022","60-64","Cabinet Office","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Cabinet Office","SCS level","Male","25","25","[c]","[c]"
"In post","2022","60-64","Cabinet Office","SEO/HEO","Female","45","45","37370","37300"
"In post","2022","60-64","Cabinet Office","SEO/HEO","Male","65","60","35840","34640"
"In post","2022","60-64","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","G6/G7","Male","10","5","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","EO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","60-64","Charity Commission","SEO/HEO","Male","10","5","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","AA/AO","Female","100","80","22070","22740"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","AA/AO","Male","50","45","22070","21810"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","EO","Female","75","65","27110","27460"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","EO","Male","45","40","28120","27540"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","Female","45","40","59260","59390"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","Male","90","80","61250","60650"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","105","90","38000","38670"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","145","125","38590","38510"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","EO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Department for Education","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education","EO","Female","25","25","[c]","[c]"
"In post","2022","60-64","Department for Education","EO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Department for Education","G6/G7","Female","55","55","57320","54400"
"In post","2022","60-64","Department for Education","G6/G7","Male","75","70","58660","57400"
"In post","2022","60-64","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Education","SEO/HEO","Female","70","65","35730","36500"
"In post","2022","60-64","Department for Education","SEO/HEO","Male","55","50","37000","37100"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","AA/AO","Female","120","105","21890","21300"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","AA/AO","Male","60","55","21860","21300"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","EO","Female","105","95","26430","25880"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","EO","Male","65","55","26540","26520"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","G6/G7","Male","90","85","55960","54800"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","SCS level","Male","10","5","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","110","100","35920","35890"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","115","100","36870","36000"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for International Trade","EO","Female","10","10","[c]","[c]"
"In post","2022","60-64","Department for International Trade","EO","Male","5","5","[c]","[c]"
"In post","2022","60-64","Department for International Trade","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","60-64","Department for International Trade","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","60-64","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for International Trade","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","60-64","Department for International Trade","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","EO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","EO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","G6/G7","Female","30","30","59490","57360"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","G6/G7","Male","45","35","60880","58810"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","SCS level","Male","5","5","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","30","30","38530","37600"
"In post","2022","60-64","Department for Transport","AA/AO","Female","390","270","20640","21840"
"In post","2022","60-64","Department for Transport","AA/AO","Male","230","200","24690","24720"
"In post","2022","60-64","Department for Transport","EO","Female","145","115","27630","26780"
"In post","2022","60-64","Department for Transport","EO","Male","360","315","28370","26780"
"In post","2022","60-64","Department for Transport","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","60-64","Department for Transport","G6/G7","Male","70","65","65780","59540"
"In post","2022","60-64","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport","SCS level","Male","15","10","[c]","[c]"
"In post","2022","60-64","Department for Transport","SEO/HEO","Female","75","60","36300","33350"
"In post","2022","60-64","Department for Transport","SEO/HEO","Male","175","165","39530","38470"
"In post","2022","60-64","Department for Work and Pensions","AA/AO","Female","2765","2080","21370","21260"
"In post","2022","60-64","Department for Work and Pensions","AA/AO","Male","1045","920","21430","21260"
"In post","2022","60-64","Department for Work and Pensions","EO","Female","3535","2650","28050","27570"
"In post","2022","60-64","Department for Work and Pensions","EO","Male","1490","1225","28060","27570"
"In post","2022","60-64","Department for Work and Pensions","G6/G7","Female","140","115","55800","53360"
"In post","2022","60-64","Department for Work and Pensions","G6/G7","Male","155","130","59940","59320"
"In post","2022","60-64","Department for Work and Pensions","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","Department for Work and Pensions","SCS level","Male","10","10","[c]","[c]"
"In post","2022","60-64","Department for Work and Pensions","SEO/HEO","Female","705","550","35650","34290"
"In post","2022","60-64","Department for Work and Pensions","SEO/HEO","Male","440","360","38800","35310"
"In post","2022","60-64","Department of Health and Social Care","AA/AO","Female","45","40","21650","21820"
"In post","2022","60-64","Department of Health and Social Care","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care","EO","Female","60","55","27730","27650"
"In post","2022","60-64","Department of Health and Social Care","EO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care","G6/G7","Female","95","85","60480","57080"
"In post","2022","60-64","Department of Health and Social Care","G6/G7","Male","95","90","62760","61870"
"In post","2022","60-64","Department of Health and Social Care","SCS level","Female","35","30","118050","114000"
"In post","2022","60-64","Department of Health and Social Care","SCS level","Male","45","40","115150","115200"
"In post","2022","60-64","Department of Health and Social Care","SEO/HEO","Female","110","90","37340","37010"
"In post","2022","60-64","Department of Health and Social Care","SEO/HEO","Male","60","55","39880","40070"
"In post","2022","60-64","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","EO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","EO","Male","65","60","27610","26750"
"In post","2022","60-64","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","EO","Female","40","35","30000","30630"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","EO","Male","20","20","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","G6/G7","Female","45","40","62940","60720"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","G6/G7","Male","75","70","63400","63450"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SCS level","Female","15","15","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SCS level","Male","25","25","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","Female","35","35","38920","39360"
"In post","2022","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","Male","90","80","40860","39770"
"In post","2022","60-64","HM Land Registry","AA/AO","Female","50","45","22730","22600"
"In post","2022","60-64","HM Land Registry","AA/AO","Male","35","35","22790","22600"
"In post","2022","60-64","HM Land Registry","EO","Female","140","95","27340","27130"
"In post","2022","60-64","HM Land Registry","EO","Male","60","50","27400","27130"
"In post","2022","60-64","HM Land Registry","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","60-64","HM Land Registry","G6/G7","Male","10","5","[c]","[c]"
"In post","2022","60-64","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Land Registry","SEO/HEO","Female","105","75","35560","33840"
"In post","2022","60-64","HM Land Registry","SEO/HEO","Male","135","90","37750","33840"
"In post","2022","60-64","HM Revenue and Customs","AA/AO","Female","1570","1125","22020","22080"
"In post","2022","60-64","HM Revenue and Customs","AA/AO","Male","680","575","21990","21930"
"In post","2022","60-64","HM Revenue and Customs","EO","Female","845","640","28520","28920"
"In post","2022","60-64","HM Revenue and Customs","EO","Male","480","380","28670","28920"
"In post","2022","60-64","HM Revenue and Customs","G6/G7","Female","200","165","61120","58710"
"In post","2022","60-64","HM Revenue and Customs","G6/G7","Male","315","250","63190","62120"
"In post","2022","60-64","HM Revenue and Customs","SCS level","Female","5","5","[c]","[c]"
"In post","2022","60-64","HM Revenue and Customs","SCS level","Male","20","20","[c]","[c]"
"In post","2022","60-64","HM Revenue and Customs","SEO/HEO","Female","780","615","37620","35980"
"In post","2022","60-64","HM Revenue and Customs","SEO/HEO","Male","820","665","38670","37930"
"In post","2022","60-64","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury","EO","Female","10","10","[c]","[c]"
"In post","2022","60-64","HM Treasury","EO","Male","5","5","[c]","[c]"
"In post","2022","60-64","HM Treasury","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","60-64","HM Treasury","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","60-64","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury","SCS level","Male","5","5","[c]","[c]"
"In post","2022","60-64","HM Treasury","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","60-64","HM Treasury","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2022","60-64","Home Office","AA/AO","Female","505","405","22330","21680"
"In post","2022","60-64","Home Office","AA/AO","Male","280","250","22150","21680"
"In post","2022","60-64","Home Office","EO","Female","450","355","28020","28240"
"In post","2022","60-64","Home Office","EO","Male","560","425","28980","28350"
"In post","2022","60-64","Home Office","G6/G7","Female","60","60","61890","60940"
"In post","2022","60-64","Home Office","G6/G7","Male","100","90","63390","63180"
"In post","2022","60-64","Home Office","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Home Office","SCS level","Male","10","10","[c]","[c]"
"In post","2022","60-64","Home Office","SEO/HEO","Female","205","175","36700","36100"
"In post","2022","60-64","Home Office","SEO/HEO","Male","220","190","37720","36950"
"In post","2022","60-64","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Defence","AA/AO","Female","860","780","21430","21380"
"In post","2022","60-64","Ministry of Defence","AA/AO","Male","1330","1255","22080","20770"
"In post","2022","60-64","Ministry of Defence","EO","Female","320","285","27080","26670"
"In post","2022","60-64","Ministry of Defence","EO","Male","720","680","27630","26930"
"In post","2022","60-64","Ministry of Defence","G6/G7","Female","85","75","59190","55380"
"In post","2022","60-64","Ministry of Defence","G6/G7","Male","435","390","59060","56320"
"In post","2022","60-64","Ministry of Defence","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Ministry of Defence","SCS level","Male","30","30","115240","101710"
"In post","2022","60-64","Ministry of Defence","SEO/HEO","Female","485","445","36990","36170"
"In post","2022","60-64","Ministry of Defence","SEO/HEO","Male","1455","1360","38700","38460"
"In post","2022","60-64","Ministry of Defence","Unknown","Female","30","25","[c]","[c]"
"In post","2022","60-64","Ministry of Defence","Unknown","Male","230","215","44490","39670"
"In post","2022","60-64","Ministry of Justice","AA/AO","Female","1815","1475","22490","21410"
"In post","2022","60-64","Ministry of Justice","AA/AO","Male","1620","1280","25660","23720"
"In post","2022","60-64","Ministry of Justice","EO","Female","295","255","27960","27380"
"In post","2022","60-64","Ministry of Justice","EO","Male","480","375","30500","30110"
"In post","2022","60-64","Ministry of Justice","G6/G7","Female","75","75","65810","63500"
"In post","2022","60-64","Ministry of Justice","G6/G7","Male","95","90","64670","63500"
"In post","2022","60-64","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice","SCS level","Male","15","15","[c]","[c]"
"In post","2022","60-64","Ministry of Justice","SEO/HEO","Female","340","290","38660","36710"
"In post","2022","60-64","Ministry of Justice","SEO/HEO","Male","460","370","41130","38160"
"In post","2022","60-64","Ministry of Justice","Unknown","Female","1075","915","30070","28200"
"In post","2022","60-64","Ministry of Justice","Unknown","Male","575","510","32530","30210"
"In post","2022","60-64","National Crime Agency","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","60-64","National Crime Agency","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","60-64","National Crime Agency","EO","Female","30","30","33930","33460"
"In post","2022","60-64","National Crime Agency","EO","Male","90","85","35700","36410"
"In post","2022","60-64","National Crime Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","60-64","National Crime Agency","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","60-64","National Crime Agency","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","60-64","National Crime Agency","SEO/HEO","Male","125","120","46500","45480"
"In post","2022","60-64","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","20","15","[c]","[c]"
