"Status","Year","Function_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Male","Heterosexual / straight","65","65","29810","27370"
"In post","2022","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","Heterosexual / straight","6410","5960","40120","35070"
"In post","2022","Unknown","London","Female","LGBO","195","190","44040","39960"
"In post","2022","Unknown","London","Female","Undeclared","940","865","38860","35050"
"In post","2022","Unknown","London","Female","Unknown","1080","1060","40120","35050"
"In post","2022","Unknown","London","Male","Heterosexual / straight","5220","5105","42090","35460"
"In post","2022","Unknown","London","Male","LGBO","335","330","46620","41970"
"In post","2022","Unknown","London","Male","Undeclared","940","905","42830","37510"
"In post","2022","Unknown","London","Male","Unknown","1010","995","41230","35050"
"In post","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","Heterosexual / straight","23870","21960","32680","27260"
"In post","2022","Unknown","Outside London","Female","LGBO","1105","1065","32750","27780"
"In post","2022","Unknown","Outside London","Female","Undeclared","2610","2385","32250","27370"
"In post","2022","Unknown","Outside London","Female","Unknown","4615","4310","33140","27230"
"In post","2022","Unknown","Outside London","Male","Heterosexual / straight","20125","19555","33560","28850"
"In post","2022","Unknown","Outside London","Male","LGBO","1140","1110","34660","30820"
"In post","2022","Unknown","Outside London","Male","Undeclared","2740","2630","33350","29200"
"In post","2022","Unknown","Outside London","Male","Unknown","4595","4450","33900","27660"
"In post","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Heterosexual / straight","205","200","41410","35200"
"In post","2022","Unknown","Overseas","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Undeclared","45","45","37160","32410"
"In post","2022","Unknown","Overseas","Female","Unknown","140","140","45200","45120"
"In post","2022","Unknown","Overseas","Male","Heterosexual / straight","250","245","39360","33300"
"In post","2022","Unknown","Overseas","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","Undeclared","45","45","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","Unknown","75","75","46210","41950"
"In post","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","75","70","34240","32310"
"In post","2022","Unknown","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Unknown","195","195","34210","32700"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","50","50","36770","33460"
"In post","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Unknown","1600","1600","38040","34460"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Female","Heterosexual / straight","55","[c]","39540","35010"
"Leaver CS","2022","Analysis","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Male","Heterosexual / straight","85","[c]","41480","38000"
"Leaver CS","2022","Analysis","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","Female","Heterosexual / straight","45","[c]","30670","30000"
"Leaver CS","2022","Analysis","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","Female","Unknown","35","[c]","33670","29270"
"Leaver CS","2022","Analysis","Outside London","Male","Heterosexual / straight","70","[c]","35950","32010"
"Leaver CS","2022","Analysis","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","Male","Unknown","55","[c]","33970","30210"
"Leaver CS","2022","Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Female","Unknown","30","[c]","69810","63640"
"Leaver CS","2022","Commercial","London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Male","Unknown","45","[c]","77370","70900"
"Leaver CS","2022","Commercial","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Female","Heterosexual / straight","85","[c]","37740","35940"
"Leaver CS","2022","Commercial","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Female","Unknown","30","[c]","57800","51510"
"Leaver CS","2022","Commercial","Outside London","Male","Heterosexual / straight","95","[c]","39040","36780"
"Leaver CS","2022","Commercial","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Male","Unknown","50","[c]","57670","51560"
"Leaver CS","2022","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Female","Heterosexual / straight","95","[c]","43090","40050"
"Leaver CS","2022","Communications","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Female","Unknown","45","[c]","42130","38630"
"Leaver CS","2022","Communications","London","Male","Heterosexual / straight","50","[c]","41690","39600"
"Leaver CS","2022","Communications","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Male","Unknown","35","[c]","49090","40600"
"Leaver CS","2022","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Female","Heterosexual / straight","45","[c]","35120","31710"
"Leaver CS","2022","Communications","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Female","Heterosexual / straight","95","[c]","27010","27570"
"Leaver CS","2022","Counter Fraud","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Female","Unknown","40","[c]","26650","27470"
"Leaver CS","2022","Counter Fraud","Outside London","Male","Heterosexual / straight","70","[c]","30140","27570"
"Leaver CS","2022","Counter Fraud","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Male","Unknown","30","[c]","28790","27570"
"Leaver CS","2022","Counter Fraud","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Female","Heterosexual / straight","90","[c]","22480","21260"
"Leaver CS","2022","Debt","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Male","Heterosexual / straight","60","[c]","22490","21260"
"Leaver CS","2022","Debt","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Female","Heterosexual / straight","85","[c]","50210","46530"
"Leaver CS","2022","Digital, Data & Technology","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Female","Unknown","35","[c]","47150","53470"
"Leaver CS","2022","Digital, Data & Technology","London","Male","Heterosexual / straight","130","[c]","50440","53080"
"Leaver CS","2022","Digital, Data & Technology","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Male","Unknown","50","[c]","43730","38560"
"Leaver CS","2022","Digital, Data & Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Female","Heterosexual / straight","160","[c]","35910","33350"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Female","Undeclared","35","[c]","34090","33170"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Female","Unknown","60","[c]","36490","33840"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Male","Heterosexual / straight","390","[c]","41500","38700"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Male","Undeclared","85","[c]","40010","38420"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Male","Unknown","180","[c]","38490","36460"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","Heterosexual / straight","50","[c]","42570","38720"
"Leaver CS","2022","Finance","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Male","Heterosexual / straight","55","[c]","50380","42920"
"Leaver CS","2022","Finance","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Female","Heterosexual / straight","115","[c]","35830","33000"
"Leaver CS","2022","Finance","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Male","Heterosexual / straight","105","[c]","39560","36670"
"Leaver CS","2022","Finance","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Male","Unknown","30","[c]","37280","35900"
"Leaver CS","2022","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Female","Heterosexual / straight","35","[c]","25300","24920"
"Leaver CS","2022","Grants Management","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Female","Unknown","40","[c]","23750","21300"
"Leaver CS","2022","Grants Management","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
