"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","AA","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Unknown","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","AA","Unknown","230","220","20750","21640"
"In post","2022","Unknown","Other","AO","Heterosexual / straight","60","60","21520","21220"
"In post","2022","Unknown","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Other","AO","Unknown","525","495","23010","21260"
"In post","2022","Unknown","Other","EO","Heterosexual / straight","50","50","26710","27190"
"In post","2022","Unknown","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Other","EO","Unknown","550","535","27710","27570"
"In post","2022","Unknown","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Other","G6","Unknown","70","70","68250","67290"
"In post","2022","Unknown","Other","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Other","G7","Unknown","130","125","54470","54650"
"In post","2022","Unknown","Other","HEO","Heterosexual / straight","55","50","34790","34050"
"In post","2022","Unknown","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Other","HEO","Unknown","385","380","37300","36860"
"In post","2022","Unknown","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Other","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Other","SEO","Unknown","170","155","42300","41950"
"In post","2022","Unknown","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Unknown","Unknown","1775","1775","37400","34160"
"In post","2022","Unknown","Planning","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Planning","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G6","Unknown","15","10","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G7","Unknown","20","15","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","AO","Unknown","55","55","23290","23250"
"In post","2022","Unknown","Policy","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Policy","EO","Unknown","300","290","27910","27860"
"In post","2022","Unknown","Policy","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","G6","Undeclared","55","50","66070","66230"
"In post","2022","Unknown","Policy","G6","Unknown","340","330","65320","64700"
"In post","2022","Unknown","Policy","G7","Heterosexual / straight","55","50","55060","53710"
"In post","2022","Unknown","Policy","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Policy","G7","Undeclared","115","115","53710","53360"
"In post","2022","Unknown","Policy","G7","Unknown","985","965","54750","54240"
"In post","2022","Unknown","Policy","HEO","Heterosexual / straight","45","45","33400","33210"
"In post","2022","Unknown","Policy","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Policy","HEO","Undeclared","100","100","32990","32790"
"In post","2022","Unknown","Policy","HEO","Unknown","825","810","33630","33570"
"In post","2022","Unknown","Policy","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Policy","SCS level","Unknown","120","115","87990","77730"
"In post","2022","Unknown","Policy","SEO","Heterosexual / straight","35","30","39420","40050"
"In post","2022","Unknown","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","SEO","Undeclared","45","40","40240","40650"
"In post","2022","Unknown","Policy","SEO","Unknown","755","740","40780","40770"
"In post","2022","Unknown","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Unknown","Unknown","35","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AO","Unknown","35","30","22590","21680"
"In post","2022","Unknown","Project Delivery","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","Unknown","150","140","27060","26820"
"In post","2022","Unknown","Project Delivery","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","G6","Unknown","95","95","67530","67910"
"In post","2022","Unknown","Project Delivery","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","G7","Unknown","295","290","54160","54320"
"In post","2022","Unknown","Project Delivery","HEO","Heterosexual / straight","35","30","32700","33080"
"In post","2022","Unknown","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HEO","Unknown","350","340","33660","33370"
"In post","2022","Unknown","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SEO","Heterosexual / straight","30","30","40550","40520"
"In post","2022","Unknown","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","SEO","Unknown","365","360","40530","40520"
"In post","2022","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Property","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","AA","Unknown","90","80","18620","19010"
"In post","2022","Unknown","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","AO","Unknown","40","35","21720","21300"
"In post","2022","Unknown","Property","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","EO","Unknown","235","230","26820","26350"
"In post","2022","Unknown","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","G6","Unknown","35","30","65630","65180"
"In post","2022","Unknown","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","G7","Unknown","75","75","54700","54490"
"In post","2022","Unknown","Property","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HEO","Unknown","165","165","32530","32920"
"In post","2022","Unknown","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Property","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Property","SEO","Unknown","140","135","42670","42940"
"In post","2022","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AO","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","EO","Unknown","55","50","29570","27470"
"In post","2022","Unknown","Psychology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Psychology","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Psychology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","HEO","Unknown","45","45","30090","29060"
"In post","2022","Unknown","Psychology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","SEO","Unknown","20","15","[c]","[c]"
"In post","2022","Unknown","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AO","Unknown","75","75","22310","22230"
"In post","2022","Unknown","Science and Engineering","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","EO","Unknown","150","150","24020","25750"
"In post","2022","Unknown","Science and Engineering","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G7","Undeclared","20","15","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G7","Unknown","100","95","55190","57480"
"In post","2022","Unknown","Science and Engineering","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","HEO","Undeclared","25","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","HEO","Unknown","160","160","30710","30000"
"In post","2022","Unknown","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO","Undeclared","25","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO","Unknown","145","140","41580","41580"
"In post","2022","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","Unknown","65","65","35680","31300"
"In post","2022","Unknown","Security","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Security","AA","Unknown","260","255","21490","19810"
"In post","2022","Unknown","Security","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Security","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Security","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Security","AO","Unknown","475","475","31420","28890"
"In post","2022","Unknown","Security","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Unknown","Security","EO","Unknown","60","55","33750","29690"
"In post","2022","Unknown","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","G7","Unknown","45","45","54010","53930"
"In post","2022","Unknown","Security","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HEO","Unknown","85","80","34310","33370"
"In post","2022","Unknown","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SEO","Unknown","60","60","42810","42210"
"In post","2022","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Unknown","15","10","[c]","[c]"
"In post","2022","Unknown","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","Unknown","30","30","32360","33650"
"In post","2022","Unknown","Social Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G7","Unknown","25","20","[c]","[c]"
"In post","2022","Unknown","Social Research","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","HEO","Unknown","35","35","32230","30710"
"In post","2022","Unknown","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO","Unknown","45","45","40610","40020"
"In post","2022","Unknown","Statistics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","AA","Unknown","30","30","22030","22460"
"In post","2022","Unknown","Statistics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","Unknown","35","35","28010","28310"
"In post","2022","Unknown","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Statistics","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","G7","Unknown","45","45","53780","53220"
"In post","2022","Unknown","Statistics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","HEO","Unknown","65","60","34050","34000"
"In post","2022","Unknown","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO","Unknown","60","60","40090","40180"
"In post","2022","Unknown","Tax","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Tax","AO","Unknown","1460","1365","21290","21250"
"In post","2022","Unknown","Tax","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Unknown","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","EO","Undeclared","15","10","[c]","[c]"
