"Status","Year","Age","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","International Trade","London","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Legal","London","55","50","52010","51830"
"In post","2022","30-39","Mixed","Legal","Outside London","30","30","43220","48080"
"In post","2022","30-39","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Medicine","London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Operational Delivery","London","315","305","34380","31060"
"In post","2022","30-39","Mixed","Operational Delivery","Outside London","820","770","27370","26820"
"In post","2022","30-39","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Other","London","45","45","39900","34020"
"In post","2022","30-39","Mixed","Other","Outside London","60","55","27460","26630"
"In post","2022","30-39","Mixed","Other","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Policy","London","295","290","50550","53360"
"In post","2022","30-39","Mixed","Policy","Outside London","60","60","39420","36420"
"In post","2022","30-39","Mixed","Policy","Overseas","25","25","[c]","[c]"
"In post","2022","30-39","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Project Delivery","London","40","40","47390","42940"
"In post","2022","30-39","Mixed","Project Delivery","Outside London","45","45","40470","38570"
"In post","2022","30-39","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Property","London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Property","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Psychology","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Science and Engineering","London","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Science and Engineering","Outside London","55","50","38600","37960"
"In post","2022","30-39","Mixed","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Security","London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Security","Outside London","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Social Research","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Statistics","London","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Tax","London","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Tax","Outside London","80","80","34390","33080"
"In post","2022","30-39","Mixed","Unknown","London","75","70","51690","54700"
"In post","2022","30-39","Mixed","Unknown","Outside London","90","85","37440","33080"
"In post","2022","30-39","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Communications","London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Economics","London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Finance","London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Human Resources","London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","International Trade","London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Legal","London","20","20","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Legal","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Operational Delivery","London","105","100","32930","31060"
"In post","2022","30-39","Other ethnicity","Operational Delivery","Outside London","150","145","28010","26590"
"In post","2022","30-39","Other ethnicity","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Other","London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Other","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Policy","London","75","75","47950","51500"
"In post","2022","30-39","Other ethnicity","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Project Delivery","London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Security","London","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Tax","London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Tax","Outside London","20","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","London","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Commercial","London","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Commercial","Outside London","45","45","36950","37400"
"In post","2022","30-39","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Communications","London","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Counter Fraud","Outside London","25","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Digital, Data and Technology","London","35","35","47660","45200"
"In post","2022","30-39","Undeclared","Digital, Data and Technology","Outside London","150","150","41890","40190"
"In post","2022","30-39","Undeclared","Economics","London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Finance","London","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Finance","Outside London","65","65","37240","35310"
"In post","2022","30-39","Undeclared","Geography","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","London","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Human Resources","Outside London","35","35","34150","32010"
"In post","2022","30-39","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Intelligence Analysis","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","International Trade","Overseas","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Legal","London","45","45","50620","53050"
"In post","2022","30-39","Undeclared","Legal","Outside London","45","45","39120","34900"
"In post","2022","30-39","Undeclared","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Delivery","London","245","235","34470","31060"
"In post","2022","30-39","Undeclared","Operational Delivery","Outside London","1260","1190","28180","27570"
"In post","2022","30-39","Undeclared","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Research","Outside London","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Other","London","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Other","Outside London","120","115","28330","27210"
"In post","2022","30-39","Undeclared","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Policy","London","220","215","53310","54090"
"In post","2022","30-39","Undeclared","Policy","Outside London","70","70","40840","39040"
"In post","2022","30-39","Undeclared","Policy","Overseas","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Project Delivery","London","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Project Delivery","Outside London","85","80","40990","40370"
"In post","2022","30-39","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Property","London","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Property","Outside London","40","40","36460","32890"
"In post","2022","30-39","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Psychology","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Science and Engineering","London","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Science and Engineering","Outside London","200","195","39560","39340"
"In post","2022","30-39","Undeclared","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Security","London","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Security","Outside London","45","45","35670","39070"
"In post","2022","30-39","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Statistics","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Tax","London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Tax","Outside London","115","110","39140","33370"
"In post","2022","30-39","Undeclared","Unknown","London","70","70","51690","54700"
"In post","2022","30-39","Undeclared","Unknown","Outside London","100","100","38770","33980"
"In post","2022","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Veterinarian","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","London","50","50","44410","41950"
"In post","2022","30-39","Unknown","Commercial","Outside London","135","130","36980","37020"
"In post","2022","30-39","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","London","165","160","48850","45250"
"In post","2022","30-39","Unknown","Communications","Outside London","60","60","37470","36110"
"In post","2022","30-39","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Outside London","65","60","28210","27570"
"In post","2022","30-39","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Digital, Data and Technology","London","230","225","51400","53870"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Outside London","645","635","40440","37120"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","London","55","55","57160","56980"
"In post","2022","30-39","Unknown","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","London","115","115","50570","53360"
"In post","2022","30-39","Unknown","Finance","Outside London","210","205","38680","36630"
"In post","2022","30-39","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Geography","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","London","85","80","45000","40650"
"In post","2022","30-39","Unknown","Human Resources","Outside London","160","155","34740","30450"
"In post","2022","30-39","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","London","30","30","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Outside London","35","35","30350","26680"
"In post","2022","30-39","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","International Trade","London","115","115","48490","51710"
"In post","2022","30-39","Unknown","International Trade","Outside London","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","London","220","210","49300","51250"
"In post","2022","30-39","Unknown","Legal","Outside London","250","240","36970","33080"
"In post","2022","30-39","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","London","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Outside London","120","105","41800","34770"
"In post","2022","30-39","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Delivery","London","1115","1080","36030","31850"
"In post","2022","30-39","Unknown","Operational Delivery","Outside London","7645","7170","26340","24920"
"In post","2022","30-39","Unknown","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","London","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Other","London","135","130","43800","38160"
"In post","2022","30-39","Unknown","Other","Outside London","435","405","28600","26500"
"In post","2022","30-39","Unknown","Other","Overseas","55","55","43860","41600"
"In post","2022","30-39","Unknown","Other","Unknown","390","390","37380","34460"
"In post","2022","30-39","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning Inspectors","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Policy","London","910","890","51390","53360"
"In post","2022","30-39","Unknown","Policy","Outside London","325","315","40620","36740"
"In post","2022","30-39","Unknown","Policy","Overseas","80","80","53380","53000"
"In post","2022","30-39","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Project Delivery","London","140","140","47270","43820"
"In post","2022","30-39","Unknown","Project Delivery","Outside London","270","260","38060","37820"
"In post","2022","30-39","Unknown","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Property","London","35","35","46100","41750"
"In post","2022","30-39","Unknown","Property","Outside London","145","140","32630","31410"
"In post","2022","30-39","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Psychology","Outside London","75","70","33400","31180"
"In post","2022","30-39","Unknown","Science and Engineering","London","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Outside London","185","185","37790","38070"
"In post","2022","30-39","Unknown","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Security","London","50","50","40530","38810"
"In post","2022","30-39","Unknown","Security","Outside London","280","280","31370","28890"
"In post","2022","30-39","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","London","35","30","44880","43360"
"In post","2022","30-39","Unknown","Statistics","Outside London","45","40","39210","38340"
"In post","2022","30-39","Unknown","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Tax","London","105","105","40300","37930"
"In post","2022","30-39","Unknown","Tax","Outside London","1265","1210","29430","26820"
"In post","2022","30-39","Unknown","Unknown","London","685","675","52930","54700"
"In post","2022","30-39","Unknown","Unknown","Outside London","1580","1530","36960","33080"
"In post","2022","30-39","Unknown","Unknown","Unknown","55","55","39790","32000"
"In post","2022","30-39","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Veterinarian","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","White","Commercial","London","125","125","50550","52340"
"In post","2022","30-39","White","Commercial","Outside London","975","935","37300","36780"
"In post","2022","30-39","White","Commercial","Overseas","15","15","[c]","[c]"
"In post","2022","30-39","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Communications","London","420","405","50330","51170"
"In post","2022","30-39","White","Communications","Outside London","400","380","37020","35340"
"In post","2022","30-39","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Corporate Finance","London","10","10","[c]","[c]"
"In post","2022","30-39","White","Corporate Finance","Outside London","20","20","[c]","[c]"
"In post","2022","30-39","White","Counter Fraud","London","70","65","38710","34020"
