"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","EO","25","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","G6/G7","50","45","54910","53360"
"In post","2022","Unknown","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Science and Engineering","SEO/HEO","75","70","34170","35900"
"In post","2022","Unknown","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","G6/G7","40","40","54740","52210"
"In post","2022","Unknown","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Social Research","SEO/HEO","210","205","34950","33710"
"In post","2022","Unknown","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Statistics","EO","30","30","27150","27150"
"In post","2022","Unknown","Analysis","Statistics","G6/G7","90","85","54670","53300"
"In post","2022","Unknown","Analysis","Statistics","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Statistics","SEO/HEO","235","230","36400","37210"
"In post","2022","Unknown","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Commercial","AA/AO","80","75","23480","22560"
"In post","2022","Unknown","Commercial","Commercial","EO","150","145","26780","26350"
"In post","2022","Unknown","Commercial","Commercial","G6/G7","200","195","56180","53360"
"In post","2022","Unknown","Commercial","Commercial","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","Commercial","SEO/HEO","540","525","36720","36820"
"In post","2022","Unknown","Commercial","Commercial","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Science and Engineering","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","G6/G7","1055","1045","65190","64500"
"In post","2022","Unknown","Commercial","Unknown","SCS level","135","130","115950","116730"
"In post","2022","Unknown","Commercial","Unknown","SEO/HEO","75","75","39230","39970"
"In post","2022","Unknown","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","AA/AO","40","40","22660","21930"
"In post","2022","Unknown","Communications","Communications","EO","145","140","27540","27270"
"In post","2022","Unknown","Communications","Communications","G6/G7","275","265","58700","55970"
"In post","2022","Unknown","Communications","Communications","SCS level","30","30","[c]","[c]"
"In post","2022","Unknown","Communications","Communications","SEO/HEO","435","425","37830","37880"
"In post","2022","Unknown","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Operational Delivery","AA/AO","80","70","21440","21250"
"In post","2022","Unknown","Communications","Operational Delivery","EO","275","270","26610","26590"
"In post","2022","Unknown","Communications","Operational Delivery","SEO/HEO","175","170","34910","33370"
"In post","2022","Unknown","Communications","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","EO","700","680","26830","26820"
"In post","2022","Unknown","Communications","Tax","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Tax","SEO/HEO","205","200","33520","33370"
"In post","2022","Unknown","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","EO","45","45","26800","26590"
"In post","2022","Unknown","Communications","Unknown","G6/G7","50","45","58560","54980"
"In post","2022","Unknown","Communications","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","SEO/HEO","85","80","37510","36160"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","AA/AO","60","55","22620","22740"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","EO","120","115","27770","27570"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","G6/G7","35","35","63060","62390"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Counter Fraud","SEO/HEO","95","95","35580","34390"
"In post","2022","Unknown","Counter Fraud","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Intelligence Analysis","SEO/HEO","40","40","37840","37930"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","AA/AO","55","50","22380","22080"
"In post","2022","Unknown","Counter Fraud","Legal","EO","415","395","28370","26820"
"In post","2022","Unknown","Counter Fraud","Legal","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Legal","SEO/HEO","405","395","37030","37610"
"In post","2022","Unknown","Counter Fraud","Operational Delivery","AA/AO","170","150","22100","21250"
"In post","2022","Unknown","Counter Fraud","Operational Delivery","EO","315","295","27570","26820"
"In post","2022","Unknown","Counter Fraud","Operational Delivery","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Operational Delivery","SEO/HEO","215","205","35410","33370"
"In post","2022","Unknown","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Other","EO","20","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Other","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Other","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Tax","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Tax","EO","125","115","28350","26820"
"In post","2022","Unknown","Counter Fraud","Tax","G6/G7","75","75","59570","55210"
"In post","2022","Unknown","Counter Fraud","Tax","SEO/HEO","195","185","36350","33470"
"In post","2022","Unknown","Counter Fraud","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","EO","145","145","27700","26590"
"In post","2022","Unknown","Counter Fraud","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","SEO/HEO","70","70","36200","34550"
"In post","2022","Unknown","Debt","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Operational Delivery","AA/AO","715","645","21860","21250"
"In post","2022","Unknown","Debt","Operational Delivery","EO","165","150","28170","26820"
"In post","2022","Unknown","Debt","Operational Delivery","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Debt","Operational Delivery","SEO/HEO","30","30","36580","34450"
"In post","2022","Unknown","Debt","Other","AA/AO","75","70","21280","21260"
"In post","2022","Unknown","Debt","Other","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","Tax","AA/AO","355","335","21340","21250"
"In post","2022","Unknown","Debt","Tax","EO","30","30","26990","26590"
"In post","2022","Unknown","Debt","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","AA/AO","140","135","22250","21260"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","EO","645","635","27970","27140"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","G6/G7","930","920","58120","55410"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","SCS level","45","45","94020","90100"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","1785","1755","37790","36840"
"In post","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","AA/AO","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","35","35","37430","35840"
"In post","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Operational Delivery","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Operational Delivery","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Operational Delivery","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Operational Delivery","SEO/HEO","60","60","36680","34100"
"In post","2022","Unknown","Digital, Data & Technology","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Policy","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Policy","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Policy","SEO/HEO","35","35","35250","36500"
"In post","2022","Unknown","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Project Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Tax","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","G6/G7","120","115","56720","54700"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","SEO/HEO","110","110","37600","37930"
"In post","2022","Unknown","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Commercial","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Unknown","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Digital, Data and Technology","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Finance","AA/AO","175","155","22250","21250"
"In post","2022","Unknown","Finance","Finance","EO","285","275","26530","26350"
"In post","2022","Unknown","Finance","Finance","G6/G7","335","330","57920","55210"
"In post","2022","Unknown","Finance","Finance","SCS level","40","40","87900","81400"
"In post","2022","Unknown","Finance","Finance","SEO/HEO","715","705","37320","36820"
"In post","2022","Unknown","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Human Resources","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Operational Delivery","AA/AO","230","195","21600","21250"
"In post","2022","Unknown","Finance","Operational Delivery","EO","45","45","26710","26820"
"In post","2022","Unknown","Finance","Operational Delivery","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Operational Delivery","SEO/HEO","45","45","35460","33370"
"In post","2022","Unknown","Finance","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Policy","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Tax","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Tax","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","SEO/HEO","40","40","38970","40180"
"In post","2022","Unknown","Human Resources","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Human Resources","AA/AO","210","190","22030","21380"
"In post","2022","Unknown","Human Resources","Human Resources","EO","300","290","27560","26930"
"In post","2022","Unknown","Human Resources","Human Resources","G6/G7","200","195","58150","56000"
"In post","2022","Unknown","Human Resources","Human Resources","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Human Resources","SEO/HEO","500","480","36150","36330"
"In post","2022","Unknown","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Operational Delivery","AA/AO","60","50","21620","21250"
"In post","2022","Unknown","Human Resources","Operational Delivery","EO","55","50","26530","26820"
"In post","2022","Unknown","Human Resources","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Operational Delivery","SEO/HEO","40","35","33890","33370"
"In post","2022","Unknown","Human Resources","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Other","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Other","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Tax","EO","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Tax","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Tax","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","AA/AO","30","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","EO","35","35","26520","26820"
"In post","2022","Unknown","Human Resources","Unknown","G6/G7","35","35","56940","54960"
"In post","2022","Unknown","Human Resources","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","SEO/HEO","55","50","35100","34550"
"In post","2022","Unknown","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Internal Audit","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Legal","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Legal","Legal","EO","125","120","28070","26970"
"In post","2022","Unknown","Legal","Legal","G6/G7","1030","960","57920","55610"
"In post","2022","Unknown","Legal","Legal","SCS level","45","45","94600","83400"
"In post","2022","Unknown","Legal","Legal","SEO/HEO","215","210","39790","38760"
"In post","2022","Unknown","Legal","Operational Delivery","AA/AO","400","380","23080","23720"
"In post","2022","Unknown","Legal","Operational Delivery","EO","240","225","27330","26970"
"In post","2022","Unknown","Legal","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Operational Delivery","SEO/HEO","45","45","34290","33370"
"In post","2022","Unknown","Legal","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Other","EO","40","35","27250","27050"
