"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Government Legal Department","London","G7","865","800","52010","51250"
"In post","2022","Government Legal Department","London","HEO","195","190","37180","35000"
"In post","2022","Government Legal Department","London","SCS level","200","190","83110","78610"
"In post","2022","Government Legal Department","London","SEO","45","45","38970","38290"
"In post","2022","Government Legal Department","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","South West (England)","G6","10","10","62870","62430"
"In post","2022","Government Legal Department","South West (England)","G7","20","15","52910","50460"
"In post","2022","Government Legal Department","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Yorkshire and The Humber","EO","10","10","27930","27220"
"In post","2022","Government Legal Department","Yorkshire and The Humber","G6","25","25","63930","63730"
"In post","2022","Government Legal Department","Yorkshire and The Humber","G7","30","25","51700","51190"
"In post","2022","Government Legal Department","Yorkshire and The Humber","HEO","10","10","39420","43920"
"In post","2022","Government Legal Department","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","Government Legal Department","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2022","Government Property Agency","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Government Property Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","London","EO","10","10","[c]","[c]"
"In post","2022","Government Property Agency","London","G6","20","20","68610","66440"
"In post","2022","Government Property Agency","London","G7","30","30","56700","55000"
"In post","2022","Government Property Agency","London","HEO","15","15","35460","35590"
"In post","2022","Government Property Agency","London","SCS level","10","10","89330","85060"
"In post","2022","Government Property Agency","London","SEO","15","15","41120","41160"
"In post","2022","Government Property Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","North West (England)","G7","15","15","51930","52000"
"In post","2022","Government Property Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","North West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","South West (England)","G6","5","5","[c]","[c]"
"In post","2022","Government Property Agency","South West (England)","G7","10","10","[c]","[c]"
"In post","2022","Government Property Agency","South West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands (England)","G6","10","10","70850","72500"
"In post","2022","Government Property Agency","West Midlands (England)","G7","15","15","55020","54700"
"In post","2022","Government Property Agency","West Midlands (England)","HEO","20","20","33820","32000"
"In post","2022","Government Property Agency","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Government Property Agency","West Midlands (England)","SEO","15","15","39860","38500"
"In post","2022","Government Property Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","G7","15","15","53520","53960"
"In post","2022","Government Property Agency","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SEO","15","15","38020","37300"
"In post","2022","Health and Safety Executive","East Midlands (England)","AO","20","20","22050","22410"
"In post","2022","Health and Safety Executive","East Midlands (England)","EO","65","60","27410","26680"
"In post","2022","Health and Safety Executive","East Midlands (England)","G6","25","25","73040","72340"
"In post","2022","Health and Safety Executive","East Midlands (England)","G7","80","75","57350","54710"
"In post","2022","Health and Safety Executive","East Midlands (England)","HEO","75","70","32820","31710"
"In post","2022","Health and Safety Executive","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SEO","110","105","42680","43000"
"In post","2022","Health and Safety Executive","East of England","AO","15","15","21930","22410"
"In post","2022","Health and Safety Executive","East of England","EO","15","15","28160","28990"
"In post","2022","Health and Safety Executive","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G7","20","20","59180","53430"
"In post","2022","Health and Safety Executive","East of England","HEO","20","20","31960","31660"
"In post","2022","Health and Safety Executive","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","SEO","60","55","49040","46320"
"In post","2022","Health and Safety Executive","London","AO","10","10","26640","26790"
"In post","2022","Health and Safety Executive","London","EO","15","15","33120","33880"
"In post","2022","Health and Safety Executive","London","G6","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G7","30","25","59020","57810"
"In post","2022","Health and Safety Executive","London","HEO","30","30","36350","36040"
"In post","2022","Health and Safety Executive","London","SCS level","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SEO","55","55","48490","45850"
"In post","2022","Health and Safety Executive","North East (England)","AO","10","10","22410","22410"
"In post","2022","Health and Safety Executive","North East (England)","EO","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G7","10","10","55090","53430"
"In post","2022","Health and Safety Executive","North East (England)","HEO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","SEO","40","40","47640","46320"
"In post","2022","Health and Safety Executive","North West (England)","AO","115","105","21800","22410"
"In post","2022","Health and Safety Executive","North West (England)","EO","240","230","27270","26410"
"In post","2022","Health and Safety Executive","North West (England)","G6","45","45","66630","65530"
"In post","2022","Health and Safety Executive","North West (England)","G7","160","155","56600","53430"
"In post","2022","Health and Safety Executive","North West (England)","HEO","170","165","33260","31820"
"In post","2022","Health and Safety Executive","North West (England)","SCS level","15","15","86880","81670"
"In post","2022","Health and Safety Executive","North West (England)","SEO","250","235","45000","42250"
"In post","2022","Health and Safety Executive","Scotland","AO","20","20","22150","22410"
"In post","2022","Health and Safety Executive","Scotland","EO","20","15","28340","28990"
"In post","2022","Health and Safety Executive","Scotland","G6","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G7","35","35","72580","59650"
"In post","2022","Health and Safety Executive","Scotland","HEO","15","15","32370","31660"
"In post","2022","Health and Safety Executive","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","SEO","130","120","68500","58320"
"In post","2022","Health and Safety Executive","South East (England)","AO","10","10","22080","22410"
"In post","2022","Health and Safety Executive","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G7","15","15","56020","56000"
"In post","2022","Health and Safety Executive","South East (England)","HEO","10","10","31960","31660"
"In post","2022","Health and Safety Executive","South East (England)","SEO","40","40","47350","46320"
"In post","2022","Health and Safety Executive","South West (England)","AO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","EO","10","10","28700","29370"
"In post","2022","Health and Safety Executive","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G7","15","15","57330","54230"
"In post","2022","Health and Safety Executive","South West (England)","HEO","10","10","31660","31660"
"In post","2022","Health and Safety Executive","South West (England)","SEO","40","35","48130","46320"
"In post","2022","Health and Safety Executive","Wales","AO","20","20","22670","22410"
"In post","2022","Health and Safety Executive","Wales","EO","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G7","10","10","60600","59630"
"In post","2022","Health and Safety Executive","Wales","HEO","10","10","31990","31660"
"In post","2022","Health and Safety Executive","Wales","SEO","40","40","47210","46320"
"In post","2022","Health and Safety Executive","West Midlands (England)","AO","10","10","22410","22410"
"In post","2022","Health and Safety Executive","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G7","15","15","58790","53430"
"In post","2022","Health and Safety Executive","West Midlands (England)","HEO","10","10","32910","31710"
"In post","2022","Health and Safety Executive","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SEO","40","35","47990","46320"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","AO","35","30","21950","22410"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","EO","95","95","26790","26370"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G7","50","50","56570","55040"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","HEO","70","60","33020","31710"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SEO","125","120","44950","44300"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AA","135","120","19200","19200"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AO","820","710","20980","20970"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","EO","215","200","25140","25120"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G6","15","15","61390","60500"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G7","30","30","51970","51020"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","HEO","85","85","30640","30450"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SEO","95","85","39650","37250"
"In post","2022","HM Courts and Tribunals Service","East of England","AA","160","130","19340","19200"
"In post","2022","HM Courts and Tribunals Service","East of England","AO","495","435","21370","20970"
"In post","2022","HM Courts and Tribunals Service","East of England","EO","160","145","25630","25120"
"In post","2022","HM Courts and Tribunals Service","East of England","G6","15","15","65630","63830"
"In post","2022","HM Courts and Tribunals Service","East of England","G7","25","25","53490","50430"
"In post","2022","HM Courts and Tribunals Service","East of England","HEO","75","70","31450","30450"
"In post","2022","HM Courts and Tribunals Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","SEO","80","70","40880","39590"
"In post","2022","HM Courts and Tribunals Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","AA","360","335","21630","21650"
"In post","2022","HM Courts and Tribunals Service","London","AO","1745","1610","23910","23720"
"In post","2022","HM Courts and Tribunals Service","London","EO","825","795","28520","28310"
"In post","2022","HM Courts and Tribunals Service","London","G6","75","75","68040","68630"
"In post","2022","HM Courts and Tribunals Service","London","G7","230","220","58200","57540"
"In post","2022","HM Courts and Tribunals Service","London","HEO","495","490","34540","34260"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","40","40","85950","83300"
"In post","2022","HM Courts and Tribunals Service","London","SEO","420","400","43910","41750"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AA","65","55","19200","19200"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AO","340","290","20980","20970"
"In post","2022","HM Courts and Tribunals Service","North East (England)","EO","100","95","25180","25120"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G6","10","10","62230","60500"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G7","15","15","51380","50430"
"In post","2022","HM Courts and Tribunals Service","North East (England)","HEO","55","50","30680","30450"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SEO","75","70","40850","41100"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AA","270","230","19200","19200"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AO","1065","930","21170","20970"
"In post","2022","HM Courts and Tribunals Service","North West (England)","EO","360","345","25250","25120"
"In post","2022","HM Courts and Tribunals Service","North West (England)","G6","25","25","63310","60500"
"In post","2022","HM Courts and Tribunals Service","North West (England)","G7","65","65","51730","50430"
"In post","2022","HM Courts and Tribunals Service","North West (England)","HEO","200","195","30660","30450"
"In post","2022","HM Courts and Tribunals Service","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North West (England)","SEO","205","190","39570","37540"
"In post","2022","HM Courts and Tribunals Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Scotland","AA","20","15","19200","19200"
"In post","2022","HM Courts and Tribunals Service","Scotland","AO","145","135","21170","20970"
"In post","2022","HM Courts and Tribunals Service","Scotland","EO","30","25","25410","25120"
"In post","2022","HM Courts and Tribunals Service","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Scotland","G7","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Scotland","HEO","25","20","30660","30450"
"In post","2022","HM Courts and Tribunals Service","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Scotland","SEO","15","15","36500","36050"
"In post","2022","HM Courts and Tribunals Service","South East (England)","AA","190","160","19300","19200"
"In post","2022","HM Courts and Tribunals Service","South East (England)","AO","580","500","21340","21410"
"In post","2022","HM Courts and Tribunals Service","South East (England)","EO","215","195","25530","25120"
"In post","2022","HM Courts and Tribunals Service","South East (England)","G6","15","15","62400","60500"
"In post","2022","HM Courts and Tribunals Service","South East (England)","G7","25","25","52540","51480"
"In post","2022","HM Courts and Tribunals Service","South East (England)","HEO","105","100","30930","30450"
"In post","2022","HM Courts and Tribunals Service","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","South East (England)","SEO","115","100","41630","41960"
"In post","2022","HM Courts and Tribunals Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","South West (England)","AA","145","120","19200","19200"
"In post","2022","HM Courts and Tribunals Service","South West (England)","AO","510","445","21040","20970"
"In post","2022","HM Courts and Tribunals Service","South West (England)","EO","145","135","25320","25120"
"In post","2022","HM Courts and Tribunals Service","South West (England)","G6","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","South West (England)","G7","25","25","51970","50430"
"In post","2022","HM Courts and Tribunals Service","South West (England)","HEO","60","60","30710","30450"
"In post","2022","HM Courts and Tribunals Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","South West (England)","SEO","80","75","40490","40300"
"In post","2022","HM Courts and Tribunals Service","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","AO","15","15","21150","20970"
"In post","2022","HM Courts and Tribunals Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Wales","AA","85","75","19200","19200"
"In post","2022","HM Courts and Tribunals Service","Wales","AO","545","490","20980","20970"
"In post","2022","HM Courts and Tribunals Service","Wales","EO","140","135","25200","25120"
"In post","2022","HM Courts and Tribunals Service","Wales","G6","10","10","60500","60500"
"In post","2022","HM Courts and Tribunals Service","Wales","G7","25","25","51540","50430"
"In post","2022","HM Courts and Tribunals Service","Wales","HEO","90","85","30570","30450"
"In post","2022","HM Courts and Tribunals Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Wales","SEO","80","70","40050","40180"
"In post","2022","HM Courts and Tribunals Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","AA","175","150","19200","19200"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","AO","1180","1040","21070","20970"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","EO","320","310","25190","25120"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","G6","15","15","63460","60500"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","G7","40","40","52380","50430"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","HEO","125","120","30650","30450"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","SEO","145","135","39950","38740"
"In post","2022","HM Courts and Tribunals Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","AA","115","95","19200","19200"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","AO","635","530","20980","20970"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","170","150","25190","25120"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","G6","10","10","61370","60500"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","G7","30","30","52120","50430"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","HEO","120","115","30610","30450"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","SEO","95","85","40170","39320"
"In post","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","G7","10","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","AO","215","205","22600","22600"
"In post","2022","HM Land Registry","East Midlands (England)","EO","350","315","27150","27130"
"In post","2022","HM Land Registry","East Midlands (England)","G6","10","10","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","G7","40","40","58350","56750"
"In post","2022","HM Land Registry","East Midlands (England)","HEO","185","165","33840","33840"
"In post","2022","HM Land Registry","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","SEO","115","110","41090","39100"
"In post","2022","HM Land Registry","East of England","AO","85","80","22600","22600"
"In post","2022","HM Land Registry","East of England","EO","90","80","27180","27130"
"In post","2022","HM Land Registry","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East of England","G7","10","10","60400","60520"
"In post","2022","HM Land Registry","East of England","HEO","75","65","34150","33840"
"In post","2022","HM Land Registry","East of England","SEO","40","35","41460","40860"
"In post","2022","HM Land Registry","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","London","AO","55","55","25860","25850"
"In post","2022","HM Land Registry","London","EO","110","105","30810","30600"
"In post","2022","HM Land Registry","London","G6","20","20","75250","75000"
"In post","2022","HM Land Registry","London","G7","35","30","63780","64230"
"In post","2022","HM Land Registry","London","HEO","100","90","37640","37290"
"In post","2022","HM Land Registry","London","SCS level","10","10","100030","93410"
"In post","2022","HM Land Registry","London","SEO","75","70","45520","44260"
"In post","2022","HM Land Registry","North East (England)","AO","250","235","22600","22600"
"In post","2022","HM Land Registry","North East (England)","EO","275","250","27150","27130"
"In post","2022","HM Land Registry","North East (England)","G7","20","20","58800","56750"
"In post","2022","HM Land Registry","North East (England)","HEO","120","110","33920","33840"
"In post","2022","HM Land Registry","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","SEO","65","60","40270","38550"
"In post","2022","HM Land Registry","North West (England)","AO","295","275","22600","22600"
"In post","2022","HM Land Registry","North West (England)","EO","350","305","27160","27130"
"In post","2022","HM Land Registry","North West (England)","G6","10","10","66870","64420"
"In post","2022","HM Land Registry","North West (England)","G7","25","20","59570","60520"
"In post","2022","HM Land Registry","North West (England)","HEO","180","160","33920","33840"
"In post","2022","HM Land Registry","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","SEO","100","95","40690","38550"
"In post","2022","HM Land Registry","South West (England)","AA","30","30","21570","21290"
"In post","2022","HM Land Registry","South West (England)","AO","315","290","22620","22600"
"In post","2022","HM Land Registry","South West (England)","EO","505","445","27820","27130"
"In post","2022","HM Land Registry","South West (England)","G6","15","15","73470","72860"
"In post","2022","HM Land Registry","South West (England)","G7","65","65","58270","57000"
"In post","2022","HM Land Registry","South West (England)","HEO","365","320","35370","33840"
"In post","2022","HM Land Registry","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","SEO","275","260","42400","40860"
"In post","2022","HM Land Registry","Wales","AO","210","195","22600","22600"
"In post","2022","HM Land Registry","Wales","EO","305","275","27130","27130"
"In post","2022","HM Land Registry","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Wales","G7","15","15","59940","60520"
"In post","2022","HM Land Registry","Wales","HEO","160","135","33930","33840"
"In post","2022","HM Land Registry","Wales","SEO","75","70","40940","40860"
"In post","2022","HM Land Registry","West Midlands (England)","AO","180","175","22600","22600"
"In post","2022","HM Land Registry","West Midlands (England)","EO","225","200","27170","27130"
"In post","2022","HM Land Registry","West Midlands (England)","G6","5","5","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","G7","20","20","58870","60520"
"In post","2022","HM Land Registry","West Midlands (England)","HEO","110","100","33880","33840"
"In post","2022","HM Land Registry","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","SEO","65","60","40690","39100"
"In post","2022","HM Land Registry","Yorkshire and The Humber","AO","100","95","22600","22600"
"In post","2022","HM Land Registry","Yorkshire and The Humber","EO","150","135","27160","27130"
"In post","2022","HM Land Registry","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","HEO","65","55","33880","33840"
"In post","2022","HM Land Registry","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","SEO","30","25","40750","38830"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","AA","550","515","20920","20890"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","AO","2195","2075","26100","25610"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","EO","625","600","29660","28640"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","G6","25","25","82680","84390"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","G7","35","35","65600","65520"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","HEO","435","410","34650","36480"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","SEO","240","235","49580","51150"
"In post","2022","HM Prison and Probation Service","East Midlands (England)","Unknown","1535","1400","29460","28200"
"In post","2022","HM Prison and Probation Service","East of England","AA","665","620","21420","20890"
"In post","2022","HM Prison and Probation Service","East of England","AO","2325","2215","27950","28550"
"In post","2022","HM Prison and Probation Service","East of England","EO","600","585","30580","31800"
"In post","2022","HM Prison and Probation Service","East of England","G6","25","25","85290","87250"
"In post","2022","HM Prison and Probation Service","East of England","G7","40","40","66010","65520"
"In post","2022","HM Prison and Probation Service","East of England","HEO","445","425","34650","35630"
"In post","2022","HM Prison and Probation Service","East of England","SCS level","10","10","96040","103000"
"In post","2022","HM Prison and Probation Service","East of England","SEO","220","215","49070","49090"
"In post","2022","HM Prison and Probation Service","East of England","Unknown","1725","1585","28780","26310"
"In post","2022","HM Prison and Probation Service","London","AA","600","570","25060","25190"
"In post","2022","HM Prison and Probation Service","London","AO","2375","2305","31620","32050"
"In post","2022","HM Prison and Probation Service","London","EO","810","790","33490","32890"
"In post","2022","HM Prison and Probation Service","London","G6","110","105","79020","76280"
"In post","2022","HM Prison and Probation Service","London","G7","165","160","66140","65930"
"In post","2022","HM Prison and Probation Service","London","HEO","545","530","38050","38790"
"In post","2022","HM Prison and Probation Service","London","SCS level","35","35","92430","85820"
"In post","2022","HM Prison and Probation Service","London","SEO","475","465","51660","51260"
"In post","2022","HM Prison and Probation Service","London","Unknown","2330","2225","34630","33700"
"In post","2022","HM Prison and Probation Service","North East (England)","AA","395","360","21120","20890"
"In post","2022","HM Prison and Probation Service","North East (England)","AO","1525","1405","27270","26880"
"In post","2022","HM Prison and Probation Service","North East (England)","EO","395","370","30980","32040"
"In post","2022","HM Prison and Probation Service","North East (England)","G6","15","15","82560","84390"
"In post","2022","HM Prison and Probation Service","North East (England)","G7","15","15","65450","65520"
"In post","2022","HM Prison and Probation Service","North East (England)","HEO","250","240","34830","36480"
"In post","2022","HM Prison and Probation Service","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North East (England)","SEO","160","150","48580","50270"
"In post","2022","HM Prison and Probation Service","North East (England)","Unknown","1175","1115","29620","28200"
"In post","2022","HM Prison and Probation Service","North West (England)","AA","740","680","21160","20890"
"In post","2022","HM Prison and Probation Service","North West (England)","AO","2685","2515","26660","25700"
"In post","2022","HM Prison and Probation Service","North West (England)","EO","770","720","30380","31420"
"In post","2022","HM Prison and Probation Service","North West (England)","G6","35","35","84070","84390"
"In post","2022","HM Prison and Probation Service","North West (England)","G7","50","50","66550","65520"
"In post","2022","HM Prison and Probation Service","North West (England)","HEO","540","505","35150","36480"
