"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Property","Outside London","2200","2135","38610","34000"
"In post","2022","50-59","Property","Overseas","65","65","40700","40580"
"In post","2022","50-59","Property","Unknown","15","15","43900","39400"
"In post","2022","50-59","Psychology","London","10","5","[c]","[c]"
"In post","2022","50-59","Psychology","Outside London","150","140","39750","31180"
"In post","2022","50-59","Science and Engineering","London","225","220","55940","53830"
"In post","2022","50-59","Science and Engineering","Outside London","3195","3105","42880","41720"
"In post","2022","50-59","Science and Engineering","Overseas","25","25","46440","44010"
"In post","2022","50-59","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","London","465","455","40090","37320"
"In post","2022","50-59","Security","Outside London","2780","2750","32460","31790"
"In post","2022","50-59","Security","Overseas","50","50","36990","34220"
"In post","2022","50-59","Security","Unknown","30","30","29190","27370"
"In post","2022","50-59","Social Research","London","40","40","59760","60280"
"In post","2022","50-59","Social Research","Outside London","60","55","48620","47470"
"In post","2022","50-59","Statistics","London","130","125","54960","55860"
"In post","2022","50-59","Statistics","Outside London","165","160","47740","44820"
"In post","2022","50-59","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Tax","London","895","875","44950","40910"
"In post","2022","50-59","Tax","Outside London","3655","3480","37760","33370"
"In post","2022","50-59","Unknown","London","1205","1185","62220","56550"
"In post","2022","50-59","Unknown","Outside London","5170","5005","44700","39660"
"In post","2022","50-59","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","40","40","50030","40330"
"In post","2022","50-59","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","Outside London","95","90","48790","50860"
"In post","2022","50-59","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","London","60","60","45260","41730"
"In post","2022","60-64","Commercial","Outside London","280","245","39150","36820"
"In post","2022","60-64","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","60","55","47140","41660"
"In post","2022","60-64","Communications","Outside London","90","85","36700","33300"
"In post","2022","60-64","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","London","160","135","33930","31880"
"In post","2022","60-64","Counter Fraud","Outside London","670","495","27620","27570"
"In post","2022","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","London","190","180","49550","42800"
"In post","2022","60-64","Digital, Data and Technology","Outside London","930","810","39360","36460"
"In post","2022","60-64","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","London","15","10","59400","58240"
"In post","2022","60-64","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","London","175","165","44650","40940"
"In post","2022","60-64","Finance","Outside London","695","610","36890","33300"
"In post","2022","60-64","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","Outside London","40","30","32770","33290"
"In post","2022","60-64","Human Resources","London","140","125","47810","43090"
"In post","2022","60-64","Human Resources","Outside London","480","400","33490","31740"
"In post","2022","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","Outside London","90","80","69700","75500"
"In post","2022","60-64","Intelligence Analysis","London","70","60","41060","38560"
"In post","2022","60-64","Intelligence Analysis","Outside London","100","80","29160","27370"
"In post","2022","60-64","Internal Audit","London","20","20","50820","49750"
"In post","2022","60-64","Internal Audit","Outside London","50","40","41980","42360"
"In post","2022","60-64","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","London","35","30","50810","46190"
"In post","2022","60-64","International Trade","Outside London","5","5","[c]","[c]"
"In post","2022","60-64","International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","London","70","65","39570","33820"
"In post","2022","60-64","Knowledge and Information Management","Outside London","150","140","31630","28670"
"In post","2022","60-64","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","London","250","215","59190","62580"
"In post","2022","60-64","Legal","Outside London","470","375","48170","50410"
"In post","2022","60-64","Medicine","London","30","25","96780","83660"
"In post","2022","60-64","Medicine","Outside London","175","150","60190","41500"
"In post","2022","60-64","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","London","2885","2535","33160","30460"
"In post","2022","60-64","Operational Delivery","Outside London","20745","16255","27050","26120"
"In post","2022","60-64","Operational Delivery","Overseas","20","20","55870","59120"
"In post","2022","60-64","Operational Delivery","Unknown","55","45","31460","29860"
"In post","2022","60-64","Operational Research","London","10","10","[c]","[c]"
"In post","2022","60-64","Operational Research","Outside London","30","25","48590","48090"
"In post","2022","60-64","Other","London","340","320","37520","29370"
"In post","2022","60-64","Other","Outside London","2980","2680","27650","23590"
"In post","2022","60-64","Other","Overseas","20","20","49980","36780"
"In post","2022","60-64","Other","Unknown","140","135","37480","34460"
"In post","2022","60-64","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outside London","35","30","62840","58810"
"In post","2022","60-64","Policy","London","650","600","51240","47240"
"In post","2022","60-64","Policy","Outside London","410","360","43930","38160"
"In post","2022","60-64","Policy","Overseas","50","50","72050","68720"
"In post","2022","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","190","170","47690","43200"
"In post","2022","60-64","Project Delivery","Outside London","850","715","41920","40400"
"In post","2022","60-64","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","60-64","Property","London","140","125","46320","41150"
"In post","2022","60-64","Property","Outside London","720","640","35810","33300"
"In post","2022","60-64","Property","Overseas","25","25","41780","41160"
"In post","2022","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","20","20","32660","27380"
"In post","2022","60-64","Science and Engineering","London","45","45","50820","44950"
"In post","2022","60-64","Science and Engineering","Outside London","1030","925","40130","38590"
"In post","2022","60-64","Science and Engineering","Overseas","10","10","41500","41940"
"In post","2022","60-64","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","London","110","105","37000","31610"
"In post","2022","60-64","Security","Outside London","740","660","27440","21380"
"In post","2022","60-64","Security","Overseas","10","10","35780","34260"
"In post","2022","60-64","Security","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Social Research","London","5","5","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","15","15","48040","50710"
"In post","2022","60-64","Statistics","London","20","20","54150","45630"
"In post","2022","60-64","Statistics","Outside London","30","30","41870","39100"
"In post","2022","60-64","Tax","London","285","235","46960","40910"
"In post","2022","60-64","Tax","Outside London","990","765","36540","33370"
"In post","2022","60-64","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","London","205","195","57810","49760"
"In post","2022","60-64","Unknown","Outside London","1125","1005","40130","33370"
"In post","2022","60-64","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","30","25","50650","52030"
"In post","2022","65+","Commercial","London","20","15","39180","35110"
"In post","2022","65+","Commercial","Outside London","65","55","38620","37260"
"In post","2022","65+","Communications","London","15","15","44110","40070"
"In post","2022","65+","Communications","Outside London","30","25","31980","29200"
"In post","2022","65+","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","65","50","31820","30330"
"In post","2022","65+","Counter Fraud","Outside London","235","160","27810","27570"
"In post","2022","65+","Digital, Data and Technology","London","70","60","44560","44850"
"In post","2022","65+","Digital, Data and Technology","Outside London","255","210","37140","33960"
"In post","2022","65+","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","10","5","[c]","[c]"
"In post","2022","65+","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","75","70","38460","37290"
"In post","2022","65+","Finance","Outside London","200","170","35540","33300"
"In post","2022","65+","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Outside London","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","London","35","30","44900","45010"
"In post","2022","65+","Human Resources","Outside London","110","85","31780","28920"
"In post","2022","65+","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Outside London","20","15","71480","75480"
"In post","2022","65+","Intelligence Analysis","London","35","25","34870","31520"
"In post","2022","65+","Intelligence Analysis","Outside London","30","20","30150","28700"
"In post","2022","65+","Internal Audit","London","5","5","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2022","65+","International Trade","London","10","10","58300","60130"
"In post","2022","65+","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","20","15","40870","34330"
"In post","2022","65+","Knowledge and Information Management","Outside London","40","35","29470","27440"
"In post","2022","65+","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","95","75","61410","62470"
"In post","2022","65+","Legal","Outside London","160","110","46230","47100"
"In post","2022","65+","Medicine","London","20","15","108680","95180"
"In post","2022","65+","Medicine","Outside London","50","40","60750","58190"
"In post","2022","65+","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","London","1255","1015","30860","28310"
"In post","2022","65+","Operational Delivery","Outside London","6070","4390","26240","24250"
"In post","2022","65+","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","15","10","54080","47760"
"In post","2022","65+","Other","London","125","110","32570","25640"
"In post","2022","65+","Other","Outside London","955","820","26850","22120"
"In post","2022","65+","Other","Overseas","5","5","[c]","[c]"
"In post","2022","65+","Other","Unknown","35","35","34400","32400"
"In post","2022","65+","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Outside London","40","25","65600","65270"
"In post","2022","65+","Policy","London","195","165","47520","43040"
"In post","2022","65+","Policy","Outside London","120","95","40590","35980"
"In post","2022","65+","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","London","60","50","43840","39100"
"In post","2022","65+","Project Delivery","Outside London","185","145","41270","40000"
"In post","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","60","50","43640","39050"
"In post","2022","65+","Property","Outside London","265","225","31720","29060"
"In post","2022","65+","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","Outside London","5","5","[c]","[c]"
"In post","2022","65+","Science and Engineering","London","25","20","52620","46710"
"In post","2022","65+","Science and Engineering","Outside London","390","315","39470","36310"
"In post","2022","65+","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","50","50","35350","28920"
"In post","2022","65+","Security","Outside London","225","190","25710","21320"
"In post","2022","65+","Security","Overseas","5","5","[c]","[c]"
"In post","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","London","10","5","[c]","[c]"
"In post","2022","65+","Statistics","Outside London","10","10","45090","28920"
"In post","2022","65+","Tax","London","90","65","42350","40910"
"In post","2022","65+","Tax","Outside London","260","175","36540","33680"
"In post","2022","65+","Unknown","London","65","60","54160","39060"
"In post","2022","65+","Unknown","Outside London","300","250","37530","30330"
"In post","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinarian","Outside London","20","15","51880","51760"
"In post","2022","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Outside London","10","10","25770","27570"
"In post","2022","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","London","15","[c]","22890","21120"
"Leaver CS","2022","16-19","Operational Delivery","Outside London","80","[c]","20880","21050"
"Leaver CS","2022","16-19","Operational Delivery","Unknown","15","[c]","19340","18310"
"Leaver CS","2022","16-19","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","Outside London","15","[c]","18460","17140"
"Leaver CS","2022","16-19","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","40","[c]","22170","21260"
"Leaver CS","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","70","[c]","28240","26280"
"Leaver CS","2022","20-29","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","London","95","[c]","32870","33100"
"Leaver CS","2022","20-29","Communications","Outside London","35","[c]","27280","26590"
"Leaver CS","2022","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","10","[c]","31090","29860"
"Leaver CS","2022","20-29","Counter Fraud","Outside London","10","[c]","23290","21260"
"Leaver CS","2022","20-29","Digital, Data and Technology","London","95","[c]","37180","35050"
"Leaver CS","2022","20-29","Digital, Data and Technology","Outside London","220","[c]","31170","30090"
"Leaver CS","2022","20-29","Digital, Data and Technology","Unknown","15","[c]","28510","26130"
"Leaver CS","2022","20-29","Economics","London","100","[c]","31290","29250"
"Leaver CS","2022","20-29","Economics","Outside London","35","[c]","22330","19610"
"Leaver CS","2022","20-29","Finance","London","30","[c]","30110","28200"
"Leaver CS","2022","20-29","Finance","Outside London","75","[c]","26490","25280"
"Leaver CS","2022","20-29","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","London","65","[c]","31200","28000"
"Leaver CS","2022","20-29","Human Resources","Outside London","70","[c]","24510","21820"
"Leaver CS","2022","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intelligence Analysis","London","15","[c]","33400","29250"
"Leaver CS","2022","20-29","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","International Trade","London","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","London","10","[c]","31680","32330"
"Leaver CS","2022","20-29","Knowledge and Information Management","Outside London","45","[c]","28030","27280"
"Leaver CS","2022","20-29","Legal","London","40","[c]","39880","40000"
"Leaver CS","2022","20-29","Legal","Outside London","15","[c]","40320","38000"
"Leaver CS","2022","20-29","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicine","Outside London","30","[c]","28880","27780"
"Leaver CS","2022","20-29","Operational Delivery","London","1170","[c]","28840","28590"
"Leaver CS","2022","20-29","Operational Delivery","Outside London","4115","[c]","23260","21260"
"Leaver CS","2022","20-29","Operational Delivery","Unknown","135","[c]","20900","21590"
"Leaver CS","2022","20-29","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Operational Research","Outside London","15","[c]","27610","29230"
"Leaver CS","2022","20-29","Other","London","185","[c]","29460","27400"
"Leaver CS","2022","20-29","Other","Outside London","310","[c]","22000","21260"
"Leaver CS","2022","20-29","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","Unknown","55","[c]","28110","28980"
"Leaver CS","2022","20-29","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","London","485","[c]","35330","33570"
"Leaver CS","2022","20-29","Policy","Outside London","100","[c]","28510","25580"
"Leaver CS","2022","20-29","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","London","45","[c]","35690","34020"
"Leaver CS","2022","20-29","Project Delivery","Outside London","105","[c]","28500","26590"
"Leaver CS","2022","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Outside London","55","[c]","25070","25000"
"Leaver CS","2022","20-29","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Psychology","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","London","60","[c]","32070","32320"
"Leaver CS","2022","20-29","Science and Engineering","Outside London","325","[c]","25720","25750"
"Leaver CS","2022","20-29","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Outside London","85","[c]","25920","25680"
"Leaver CS","2022","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Research","London","15","[c]","33740","33680"
"Leaver CS","2022","20-29","Social Research","Outside London","10","[c]","27760","30120"
"Leaver CS","2022","20-29","Statistics","London","35","[c]","29230","25390"
"Leaver CS","2022","20-29","Statistics","Outside London","20","[c]","27140","23630"
"Leaver CS","2022","20-29","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","London","515","[c]","32140","31060"
"Leaver CS","2022","20-29","Unknown","Outside London","1490","[c]","25140","22140"
"Leaver CS","2022","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","65","[c]","31020","27990"
"Leaver CS","2022","20-29","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Outside London","50","[c]","37350","36780"
"Leaver CS","2022","30-39","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","London","70","[c]","42250","40050"
"Leaver CS","2022","30-39","Communications","Outside London","30","[c]","35920","36810"
"Leaver CS","2022","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","London","85","[c]","48420","44980"
"Leaver CS","2022","30-39","Digital, Data and Technology","Outside London","250","[c]","40160","37460"
"Leaver CS","2022","30-39","Digital, Data and Technology","Unknown","15","[c]","38590","32180"
"Leaver CS","2022","30-39","Economics","London","30","[c]","49030","53130"
"Leaver CS","2022","30-39","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","London","50","[c]","43690","37000"
"Leaver CS","2022","30-39","Finance","Outside London","50","[c]","36370","33300"
"Leaver CS","2022","30-39","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","London","55","[c]","40750","36490"
"Leaver CS","2022","30-39","Human Resources","Outside London","75","[c]","33070","30150"
"Leaver CS","2022","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","Outside London","15","[c]","32750","33300"
"Leaver CS","2022","30-39","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","London","25","[c]","38760","38650"
"Leaver CS","2022","30-39","Knowledge and Information Management","Outside London","70","[c]","34530","32330"
"Leaver CS","2022","30-39","Legal","London","105","[c]","53830","52650"
"Leaver CS","2022","30-39","Legal","Outside London","30","[c]","45560","42700"
"Leaver CS","2022","30-39","Medicine","London","20","[c]","54100","43950"
"Leaver CS","2022","30-39","Medicine","Outside London","70","[c]","39860","34170"
"Leaver CS","2022","30-39","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Delivery","London","820","[c]","35770","31060"
"Leaver CS","2022","30-39","Operational Delivery","Outside London","3030","[c]","26270","25040"
"Leaver CS","2022","30-39","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Delivery","Unknown","115","[c]","22690","21840"
"Leaver CS","2022","30-39","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","London","80","[c]","40060","31060"
"Leaver CS","2022","30-39","Other","Outside London","230","[c]","25770","21640"
"Leaver CS","2022","30-39","Other","Overseas","15","[c]","39140","37830"
"Leaver CS","2022","30-39","Other","Unknown","60","[c]","34180","32700"
"Leaver CS","2022","30-39","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","London","285","[c]","47680","51730"
"Leaver CS","2022","30-39","Policy","Outside London","85","[c]","38260","36500"
"Leaver CS","2022","30-39","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","40","[c]","48500","44250"
"Leaver CS","2022","30-39","Project Delivery","Outside London","105","[c]","37570","37020"
"Leaver CS","2022","30-39","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","45","[c]","32520","32400"
"Leaver CS","2022","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","London","70","[c]","41070","40070"
"Leaver CS","2022","30-39","Science and Engineering","Outside London","215","[c]","36080","34230"
"Leaver CS","2022","30-39","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","85","[c]","29920","27210"
"Leaver CS","2022","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Social Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","London","10","[c]","45630","48680"
"Leaver CS","2022","30-39","Statistics","Outside London","15","[c]","33750","31990"
"Leaver CS","2022","30-39","Unknown","London","355","[c]","50490","54650"
"Leaver CS","2022","30-39","Unknown","Outside London","1030","[c]","29720","27570"
"Leaver CS","2022","30-39","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","70","[c]","42160","37810"
"Leaver CS","2022","30-39","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","45","[c]","45200","37100"
"Leaver CS","2022","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","35","[c]","56450","53100"
"Leaver CS","2022","40-49","Communications","Outside London","25","[c]","40770","39850"
"Leaver CS","2022","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","London","[c]","[c]","[c]","[c]"
