"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","1035","935","26110","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","LGBO","75","75","25490","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","90","80","24990","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","Unknown","1115","1035","24240","21300"
"In post","2022","Grants Management","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","London","Heterosexual / straight","95","90","40900","33900"
"In post","2022","Human Resources","Attorney General's Departments","London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","London","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Outside London","Heterosexual / straight","115","110","39300","33310"
"In post","2022","Human Resources","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","London","Heterosexual / straight","335","325","48770","42270"
"In post","2022","Human Resources","Cabinet Office","London","LGBO","35","35","43470","41820"
"In post","2022","Human Resources","Cabinet Office","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","London","Unknown","45","45","44120","37300"
"In post","2022","Human Resources","Cabinet Office","Outside London","Heterosexual / straight","570","535","34630","32000"
"In post","2022","Human Resources","Cabinet Office","Outside London","LGBO","45","45","35580","32000"
"In post","2022","Human Resources","Cabinet Office","Outside London","Undeclared","35","35","36460","32480"
"In post","2022","Human Resources","Cabinet Office","Outside London","Unknown","70","70","31710","25550"
"In post","2022","Human Resources","Cabinet Office","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","London","Heterosexual / straight","30","30","48430","42770"
"In post","2022","Human Resources","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","85","85","49180","49100"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","230","215","39330","37420"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","45","40","44400","35520"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Outside London","Heterosexual / straight","105","100","35160","30200"
"In post","2022","Human Resources","Department for Education","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","45","40","45590","42680"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","London","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","210","200","41730","37590"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","Unknown","30","30","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","London","Heterosexual / straight","70","70","46580","51710"
"In post","2022","Human Resources","Department for International Trade","London","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","London","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","London","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","60","55","36820","30530"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","London","Heterosexual / straight","50","50","47760","45990"
"In post","2022","Human Resources","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","London","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Outside London","Heterosexual / straight","310","290","34170","31780"
"In post","2022","Human Resources","Department for Transport","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Outside London","Undeclared","40","35","32810","32180"
"In post","2022","Human Resources","Department for Transport","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","London","Heterosexual / straight","175","165","41380","36650"
"In post","2022","Human Resources","Department for Work and Pensions","London","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","London","Unknown","30","25","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Outside London","Heterosexual / straight","1050","975","33880","29000"
"In post","2022","Human Resources","Department for Work and Pensions","Outside London","LGBO","75","70","33380","28990"
"In post","2022","Human Resources","Department for Work and Pensions","Outside London","Undeclared","100","90","31090","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Outside London","Unknown","145","130","33210","29290"
"In post","2022","Human Resources","Department for Work and Pensions","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","London","Heterosexual / straight","210","200","42240","35530"
"In post","2022","Human Resources","Department of Health and Social Care","London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","London","Undeclared","50","50","33690","32330"
"In post","2022","Human Resources","Department of Health and Social Care","London","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Outside London","Heterosexual / straight","85","80","43590","37150"
"In post","2022","Human Resources","Department of Health and Social Care","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Outside London","Unknown","50","50","50370","50210"
"In post","2022","Human Resources","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Outside London","Heterosexual / straight","35","30","40100","37350"
"In post","2022","Human Resources","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","165","160","50470","46820"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","London","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","London","Unknown","15","15","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","85","80","40630","33930"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Outside London","Heterosexual / straight","75","70","39030","38550"
"In post","2022","Human Resources","HM Land Registry","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","London","Heterosexual / straight","135","130","52890","48150"
"In post","2022","Human Resources","HM Revenue and Customs","London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","London","Unknown","40","40","46020","40910"
"In post","2022","Human Resources","HM Revenue and Customs","Outside London","Heterosexual / straight","1045","970","36820","33370"
"In post","2022","Human Resources","HM Revenue and Customs","Outside London","LGBO","80","75","36110","33080"
"In post","2022","Human Resources","HM Revenue and Customs","Outside London","Undeclared","85","75","31320","26820"
"In post","2022","Human Resources","HM Revenue and Customs","Outside London","Unknown","360","335","31310","26880"
"In post","2022","Human Resources","HM Treasury","London","Heterosexual / straight","55","55","47510","52500"
"In post","2022","Human Resources","HM Treasury","London","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Outside London","Heterosexual / straight","35","35","34450","28160"
"In post","2022","Human Resources","HM Treasury","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","London","Heterosexual / straight","220","210","47600","44100"
"In post","2022","Human Resources","Ministry of Defence","London","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","London","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Outside London","Heterosexual / straight","1475","1380","30400","26670"
"In post","2022","Human Resources","Ministry of Defence","Outside London","LGBO","50","50","29550","26350"
"In post","2022","Human Resources","Ministry of Defence","Outside London","Undeclared","180","165","29370","26350"
"In post","2022","Human Resources","Ministry of Defence","Outside London","Unknown","180","165","29250","23490"
"In post","2022","Human Resources","Ministry of Defence","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","London","Heterosexual / straight","265","260","48290","44000"
"In post","2022","Human Resources","Ministry of Justice","London","LGBO","20","20","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","London","Undeclared","35","35","49260","43020"
"In post","2022","Human Resources","Ministry of Justice","London","Unknown","35","35","41300","35190"
"In post","2022","Human Resources","Ministry of Justice","Outside London","Heterosexual / straight","640","620","38860","36010"
"In post","2022","Human Resources","Ministry of Justice","Outside London","LGBO","35","35","39880","32540"
"In post","2022","Human Resources","Ministry of Justice","Outside London","Undeclared","55","55","37210","33520"
"In post","2022","Human Resources","Ministry of Justice","Outside London","Unknown","80","75","34550","31180"
"In post","2022","Human Resources","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","London","Heterosexual / straight","45","40","44780","40620"
"In post","2022","Human Resources","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Outside London","Heterosexual / straight","95","90","38730","37170"
"In post","2022","Human Resources","National Crime Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","40","40","41200","32010"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Outside London","Heterosexual / straight","175","165","36960","35000"
"In post","2022","Human Resources","Scottish Government","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Outside London","Unknown","60","60","33960","35000"
"In post","2022","Human Resources","The National Archives","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","London","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Outside London","Heterosexual / straight","105","100","39000","36840"
"In post","2022","Human Resources","UK Statistics Authority","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
