"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","Female","10","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","Female","40","35","34540","33730"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","EO","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","EO","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","G6/G7","Male","55","50","62130","62420"
"In post","2022","Office of Rail and Road","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","AA/AO","Female","485","425","21030","20970"
"In post","2022","Office of the Public Guardian","Operational Delivery","AA/AO","Male","380","350","20990","20970"
"In post","2022","Office of the Public Guardian","Operational Delivery","EO","Female","195","185","25200","25120"
"In post","2022","Office of the Public Guardian","Operational Delivery","EO","Male","170","165","25170","25120"
"In post","2022","Office of the Public Guardian","Operational Delivery","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","SEO/HEO","Female","85","75","31860","30450"
"In post","2022","Office of the Public Guardian","Operational Delivery","SEO/HEO","Male","60","60","32350","30450"
"In post","2022","Office of the Public Guardian","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
