"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","SEO/HEO","Female","Undeclared","40","[c]","36750","34880"
"Leaver CS","2022","Declared disabled","SEO/HEO","Female","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Male","Heterosexual / straight","225","[c]","38610","37230"
"Leaver CS","2022","Declared disabled","SEO/HEO","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Male","Undeclared","45","[c]","39810","39490"
"Leaver CS","2022","Declared disabled","SEO/HEO","Male","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","Heterosexual / straight","150","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Female","Heterosexual / straight","3580","[c]","21360","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Female","LGBO","280","[c]","21200","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Female","Undeclared","380","[c]","21320","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Female","Unknown","1285","[c]","21360","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Male","Heterosexual / straight","3320","[c]","22120","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Male","LGBO","205","[c]","21420","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Male","Undeclared","220","[c]","22170","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Male","Unknown","750","[c]","22070","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Female","Heterosexual / straight","2725","[c]","27600","27570"
"Leaver CS","2022","Declared non-disabled","EO","Female","LGBO","145","[c]","27560","27570"
"Leaver CS","2022","Declared non-disabled","EO","Female","Undeclared","290","[c]","27430","27570"
"Leaver CS","2022","Declared non-disabled","EO","Female","Unknown","655","[c]","27770","27570"
"Leaver CS","2022","Declared non-disabled","EO","Male","Heterosexual / straight","1990","[c]","27960","27570"
"Leaver CS","2022","Declared non-disabled","EO","Male","LGBO","180","[c]","27770","27570"
"Leaver CS","2022","Declared non-disabled","EO","Male","Undeclared","205","[c]","28210","27570"
"Leaver CS","2022","Declared non-disabled","EO","Male","Unknown","415","[c]","27660","27570"
"Leaver CS","2022","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Female","Heterosexual / straight","975","[c]","59100","56370"
"Leaver CS","2022","Declared non-disabled","G6/G7","Female","LGBO","40","[c]","60740","56000"
"Leaver CS","2022","Declared non-disabled","G6/G7","Female","Undeclared","75","[c]","58870","54760"
"Leaver CS","2022","Declared non-disabled","G6/G7","Female","Unknown","180","[c]","58850","57800"
"Leaver CS","2022","Declared non-disabled","G6/G7","Male","Heterosexual / straight","965","[c]","61430","59720"
"Leaver CS","2022","Declared non-disabled","G6/G7","Male","LGBO","75","[c]","60520","57530"
"Leaver CS","2022","Declared non-disabled","G6/G7","Male","Undeclared","105","[c]","61970","59630"
"Leaver CS","2022","Declared non-disabled","G6/G7","Male","Unknown","275","[c]","58510","58880"
"Leaver CS","2022","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Female","Heterosexual / straight","165","[c]","94140","92310"
"Leaver CS","2022","Declared non-disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Male","Heterosexual / straight","175","[c]","97200","94220"
"Leaver CS","2022","Declared non-disabled","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","1945","[c]","37040","36600"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Female","LGBO","115","[c]","36160","35020"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Female","Undeclared","215","[c]","37490","37400"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Female","Unknown","390","[c]","36900","35990"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","1970","[c]","37890","36840"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Male","LGBO","105","[c]","37690","37060"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Male","Undeclared","200","[c]","38560","37650"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Male","Unknown","470","[c]","37930","37440"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","625","[c]","38440","30860"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","270","[c]","37900","39860"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Female","Heterosexual / straight","200","[c]","21110","21170"
"Leaver CS","2022","Undeclared","AA/AO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Female","Undeclared","90","[c]","20930","21260"
"Leaver CS","2022","Undeclared","AA/AO","Female","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Male","Heterosexual / straight","215","[c]","21990","21260"
"Leaver CS","2022","Undeclared","AA/AO","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Male","Undeclared","130","[c]","24320","21490"
"Leaver CS","2022","Undeclared","AA/AO","Male","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Female","Heterosexual / straight","105","[c]","27450","27570"
"Leaver CS","2022","Undeclared","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Female","Undeclared","70","[c]","27720","27570"
"Leaver CS","2022","Undeclared","EO","Female","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Male","Heterosexual / straight","120","[c]","27580","27570"
"Leaver CS","2022","Undeclared","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Male","Undeclared","85","[c]","28480","27570"
"Leaver CS","2022","Undeclared","EO","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Male","Undeclared","50","[c]","58710","57290"
"Leaver CS","2022","Undeclared","G6/G7","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Female","Heterosexual / straight","90","[c]","37290","36840"
"Leaver CS","2022","Undeclared","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Female","Undeclared","50","[c]","37910","37500"
"Leaver CS","2022","Undeclared","SEO/HEO","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Male","Heterosexual / straight","90","[c]","36730","36840"
"Leaver CS","2022","Undeclared","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Male","Undeclared","125","[c]","39160","38450"
"Leaver CS","2022","Undeclared","SEO/HEO","Male","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Female","Heterosexual / straight","185","[c]","22310","21910"
"Leaver CS","2022","Unknown","AA/AO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Female","Unknown","2130","[c]","21350","21260"
"Leaver CS","2022","Unknown","AA/AO","Male","Heterosexual / straight","260","[c]","24550","21680"
"Leaver CS","2022","Unknown","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Male","Undeclared","45","[c]","25090","20770"
"Leaver CS","2022","Unknown","AA/AO","Male","Unknown","1930","[c]","22170","21260"
"Leaver CS","2022","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Female","Heterosexual / straight","165","[c]","28380","27690"
"Leaver CS","2022","Unknown","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Female","Undeclared","75","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Female","Unknown","855","[c]","27300","27570"
"Leaver CS","2022","Unknown","EO","Male","Heterosexual / straight","175","[c]","30100","28950"
"Leaver CS","2022","Unknown","EO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Male","Undeclared","60","[c]","29230","27570"
"Leaver CS","2022","Unknown","EO","Male","Unknown","860","[c]","27410","27570"
"Leaver CS","2022","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Female","Heterosexual / straight","110","[c]","58530","55000"
"Leaver CS","2022","Unknown","G6/G7","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Female","Undeclared","85","[c]","58060","56950"
"Leaver CS","2022","Unknown","G6/G7","Female","Unknown","325","[c]","60610","57120"
"Leaver CS","2022","Unknown","G6/G7","Male","Heterosexual / straight","115","[c]","59580","55000"
"Leaver CS","2022","Unknown","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Male","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Male","Unknown","415","[c]","60960","58130"
"Leaver CS","2022","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Female","Unknown","65","[c]","109630","101430"
"Leaver CS","2022","Unknown","SCS level","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Male","Unknown","60","[c]","104750","94620"
"Leaver CS","2022","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Female","Heterosexual / straight","220","[c]","38080","37510"
"Leaver CS","2022","Unknown","SEO/HEO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Female","Undeclared","130","[c]","39000","40070"
"Leaver CS","2022","Unknown","SEO/HEO","Female","Unknown","665","[c]","36280","36000"
"Leaver CS","2022","Unknown","SEO/HEO","Male","Heterosexual / straight","235","[c]","38590","38000"
"Leaver CS","2022","Unknown","SEO/HEO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Male","Undeclared","125","[c]","37520","37190"
"Leaver CS","2022","Unknown","SEO/HEO","Male","Unknown","790","[c]","37420","36660"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Unknown","450","[c]","35220","32700"
"Leaver CS","2022","Unknown","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Unknown","380","[c]","36440","33570"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Female","Heterosexual / straight","110","[c]","21570","21260"
"Leaver Dept.","2022","Declared disabled","AA/AO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Male","Heterosexual / straight","75","[c]","21080","21260"
"Leaver Dept.","2022","Declared disabled","AA/AO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Female","Heterosexual / straight","220","[c]","27360","27570"
"Leaver Dept.","2022","Declared disabled","EO","Female","LGBO","45","[c]","27130","27570"
"Leaver Dept.","2022","Declared disabled","EO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Male","Heterosexual / straight","125","[c]","27110","27570"
"Leaver Dept.","2022","Declared disabled","EO","Male","LGBO","35","[c]","26900","27570"
"Leaver Dept.","2022","Declared disabled","EO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Female","Heterosexual / straight","130","[c]","56760","54700"
"Leaver Dept.","2022","Declared disabled","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Male","Heterosexual / straight","70","[c]","58550","57440"
"Leaver Dept.","2022","Declared disabled","G6/G7","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Female","Heterosexual / straight","300","[c]","35450","34550"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Female","LGBO","55","[c]","35070","34800"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Female","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Male","Heterosexual / straight","170","[c]","35180","34550"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Male","LGBO","45","[c]","35190","34580"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
