"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Unknown","85","85","44540","39660"
"In post","2022","Mixed","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Unknown","20","20","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Policy","5","5","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Mixed","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Mixed","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Medicine","10","10","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Operational Delivery","85","75","35120","29270"
"In post","2022","Mixed","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Science and Engineering","40","40","36970","38380"
"In post","2022","Mixed","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Operational Delivery","45","40","29640","24750"
"In post","2022","Mixed","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Social Research","15","15","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Statistics","5","5","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Property","30","25","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Legal","5","5","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Policy","25","25","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
