"Status","Year","Age","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","London","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","North West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","South East (England)","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","South West (England)","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","Wales","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","East Midlands (England)","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","East of England","30","25","28960","27570"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","London","100","85","32200","31060"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","North East (England)","45","40","26230","27570"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","North West (England)","105","80","29470","27570"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","Scotland","45","35","25980","26120"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","South East (England)","45","35","27530","27570"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","South West (England)","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","Wales","30","25","25700","27570"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","West Midlands (England)","65","50","26170","26840"
"In post","2022","60-64","Undeclared","Department for Work and Pensions","Yorkshire and The Humber","60","45","28390","27570"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Foreign, Commonwealth and Development Office","South East (England)","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","North East (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","North West (England)","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","South West (England)","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","Wales","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","East Midlands (England)","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","East of England","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","London","80","65","42790","38470"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","North East (England)","40","35","31940","24340"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","North West (England)","60","45","35780","31140"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","Scotland","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","South East (England)","35","25","34960","33370"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","South West (England)","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","Wales","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","West Midlands (England)","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Revenue and Customs","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","East of England","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","London","65","55","37190","30500"
"In post","2022","60-64","Undeclared","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","North West (England)","30","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","Scotland","10","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","South East (England)","40","25","29320","27370"
"In post","2022","60-64","Undeclared","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Home Office","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","East of England","35","35","32210","33300"
"In post","2022","60-64","Undeclared","Ministry of Defence","London","30","30","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","North West (England)","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Scotland","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","South East (England)","80","75","36260","34410"
"In post","2022","60-64","Undeclared","Ministry of Defence","South West (England)","135","120","38280","37390"
"In post","2022","60-64","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Wales","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Defence","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","East of England","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","London","45","45","36740","32090"
"In post","2022","60-64","Undeclared","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","North West (England)","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","South East (England)","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","South West (England)","20","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","Wales","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","West Midlands (England)","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Ministry of Justice","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Scottish Government","Scotland","65","50","41650","35000"
"In post","2022","60-64","Undeclared","UK Statistics Authority","South East (England)","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Welsh Government","Wales","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","London","35","30","59370","59100"
"In post","2022","60-64","Unknown","Attorney General's Departments","North West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Attorney General's Departments","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","London","40","35","60420","56480"
"In post","2022","60-64","Unknown","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","North West (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","South East (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Cabinet Office","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","South East (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","Wales","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","West Midlands (England)","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","London","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","North East (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","North West (England)","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","South East (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","South West (England)","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Department for International Trade","London","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Levelling Up, Housing and Communities","London","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","London","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","North West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","South East (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","Wales","35","30","26330","21840"
"In post","2022","60-64","Unknown","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions","East Midlands (England)","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions","East of England","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions","London","30","30","34830","31060"
"In post","2022","60-64","Unknown","Department for Work and Pensions","North East (England)","35","30","29040","21260"
"In post","2022","60-64","Unknown","Department for Work and Pensions","North West (England)","80","70","26080","21840"
"In post","2022","60-64","Unknown","Department for Work and Pensions","Scotland","45","35","29220","21260"
"In post","2022","60-64","Unknown","Department for Work and Pensions","South East (England)","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions","South West (England)","35","30","24530","21260"
"In post","2022","60-64","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions","Wales","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Department for Work and Pensions","West Midlands (England)","30","30","24560","24010"
"In post","2022","60-64","Unknown","Department for Work and Pensions","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","London","35","35","61660","54410"
"In post","2022","60-64","Unknown","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Department of Health and Social Care","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","60-64","Unknown","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Foreign, Commonwealth and Development Office","Overseas","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Foreign, Commonwealth and Development Office","Scotland","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","East Midlands (England)","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","South West (England)","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","HM Revenue and Customs","East Midlands (England)","40","30","28140","22080"
"In post","2022","60-64","Unknown","HM Revenue and Customs","East of England","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","HM Revenue and Customs","London","120","105","42840","40910"
"In post","2022","60-64","Unknown","HM Revenue and Customs","North East (England)","185","140","24350","22080"
"In post","2022","60-64","Unknown","HM Revenue and Customs","North West (England)","165","135","26610","22080"
"In post","2022","60-64","Unknown","HM Revenue and Customs","Northern Ireland","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","HM Revenue and Customs","Scotland","135","105","26550","22080"
"In post","2022","60-64","Unknown","HM Revenue and Customs","South East (England)","55","45","26540","26400"
"In post","2022","60-64","Unknown","HM Revenue and Customs","South West (England)","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","HM Revenue and Customs","Wales","45","35","27330","22080"
"In post","2022","60-64","Unknown","HM Revenue and Customs","West Midlands (England)","40","30","33700","28920"
"In post","2022","60-64","Unknown","HM Revenue and Customs","Yorkshire and The Humber","35","25","23970","22060"
"In post","2022","60-64","Unknown","Home Office","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","London","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","North West (England)","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","South East (England)","25","15","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Home Office","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","East of England","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","London","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","North West (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","Scotland","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","South East (England)","50","50","34570","33300"
"In post","2022","60-64","Unknown","Ministry of Defence","South West (England)","80","75","34330","33000"
"In post","2022","60-64","Unknown","Ministry of Defence","Unknown","115","115","39910","37300"
"In post","2022","60-64","Unknown","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Defence","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Justice","East Midlands (England)","45","35","27930","28200"
"In post","2022","60-64","Unknown","Ministry of Justice","East of England","45","35","25680","24620"
"In post","2022","60-64","Unknown","Ministry of Justice","London","105","95","35420","32890"
"In post","2022","60-64","Unknown","Ministry of Justice","North East (England)","35","30","29000","28200"
"In post","2022","60-64","Unknown","Ministry of Justice","North West (England)","80","70","26780","26310"
"In post","2022","60-64","Unknown","Ministry of Justice","Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Justice","South East (England)","75","60","28690","27380"
"In post","2022","60-64","Unknown","Ministry of Justice","South West (England)","35","30","25990","25520"
"In post","2022","60-64","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Ministry of Justice","Wales","40","35","27690","27290"
"In post","2022","60-64","Unknown","Ministry of Justice","West Midlands (England)","65","55","25830","22510"
"In post","2022","60-64","Unknown","Ministry of Justice","Yorkshire and The Humber","60","50","28060","28200"
"In post","2022","60-64","Unknown","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","North West (England)","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","South East (England)","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Scottish Government","Scotland","500","400","32900","30450"
"In post","2022","60-64","Unknown","The National Archives","London","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","UK Statistics Authority","South East (England)","45","30","22450","20350"
"In post","2022","60-64","Unknown","UK Statistics Authority","Wales","15","10","[c]","[c]"
"In post","2022","60-64","Unknown","Welsh Government","Wales","5","5","[c]","[c]"
"In post","2022","60-64","White","Attorney General's Departments","East Midlands (England)","25","20","[c]","[c]"
"In post","2022","60-64","White","Attorney General's Departments","East of England","30","25","47220","53910"
"In post","2022","60-64","White","Attorney General's Departments","London","130","115","57160","62590"
