"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Communications","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","UK Statistics Authority","Outside London","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Companies House","Outside London","45","40","23880","22740"
"In post","2022","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","135","130","26970","27570"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","570","545","36990","37610"
"In post","2022","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","1805","1710","31610","28920"
"In post","2022","Unknown","Counter Fraud","Serious Fraud Office","London","60","60","51010","42720"
"In post","2022","Unknown","Counter Fraud","The Insolvency Service","London","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","The Insolvency Service","Outside London","40","40","35320","34390"
"In post","2022","Unknown","Counter Fraud","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Department for Work and Pensions (excl. agencies)","Outside London","80","75","21770","21260"
"In post","2022","Unknown","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","HM Revenue and Customs (excl. agencies)","London","120","105","28710","26400"
"In post","2022","Unknown","Debt","HM Revenue and Customs (excl. agencies)","Outside London","1215","1120","22680","21250"
"In post","2022","Unknown","Debt","UK Debt Management Office","London","15","15","[c]","[c]"
"In post","2022","Unknown","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","10","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","110","105","50740","54700"
"In post","2022","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Charity Commission","Outside London","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Companies House","Outside London","40","40","37020","36530"
"In post","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Crown Commercial Service","London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Crown Commercial Service","Outside London","65","60","42880","39360"
"In post","2022","Unknown","Digital, Data & Technology","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Crown Prosecution Service","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Defence Equipment and Support","Outside London","35","35","34820","31000"
"In post","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","London","105","105","47720","49330"
"In post","2022","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","230","225","38970","36500"
"In post","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","80","75","43360","47550"
"In post","2022","Unknown","Digital, Data & Technology","Department for International Trade","London","55","55","49910","51710"
"In post","2022","Unknown","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","40","40","51280","45600"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","350","345","42670","39140"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","100","100","42740","33760"
"In post","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","70","70","41970","39280"
"In post","2022","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","55","55","33430","30730"
"In post","2022","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","90","90","41290","38500"
"In post","2022","Unknown","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Health and Safety Executive","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","London","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","30","30","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","HM Land Registry","London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","HM Land Registry","Outside London","170","165","33540","31740"
"In post","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","105","100","52020","43810"
"In post","2022","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","680","665","39450","33370"
"In post","2022","Unknown","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Intellectual Property Office","Outside London","70","65","42820","40200"
"In post","2022","Unknown","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","65","65","43190","40850"
"In post","2022","Unknown","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","45","45","44460","39520"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","265","260","34860","33000"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","105","105","52360","54270"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","55","55","48050","50430"
"In post","2022","Unknown","Digital, Data & Technology","National Crime Agency","London","65","65","48720","48340"
"In post","2022","Unknown","Digital, Data & Technology","National Crime Agency","Outside London","100","100","37390","36740"
"In post","2022","Unknown","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Registers of Scotland","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","60","60","37950","34950"
"In post","2022","Unknown","Digital, Data & Technology","Scottish Prison Service","Outside London","30","30","41190","38370"
"In post","2022","Unknown","Digital, Data & Technology","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Submarine Delivery Agency","Outside London","10","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","The Insolvency Service","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","The National Archives","London","30","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Debt Management Office","London","35","30","51670","50000"
"In post","2022","Unknown","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Health Security Agency","London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Health Security Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Hydrographic Office","Outside London","55","55","40310","41200"
"In post","2022","Unknown","Digital, Data & Technology","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","London","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","Outside London","310","305","40730","36840"
"In post","2022","Unknown","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Valuation Office Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Welsh Revenue Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Advisory, Conciliation and Arbitration Service","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Cabinet Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Companies House","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Crown Commercial Service","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Crown Prosecution Service","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Defence Equipment and Support","Outside London","20","15","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Education (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Education (excl. agencies)","Outside London","90","90","34140","29360"
"In post","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","5","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","40","40","39350","36700"
"In post","2022","Unknown","Finance","Department for International Trade","London","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Transport (excl. agencies)","London","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Transport (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Work and Pensions (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Work and Pensions (excl. agencies)","Outside London","40","40","38480","33650"
"In post","2022","Unknown","Finance","Department of Health and Social Care (excl. agencies)","London","185","185","44540","40650"
"In post","2022","Unknown","Finance","Department of Health and Social Care (excl. agencies)","Outside London","145","140","36800","30320"
"In post","2022","Unknown","Finance","Department of Health and Social Care (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Driver and Vehicle Licensing Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Driver and Vehicle Standards Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Education and Skills Funding Agency","London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Education and Skills Funding Agency","Outside London","145","145","36420","36500"
"In post","2022","Unknown","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","35","35","47640","40770"
"In post","2022","Unknown","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","45","40","39460","38850"
"In post","2022","Unknown","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Government Legal Department","London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","HM Courts and Tribunals Service","London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","HM Land Registry","London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","HM Revenue and Customs (excl. agencies)","London","130","130","46080","43430"
"In post","2022","Unknown","Finance","HM Revenue and Customs (excl. agencies)","Outside London","515","460","28330","22080"
"In post","2022","Unknown","Finance","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Intellectual Property Office","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Maritime and Coastguard Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Medicines and Healthcare Products Regulatory Agency","London","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Ministry of Defence (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Ministry of Defence (excl. agencies)","Outside London","150","145","37310","33300"
"In post","2022","Unknown","Finance","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Ministry of Justice (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Ministry of Justice (excl. agencies)","Outside London","30","30","36330","36050"
"In post","2022","Unknown","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","National Crime Agency","Outside London","40","35","37260","36740"
"In post","2022","Unknown","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Registers of Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Scottish Courts and Tribunals Service","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Scottish Prison Service","Outside London","60","60","33570","26900"
"In post","2022","Unknown","Finance","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","The Insolvency Service","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","UK Debt Management Office","London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","UK Health Security Agency","London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","UK Health Security Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","UK Statistics Authority","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Valuation Office Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Welsh Revenue Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Cabinet Office (excl. agencies)","London","45","45","44780","37160"
"In post","2022","Unknown","Human Resources","Cabinet Office (excl. agencies)","Outside London","65","65","30300","24100"
"In post","2022","Unknown","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Companies House","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Crown Commercial Service","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Crown Prosecution Service","London","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Crown Prosecution Service","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Defence Equipment and Support","Outside London","20","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Education (excl. agencies)","Outside London","45","45","29630","25000"
"In post","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","30","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for International Trade","London","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Transport (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Transport (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","London","80","80","35860","32790"
"In post","2022","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Driver and Vehicle Licensing Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Government Legal Department","London","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Health and Safety Executive","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Prison and Probation Service","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","London","35","35","44060","39150"
"In post","2022","Unknown","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","300","280","31310","26820"
"In post","2022","Unknown","Human Resources","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Maritime and Coastguard Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Ministry of Defence (excl. agencies)","London","30","30","49690","45200"
"In post","2022","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Outside London","200","185","28340","22330"
"In post","2022","Unknown","Human Resources","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Ministry of Justice (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Outside London","60","60","33790","30450"
"In post","2022","Unknown","Human Resources","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","National Crime Agency","London","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","National Crime Agency","Outside London","75","70","36980","36740"
"In post","2022","Unknown","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","5","5","[c]","[c]"
